member_id,tenure_months,membership_tier,monthly_dues,visit_frequency_per_month,personal_training_addon,group_classes_per_month,has_locker_rental,referred_by_member,payment_method,avg_session_minutes,app_engagement_score,has_nutrition_plan,membership_value_estimate,cancelled
PAL-02345,8,Core,48.91,7.7,No,5,No,No,Debit Card,75.9,98,No,464.32,No
PAL-02346,13,Elite,84.65,7.9,No,2,Yes,Yes,Credit Card,47.3,100,No,1178.99,No
PAL-02347,54,Basic,21.11,12.5,No,2,No,No,Credit Card,57.5,26,No,1257.63,No
PAL-02348,60,Core,44.55,4.5,No,4,No,Yes,Credit Card,41.3,51,No,3125.05,No
PAL-02349,46,Elite,81.01,2.3,No,3,No,No,Credit Card,42.9,74,Yes,4026.38,No
PAL-02350,42,Core,48.68,5.6,No,2,No,No,Debit Card,17.5,40,No,1458.82,No
PAL-02351,30,Core,41.91,15.9,No,1,No,No,Credit Card,59.9,45,No,685.66,No
PAL-02352,55,Elite,85.09,13.0,No,2,Yes,No,Bank Draft,45.6,29,No,4725.53,No
PAL-02353,5,Core,42.36,2.2,No,2,No,No,Credit Card,75.3,94,No,246.71,No
PAL-02354,30,Basic,20.79,3.8,Yes,5,Yes,No,Credit Card,41.7,9,No,1181.56,No
PAL-02355,6,Core,39.15,11.1,Yes,2,No,No,Credit Card,51.8,3,No,184.86,No
PAL-02356,54,Basic,31.47,7.4,No,2,No,No,Bank Draft,62.3,78,Yes,1427.99,Yes
PAL-02357,24,Elite,75.56,6.8,No,2,No,No,Debit Card,87.0,10,No,2514.79,No
PAL-02358,60,Core,40.54,5.1,No,3,No,No,Debit Card,39.9,96,No,1322.13,No
PAL-02359,3,Core,46.36,3.9,No,0,No,No,Credit Card,45.3,86,No,50.46,No
PAL-02360,50,Basic,21.84,4.6,No,2,No,No,Bank Draft,54.3,56,No,978.67,Yes
PAL-02361,13,Core,39.35,2.1,Yes,1,No,No,Credit Card,47.5,44,No,1263.32,No
PAL-02362,48,Core,41.03,8.5,No,1,Yes,No,Bank Draft,61.7,59,No,1694.02,No
PAL-02363,48,Basic,27.83,4.2,No,1,No,No,Credit Card,54.3,83,No,1669.06,No
PAL-02364,13,Basic,27.02,8.2,No,3,Yes,Yes,Bank Draft,69.6,46,No,302.96,No
PAL-02365,24,Elite,86.79,1.9,No,3,No,No,Credit Card,48.5,88,No,1715.51,No
PAL-02366,8,Elite,88.23,6.0,No,0,No,No,Credit Card,64.0,59,No,1221.31,No
PAL-02367,38,Core,41.79,10.5,No,1,Yes,No,Credit Card,51.6,97,Yes,980.52,No
PAL-02368,46,Basic,27.75,7.6,No,3,No,No,Debit Card,60.0,10,No,1334.02,Yes
PAL-02369,2,Elite,77.37,4.7,No,3,No,No,Credit Card,55.2,95,Yes,197.48,No
PAL-02370,43,Elite,78.98,2.7,No,1,No,No,Credit Card,51.1,4,No,6102.2,No
PAL-02371,17,Core,43.36,7.0,Yes,1,No,No,Credit Card,41.7,44,Yes,734.64,No
PAL-02372,38,Core,45.34,11.3,No,2,No,No,Bank Draft,63.9,10,No,858.97,No
PAL-02373,57,Basic,21.97,14.3,No,1,No,Yes,Debit Card,37.4,100,No,697.78,No
PAL-02374,27,Core,52.83,8.2,Yes,3,No,Yes,Debit Card,61.0,5,No,1004.99,No
PAL-02375,43,Elite,82.83,4.1,Yes,1,No,Yes,Debit Card,60.6,85,No,5334.96,No
PAL-02376,3,Core,48.17,5.2,No,5,Yes,No,Credit Card,82.9,20,No,103.72,No
PAL-02377,3,Elite,74.95,7.4,No,1,No,No,Debit Card,63.9,19,No,267.27,No
PAL-02378,34,Basic,23.73,6.8,No,3,No,Yes,Credit Card,25.8,70,Yes,1786.28,No
PAL-02379,38,Basic,22.07,1.7,No,0,Yes,No,Credit Card,38.6,49,No,1123.92,No
PAL-02380,32,Elite,71.74,16.1,Yes,3,No,No,Credit Card,51.7,87,No,3468.77,No
PAL-02381,42,Elite,78.1,5.9,No,3,Yes,No,Credit Card,46.3,13,No,3798.05,No
PAL-02382,43,Basic,27.94,5.9,No,2,Yes,No,Credit Card,57.0,22,No,785.19,No
PAL-02383,58,Elite,80.61,2.2,No,0,No,No,Debit Card,34.4,84,No,11752.51,No
PAL-02384,5,Basic,29.43,4.7,No,5,Yes,No,Credit Card,26.9,2,No,52.65,Yes
PAL-02385,24,Core,42.63,9.4,Yes,2,Yes,No,Credit Card,38.7,79,No,1598.27,No
PAL-02386,24,Basic,24.85,10.1,No,4,No,No,Debit Card,82.0,97,Yes,871.62,No
PAL-02387,33,Elite,85.34,8.2,Yes,2,No,No,Credit Card,67.2,78,No,1644.03,No
PAL-02388,25,Elite,84.47,3.3,No,4,No,Yes,Credit Card,44.1,16,No,934.47,No
PAL-02389,45,Basic,31.42,11.5,No,2,Yes,No,Bank Draft,54.5,30,Yes,1858.84,Yes
PAL-02390,28,Elite,79.66,3.7,No,2,No,No,Debit Card,38.1,78,No,1388.36,Yes
PAL-02391,23,Basic,25.77,3.5,No,1,Yes,No,Bank Draft,63.9,77,No,1070.3,No
PAL-02392,2,Elite,84.62,4.3,No,3,No,Yes,Bank Draft,37.3,93,Yes,209.12,No
PAL-02393,21,Elite,75.83,12.2,No,2,No,Yes,Credit Card,46.5,28,No,2664.47,No
PAL-02394,35,Elite,67.96,4.5,No,3,No,No,Bank Draft,41.3,75,Yes,3860.11,No
PAL-02395,60,Basic,24.36,7.6,Yes,4,No,No,Debit Card,48.6,0,No,1754.89,No
PAL-02396,11,Basic,25.28,4.9,No,1,Yes,No,Credit Card,56.0,9,No,280.45,No
PAL-02397,45,Core,45.08,14.5,No,0,Yes,No,Bank Draft,51.7,52,No,2552.4,No
PAL-02398,55,Core,42.84,7.0,No,0,No,No,Bank Draft,65.9,86,No,2249.68,No
PAL-02399,30,Core,48.53,4.2,Yes,5,Yes,Yes,Credit Card,38.0,35,No,1214.55,No
PAL-02400,38,Core,47.24,1.8,No,4,No,No,Credit Card,17.1,63,No,961.68,No
PAL-02401,12,Basic,26.43,8.2,No,0,Yes,No,Credit Card,54.4,64,No,403.24,Yes
PAL-02402,50,Core,42.82,6.0,Yes,2,No,No,Credit Card,74.7,36,No,1934.29,No
PAL-02403,40,Basic,20.55,4.6,No,2,No,Yes,Debit Card,37.7,86,No,1160.84,No
PAL-02404,30,Basic,25.77,2.6,No,1,Yes,No,Credit Card,60.1,57,No,980.57,Yes
PAL-02405,40,Core,46.53,15.5,No,0,No,No,Credit Card,45.6,99,No,1002.03,No
PAL-02406,22,Core,46.81,9.0,No,1,Yes,No,Credit Card,40.9,88,No,1213.47,No
PAL-02407,11,Basic,24.5,10.8,No,1,No,No,Debit Card,40.9,27,No,432.87,No
PAL-02408,15,Basic,24.19,5.1,Yes,1,No,No,Debit Card,59.0,67,No,356.81,No
PAL-02409,1,Core,45.21,5.4,No,2,No,Yes,Credit Card,70.9,24,No,110.68,No
PAL-02410,24,Core,46.56,16.8,No,2,Yes,No,Debit Card,68.7,78,No,1412.12,No
PAL-02411,27,Basic,24.58,3.0,No,2,Yes,No,Debit Card,64.0,27,No,1451.93,No
PAL-02412,56,Core,47.3,14.3,Yes,1,Yes,No,Debit Card,54.0,87,No,2836.83,No
PAL-02413,25,Basic,27.91,13.4,No,1,Yes,Yes,Credit Card,43.0,81,No,1108.69,No
PAL-02414,56,Core,53.51,2.2,No,2,No,No,Credit Card,65.1,23,Yes,1533.17,No
PAL-02415,7,Core,49.78,2.6,No,2,Yes,No,Credit Card,70.7,45,No,212.85,No
PAL-02416,57,Elite,78.4,18.3,No,2,Yes,No,Credit Card,46.0,74,No,5833.83,No
PAL-02417,25,Basic,24.99,5.9,No,3,No,No,Credit Card,45.8,57,Yes,526.95,Yes
PAL-02418,46,Core,41.14,6.0,No,4,No,No,Credit Card,57.9,73,Yes,2357.39,No
PAL-02419,14,Basic,21.57,7.2,No,3,No,No,Credit Card,37.8,77,No,379.06,No
PAL-02420,10,Core,45.99,4.4,Yes,2,No,No,Credit Card,55.2,80,No,684.55,No
PAL-02421,34,Elite,82.0,11.2,No,1,No,No,Bank Draft,24.2,48,No,1913.14,Yes
PAL-02422,43,Elite,75.37,2.2,Yes,0,No,No,Debit Card,66.4,35,No,4081.7,No
PAL-02423,16,Basic,25.19,10.9,No,1,No,No,Debit Card,53.7,99,No,337.12,Yes
PAL-02424,20,Basic,24.24,4.2,No,5,No,No,Credit Card,53.8,85,No,441.33,No
PAL-02425,25,Basic,24.98,3.6,No,2,No,No,Bank Draft,59.4,42,No,1425.03,Yes
PAL-02426,25,Basic,24.73,4.6,No,5,Yes,No,Bank Draft,45.3,12,No,999.57,No
PAL-02427,60,Basic,26.03,9.8,Yes,1,No,No,Credit Card,65.5,89,No,1728.28,No
PAL-02428,28,Basic,20.79,4.8,No,0,No,No,Credit Card,68.6,77,No,527.04,Yes
PAL-02429,46,Core,53.5,1.1,No,0,No,No,Credit Card,62.5,26,Yes,3658.93,No
PAL-02430,15,Core,46.45,3.0,No,1,No,No,Credit Card,62.7,15,No,1168.75,No
PAL-02431,41,Basic,20.9,8.5,No,3,Yes,No,Credit Card,96.6,13,No,992.21,No
PAL-02432,12,Core,52.37,3.1,No,0,No,Yes,Credit Card,74.5,10,Yes,1019.67,Yes
PAL-02433,43,Basic,24.69,3.3,No,1,Yes,No,Credit Card,43.3,52,No,996.74,No
PAL-02434,6,Core,55.0,3.6,Yes,3,No,Yes,Credit Card,54.5,81,Yes,540.64,No
PAL-02435,18,Core,41.27,10.2,No,5,No,No,Credit Card,28.3,89,No,595.99,No
PAL-02436,26,Basic,24.18,7.2,No,3,No,No,Debit Card,62.1,40,No,711.12,No
PAL-02437,56,Basic,22.09,12.2,No,2,No,No,Debit Card,44.3,26,No,648.32,Yes
PAL-02438,36,Basic,18.83,4.9,No,3,No,Yes,Credit Card,76.8,65,No,504.9,No
PAL-02439,11,Core,44.71,12.7,No,2,Yes,Yes,Credit Card,61.7,64,No,431.1,Yes
PAL-02440,53,Basic,25.71,0.9,No,3,No,No,Credit Card,45.3,62,Yes,1231.66,No
PAL-02441,48,Elite,68.3,6.5,No,4,No,No,Debit Card,53.2,27,No,2700.39,No
PAL-02442,1,Basic,23.61,5.3,No,3,No,No,Bank Draft,67.3,60,No,0.0,No
PAL-02443,8,Basic,25.96,4.8,No,3,No,Yes,Bank Draft,63.2,41,No,296.51,No
PAL-02444,2,Core,45.28,13.1,No,3,No,Yes,Credit Card,42.2,47,No,50.38,No
PAL-02445,14,Basic,25.77,5.1,No,1,No,No,Credit Card,71.7,13,No,442.67,No
PAL-02446,45,Core,39.77,8.8,Yes,4,No,Yes,Credit Card,20.9,76,Yes,2377.86,No
PAL-02447,10,Core,50.55,13.7,No,2,No,No,Bank Draft,32.6,4,No,304.25,No
PAL-02448,48,Elite,73.09,6.9,No,3,No,Yes,Credit Card,51.2,29,Yes,3042.62,No
PAL-02449,24,Core,46.37,4.1,No,0,Yes,No,Debit Card,46.3,60,No,1304.84,Yes
PAL-02450,2,Core,38.38,1.8,No,4,Yes,No,Credit Card,56.0,71,Yes,88.69,No
PAL-02451,33,Elite,70.37,5.3,No,2,Yes,No,Credit Card,36.0,56,Yes,3858.06,No
PAL-02452,46,Basic,27.1,7.9,No,3,Yes,No,Credit Card,41.7,32,No,2168.52,No
PAL-02453,21,Core,46.28,10.5,No,3,No,Yes,Debit Card,36.9,30,No,1845.94,No
PAL-02454,34,Elite,69.09,8.8,No,3,No,No,Debit Card,35.8,12,No,2284.55,No
PAL-02455,49,Core,41.84,3.5,No,3,No,No,Credit Card,50.7,4,No,1027.78,Yes
PAL-02456,19,Basic,21.77,7.3,No,4,No,No,Debit Card,37.2,17,No,642.61,Yes
PAL-02457,22,Elite,80.47,4.6,No,3,No,No,Debit Card,45.3,19,No,2066.54,No
PAL-02458,39,Basic,25.04,2.4,Yes,1,No,Yes,Debit Card,45.8,40,No,763.92,No
PAL-02459,56,Core,44.9,10.6,No,1,No,No,Credit Card,51.7,6,No,1756.57,No
PAL-02460,18,Basic,31.23,2.4,No,7,No,No,Credit Card,28.1,37,No,466.32,No
PAL-02461,13,Core,35.02,7.1,No,1,No,Yes,Debit Card,57.7,93,No,367.21,No
PAL-02462,26,Core,44.25,2.7,No,3,No,No,Bank Draft,42.9,78,No,897.65,No
PAL-02463,3,Basic,25.7,7.6,No,3,No,No,Debit Card,56.2,46,No,0.0,No
PAL-02464,29,Basic,29.45,6.5,No,0,No,No,Debit Card,49.7,36,No,1126.27,Yes
PAL-02465,20,Basic,27.08,3.9,No,2,No,No,Credit Card,56.4,35,No,552.98,Yes
PAL-02466,17,Core,48.36,6.0,No,3,No,No,Debit Card,54.8,78,No,470.82,No
PAL-02467,16,Elite,89.52,2.1,No,6,No,No,Credit Card,76.4,68,No,1633.31,No
PAL-02468,20,Core,43.3,18.4,No,4,No,No,Credit Card,31.2,7,No,756.86,No
PAL-02469,19,Elite,80.34,3.1,Yes,2,No,No,Credit Card,76.1,50,Yes,779.54,No
PAL-02470,54,Core,37.88,9.4,No,4,No,No,Debit Card,69.1,26,No,2570.44,Yes
PAL-02471,8,Basic,22.31,16.4,No,3,Yes,No,Debit Card,47.1,11,Yes,215.55,Yes
PAL-02472,24,Basic,32.2,6.5,Yes,0,Yes,No,Credit Card,62.8,99,Yes,661.87,No
PAL-02473,21,Core,44.76,10.1,No,6,No,Yes,Credit Card,82.7,27,No,769.69,No
PAL-02474,16,Basic,29.14,15.5,No,2,No,No,Debit Card,32.3,33,No,173.71,Yes
PAL-02475,9,Core,44.18,7.8,No,1,No,No,Debit Card,55.1,72,No,449.62,No
PAL-02476,30,Elite,89.43,4.8,No,2,No,No,Debit Card,36.2,41,No,2680.93,No
PAL-02477,31,Basic,21.12,11.1,No,3,No,No,Credit Card,57.2,82,No,632.91,Yes
PAL-02478,8,Basic,24.51,6.3,No,1,No,No,Bank Draft,65.7,44,No,183.28,No
PAL-02479,60,Elite,60.0,1.3,Yes,4,No,No,Bank Draft,38.2,61,No,4191.57,No
PAL-02480,34,Core,51.26,3.4,Yes,3,No,No,Credit Card,44.2,82,No,2073.26,No
PAL-02481,46,Basic,30.33,5.6,No,4,No,No,Debit Card,51.5,74,No,1318.38,Yes
PAL-02482,51,Basic,26.9,12.2,No,2,No,No,Bank Draft,65.1,71,Yes,1716.65,Yes
PAL-02483,16,Core,46.76,7.5,No,2,Yes,Yes,Debit Card,67.2,10,No,724.89,No
PAL-02484,29,Elite,81.59,4.3,No,3,No,No,Credit Card,59.4,14,No,1059.01,No
PAL-02485,48,Elite,84.52,7.8,No,2,No,No,Credit Card,56.5,71,No,3158.46,Yes
PAL-02486,0,Basic,19.46,1.0,No,2,No,Yes,Credit Card,52.7,87,No,0.0,Yes
PAL-02487,17,Elite,73.91,2.5,Yes,1,No,No,Credit Card,65.4,67,No,1424.2,No
PAL-02488,55,Basic,22.89,16.1,No,1,No,No,Credit Card,60.0,32,No,1038.23,No
PAL-02489,40,Core,44.07,1.6,Yes,3,No,No,Debit Card,63.1,66,No,1616.53,Yes
PAL-02490,45,Elite,72.93,16.3,Yes,1,Yes,Yes,Credit Card,55.5,90,No,4204.65,No
PAL-02491,30,Basic,22.62,19.1,Yes,4,Yes,No,Credit Card,34.7,7,No,919.67,Yes
PAL-02492,59,Core,40.18,6.2,No,2,No,Yes,Credit Card,36.4,87,No,2792.6,No
PAL-02493,40,Elite,77.18,10.1,No,3,Yes,No,Credit Card,59.4,26,No,3503.74,No
PAL-02494,49,Core,44.81,3.4,No,4,No,No,Debit Card,45.8,7,No,2594.25,No
PAL-02495,34,Core,52.74,4.6,No,0,Yes,No,Debit Card,59.1,45,No,4818.14,No
PAL-02496,52,Basic,29.43,17.2,No,2,No,No,Debit Card,46.2,46,No,1915.71,No
PAL-02497,42,Basic,26.54,13.9,No,4,No,No,Credit Card,41.5,81,Yes,966.99,No
PAL-02498,55,Basic,24.07,13.2,Yes,3,Yes,No,Credit Card,62.3,83,No,1371.67,No
PAL-02499,3,Basic,22.65,10.5,No,2,No,No,Bank Draft,33.9,10,No,115.02,No
PAL-02500,15,Basic,27.0,2.1,No,4,No,Yes,Debit Card,60.4,75,No,350.24,No
PAL-02501,23,Elite,87.16,4.6,No,4,No,No,Credit Card,47.1,13,No,1858.17,No
PAL-02502,60,Basic,24.62,5.0,No,1,No,No,Debit Card,41.7,60,Yes,2183.77,Yes
PAL-02503,16,Elite,70.6,12.6,No,7,No,No,Credit Card,46.6,14,No,1671.52,No
PAL-02504,15,Elite,73.44,6.1,No,5,Yes,Yes,Debit Card,54.2,96,No,589.98,No
PAL-02505,36,Basic,25.53,9.7,No,0,No,No,Bank Draft,76.9,24,No,1062.98,No
PAL-02506,59,Basic,26.81,3.2,No,2,Yes,Yes,Credit Card,59.0,7,No,935.6,No
PAL-02507,60,Core,46.51,2.8,No,3,No,No,Credit Card,67.6,77,No,10183.09,No
PAL-02508,48,Elite,69.53,6.0,No,5,No,No,Credit Card,62.2,85,No,3054.48,Yes
PAL-02509,49,Basic,25.51,4.0,No,2,No,No,Credit Card,55.0,33,No,1062.15,Yes
PAL-02510,44,Basic,20.92,9.7,No,1,No,No,Credit Card,46.5,87,No,2463.4,Yes
PAL-02511,24,Core,47.62,10.4,No,2,Yes,No,Bank Draft,46.4,83,No,967.57,No
PAL-02512,14,Basic,27.55,3.9,Yes,5,No,Yes,Credit Card,49.5,31,Yes,367.09,Yes
PAL-02513,38,Basic,28.1,4.0,No,4,No,No,Credit Card,66.9,29,No,2014.61,Yes
PAL-02514,18,Basic,31.31,6.0,No,3,No,Yes,Debit Card,84.7,1,No,1686.85,No
PAL-02515,55,Elite,84.84,14.5,No,2,No,No,Debit Card,47.5,41,No,4697.43,No
PAL-02516,9,Basic,23.12,8.6,No,0,Yes,No,Debit Card,55.2,90,No,192.02,No
PAL-02517,51,Core,35.1,6.9,Yes,1,No,No,Bank Draft,53.3,40,No,1110.18,No
PAL-02518,18,Core,48.66,4.5,No,0,No,No,Bank Draft,46.5,61,No,1780.42,Yes
PAL-02519,36,Elite,74.39,5.6,No,2,No,No,Credit Card,24.5,16,No,2370.79,No
PAL-02520,56,Basic,28.84,9.9,No,2,No,No,Credit Card,72.0,23,No,1038.97,No
PAL-02521,12,Core,45.36,10.7,Yes,4,No,No,Credit Card,59.8,6,No,952.66,No
PAL-02522,28,Elite,79.22,2.0,Yes,2,No,No,Debit Card,60.5,96,No,1101.5,No
PAL-02523,34,Core,45.08,2.7,No,1,No,Yes,Credit Card,45.0,91,No,2011.91,Yes
PAL-02524,58,Elite,83.81,9.7,No,1,No,No,Debit Card,61.4,35,No,1809.75,No
PAL-02525,2,Basic,28.83,14.5,No,3,No,No,Debit Card,36.2,87,Yes,9.3,No
PAL-02526,36,Core,45.68,5.5,No,1,Yes,Yes,Credit Card,56.5,34,No,1604.39,No
PAL-02527,59,Elite,76.02,7.9,No,1,Yes,No,Debit Card,37.9,77,No,6597.55,No
PAL-02528,0,Core,45.79,1.1,No,4,No,No,Credit Card,38.5,74,Yes,38.59,Yes
PAL-02529,22,Basic,28.19,12.2,No,2,No,Yes,Credit Card,51.4,72,No,601.89,No
PAL-02530,20,Basic,25.47,6.8,No,0,Yes,Yes,Credit Card,47.7,52,No,282.53,Yes
PAL-02531,4,Elite,68.27,11.1,No,2,No,No,Debit Card,74.8,70,Yes,182.75,No
PAL-02532,20,Basic,22.24,5.5,No,1,Yes,No,Credit Card,28.3,84,Yes,531.95,No
PAL-02533,29,Basic,24.12,13.1,No,8,No,No,Debit Card,59.5,46,No,1075.13,No
PAL-02534,25,Basic,21.63,15.5,No,3,No,Yes,Credit Card,67.1,67,No,338.23,No
PAL-02535,34,Elite,84.04,5.4,No,2,No,No,Credit Card,42.7,22,No,4753.94,No
PAL-02536,40,Core,43.96,11.5,Yes,2,Yes,No,Credit Card,48.1,25,No,3482.17,No
PAL-02537,26,Basic,20.46,13.6,No,3,No,No,Bank Draft,62.2,91,No,1416.91,Yes
PAL-02538,16,Elite,84.63,7.1,Yes,2,No,No,Debit Card,39.2,0,Yes,782.68,No
PAL-02539,55,Basic,27.25,6.6,No,4,No,Yes,Debit Card,52.4,88,No,2768.39,No
PAL-02540,24,Basic,22.47,19.6,No,1,No,No,Debit Card,50.3,60,No,567.52,No
PAL-02541,57,Basic,19.05,7.8,No,4,No,No,Debit Card,57.4,92,No,996.32,No
PAL-02542,60,Core,43.01,6.4,No,2,Yes,Yes,Credit Card,54.3,85,No,5893.72,No
PAL-02543,38,Elite,92.83,3.4,Yes,1,No,No,Debit Card,50.7,7,No,3461.55,No
PAL-02544,22,Core,39.38,6.5,No,0,No,No,Debit Card,51.5,56,No,988.72,No
PAL-02545,59,Core,43.51,8.8,No,4,No,No,Bank Draft,45.9,13,No,1179.25,No
PAL-02546,30,Core,49.44,9.5,Yes,1,No,No,Credit Card,63.2,76,No,674.89,No
PAL-02547,21,Basic,25.36,3.7,No,4,Yes,No,Credit Card,54.9,100,No,672.84,Yes
PAL-02548,31,Elite,82.48,5.9,Yes,1,Yes,No,Debit Card,53.9,18,No,6287.19,No
PAL-02549,43,Core,42.76,7.5,Yes,1,No,No,Credit Card,73.6,9,No,3082.18,No
PAL-02550,11,Core,48.18,2.1,No,5,No,No,Credit Card,63.5,54,No,711.58,No
PAL-02551,12,Core,40.71,9.4,No,6,No,No,Debit Card,44.8,33,No,301.4,No
PAL-02552,30,Basic,27.43,8.7,No,1,No,No,Credit Card,82.7,84,Yes,1090.94,No
PAL-02553,38,Core,39.57,7.5,No,4,No,No,Bank Draft,46.7,31,Yes,2412.63,No
PAL-02554,13,Basic,26.89,7.0,Yes,0,No,Yes,Credit Card,88.5,72,No,475.51,No
PAL-02555,5,Core,43.27,3.8,No,3,No,No,Credit Card,15.0,4,No,158.02,Yes
PAL-02556,6,Elite,80.59,10.1,No,4,Yes,No,Credit Card,45.2,25,No,1082.8,No
PAL-02557,2,Basic,22.03,5.4,No,2,No,No,Debit Card,50.6,52,No,23.76,Yes
PAL-02558,49,Basic,23.19,4.7,No,3,No,Yes,Bank Draft,49.6,18,No,683.3,Yes
PAL-02559,36,Core,48.69,3.0,No,1,No,Yes,Debit Card,48.1,79,No,3752.74,No
PAL-02560,43,Core,39.11,5.5,No,4,No,Yes,Credit Card,59.3,62,No,1587.53,No
PAL-02561,31,Basic,26.23,10.5,No,5,Yes,No,Credit Card,44.8,31,No,1199.47,Yes
PAL-02562,16,Basic,27.71,4.7,No,2,No,No,Credit Card,53.3,4,No,293.61,Yes
PAL-02563,25,Basic,26.3,6.4,No,2,No,No,Debit Card,56.5,46,No,399.59,Yes
PAL-02564,8,Core,52.09,1.3,Yes,2,No,No,Debit Card,97.2,8,No,696.11,No
PAL-02565,22,Elite,82.22,2.9,No,2,No,No,Debit Card,74.5,10,No,954.65,No
PAL-02566,59,Core,53.54,2.0,No,3,Yes,No,Bank Draft,60.8,54,No,7056.85,No
PAL-02567,57,Elite,78.54,6.2,Yes,1,No,No,Credit Card,72.8,85,No,4409.59,No
PAL-02568,55,Basic,27.61,7.2,No,3,No,No,Debit Card,21.5,3,No,1580.41,Yes
PAL-02569,44,Core,47.82,3.6,No,6,No,No,Debit Card,31.4,75,No,2079.7,No
PAL-02570,22,Basic,24.49,7.3,No,3,Yes,No,Credit Card,49.2,3,No,786.34,No
PAL-02571,46,Basic,26.19,7.7,No,2,No,Yes,Credit Card,37.1,26,No,969.99,Yes
PAL-02572,39,Basic,25.65,6.2,No,1,No,No,Credit Card,59.9,11,No,926.14,Yes
PAL-02573,44,Basic,21.69,3.1,No,2,Yes,No,Credit Card,64.6,5,No,2583.27,Yes
PAL-02574,17,Basic,19.7,12.5,No,3,No,Yes,Debit Card,49.2,16,No,446.11,No
PAL-02575,49,Core,42.84,15.9,No,2,Yes,No,Debit Card,41.3,34,No,1617.57,Yes
PAL-02576,22,Core,43.09,10.8,No,2,Yes,No,Credit Card,71.5,41,No,630.77,No
PAL-02577,38,Elite,79.73,2.6,No,1,No,No,Debit Card,26.0,27,No,1528.65,No
PAL-02578,32,Core,42.24,1.9,Yes,2,No,No,Credit Card,48.0,66,Yes,1913.75,No
PAL-02579,17,Basic,22.42,16.3,No,3,No,No,Credit Card,38.0,57,No,237.99,Yes
PAL-02580,16,Basic,22.78,6.2,Yes,5,No,No,Credit Card,51.4,2,No,657.39,No
PAL-02581,28,Elite,75.21,23.7,No,1,Yes,No,Credit Card,47.2,97,No,2080.82,No
PAL-02582,5,Core,42.23,3.2,Yes,1,No,Yes,Bank Draft,49.3,23,Yes,284.15,No
PAL-02583,0,Elite,82.12,6.0,Yes,1,No,No,Bank Draft,56.0,5,No,0.0,No
PAL-02584,43,Basic,28.99,18.9,No,2,No,No,Credit Card,79.2,70,No,910.52,No
PAL-02585,54,Elite,82.27,11.1,Yes,0,No,No,Credit Card,67.3,92,No,3368.64,No
PAL-02586,11,Core,44.12,11.9,No,5,No,No,Credit Card,47.8,46,No,627.91,No
PAL-02587,1,Core,37.68,3.0,Yes,1,No,No,Debit Card,44.6,61,No,227.91,No
PAL-02588,18,Basic,24.64,11.4,No,6,No,No,Credit Card,58.1,0,Yes,324.04,No
PAL-02589,45,Core,46.39,13.9,No,4,No,No,Bank Draft,30.6,8,No,1514.41,No
PAL-02590,58,Core,40.46,2.5,No,0,No,No,Debit Card,22.3,32,No,4797.99,No
PAL-02591,22,Basic,22.47,2.3,No,2,No,No,Credit Card,54.1,15,No,101.93,No
PAL-02592,36,Elite,78.68,12.6,Yes,1,Yes,Yes,Debit Card,50.6,89,No,3766.82,No
PAL-02593,58,Elite,72.46,6.3,No,3,No,No,Bank Draft,71.9,3,No,11039.72,No
PAL-02594,13,Core,41.55,10.8,No,1,No,Yes,Debit Card,50.0,5,No,241.56,Yes
PAL-02595,9,Core,41.95,8.4,No,2,Yes,No,Credit Card,63.3,59,Yes,432.5,Yes
PAL-02596,17,Elite,68.13,1.8,No,1,No,No,Credit Card,58.8,48,No,678.14,No
PAL-02597,46,Basic,24.41,7.8,No,0,No,No,Credit Card,51.7,47,No,1522.5,No
PAL-02598,13,Core,46.44,3.7,No,5,No,No,Credit Card,36.4,0,Yes,402.55,Yes
PAL-02599,2,Core,49.41,2.0,No,1,No,No,Credit Card,51.2,66,No,86.31,No
PAL-02600,53,Basic,25.6,3.2,Yes,5,No,No,Credit Card,35.6,46,No,1213.55,No
PAL-02601,48,Elite,75.73,13.7,Yes,4,No,Yes,Bank Draft,42.2,87,No,2200.03,No
PAL-02602,48,Basic,23.67,3.2,No,2,Yes,Yes,Credit Card,33.9,31,No,944.13,Yes
PAL-02603,38,Core,40.93,3.2,No,1,Yes,No,Credit Card,69.0,60,Yes,1145.2,No
PAL-02604,33,Basic,23.24,9.6,No,2,No,No,Credit Card,50.4,26,No,222.7,Yes
PAL-02605,13,Core,49.81,6.3,No,4,No,No,Debit Card,37.9,87,No,355.2,No
PAL-02606,7,Core,40.49,6.3,No,0,Yes,No,Credit Card,34.7,59,Yes,535.49,No
PAL-02607,38,Core,42.08,6.7,No,1,No,No,Credit Card,65.9,80,No,1424.86,Yes
PAL-02608,45,Core,48.58,1.1,No,3,No,No,Bank Draft,62.6,20,Yes,2921.5,No
PAL-02609,50,Core,38.34,5.5,No,1,No,Yes,Bank Draft,34.0,41,Yes,1172.66,No
PAL-02610,51,Core,42.78,9.7,No,2,No,No,Credit Card,60.1,93,No,2857.98,No
PAL-02611,42,Core,41.28,4.6,No,1,Yes,No,Credit Card,43.3,98,No,1750.1,Yes
PAL-02612,32,Basic,23.78,5.8,No,5,No,No,Credit Card,62.9,69,No,1379.26,No
PAL-02613,27,Core,43.16,6.7,Yes,2,No,No,Credit Card,30.2,36,No,1256.19,No
PAL-02614,12,Core,42.24,13.2,No,4,No,No,Credit Card,52.1,28,Yes,553.74,No
