subscriber_id,tenure_months,plan_type,monthly_price,items_per_box,referral_count,boxes_skipped_ytd,gift_subscription,payment_method,loyalty_points_balance,app_installed,avg_review_rating,social_media_follower,subscriber_value_estimate,unsubscribed
CAS-00824,15,Basic,21.42,5,0,1,No,Credit Card,887,Yes,3.4,No,635.25,Yes
CAS-00825,0,Basic,18.65,3,0,2,Yes,Credit Card,126,Yes,3.4,No,82.18,No
CAS-00826,8,Curated,29.55,6,0,1,No,Credit Card,194,Yes,4.4,No,323.22,No
CAS-00827,18,Curated,33.51,6,1,1,No,Buy Now Pay Later,233,No,4.0,No,854.13,Yes
CAS-00828,29,Deluxe,57.56,6,0,1,No,Credit Card,726,No,5.0,No,1352.92,No
CAS-00829,23,Basic,18.11,6,0,1,No,PayPal,79,Yes,4.3,No,400.99,No
CAS-00830,7,Basic,20.85,5,1,1,No,Debit Card,506,No,5.0,No,331.8,Yes
CAS-00831,8,Basic,22.54,4,1,2,No,Credit Card,290,No,3.8,No,160.48,No
CAS-00832,10,Curated,35.45,5,0,2,No,Credit Card,299,No,4.1,No,246.65,No
CAS-00833,40,Basic,17.91,3,1,0,No,PayPal,111,No,4.7,No,537.53,Yes
CAS-00834,7,Basic,19.08,4,1,3,No,PayPal,1071,No,4.0,No,589.09,Yes
CAS-00835,7,Basic,22.59,7,0,0,Yes,Credit Card,363,No,3.5,No,264.51,Yes
CAS-00836,40,Basic,22.0,7,1,1,No,PayPal,345,Yes,5.0,No,1603.0,No
CAS-00837,20,Curated,35.88,7,1,1,No,Credit Card,58,Yes,3.8,Yes,637.52,No
CAS-00838,42,Basic,21.02,6,0,2,No,Debit Card,744,Yes,2.5,No,1156.23,Yes
CAS-00839,37,Curated,36.57,9,2,2,No,Credit Card,46,Yes,4.5,No,717.24,No
CAS-00840,2,Curated,38.31,11,0,0,No,Debit Card,151,No,5.0,No,157.85,No
CAS-00841,25,Curated,30.48,5,0,1,Yes,Credit Card,351,No,3.7,No,1076.07,No
CAS-00842,3,Basic,21.49,7,1,1,No,PayPal,242,Yes,2.8,No,128.06,Yes
CAS-00843,28,Curated,33.39,3,0,0,No,PayPal,239,No,4.7,No,1417.11,No
CAS-00844,1,Curated,37.48,5,1,1,No,Credit Card,934,Yes,4.4,No,459.01,No
CAS-00845,26,Curated,32.03,2,1,2,No,PayPal,76,Yes,4.4,No,668.5,No
CAS-00846,21,Curated,36.96,4,0,0,No,Credit Card,542,No,4.2,Yes,856.06,Yes
CAS-00847,3,Curated,34.67,6,0,1,Yes,Credit Card,211,No,3.4,Yes,211.43,No
CAS-00848,14,Curated,33.35,4,1,0,No,PayPal,272,Yes,4.7,No,329.04,Yes
CAS-00849,41,Curated,34.45,5,1,1,No,Buy Now Pay Later,166,Yes,3.4,Yes,2610.22,No
CAS-00850,8,Basic,18.8,2,0,1,No,Debit Card,283,No,3.4,Yes,213.79,Yes
CAS-00851,10,Curated,37.08,7,1,1,Yes,Credit Card,272,No,4.3,Yes,297.74,No
CAS-00852,40,Curated,28.82,4,0,2,No,Credit Card,340,Yes,4.2,No,556.13,No
CAS-00853,39,Basic,19.94,6,1,0,No,Credit Card,163,Yes,4.2,No,989.37,No
CAS-00854,14,Basic,21.55,5,0,0,No,Buy Now Pay Later,1052,No,3.5,Yes,647.79,No
CAS-00855,46,Basic,19.62,5,0,0,No,Debit Card,379,Yes,4.3,Yes,1182.09,No
CAS-00856,46,Curated,30.5,2,0,3,No,Debit Card,493,Yes,2.2,Yes,1363.09,No
CAS-00857,10,Deluxe,49.47,6,0,3,No,Debit Card,1418,Yes,3.9,Yes,1070.51,No
CAS-00858,32,Basic,19.86,9,1,0,No,Debit Card,754,Yes,4.5,No,1717.57,No
CAS-00859,16,Basic,21.47,7,0,1,No,Credit Card,88,Yes,3.8,No,363.32,No
CAS-00860,26,Curated,32.61,3,0,1,No,Debit Card,226,Yes,4.1,No,1358.15,Yes
CAS-00861,44,Deluxe,52.96,8,0,0,No,Credit Card,423,Yes,3.6,No,2847.42,No
CAS-00862,16,Deluxe,54.46,5,1,0,No,Credit Card,499,Yes,3.8,No,822.54,No
CAS-00863,26,Curated,36.02,5,0,2,Yes,Credit Card,138,Yes,3.5,No,662.9,No
CAS-00864,47,Deluxe,56.47,3,0,2,No,Credit Card,51,Yes,3.5,No,2422.28,No
CAS-00865,35,Basic,16.95,6,2,0,No,Buy Now Pay Later,245,Yes,4.5,No,946.94,Yes
CAS-00866,10,Curated,36.99,4,0,1,Yes,Credit Card,539,No,3.6,No,973.73,No
CAS-00867,8,Basic,16.27,6,0,2,No,Credit Card,50,Yes,4.2,No,129.19,No
CAS-00868,23,Curated,35.22,5,1,2,No,Credit Card,104,No,3.7,No,1831.63,No
CAS-00869,33,Curated,32.1,9,1,5,No,Debit Card,621,No,4.3,No,1934.18,No
CAS-00870,18,Curated,36.67,13,1,2,No,Debit Card,278,Yes,2.7,No,1569.55,No
CAS-00871,9,Curated,36.26,5,0,1,No,Debit Card,713,Yes,5.0,No,684.36,No
CAS-00872,5,Basic,16.87,6,1,0,No,Debit Card,656,No,3.9,Yes,434.94,Yes
CAS-00873,17,Deluxe,55.07,3,1,4,No,Debit Card,748,Yes,4.3,Yes,1654.06,No
CAS-00874,0,Curated,33.66,7,1,3,No,Credit Card,172,No,3.4,No,0.0,Yes
CAS-00875,44,Deluxe,51.89,8,0,2,No,Credit Card,486,Yes,3.7,No,3215.01,No
CAS-00876,39,Curated,38.43,4,0,0,No,PayPal,307,Yes,4.3,Yes,2554.26,Yes
CAS-00877,24,Basic,18.14,4,1,1,No,Credit Card,234,Yes,3.9,No,498.72,No
CAS-00878,25,Curated,34.58,6,3,0,No,Debit Card,63,No,2.7,No,599.77,No
CAS-00879,9,Basic,23.03,10,0,0,No,Buy Now Pay Later,43,No,4.2,No,166.8,Yes
CAS-00880,18,Basic,18.53,6,0,2,No,PayPal,189,No,3.9,No,427.88,Yes
CAS-00881,1,Curated,34.63,4,0,1,Yes,Debit Card,362,No,4.1,No,195.06,No
CAS-00882,40,Basic,19.79,6,0,1,No,Debit Card,614,Yes,4.4,No,516.97,Yes
CAS-00883,7,Deluxe,55.18,4,0,1,No,Credit Card,185,No,4.0,No,648.32,No
CAS-00884,37,Basic,24.19,6,0,1,Yes,PayPal,307,No,3.7,No,458.61,Yes
CAS-00885,35,Deluxe,59.04,3,0,2,Yes,Credit Card,39,Yes,3.2,No,2744.53,No
CAS-00886,33,Curated,37.97,4,0,1,No,PayPal,684,Yes,4.4,No,1569.97,No
CAS-00887,31,Curated,38.96,5,0,2,No,Debit Card,308,Yes,4.1,No,2343.26,No
CAS-00888,36,Deluxe,53.87,6,1,4,No,Credit Card,265,Yes,3.6,No,1106.66,No
CAS-00889,25,Curated,36.91,5,1,1,No,PayPal,126,No,5.0,No,1125.36,Yes
CAS-00890,21,Curated,35.68,8,0,3,No,PayPal,582,No,3.0,No,651.12,No
CAS-00891,29,Curated,43.15,4,0,2,No,Debit Card,786,Yes,3.4,No,1742.06,Yes
CAS-00892,24,Basic,19.35,3,1,1,No,Credit Card,505,Yes,4.4,Yes,759.64,No
CAS-00893,22,Curated,35.44,7,1,2,No,Buy Now Pay Later,396,No,3.6,No,1652.51,No
CAS-00894,8,Basic,20.5,5,0,1,No,Credit Card,749,Yes,4.5,No,485.75,Yes
CAS-00895,13,Curated,34.82,6,1,2,Yes,PayPal,184,Yes,4.5,No,461.86,No
CAS-00896,20,Basic,18.41,9,0,2,No,PayPal,698,No,4.2,No,797.28,No
CAS-00897,15,Curated,37.18,3,0,1,No,Credit Card,26,Yes,4.9,No,375.76,No
CAS-00898,17,Curated,30.26,6,1,0,No,Debit Card,60,No,4.3,No,1738.47,No
CAS-00899,24,Curated,33.63,6,1,1,No,Credit Card,822,No,4.1,No,1431.82,No
CAS-00900,1,Curated,34.56,4,0,0,No,Buy Now Pay Later,641,Yes,3.4,No,190.91,Yes
CAS-00901,25,Curated,33.51,12,0,0,No,PayPal,354,No,2.8,No,463.02,No
CAS-00902,17,Basic,24.51,4,0,1,No,Debit Card,589,No,4.4,Yes,560.44,Yes
CAS-00903,19,Curated,34.87,5,1,1,No,Debit Card,42,Yes,5.0,No,1081.93,No
CAS-00904,2,Deluxe,54.61,2,0,0,No,Buy Now Pay Later,338,Yes,2.7,No,262.65,No
CAS-00905,19,Deluxe,58.52,5,0,3,No,Debit Card,211,Yes,3.5,No,567.42,No
CAS-00906,21,Basic,19.94,10,0,3,No,Credit Card,181,Yes,2.1,No,483.06,No
CAS-00907,26,Basic,17.68,11,0,2,No,Credit Card,491,No,4.2,Yes,580.2,No
CAS-00908,14,Curated,33.9,4,0,1,No,Credit Card,416,Yes,4.4,No,377.31,No
CAS-00909,4,Deluxe,56.53,2,0,1,No,Credit Card,102,Yes,3.9,No,536.98,No
CAS-00910,7,Deluxe,50.5,8,1,0,Yes,Credit Card,143,Yes,4.1,No,602.18,Yes
CAS-00911,28,Curated,36.01,6,0,1,No,PayPal,384,Yes,4.7,No,898.79,Yes
CAS-00912,40,Curated,34.85,7,0,3,No,Credit Card,160,No,3.9,No,1205.62,Yes
CAS-00913,23,Deluxe,66.09,5,0,3,No,Credit Card,57,No,4.6,No,819.33,No
CAS-00914,42,Curated,35.17,2,2,2,No,Credit Card,201,No,3.5,No,1683.33,Yes
CAS-00915,26,Curated,33.87,5,0,0,No,PayPal,114,No,4.0,No,1093.8,No
CAS-00916,47,Basic,19.96,5,1,2,No,PayPal,713,Yes,3.7,Yes,1882.82,No
CAS-00917,10,Basic,23.99,5,2,1,No,Credit Card,244,No,3.4,Yes,482.81,No
CAS-00918,20,Basic,19.24,4,0,2,No,PayPal,99,Yes,4.9,No,312.44,No
CAS-00919,41,Deluxe,57.6,8,1,1,No,Credit Card,315,No,4.3,No,1682.77,No
CAS-00920,12,Basic,16.84,6,0,1,No,Credit Card,362,No,3.9,No,389.88,No
CAS-00921,43,Curated,35.28,8,2,1,No,Debit Card,178,Yes,5.0,No,1932.39,No
CAS-00922,24,Curated,32.71,4,2,1,No,Credit Card,673,No,4.4,No,736.64,No
CAS-00923,22,Deluxe,59.45,6,1,1,No,Credit Card,204,No,3.1,No,2046.17,No
CAS-00924,30,Curated,34.14,3,0,1,No,Debit Card,307,Yes,4.8,No,998.9,No
CAS-00925,4,Basic,18.45,8,3,3,No,PayPal,184,No,4.8,No,283.6,No
CAS-00926,32,Basic,24.07,6,1,2,No,Credit Card,126,No,5.0,No,582.3,Yes
CAS-00927,27,Basic,21.55,2,0,1,Yes,PayPal,95,Yes,4.8,Yes,500.68,Yes
CAS-00928,14,Curated,36.48,9,2,3,No,Credit Card,221,No,3.2,Yes,847.71,Yes
CAS-00929,0,Curated,35.59,3,0,2,Yes,Debit Card,665,No,3.1,No,296.17,No
CAS-00930,4,Curated,33.55,6,0,0,No,Buy Now Pay Later,232,No,3.1,No,232.89,No
CAS-00931,21,Basic,20.03,2,0,2,No,PayPal,302,No,4.4,No,851.55,No
CAS-00932,12,Basic,18.77,7,1,0,No,Credit Card,448,No,3.1,Yes,309.29,Yes
CAS-00933,27,Curated,32.25,12,1,1,No,Debit Card,395,Yes,4.5,No,727.4,Yes
CAS-00934,28,Deluxe,57.03,4,1,0,No,PayPal,546,Yes,3.2,No,1799.84,No
CAS-00935,43,Curated,37.2,8,2,0,No,Buy Now Pay Later,248,No,3.2,No,1548.99,No
CAS-00936,8,Curated,32.83,3,0,0,Yes,Credit Card,293,Yes,3.9,Yes,481.77,No
CAS-00937,13,Basic,20.66,3,1,4,Yes,PayPal,406,Yes,5.0,No,379.76,Yes
CAS-00938,23,Curated,31.42,2,1,4,No,Credit Card,115,No,3.1,No,673.57,No
CAS-00939,30,Basic,19.17,3,0,1,No,PayPal,142,Yes,3.7,No,886.39,Yes
CAS-00940,1,Curated,27.08,4,0,1,No,PayPal,1677,Yes,3.3,No,779.02,Yes
CAS-00941,45,Deluxe,63.21,7,0,1,Yes,Credit Card,110,Yes,5.0,Yes,3226.08,No
CAS-00942,19,Curated,37.36,2,0,2,No,Credit Card,747,No,4.0,No,860.83,Yes
CAS-00943,44,Curated,30.3,4,0,4,No,PayPal,696,Yes,3.4,No,1038.84,Yes
CAS-00944,4,Deluxe,60.6,5,0,1,No,Credit Card,73,Yes,4.4,No,434.72,No
CAS-00945,44,Curated,33.3,9,1,1,Yes,Credit Card,206,Yes,3.2,No,2177.1,No
CAS-00946,20,Deluxe,51.2,2,1,0,No,PayPal,377,No,3.0,No,1261.3,No
CAS-00947,47,Deluxe,63.06,7,0,1,No,PayPal,415,Yes,4.8,Yes,2782.1,No
CAS-00948,3,Deluxe,54.85,10,0,3,No,Credit Card,61,Yes,4.4,No,173.09,No
CAS-00949,4,Curated,36.64,5,0,0,No,Credit Card,344,Yes,5.0,No,285.02,No
CAS-00950,5,Deluxe,54.94,7,0,1,No,Credit Card,442,Yes,3.2,No,338.92,Yes
CAS-00951,42,Deluxe,55.05,10,0,1,No,Credit Card,532,No,3.6,No,3302.84,Yes
CAS-00952,18,Curated,37.99,2,0,1,Yes,PayPal,363,No,3.3,No,460.06,No
CAS-00953,30,Curated,33.12,8,0,2,No,PayPal,850,No,3.0,No,1647.7,Yes
CAS-00954,30,Basic,20.12,2,1,6,No,Credit Card,636,Yes,4.7,No,940.35,No
CAS-00955,20,Basic,20.2,3,2,0,No,Debit Card,164,No,3.6,Yes,840.02,No
CAS-00956,13,Curated,39.16,5,1,1,No,Debit Card,148,Yes,4.0,No,934.17,No
CAS-00957,30,Basic,20.3,4,1,1,No,Buy Now Pay Later,670,No,4.6,Yes,1039.41,Yes
CAS-00958,9,Curated,32.95,4,0,2,No,Credit Card,936,No,4.0,No,500.09,No
CAS-00959,36,Curated,38.8,3,0,3,No,Credit Card,145,No,4.3,No,2371.09,No
CAS-00960,24,Curated,35.56,3,1,0,No,Credit Card,178,Yes,3.7,No,455.92,No
CAS-00961,47,Curated,35.6,7,1,1,No,PayPal,500,Yes,4.3,No,2122.79,No
CAS-00962,35,Deluxe,53.52,5,2,1,No,PayPal,169,No,4.7,No,1952.04,Yes
CAS-00963,8,Deluxe,64.32,7,1,0,No,PayPal,694,Yes,3.7,No,817.45,No
CAS-00964,19,Curated,34.64,5,1,4,No,Debit Card,452,No,4.6,No,835.69,Yes
CAS-00965,24,Deluxe,57.18,6,2,3,No,Debit Card,683,No,3.7,No,967.78,No
CAS-00966,29,Deluxe,56.98,6,3,5,No,PayPal,542,Yes,4.4,No,2398.97,No
CAS-00967,31,Basic,22.21,3,0,2,No,Credit Card,1084,Yes,2.1,No,1257.58,Yes
CAS-00968,3,Deluxe,50.88,4,0,0,No,Credit Card,603,No,3.5,Yes,371.61,No
CAS-00969,24,Deluxe,46.6,7,1,2,No,Debit Card,219,No,3.2,No,682.59,No
CAS-00970,15,Deluxe,54.79,10,1,2,No,Credit Card,960,No,4.3,Yes,1161.86,No
CAS-00971,5,Basic,21.81,5,1,3,No,Buy Now Pay Later,431,No,5.0,No,326.86,No
CAS-00972,44,Curated,37.1,6,0,1,No,Credit Card,574,No,4.0,No,1840.95,Yes
CAS-00973,17,Basic,21.94,7,0,0,No,Credit Card,428,No,5.0,No,547.2,No
CAS-00974,2,Deluxe,52.75,6,0,1,No,Debit Card,350,No,4.9,No,256.41,No
CAS-00975,29,Deluxe,61.89,4,1,1,No,PayPal,450,Yes,4.2,No,2517.52,No
CAS-00976,40,Basic,19.31,4,2,1,No,Debit Card,274,Yes,3.7,No,850.89,Yes
CAS-00977,39,Deluxe,62.88,8,0,0,No,PayPal,292,Yes,4.0,No,4295.16,No
CAS-00978,29,Deluxe,49.23,3,2,0,No,Debit Card,326,Yes,5.0,No,1641.79,No
CAS-00979,21,Curated,39.05,4,1,1,No,PayPal,764,Yes,5.0,No,745.28,No
CAS-00980,32,Basic,18.2,3,0,0,No,Credit Card,744,Yes,3.8,No,438.8,Yes
CAS-00981,27,Curated,33.41,9,1,1,No,PayPal,312,Yes,4.7,No,1321.43,No
CAS-00982,41,Basic,19.09,5,0,1,No,Debit Card,287,No,4.3,No,866.55,Yes
CAS-00983,38,Basic,24.17,3,0,3,No,Credit Card,391,Yes,3.6,No,1165.28,Yes
CAS-00984,40,Basic,17.93,5,0,1,No,PayPal,631,Yes,5.0,No,1165.23,Yes
CAS-00985,41,Curated,33.26,6,0,1,No,Credit Card,161,Yes,3.9,Yes,1285.24,Yes
CAS-00986,28,Deluxe,58.94,9,1,0,No,PayPal,134,No,5.0,No,1794.43,No
CAS-00987,6,Basic,18.89,8,0,0,No,Debit Card,172,Yes,4.2,No,277.65,Yes
CAS-00988,21,Curated,35.77,8,2,1,No,Credit Card,171,Yes,4.4,No,637.31,Yes
CAS-00989,35,Curated,34.6,7,0,1,No,Credit Card,261,Yes,3.7,No,964.77,No
CAS-00990,5,Curated,36.11,5,1,2,No,PayPal,688,No,4.0,No,468.79,No
CAS-00991,35,Basic,17.73,4,0,2,No,Credit Card,400,No,4.3,No,837.55,Yes
CAS-00992,17,Curated,31.97,6,0,3,No,Debit Card,288,Yes,4.5,No,803.62,Yes
CAS-00993,8,Basic,19.32,8,0,0,No,Credit Card,838,No,4.4,Yes,410.61,Yes
CAS-00994,27,Curated,35.81,6,1,2,No,Credit Card,840,No,3.6,No,732.0,No
CAS-00995,8,Basic,18.72,7,0,2,No,Credit Card,350,Yes,3.6,No,374.35,No
CAS-00996,17,Curated,31.0,2,1,3,No,PayPal,573,No,3.4,No,353.04,No
CAS-00997,19,Basic,21.85,4,0,3,No,Credit Card,307,No,3.4,No,645.44,No
CAS-00998,14,Curated,30.74,13,0,4,No,Credit Card,442,Yes,4.7,No,671.64,No
CAS-00999,41,Deluxe,58.0,6,1,0,No,PayPal,401,Yes,4.4,No,1113.92,No
CAS-01000,26,Curated,39.42,5,2,2,Yes,Credit Card,329,Yes,4.6,No,1293.91,No
CAS-01001,7,Basic,18.32,2,2,3,No,Debit Card,206,No,3.4,Yes,145.14,No
CAS-01002,42,Curated,37.67,7,1,1,No,Buy Now Pay Later,366,Yes,3.9,No,1216.63,No
CAS-01003,13,Deluxe,55.21,3,0,3,No,Credit Card,422,No,4.8,No,820.42,No
CAS-01004,45,Curated,40.98,7,2,6,No,Credit Card,370,No,5.0,No,2628.19,No
CAS-01005,28,Basic,18.26,4,1,1,Yes,Credit Card,781,No,4.3,No,658.86,Yes
CAS-01006,18,Basic,18.97,6,1,0,No,PayPal,310,Yes,3.0,No,334.8,No
CAS-01007,38,Basic,17.05,3,2,0,Yes,Debit Card,322,Yes,3.6,No,595.62,Yes
CAS-01008,27,Curated,35.62,6,3,2,No,Credit Card,86,No,3.8,Yes,1307.84,No
CAS-01009,16,Basic,21.3,8,0,0,No,Credit Card,342,Yes,3.9,No,1011.57,Yes
CAS-01010,41,Basic,18.03,6,0,5,No,Credit Card,244,Yes,3.7,Yes,778.29,Yes
CAS-01011,26,Curated,32.1,5,2,1,No,Buy Now Pay Later,286,Yes,4.5,Yes,1283.55,No
CAS-01012,19,Deluxe,55.96,7,4,2,No,Buy Now Pay Later,718,No,5.0,Yes,1132.96,No
CAS-01013,15,Deluxe,50.68,7,0,4,No,PayPal,306,No,3.6,Yes,713.39,No
CAS-01014,14,Basic,18.83,10,2,0,No,Debit Card,354,No,5.0,No,364.46,Yes
CAS-01015,15,Curated,31.43,12,0,2,No,Credit Card,153,Yes,1.9,No,475.5,No
CAS-01016,8,Deluxe,61.03,8,1,0,No,Credit Card,530,No,5.0,No,663.96,No
CAS-01017,35,Basic,21.17,7,0,1,No,PayPal,56,Yes,5.0,No,1403.3,No
CAS-01018,26,Basic,19.83,2,0,1,No,Debit Card,229,Yes,5.0,Yes,305.76,No
CAS-01019,46,Basic,20.17,5,1,1,No,PayPal,1391,Yes,2.6,No,1459.36,No
CAS-01020,23,Deluxe,49.53,4,0,2,No,Credit Card,543,Yes,5.0,No,1621.63,No
CAS-01021,45,Curated,35.58,2,0,2,Yes,Debit Card,464,Yes,4.3,No,1715.7,No
CAS-01022,11,Deluxe,47.86,5,1,3,No,Credit Card,22,Yes,4.5,No,921.12,No
CAS-01023,43,Curated,34.38,3,1,1,No,PayPal,366,Yes,5.0,No,2786.22,No
CAS-01024,24,Basic,16.47,4,1,3,No,Credit Card,387,Yes,2.9,No,533.41,No
CAS-01025,0,Curated,34.4,5,0,1,No,Credit Card,617,Yes,3.9,No,331.16,Yes
CAS-01026,28,Curated,34.59,7,1,1,No,Credit Card,187,Yes,4.3,No,1474.61,No
CAS-01027,48,Curated,37.14,3,1,0,No,Credit Card,138,Yes,4.6,No,1103.09,No
CAS-01028,25,Deluxe,54.86,6,0,3,No,Debit Card,687,No,3.7,No,1633.1,No
CAS-01029,34,Curated,32.69,2,0,0,No,Credit Card,725,Yes,4.4,No,1194.97,No
CAS-01030,24,Deluxe,53.11,6,0,2,Yes,PayPal,443,Yes,4.0,Yes,2728.7,No
CAS-01031,45,Basic,25.54,8,0,0,No,PayPal,54,No,5.0,No,1126.96,No
CAS-01032,17,Curated,35.87,4,0,0,No,Credit Card,261,No,3.2,No,386.2,No
CAS-01033,21,Curated,35.06,2,0,1,No,Credit Card,965,No,3.9,No,1209.14,Yes
CAS-01034,21,Basic,17.09,5,1,0,No,Credit Card,116,Yes,5.0,Yes,548.3,Yes
CAS-01035,48,Curated,33.81,5,0,4,No,Credit Card,908,Yes,3.1,No,1731.68,No
CAS-01036,15,Basic,20.48,7,1,0,No,Debit Card,285,No,4.3,Yes,372.6,Yes
CAS-01037,35,Deluxe,60.12,4,1,0,No,PayPal,466,Yes,3.3,Yes,2930.07,No
CAS-01038,19,Deluxe,55.81,4,0,0,No,Credit Card,88,No,5.0,No,1231.0,Yes
CAS-01039,42,Basic,23.34,2,0,2,No,Credit Card,777,Yes,4.4,No,1828.93,Yes
CAS-01040,14,Basic,23.18,8,3,2,No,Debit Card,26,Yes,3.4,Yes,358.02,No
CAS-01041,25,Basic,22.04,5,0,0,No,Debit Card,272,Yes,4.9,No,710.31,No
CAS-01042,29,Deluxe,50.02,4,0,2,No,Credit Card,264,Yes,4.2,No,1053.49,Yes
CAS-01043,21,Curated,31.21,6,1,4,No,PayPal,90,No,4.0,No,1051.61,No
CAS-01044,24,Curated,34.6,4,0,3,No,Credit Card,590,Yes,4.9,No,974.2,Yes
CAS-01045,38,Basic,16.7,7,0,4,No,Credit Card,161,Yes,5.0,No,589.6,No
CAS-01046,6,Basic,19.07,3,1,1,Yes,PayPal,490,Yes,4.8,No,250.56,No
CAS-01047,31,Basic,16.62,11,0,0,No,Credit Card,190,Yes,4.2,No,877.36,Yes
CAS-01048,16,Deluxe,57.18,2,0,1,No,Debit Card,440,No,4.1,No,1178.36,No
CAS-01049,34,Basic,21.11,5,1,0,No,PayPal,386,No,4.1,Yes,572.73,Yes
CAS-01050,0,Deluxe,59.5,2,1,2,No,Credit Card,493,Yes,4.2,No,172.23,No
CAS-01051,9,Basic,21.24,4,0,0,No,Debit Card,153,Yes,4.0,Yes,234.18,Yes
CAS-01052,30,Basic,18.55,5,0,1,No,Credit Card,345,No,4.7,No,527.89,No
CAS-01053,10,Curated,38.13,3,0,0,No,Credit Card,321,Yes,3.1,No,360.5,No
CAS-01054,25,Curated,35.61,4,3,0,No,Credit Card,683,Yes,3.8,Yes,1278.4,Yes
CAS-01055,0,Curated,32.57,4,0,2,No,Credit Card,276,No,4.7,No,113.87,Yes
CAS-01056,43,Curated,30.64,8,1,1,No,Debit Card,871,Yes,3.7,No,1631.8,No
CAS-01057,27,Deluxe,54.87,4,1,1,No,Credit Card,636,No,4.7,No,1577.48,No
CAS-01058,20,Curated,33.61,3,2,1,No,Debit Card,97,Yes,3.9,No,581.58,No
CAS-01059,24,Basic,21.13,7,1,1,No,Credit Card,262,Yes,4.6,No,743.94,Yes
CAS-01060,16,Curated,29.86,4,1,1,No,PayPal,254,No,4.1,No,681.59,No
CAS-01061,16,Basic,20.1,6,2,1,No,Credit Card,53,Yes,3.4,Yes,394.0,No
CAS-01062,12,Curated,34.27,8,2,2,No,PayPal,532,Yes,3.5,No,1228.17,Yes
CAS-01063,5,Curated,37.94,2,2,1,No,Credit Card,381,Yes,4.6,No,312.35,No
CAS-01064,17,Curated,35.44,3,0,1,No,Credit Card,159,No,4.6,No,781.18,No
CAS-01065,8,Curated,35.45,8,1,0,No,PayPal,119,No,3.8,Yes,194.81,No
CAS-01066,5,Curated,32.54,6,0,1,No,Credit Card,657,No,3.2,No,625.59,No
CAS-01067,46,Curated,31.02,2,1,4,No,PayPal,143,Yes,3.9,No,2115.11,No
CAS-01068,4,Deluxe,52.33,7,0,0,No,Credit Card,65,Yes,4.4,No,211.91,No
CAS-01069,33,Deluxe,60.89,7,1,2,No,Debit Card,428,Yes,4.5,No,1331.42,No
CAS-01070,2,Curated,27.45,6,0,2,No,Buy Now Pay Later,511,No,3.7,No,328.89,No
CAS-01071,4,Curated,34.87,4,1,1,No,Credit Card,227,No,3.1,No,208.55,No
CAS-01072,21,Deluxe,53.41,6,0,1,No,Credit Card,716,No,3.8,No,902.46,No
CAS-01073,11,Curated,32.84,5,0,1,No,Credit Card,297,No,2.6,No,1230.64,No
CAS-01074,37,Curated,36.13,10,0,2,No,Debit Card,306,Yes,3.7,No,2104.23,No
CAS-01075,3,Basic,21.62,2,0,1,No,Debit Card,628,Yes,5.0,No,374.04,Yes
CAS-01076,7,Curated,33.44,5,0,1,No,Credit Card,112,No,4.4,No,259.7,Yes
CAS-01077,23,Deluxe,52.06,2,1,0,No,Debit Card,1034,Yes,4.1,No,1491.89,No
CAS-01078,16,Deluxe,54.48,3,0,2,No,Credit Card,280,No,4.9,No,439.73,No
CAS-01079,41,Curated,32.22,2,0,2,No,PayPal,681,Yes,4.3,Yes,1347.12,No
CAS-01080,42,Basic,20.76,4,1,1,No,Debit Card,111,Yes,3.1,No,1436.65,No
CAS-01081,17,Curated,34.55,8,0,1,No,PayPal,508,Yes,3.8,Yes,1127.16,No
CAS-01082,36,Basic,18.25,4,0,3,No,PayPal,420,No,4.0,No,770.65,No
CAS-01083,2,Deluxe,52.78,8,1,1,No,Credit Card,1094,No,3.8,No,615.96,No
CAS-01084,25,Deluxe,55.85,5,0,2,No,Credit Card,529,No,3.3,No,1363.58,No
CAS-01085,24,Curated,39.39,4,2,2,Yes,Credit Card,225,Yes,4.2,No,1823.83,No
CAS-01086,45,Deluxe,51.63,3,1,3,Yes,Credit Card,444,Yes,3.4,No,3274.82,No
CAS-01087,3,Basic,23.23,10,0,1,No,Credit Card,46,Yes,3.7,No,164.58,No
CAS-01088,11,Basic,18.87,8,2,1,No,Credit Card,67,Yes,4.8,No,182.07,No
CAS-01089,23,Curated,36.84,5,0,0,No,Credit Card,318,Yes,4.6,Yes,1439.18,Yes
CAS-01090,12,Basic,21.36,3,0,4,No,Debit Card,278,No,4.6,No,544.89,Yes
CAS-01091,13,Basic,20.01,8,2,0,No,PayPal,235,Yes,3.7,No,156.89,No
CAS-01092,10,Curated,34.98,5,0,2,No,PayPal,202,Yes,4.5,No,260.35,No
CAS-01093,46,Basic,19.13,3,0,0,No,Buy Now Pay Later,425,Yes,3.9,No,1927.94,Yes
CAS-01094,26,Curated,30.46,8,1,0,No,Debit Card,172,Yes,4.5,No,1023.18,No
CAS-01095,47,Deluxe,53.27,4,0,1,No,Debit Card,79,No,3.9,Yes,4565.49,No
CAS-01096,13,Curated,36.08,5,0,1,No,Debit Card,221,No,4.2,No,703.86,No
CAS-01097,7,Basic,23.18,4,0,0,No,Credit Card,728,No,4.2,Yes,473.19,Yes
CAS-01098,39,Basic,20.45,3,1,0,No,Credit Card,320,No,3.4,No,1360.78,Yes
CAS-01099,18,Basic,22.18,7,1,2,No,Credit Card,333,No,3.9,No,354.55,Yes
