viewer_id,months_subscribed,plan_level,monthly_rate,devices_registered,weekly_watch_hours,autoplay_next_episode,payment_method,binge_sessions_per_month,signup_channel,num_profiles,days_since_last_watch,parental_controls_enabled,projected_lifetime_value,subscription_lapsed
SOL-04132,12,Standard,11.36,5,15.9,Yes,Mobile Carrier Billing,2,Web,4,16,No,215.72,Yes
SOL-04133,35,Ultra,15.15,2,3.0,No,Credit Card,0,App Store,3,14,Yes,739.19,No
SOL-04134,2,Ad-Lite,6.7,2,1.9,Yes,Mobile Carrier Billing,3,App Store,5,11,Yes,83.77,No
SOL-04135,8,Standard,10.28,2,2.0,No,Credit Card,2,Partner Bundle,2,3,No,67.61,No
SOL-04136,12,Ultra,18.29,1,1.8,No,Mobile Carrier Billing,3,App Store,3,23,No,109.54,No
SOL-04137,31,Ad-Lite,5.36,4,2.9,No,Gift Card,3,Web,1,10,No,154.27,No
SOL-04138,17,Ad-Lite,6.75,2,8.0,Yes,PayPal,3,Partner Bundle,3,4,No,140.57,No
SOL-04139,17,Ultra,16.23,4,6.1,Yes,Credit Card,3,App Store,1,12,No,208.93,Yes
SOL-04140,26,Ultra,19.13,2,2.1,No,Credit Card,1,Partner Bundle,1,12,No,250.53,Yes
SOL-04141,17,Ad-Lite,5.6,2,6.0,Yes,PayPal,8,App Store,2,2,No,0.0,Yes
SOL-04142,25,Ad-Lite,5.45,2,25.1,Yes,Gift Card,0,Web,3,17,Yes,121.53,No
SOL-04143,10,Ad-Lite,6.22,1,12.1,Yes,Credit Card,4,Partner Bundle,1,1,No,176.1,No
SOL-04144,6,Standard,12.35,1,10.2,Yes,Credit Card,3,Web,2,15,No,0.0,No
SOL-04145,18,Ad-Lite,5.1,2,1.2,Yes,PayPal,2,Web,2,2,No,75.45,Yes
SOL-04146,16,Standard,13.52,3,3.9,Yes,Mobile Carrier Billing,0,Partner Bundle,2,17,No,176.36,Yes
SOL-04147,10,Standard,13.68,3,5.5,Yes,Credit Card,6,App Store,1,1,No,252.96,Yes
SOL-04148,5,Ad-Lite,5.74,3,1.5,Yes,Credit Card,3,App Store,1,11,No,0.0,Yes
SOL-04149,4,Standard,12.11,4,6.8,Yes,Credit Card,0,Web,3,7,No,11.03,Yes
SOL-04150,16,Ad-Lite,5.65,5,1.3,No,Credit Card,3,Partner Bundle,2,3,No,86.57,Yes
SOL-04151,23,Ultra,18.42,1,11.6,Yes,Mobile Carrier Billing,4,Web,3,6,No,1076.57,No
SOL-04152,20,Standard,11.51,2,8.0,No,PayPal,3,Web,2,8,No,241.02,Yes
SOL-04153,18,Standard,9.95,4,6.1,Yes,Credit Card,4,Web,3,4,No,206.98,No
SOL-04154,4,Standard,9.1,2,19.3,No,Credit Card,3,Web,2,2,No,71.04,No
SOL-04155,18,Ultra,18.28,1,4.6,No,Gift Card,7,App Store,3,16,No,380.2,No
SOL-04156,13,Ad-Lite,6.4,2,12.5,Yes,Mobile Carrier Billing,2,Partner Bundle,1,2,No,94.39,No
SOL-04157,13,Standard,13.49,3,6.3,Yes,PayPal,4,App Store,4,6,No,251.85,Yes
SOL-04158,9,Ad-Lite,5.49,3,7.2,Yes,Credit Card,3,Partner Bundle,2,6,No,33.28,No
SOL-04159,6,Standard,12.92,2,7.3,Yes,Credit Card,2,App Store,1,5,Yes,80.66,No
SOL-04160,2,Ad-Lite,5.36,1,3.4,No,Gift Card,4,App Store,1,27,Yes,0.0,Yes
SOL-04161,4,Standard,9.37,3,5.4,No,Mobile Carrier Billing,1,Web,2,14,No,0.0,No
SOL-04162,12,Standard,11.33,1,10.6,Yes,Credit Card,1,App Store,1,12,No,189.94,No
SOL-04163,23,Ad-Lite,5.19,1,27.7,Yes,Mobile Carrier Billing,5,App Store,2,17,No,76.82,Yes
SOL-04164,7,Standard,9.93,1,7.0,Yes,PayPal,2,App Store,2,8,No,94.15,No
SOL-04165,30,Ad-Lite,6.85,5,9.2,Yes,Credit Card,0,Web,1,21,No,327.74,No
SOL-04166,22,Ad-Lite,5.14,5,4.3,Yes,Credit Card,3,Web,3,28,No,37.55,No
SOL-04167,8,Ad-Lite,6.56,3,13.6,Yes,Mobile Carrier Billing,8,Web,2,10,No,52.38,No
SOL-04168,27,Ad-Lite,6.01,2,4.5,No,Gift Card,4,Web,3,5,Yes,311.49,No
SOL-04169,15,Standard,12.55,1,2.0,No,Mobile Carrier Billing,7,Web,2,16,No,152.98,No
SOL-04170,16,Ad-Lite,6.04,1,10.5,No,Mobile Carrier Billing,2,Web,1,5,No,59.63,Yes
SOL-04171,19,Ad-Lite,5.37,3,8.8,Yes,Mobile Carrier Billing,1,Partner Bundle,2,4,No,363.94,Yes
SOL-04172,7,Ad-Lite,5.85,4,2.9,Yes,PayPal,2,Web,1,9,Yes,127.62,No
SOL-04173,13,Ultra,17.11,2,10.6,Yes,Mobile Carrier Billing,3,Partner Bundle,2,25,No,226.13,No
SOL-04174,3,Ad-Lite,5.5,1,9.0,Yes,Credit Card,3,Web,2,13,No,0.0,No
SOL-04175,14,Ultra,17.84,2,9.3,Yes,PayPal,4,App Store,4,3,No,241.92,No
SOL-04176,5,Standard,12.45,1,5.4,Yes,Credit Card,3,Web,4,13,No,52.28,Yes
SOL-04177,16,Ad-Lite,7.05,5,8.8,No,PayPal,4,Web,3,6,No,238.05,Yes
SOL-04178,31,Ultra,17.11,2,4.9,Yes,Credit Card,3,App Store,2,5,No,477.37,Yes
SOL-04179,12,Ultra,17.0,4,11.2,No,Credit Card,3,Web,4,2,Yes,218.82,No
SOL-04180,27,Ultra,18.52,2,13.6,Yes,Credit Card,0,Web,3,8,Yes,178.38,No
SOL-04181,14,Ad-Lite,6.06,4,13.6,No,Credit Card,3,Partner Bundle,1,8,No,104.29,Yes
SOL-04182,42,Ad-Lite,5.96,2,4.0,Yes,Gift Card,7,Web,2,17,Yes,263.03,Yes
SOL-04183,33,Standard,12.81,2,20.9,Yes,PayPal,2,Web,2,9,No,692.5,No
SOL-04184,10,Ad-Lite,6.28,2,3.9,Yes,PayPal,3,Web,1,1,No,0.0,No
SOL-04185,12,Ultra,17.1,4,3.0,No,Credit Card,3,Web,1,11,Yes,368.82,No
SOL-04186,17,Ad-Lite,6.78,2,3.7,No,PayPal,5,Web,3,3,No,118.13,Yes
SOL-04187,1,Standard,12.62,4,14.6,No,PayPal,2,App Store,2,2,No,0.0,Yes
SOL-04188,17,Ad-Lite,6.27,2,5.3,Yes,PayPal,4,Web,2,7,No,218.33,Yes
SOL-04189,5,Ad-Lite,6.25,1,7.8,Yes,Mobile Carrier Billing,7,App Store,2,3,No,14.84,No
SOL-04190,1,Standard,9.94,3,11.1,Yes,PayPal,2,App Store,2,16,No,0.0,Yes
SOL-04191,9,Standard,11.37,2,16.0,No,Credit Card,2,Partner Bundle,2,7,No,64.26,No
SOL-04192,13,Standard,12.71,3,7.5,Yes,PayPal,2,App Store,5,5,No,199.19,No
SOL-04193,14,Ad-Lite,6.09,3,3.2,Yes,Mobile Carrier Billing,4,App Store,2,13,No,22.17,Yes
SOL-04194,3,Standard,11.56,2,5.1,Yes,Credit Card,6,App Store,3,2,No,13.32,No
SOL-04195,20,Ultra,17.29,1,3.8,Yes,Credit Card,5,App Store,1,12,No,385.51,Yes
SOL-04196,33,Ad-Lite,6.47,5,10.0,Yes,Credit Card,3,Web,1,2,No,375.56,No
SOL-04197,11,Ultra,19.28,3,5.9,No,Mobile Carrier Billing,2,Web,3,4,No,189.94,No
SOL-04198,10,Ultra,19.29,2,2.5,Yes,Credit Card,1,Partner Bundle,1,16,No,194.29,No
SOL-04199,10,Standard,11.49,2,8.6,Yes,Gift Card,4,Web,2,20,No,47.87,Yes
SOL-04200,13,Ad-Lite,4.86,3,4.8,No,Mobile Carrier Billing,0,App Store,2,3,No,122.92,Yes
SOL-04201,13,Standard,12.31,2,9.4,No,Mobile Carrier Billing,4,App Store,2,2,No,45.56,No
SOL-04202,37,Standard,12.5,3,5.8,No,Credit Card,1,Web,1,1,No,412.4,No
SOL-04203,46,Standard,11.5,3,9.4,No,PayPal,1,App Store,1,20,Yes,257.98,Yes
SOL-04204,6,Standard,13.03,4,5.2,Yes,Credit Card,3,App Store,2,2,No,114.45,Yes
SOL-04205,10,Standard,12.52,2,7.3,No,PayPal,2,App Store,1,8,No,122.15,No
SOL-04206,12,Standard,12.27,1,9.3,No,Credit Card,3,App Store,2,6,No,179.79,Yes
SOL-04207,13,Standard,12.67,1,6.5,Yes,Gift Card,3,Web,1,2,Yes,480.37,No
SOL-04208,6,Ad-Lite,5.83,2,12.6,No,Credit Card,5,App Store,3,6,Yes,3.86,Yes
SOL-04209,3,Ad-Lite,5.96,2,4.8,Yes,Credit Card,5,Web,2,4,No,0.0,Yes
SOL-04210,21,Ultra,14.49,2,2.9,No,Credit Card,3,Partner Bundle,3,6,No,331.54,Yes
SOL-04211,7,Ultra,13.53,1,16.1,No,Mobile Carrier Billing,4,Partner Bundle,3,17,No,56.19,No
SOL-04212,11,Standard,11.47,5,6.4,No,Gift Card,3,App Store,1,5,No,127.95,Yes
SOL-04213,5,Ad-Lite,5.78,2,15.2,Yes,PayPal,4,App Store,2,6,No,30.7,Yes
SOL-04214,14,Ultra,18.49,1,5.9,Yes,Credit Card,2,Web,2,13,No,117.35,No
SOL-04215,16,Ad-Lite,5.84,4,2.3,No,Mobile Carrier Billing,4,Web,5,2,Yes,51.19,No
SOL-04216,10,Ad-Lite,7.27,2,6.8,Yes,Mobile Carrier Billing,5,Web,1,10,Yes,154.54,No
SOL-04217,17,Ad-Lite,6.33,3,10.5,No,PayPal,3,App Store,4,3,Yes,194.09,Yes
SOL-04218,8,Ad-Lite,5.09,2,2.8,No,PayPal,4,App Store,2,12,Yes,40.9,Yes
SOL-04219,18,Ad-Lite,4.92,3,6.0,No,Mobile Carrier Billing,7,Partner Bundle,2,11,No,135.32,Yes
SOL-04220,10,Ad-Lite,6.87,5,11.2,Yes,Credit Card,7,App Store,2,10,No,75.1,Yes
SOL-04221,31,Standard,11.6,2,6.6,No,PayPal,1,App Store,3,11,No,652.07,No
SOL-04222,17,Standard,11.07,2,4.0,Yes,Credit Card,3,App Store,1,3,No,259.38,No
SOL-04223,31,Standard,12.04,3,6.6,No,Credit Card,4,App Store,1,7,Yes,232.37,Yes
SOL-04224,18,Standard,10.42,2,4.4,No,PayPal,4,App Store,3,3,No,199.66,Yes
SOL-04225,10,Standard,12.3,1,5.0,Yes,PayPal,2,Web,2,12,No,131.45,Yes
SOL-04226,20,Ultra,18.76,3,10.5,No,PayPal,1,Partner Bundle,2,11,No,264.26,No
SOL-04227,13,Ad-Lite,5.31,5,13.2,Yes,Credit Card,8,Partner Bundle,1,6,Yes,136.53,Yes
SOL-04228,10,Ad-Lite,5.79,2,5.8,No,Credit Card,6,Web,2,18,Yes,148.42,Yes
SOL-04229,12,Ultra,16.28,2,5.1,Yes,Credit Card,1,Partner Bundle,5,6,No,288.15,No
SOL-04230,6,Standard,11.76,4,3.8,Yes,Mobile Carrier Billing,6,Partner Bundle,3,5,No,94.17,Yes
SOL-04231,5,Ultra,18.96,1,10.2,Yes,Credit Card,4,Web,2,17,Yes,99.33,Yes
SOL-04232,20,Ad-Lite,5.56,2,4.9,Yes,Credit Card,1,App Store,2,10,No,172.07,No
SOL-04233,4,Standard,12.25,2,3.6,No,Gift Card,4,App Store,3,10,Yes,74.95,Yes
SOL-04234,24,Ad-Lite,6.16,3,5.0,No,PayPal,3,App Store,2,8,No,216.67,Yes
SOL-04235,23,Standard,11.06,3,4.2,Yes,Credit Card,3,App Store,1,17,No,227.55,No
SOL-04236,21,Standard,12.63,1,8.9,No,Gift Card,6,Partner Bundle,2,9,Yes,240.67,No
SOL-04237,7,Standard,11.71,1,14.7,No,Mobile Carrier Billing,3,App Store,2,13,No,27.18,Yes
SOL-04238,6,Ad-Lite,5.43,2,5.1,Yes,Mobile Carrier Billing,3,App Store,2,3,No,0.0,Yes
SOL-04239,14,Ultra,16.05,4,6.7,Yes,Credit Card,5,App Store,3,12,No,342.61,No
SOL-04240,31,Ad-Lite,5.86,2,15.2,Yes,Mobile Carrier Billing,7,App Store,1,7,No,199.32,No
SOL-04241,21,Ultra,16.37,3,15.7,Yes,Mobile Carrier Billing,3,App Store,3,9,No,244.16,No
SOL-04242,46,Ad-Lite,5.67,1,12.6,Yes,Gift Card,5,Web,4,10,No,404.11,Yes
SOL-04243,17,Standard,12.31,1,9.0,Yes,PayPal,3,Partner Bundle,2,7,No,195.8,Yes
SOL-04244,6,Ultra,19.11,2,5.2,No,Credit Card,4,Partner Bundle,4,3,No,144.74,No
SOL-04245,15,Ad-Lite,6.84,1,4.8,Yes,Mobile Carrier Billing,3,Web,3,14,No,16.15,Yes
SOL-04246,29,Standard,13.57,1,5.2,No,Credit Card,2,Web,3,4,Yes,253.33,No
SOL-04247,8,Ultra,15.83,1,8.9,Yes,Credit Card,3,App Store,1,16,No,216.23,No
SOL-04248,16,Ad-Lite,5.7,2,1.6,Yes,Credit Card,5,Partner Bundle,2,13,No,36.26,No
SOL-04249,23,Ad-Lite,6.13,1,8.2,No,Credit Card,8,Partner Bundle,2,12,No,269.24,Yes
SOL-04250,8,Standard,13.92,4,11.8,Yes,Credit Card,4,Web,1,3,No,133.16,No
SOL-04251,9,Standard,10.91,1,4.6,Yes,PayPal,3,App Store,5,6,Yes,327.21,Yes
SOL-04252,16,Standard,11.91,2,8.1,Yes,PayPal,4,App Store,1,7,No,141.52,No
SOL-04253,23,Standard,12.14,1,7.7,Yes,PayPal,2,App Store,3,0,No,1449.99,No
SOL-04254,24,Ad-Lite,4.66,1,10.4,Yes,Credit Card,5,Partner Bundle,2,10,Yes,97.24,Yes
SOL-04255,7,Ad-Lite,5.55,4,4.9,Yes,Mobile Carrier Billing,5,Web,2,20,No,96.52,Yes
SOL-04256,18,Ad-Lite,6.08,2,0.9,No,Credit Card,1,Partner Bundle,3,3,No,78.9,Yes
SOL-04257,7,Ad-Lite,5.17,2,1.6,Yes,PayPal,5,Web,2,1,No,89.34,No
SOL-04258,13,Ad-Lite,4.27,5,7.1,Yes,Gift Card,5,Web,4,29,No,41.37,Yes
SOL-04259,14,Ultra,16.68,3,4.9,No,PayPal,2,App Store,2,8,No,222.15,Yes
SOL-04260,15,Standard,12.29,3,6.9,Yes,PayPal,2,App Store,2,2,No,191.26,No
SOL-04261,5,Ad-Lite,5.66,3,12.3,Yes,Credit Card,2,Partner Bundle,2,13,No,90.02,Yes
SOL-04262,0,Ad-Lite,6.86,2,6.6,Yes,PayPal,5,Web,1,9,No,41.39,Yes
SOL-04263,21,Standard,10.66,2,7.4,Yes,Mobile Carrier Billing,8,App Store,2,11,Yes,315.01,Yes
SOL-04264,11,Ultra,16.96,5,5.7,Yes,Credit Card,1,Partner Bundle,3,5,No,318.51,No
SOL-04265,31,Ad-Lite,6.15,1,8.3,Yes,Credit Card,3,App Store,1,10,No,176.02,No
SOL-04266,3,Standard,12.41,4,1.2,No,Mobile Carrier Billing,3,App Store,2,4,No,0.0,No
SOL-04267,4,Standard,11.56,4,10.6,Yes,Gift Card,2,Web,1,5,Yes,53.1,Yes
SOL-04268,30,Ultra,18.37,4,7.1,Yes,Credit Card,4,Web,2,2,Yes,738.75,No
SOL-04269,3,Standard,12.48,2,9.2,Yes,Mobile Carrier Billing,1,App Store,2,10,No,122.73,Yes
SOL-04270,24,Ad-Lite,5.49,4,11.6,Yes,Mobile Carrier Billing,2,App Store,4,18,No,74.8,Yes
SOL-04271,4,Standard,10.7,1,7.4,Yes,PayPal,5,App Store,2,5,No,0.0,No
SOL-04272,10,Ultra,15.68,2,5.2,Yes,Credit Card,2,App Store,3,3,Yes,156.77,No
SOL-04273,29,Standard,13.65,1,8.3,Yes,Credit Card,2,App Store,1,33,No,542.38,No
SOL-04274,8,Ad-Lite,4.89,4,19.7,Yes,Mobile Carrier Billing,5,App Store,1,6,No,0.0,Yes
SOL-04275,24,Standard,12.82,3,8.4,Yes,PayPal,1,Web,2,18,No,419.59,No
SOL-04276,4,Standard,11.86,3,3.2,Yes,Mobile Carrier Billing,2,App Store,2,3,No,66.25,No
SOL-04277,9,Ad-Lite,5.42,2,8.4,No,PayPal,3,App Store,2,6,No,141.42,No
SOL-04278,20,Standard,12.77,2,12.2,Yes,Credit Card,1,App Store,1,14,No,260.64,No
SOL-04279,3,Ad-Lite,6.58,2,2.7,Yes,PayPal,2,Web,2,7,Yes,22.56,Yes
SOL-04280,5,Standard,12.34,1,9.1,Yes,PayPal,5,Web,1,12,No,103.84,No
SOL-04281,5,Ad-Lite,6.58,2,9.0,Yes,Mobile Carrier Billing,6,Partner Bundle,2,6,No,31.51,No
SOL-04282,6,Standard,11.75,1,6.0,No,Mobile Carrier Billing,1,App Store,2,4,No,267.96,No
SOL-04283,18,Ad-Lite,5.96,1,6.6,Yes,PayPal,3,Partner Bundle,4,4,Yes,97.25,Yes
SOL-04284,3,Ad-Lite,5.22,5,4.7,Yes,PayPal,2,App Store,1,2,Yes,79.33,Yes
SOL-04285,18,Standard,11.52,2,13.3,No,Credit Card,2,Web,5,6,No,0.0,Yes
SOL-04286,34,Ad-Lite,5.55,1,14.4,No,Mobile Carrier Billing,1,Web,1,4,No,256.79,Yes
SOL-04287,19,Ultra,15.56,2,4.1,No,Credit Card,4,Web,2,29,No,171.57,No
SOL-04288,12,Ad-Lite,5.68,4,14.6,Yes,Credit Card,2,Partner Bundle,1,8,No,82.48,Yes
SOL-04289,11,Standard,11.67,3,1.2,No,PayPal,2,App Store,2,17,No,205.53,No
SOL-04290,25,Standard,12.93,4,9.0,No,Mobile Carrier Billing,0,Partner Bundle,1,13,Yes,202.19,No
SOL-04291,19,Ad-Lite,4.83,2,1.8,Yes,Credit Card,3,App Store,3,2,Yes,188.63,Yes
SOL-04292,13,Ad-Lite,6.11,5,3.3,Yes,PayPal,1,App Store,1,7,No,0.0,Yes
SOL-04293,34,Ad-Lite,5.74,2,1.8,No,PayPal,4,Partner Bundle,3,18,No,177.59,No
SOL-04294,12,Ultra,16.42,3,0.4,Yes,Credit Card,2,Web,5,7,No,120.4,Yes
SOL-04295,3,Ad-Lite,7.61,4,11.2,No,Gift Card,1,App Store,1,9,No,34.54,Yes
SOL-04296,15,Ad-Lite,6.13,2,11.7,No,PayPal,4,Web,2,17,Yes,46.8,Yes
SOL-04297,39,Standard,13.57,2,7.8,No,Credit Card,4,Partner Bundle,2,19,No,1082.99,Yes
SOL-04298,27,Ad-Lite,5.49,1,7.8,Yes,Mobile Carrier Billing,4,App Store,4,10,Yes,171.56,No
SOL-04299,25,Ad-Lite,6.58,2,27.9,Yes,PayPal,3,Partner Bundle,1,4,No,172.42,No
SOL-04300,12,Standard,10.93,4,1.8,No,PayPal,3,App Store,1,24,Yes,85.62,No
SOL-04301,22,Ultra,16.47,2,20.0,Yes,PayPal,5,Partner Bundle,2,5,No,433.91,No
SOL-04302,7,Ad-Lite,6.14,3,7.1,No,PayPal,5,Partner Bundle,1,8,No,152.8,Yes
SOL-04303,9,Ad-Lite,4.59,2,4.8,No,Credit Card,5,App Store,1,6,Yes,19.54,No
SOL-04304,17,Ultra,17.48,4,13.3,No,PayPal,4,Web,4,14,No,438.41,No
SOL-04305,14,Standard,10.09,5,16.1,Yes,Credit Card,6,Web,3,4,Yes,259.87,No
SOL-04306,18,Ad-Lite,6.42,2,5.2,No,Credit Card,4,Web,2,11,No,182.25,Yes
SOL-04307,16,Standard,13.35,1,4.0,Yes,Credit Card,6,App Store,2,2,No,411.74,No
SOL-04308,17,Ad-Lite,6.01,3,10.1,Yes,PayPal,5,Partner Bundle,4,11,No,69.29,Yes
SOL-04309,22,Standard,11.67,3,10.8,Yes,Credit Card,1,Web,3,4,No,358.18,No
SOL-04310,36,Standard,11.8,5,9.5,No,Mobile Carrier Billing,3,App Store,4,21,Yes,467.94,No
SOL-04311,31,Standard,10.23,2,2.0,Yes,Gift Card,3,Partner Bundle,2,7,No,140.99,Yes
SOL-04312,18,Ad-Lite,5.81,3,7.2,Yes,Credit Card,3,Web,3,25,No,82.01,No
SOL-04313,14,Standard,12.3,2,4.8,Yes,Mobile Carrier Billing,5,Web,3,4,No,193.24,No
SOL-04314,13,Standard,9.93,3,3.8,Yes,Credit Card,4,Web,1,2,No,151.4,No
SOL-04315,3,Ad-Lite,5.73,5,12.7,No,PayPal,3,Web,2,13,No,0.0,No
SOL-04316,22,Ultra,15.67,2,3.6,Yes,Credit Card,3,Web,2,14,No,129.12,No
SOL-04317,19,Ultra,17.03,3,11.3,Yes,Mobile Carrier Billing,4,Web,3,8,No,353.21,No
SOL-04318,6,Ultra,16.32,1,5.4,Yes,PayPal,2,Web,3,1,No,104.95,No
SOL-04319,6,Standard,13.7,1,13.4,Yes,Credit Card,5,App Store,1,2,No,88.1,Yes
SOL-04320,20,Standard,11.09,2,4.6,Yes,Mobile Carrier Billing,2,Web,2,2,No,160.94,No
SOL-04321,26,Standard,12.6,2,4.2,Yes,Credit Card,5,App Store,3,16,No,509.4,No
SOL-04322,19,Standard,12.08,2,1.6,Yes,PayPal,2,App Store,1,1,No,209.63,Yes
SOL-04323,8,Ultra,16.89,1,7.8,Yes,Credit Card,2,Web,4,11,No,216.52,No
SOL-04324,11,Ad-Lite,6.59,4,7.1,No,Credit Card,2,App Store,1,14,No,39.19,Yes
SOL-04325,12,Ad-Lite,5.97,4,12.6,No,Credit Card,1,App Store,2,8,No,140.92,Yes
SOL-04326,9,Ad-Lite,6.59,1,2.1,Yes,Credit Card,4,Web,1,5,Yes,232.29,Yes
SOL-04327,8,Ad-Lite,6.43,2,11.9,Yes,Mobile Carrier Billing,3,App Store,2,14,No,0.0,Yes
SOL-04328,0,Ultra,18.25,2,1.3,Yes,PayPal,2,Web,1,7,No,31.06,No
SOL-04329,2,Ultra,18.88,3,6.9,No,PayPal,5,App Store,2,10,No,131.08,Yes
SOL-04330,2,Standard,13.07,1,8.2,Yes,Credit Card,3,Web,2,3,No,129.37,No
SOL-04331,15,Ad-Lite,6.61,2,5.9,No,PayPal,3,Partner Bundle,1,2,No,121.44,No
SOL-04332,27,Standard,11.34,5,4.5,Yes,Mobile Carrier Billing,1,App Store,1,2,Yes,326.42,No
SOL-04333,34,Standard,10.96,3,11.6,No,Credit Card,4,Partner Bundle,5,28,No,744.03,No
SOL-04334,21,Standard,14.24,1,5.0,Yes,PayPal,0,Partner Bundle,3,20,No,403.8,No
SOL-04335,6,Ad-Lite,6.49,2,4.4,No,Credit Card,2,Partner Bundle,2,7,No,0.0,Yes
SOL-04336,25,Ad-Lite,5.88,1,17.8,Yes,Mobile Carrier Billing,4,Web,3,6,No,147.59,No
SOL-04337,12,Standard,10.46,2,8.1,Yes,PayPal,3,App Store,4,7,No,181.85,Yes
SOL-04338,25,Standard,12.62,3,13.5,Yes,Mobile Carrier Billing,1,Web,1,4,Yes,393.22,Yes
SOL-04339,19,Ad-Lite,5.9,2,6.2,Yes,Credit Card,3,Web,2,1,Yes,35.2,No
SOL-04340,8,Ad-Lite,6.27,2,8.8,No,Credit Card,4,App Store,3,4,Yes,223.37,No
SOL-04341,5,Ad-Lite,4.56,1,9.1,No,Credit Card,3,Web,2,5,No,147.73,Yes
SOL-04342,14,Ultra,17.17,2,5.4,No,Mobile Carrier Billing,4,App Store,2,15,No,231.83,No
SOL-04343,8,Ultra,18.97,4,4.9,Yes,PayPal,6,App Store,1,3,No,239.2,No
SOL-04344,17,Standard,11.08,4,8.5,No,Credit Card,6,Partner Bundle,1,20,No,480.28,No
SOL-04345,4,Ultra,14.96,1,18.4,No,Gift Card,5,Partner Bundle,2,13,No,64.93,No
SOL-04346,6,Standard,10.4,4,2.0,No,Credit Card,5,Web,1,3,No,53.48,Yes
SOL-04347,8,Ultra,17.55,2,3.9,No,PayPal,1,Web,2,7,No,343.95,No
SOL-04348,1,Standard,11.95,3,3.3,Yes,PayPal,0,App Store,3,2,No,0.0,No
SOL-04349,8,Ad-Lite,6.81,3,2.1,Yes,Credit Card,4,Partner Bundle,1,8,Yes,151.69,Yes
SOL-04350,25,Ultra,19.16,3,8.2,Yes,Mobile Carrier Billing,2,Web,1,10,No,525.24,No
SOL-04351,6,Ad-Lite,6.32,2,3.4,No,Credit Card,3,Web,1,6,No,17.78,No
SOL-04352,1,Standard,12.54,3,9.1,Yes,Gift Card,2,Partner Bundle,1,19,No,117.76,Yes
SOL-04353,5,Ad-Lite,6.92,2,10.2,Yes,Mobile Carrier Billing,4,App Store,1,5,No,52.77,Yes
SOL-04354,8,Ultra,16.77,1,8.0,No,Credit Card,4,App Store,1,7,No,162.91,No
SOL-04355,15,Standard,10.73,2,2.6,Yes,PayPal,6,App Store,1,4,Yes,93.7,No
SOL-04356,18,Ad-Lite,5.69,1,8.4,Yes,PayPal,4,Partner Bundle,2,4,No,300.62,Yes
SOL-04357,15,Ad-Lite,5.24,1,6.4,Yes,Mobile Carrier Billing,3,Web,2,23,Yes,99.77,Yes
SOL-04358,28,Ad-Lite,5.64,3,3.6,No,Credit Card,1,Partner Bundle,2,2,No,385.87,No
SOL-04359,5,Standard,12.12,4,15.3,No,Credit Card,0,Partner Bundle,4,3,Yes,176.92,Yes
SOL-04360,4,Ad-Lite,6.01,3,1.4,Yes,Gift Card,4,Web,1,11,No,26.92,Yes
SOL-04361,18,Ultra,18.61,2,4.3,Yes,PayPal,2,App Store,2,1,No,568.82,Yes
SOL-04362,6,Ad-Lite,5.9,3,7.9,Yes,PayPal,4,App Store,3,1,No,0.0,Yes
SOL-04363,18,Standard,11.21,3,1.5,No,Credit Card,2,Web,1,12,No,136.81,No
SOL-04364,10,Standard,12.07,2,12.3,Yes,Mobile Carrier Billing,2,App Store,1,8,No,0.0,No
SOL-04365,18,Standard,13.91,2,5.6,Yes,Mobile Carrier Billing,2,App Store,4,8,Yes,170.56,Yes
SOL-04366,15,Standard,11.9,2,9.4,Yes,PayPal,7,App Store,3,2,No,192.62,Yes
SOL-04367,9,Ad-Lite,5.95,3,3.5,Yes,Credit Card,5,Web,3,7,Yes,155.42,Yes
SOL-04368,4,Ad-Lite,5.7,4,4.5,Yes,Credit Card,1,App Store,2,5,No,71.66,Yes
SOL-04369,2,Ultra,16.89,2,7.4,Yes,Mobile Carrier Billing,4,Web,2,3,Yes,150.61,No
SOL-04370,14,Ad-Lite,5.23,2,2.5,Yes,Credit Card,7,Web,2,10,No,190.55,Yes
SOL-04371,4,Ad-Lite,6.09,5,4.3,Yes,PayPal,4,Partner Bundle,1,16,Yes,0.0,Yes
SOL-04372,11,Ad-Lite,6.08,5,7.6,No,Credit Card,5,Partner Bundle,2,8,No,122.66,No
SOL-04373,12,Ultra,17.49,2,5.6,No,Gift Card,4,Web,1,13,No,344.26,Yes
SOL-04374,23,Standard,13.55,3,2.0,No,Credit Card,5,App Store,3,5,No,388.88,No
SOL-04375,14,Standard,10.63,3,5.7,Yes,PayPal,1,App Store,2,15,No,410.89,No
SOL-04376,5,Standard,11.9,2,10.3,Yes,PayPal,3,Web,2,20,No,102.88,No
SOL-04377,4,Standard,11.91,1,14.3,No,Credit Card,3,Web,3,2,No,153.63,Yes
SOL-04378,5,Ad-Lite,6.44,2,4.5,Yes,Mobile Carrier Billing,3,Web,1,7,Yes,74.91,No
SOL-04379,2,Ad-Lite,6.55,3,8.1,Yes,Credit Card,3,Partner Bundle,2,2,No,46.83,Yes
SOL-04380,24,Standard,13.53,4,3.7,No,Mobile Carrier Billing,3,Partner Bundle,1,22,No,180.78,No
SOL-04381,27,Ad-Lite,6.53,2,8.1,Yes,Mobile Carrier Billing,4,App Store,1,7,No,94.44,Yes
SOL-04382,14,Standard,13.06,3,4.2,Yes,Mobile Carrier Billing,5,Partner Bundle,3,10,No,231.65,Yes
