client_id,account_tenure,portfolio_tier,annual_fee_revenue,advisor_assigned,contact_frequency_per_year,num_accounts_held,digital_logins_per_month,referred_by_client,risk_tolerance_profile,estate_planning_client,avg_response_time_hours,has_joint_account,portfolio_value_estimate,left_firm
FVW-00824,13,Private,13955.75,Yes,5,2,5,Yes,Moderate,Yes,6.3,No,187642.92,No
FVW-00825,25,Core,1778.99,No,1,3,5,No,Aggressive,No,8.1,No,35476.65,No
FVW-00826,7,Premier,6765.9,No,4,3,7,No,Moderate,No,1.8,No,49244.04,No
FVW-00827,8,Core,1948.29,No,3,5,4,Yes,Conservative,No,17.4,No,23052.32,No
FVW-00828,2,Core,1732.51,No,3,9,2,Yes,Moderate,No,6.3,No,2684.91,No
FVW-00829,13,Core,1984.63,Yes,5,3,2,No,Moderate,No,31.3,Yes,24679.78,No
FVW-00830,21,Private,18291.61,Yes,2,2,3,Yes,Aggressive,No,1.4,No,463897.63,No
FVW-00831,4,Premier,5852.15,No,6,2,3,No,Moderate,No,7.2,Yes,31662.81,Yes
FVW-00832,0,Core,1571.1,No,1,3,6,No,Aggressive,No,4.7,No,3172.78,No
FVW-00833,6,Premier,6475.42,No,2,2,4,Yes,Moderate,No,23.8,No,43630.01,No
FVW-00834,6,Core,2173.66,Yes,6,1,1,No,Aggressive,Yes,34.3,Yes,32191.7,No
FVW-00835,6,Core,1728.22,Yes,3,3,6,No,Moderate,No,18.0,Yes,15260.57,No
FVW-00836,2,Private,16554.83,No,2,1,7,No,Moderate,No,19.6,No,28395.62,No
FVW-00837,12,Core,1562.38,Yes,5,5,2,Yes,Moderate,No,10.0,No,6802.51,Yes
FVW-00838,17,Core,1643.34,Yes,4,1,3,No,Moderate,No,19.6,Yes,22918.77,No
FVW-00839,11,Premier,5868.02,No,5,3,2,No,Conservative,No,14.9,Yes,112565.53,No
FVW-00840,18,Premier,5510.59,Yes,2,3,4,Yes,Moderate,No,12.4,No,146588.77,No
FVW-00841,25,Core,2524.42,No,6,3,2,No,Moderate,No,24.1,No,114255.02,Yes
FVW-00842,19,Core,1560.93,Yes,7,5,3,No,Aggressive,No,1.0,Yes,24909.99,No
FVW-00843,23,Core,1880.97,No,4,3,2,No,Moderate,No,4.6,Yes,53078.6,No
FVW-00844,6,Core,1911.65,No,3,1,4,Yes,Aggressive,No,14.2,Yes,8419.5,No
FVW-00845,8,Private,13818.63,No,5,3,3,Yes,Conservative,No,10.2,No,119171.33,No
FVW-00846,5,Core,2151.08,No,3,4,2,No,Conservative,No,7.4,Yes,10130.16,No
FVW-00847,12,Premier,5906.24,No,4,2,1,No,Moderate,No,11.4,No,56476.23,No
FVW-00848,20,Core,2032.78,Yes,4,1,4,No,Aggressive,No,2.8,No,40625.94,No
FVW-00849,24,Private,16300.75,Yes,4,3,5,No,Moderate,No,4.7,No,226330.9,No
FVW-00850,15,Core,1749.3,No,2,3,3,No,Moderate,No,13.9,Yes,18048.41,No
FVW-00851,15,Core,1702.17,Yes,5,2,3,No,Moderate,No,8.1,No,44989.76,No
FVW-00852,16,Premier,5856.9,Yes,7,2,4,No,Conservative,Yes,18.6,No,191846.06,No
FVW-00853,1,Core,2158.87,No,3,2,1,Yes,Aggressive,No,17.3,No,4699.64,Yes
FVW-00854,0,Private,16547.74,No,2,3,4,Yes,Moderate,No,1.4,Yes,8286.08,No
FVW-00855,5,Core,2104.41,No,3,1,2,Yes,Moderate,No,20.2,Yes,20529.31,Yes
FVW-00856,19,Core,1873.68,No,3,5,3,No,Conservative,No,20.7,Yes,45350.13,No
FVW-00857,4,Core,2205.49,No,5,3,4,No,Moderate,No,4.9,No,13836.34,No
FVW-00858,15,Premier,6067.81,No,2,2,1,Yes,Aggressive,No,37.4,No,269333.51,No
FVW-00859,9,Core,2995.73,No,4,4,5,No,Aggressive,No,3.4,Yes,42513.76,No
FVW-00860,10,Premier,7593.79,Yes,8,2,3,No,Moderate,Yes,17.3,Yes,75423.71,No
FVW-00861,18,Core,2446.28,No,2,3,4,No,Aggressive,No,6.6,No,70737.06,No
FVW-00862,0,Core,2070.02,No,5,5,7,No,Moderate,No,14.2,No,0.0,No
FVW-00863,13,Core,3080.84,No,3,5,1,No,Moderate,No,20.1,No,48326.04,Yes
FVW-00864,1,Premier,4704.05,Yes,3,2,3,No,Conservative,Yes,17.3,Yes,4836.03,No
FVW-00865,5,Core,1675.61,Yes,8,3,2,No,Moderate,No,24.8,No,5556.45,No
FVW-00866,15,Private,14081.07,Yes,4,2,6,No,Aggressive,Yes,10.9,No,296680.73,No
FVW-00867,18,Core,2221.92,No,5,3,2,No,Conservative,No,23.8,No,38837.72,Yes
FVW-00868,10,Core,1839.51,No,4,6,3,No,Conservative,No,10.9,No,9254.73,No
FVW-00869,12,Premier,4403.96,Yes,3,1,1,No,Aggressive,No,7.0,No,23631.49,No
FVW-00870,21,Core,1505.59,No,2,2,1,No,Aggressive,No,42.0,No,23404.84,No
FVW-00871,7,Core,1918.78,No,7,1,2,No,Moderate,Yes,11.7,No,27167.35,No
FVW-00872,10,Core,2151.23,No,2,3,4,No,Aggressive,No,4.6,No,21284.22,No
FVW-00873,9,Premier,5858.23,Yes,3,2,3,No,Conservative,No,4.3,Yes,68377.93,No
FVW-00874,13,Premier,4977.86,Yes,7,3,5,Yes,Moderate,No,12.5,Yes,56701.06,No
FVW-00875,18,Private,16844.11,Yes,4,3,4,No,Aggressive,No,19.8,No,317188.24,No
FVW-00876,11,Premier,6976.77,Yes,4,4,1,No,Moderate,Yes,4.5,No,100519.8,No
FVW-00877,6,Core,1920.64,Yes,1,4,4,No,Moderate,No,14.0,No,14632.49,No
FVW-00878,11,Core,2612.9,Yes,4,2,4,Yes,Conservative,No,27.7,No,17973.04,No
FVW-00879,6,Premier,6033.68,Yes,4,6,3,Yes,Conservative,No,9.9,No,65816.65,No
FVW-00880,25,Premier,6926.89,No,3,2,4,No,Moderate,Yes,38.4,No,196564.39,No
FVW-00881,24,Core,1228.76,No,4,1,6,No,Aggressive,No,21.4,No,29185.13,Yes
FVW-00882,2,Core,2741.7,No,5,3,3,Yes,Moderate,No,13.0,No,9844.94,No
FVW-00883,9,Core,2241.41,Yes,4,3,3,No,Conservative,No,31.8,No,22569.27,Yes
FVW-00884,20,Premier,6922.81,Yes,3,1,2,No,Moderate,No,6.7,No,91527.32,No
FVW-00885,10,Core,2046.66,No,4,2,0,No,Aggressive,No,5.7,Yes,23654.85,No
FVW-00886,13,Premier,5566.54,Yes,5,3,2,No,Conservative,No,7.6,Yes,62905.34,No
FVW-00887,24,Premier,6933.5,Yes,5,1,3,No,Moderate,Yes,11.6,No,166823.9,No
FVW-00888,25,Core,2459.72,No,5,1,2,Yes,Aggressive,No,6.2,No,86212.46,Yes
FVW-00889,13,Premier,6165.91,Yes,1,2,1,No,Conservative,No,9.2,No,52919.56,No
FVW-00890,25,Premier,6401.8,Yes,2,2,3,Yes,Conservative,No,8.6,No,335260.28,No
FVW-00891,24,Premier,5208.53,Yes,4,2,1,No,Moderate,Yes,19.3,No,134902.39,No
FVW-00892,16,Premier,5689.84,No,4,4,1,No,Moderate,No,18.3,Yes,58247.76,No
FVW-00893,7,Core,2126.09,No,4,4,4,Yes,Aggressive,No,5.3,No,14895.02,Yes
FVW-00894,0,Premier,6823.42,Yes,5,1,3,No,Aggressive,No,17.5,Yes,0.0,No
FVW-00895,15,Private,11413.38,No,2,3,3,No,Conservative,Yes,19.7,Yes,180994.59,No
FVW-00896,11,Private,16307.69,No,3,5,0,Yes,Moderate,No,10.1,No,45518.97,No
FVW-00897,0,Private,15829.85,Yes,7,4,4,No,Moderate,Yes,2.8,No,0.0,No
FVW-00898,1,Core,1200.0,No,5,2,7,No,Conservative,No,8.0,Yes,3233.09,No
FVW-00899,4,Core,2749.18,Yes,2,3,3,No,Aggressive,No,0.9,No,12433.86,No
FVW-00900,19,Private,13996.71,No,4,4,3,No,Moderate,No,21.7,No,326482.12,No
FVW-00901,17,Private,19714.63,No,4,2,3,No,Aggressive,No,27.7,Yes,210153.42,No
FVW-00902,11,Premier,6018.35,No,3,2,1,No,Conservative,No,1.3,No,214287.85,No
FVW-00903,2,Premier,4121.71,No,0,2,3,Yes,Conservative,Yes,22.6,No,7375.34,No
FVW-00904,9,Private,18687.4,No,2,2,4,No,Conservative,No,3.0,No,227637.79,No
FVW-00905,11,Core,2467.55,No,5,5,3,No,Moderate,No,43.8,No,15748.01,No
FVW-00906,3,Core,2411.37,No,3,1,4,No,Moderate,No,14.3,No,3639.89,No
FVW-00907,25,Core,2578.79,No,5,5,5,No,Conservative,No,22.4,Yes,42968.54,No
FVW-00908,9,Private,14103.44,Yes,6,2,3,Yes,Aggressive,No,4.7,Yes,52259.74,No
FVW-00909,6,Core,1801.25,No,6,2,3,Yes,Conservative,Yes,3.7,No,4293.69,No
FVW-00910,1,Private,16872.36,No,0,3,1,No,Conservative,No,7.5,No,13531.34,No
FVW-00911,17,Premier,5254.14,Yes,4,2,4,Yes,Moderate,Yes,4.0,No,60522.42,No
FVW-00912,24,Core,1640.8,No,4,4,3,No,Conservative,No,16.7,No,45723.25,No
FVW-00913,8,Premier,6227.16,No,4,2,2,Yes,Conservative,No,2.3,Yes,36656.61,No
FVW-00914,22,Core,1973.52,No,1,3,5,No,Moderate,No,10.9,No,33669.41,Yes
FVW-00915,21,Premier,6697.59,No,3,1,8,Yes,Aggressive,No,7.8,Yes,152939.67,No
FVW-00916,25,Core,2450.59,Yes,4,2,3,No,Conservative,No,30.5,No,95518.83,No
FVW-00917,24,Core,1484.83,No,8,4,5,No,Aggressive,No,1.6,Yes,32890.94,No
FVW-00918,1,Core,2086.86,No,4,2,5,No,Conservative,No,1.2,No,0.0,No
FVW-00919,2,Core,2401.32,No,4,1,3,No,Moderate,Yes,9.0,No,0.0,Yes
FVW-00920,14,Private,15025.01,Yes,5,4,2,No,Conservative,No,12.6,Yes,158059.46,No
FVW-00921,22,Private,18204.53,Yes,2,1,1,No,Moderate,No,4.6,Yes,328633.75,No
FVW-00922,24,Core,1700.8,No,5,1,4,No,Conservative,No,9.5,No,29616.14,No
FVW-00923,7,Core,2924.31,Yes,6,2,3,No,Conservative,No,9.5,No,17271.72,No
FVW-00924,24,Premier,4984.83,Yes,3,3,4,No,Moderate,Yes,3.9,No,62690.68,No
FVW-00925,22,Core,1709.05,Yes,4,2,5,No,Aggressive,No,3.5,No,46450.27,No
FVW-00926,17,Private,12943.3,No,6,4,4,No,Moderate,No,3.4,No,188006.32,No
FVW-00927,6,Premier,5941.68,No,5,2,1,No,Conservative,No,6.5,Yes,24636.91,No
FVW-00928,8,Private,17462.36,Yes,5,2,2,No,Moderate,Yes,10.0,No,146776.93,No
FVW-00929,23,Private,16184.36,No,0,2,3,Yes,Moderate,No,13.2,Yes,822268.46,Yes
FVW-00930,9,Core,2163.85,No,7,5,8,No,Moderate,No,6.4,No,38603.42,No
FVW-00931,10,Premier,6353.47,No,4,4,5,No,Moderate,No,15.5,Yes,45809.38,No
FVW-00932,1,Private,12514.43,Yes,5,2,4,No,Aggressive,No,7.4,No,6046.77,Yes
FVW-00933,11,Core,2397.24,Yes,3,2,4,No,Moderate,No,9.0,No,32065.98,No
FVW-00934,17,Private,10621.27,No,4,1,4,No,Moderate,No,20.3,Yes,186027.07,No
FVW-00935,6,Core,2197.19,No,4,3,3,No,Conservative,No,19.0,No,10950.54,No
FVW-00936,10,Private,13168.9,Yes,5,3,3,No,Moderate,Yes,10.3,Yes,112732.88,No
FVW-00937,3,Core,1656.9,No,4,4,3,No,Moderate,No,5.0,No,3319.15,No
FVW-00938,24,Core,2254.6,No,10,2,1,Yes,Conservative,No,24.3,No,47852.57,No
FVW-00939,0,Private,13436.55,No,3,5,3,Yes,Moderate,Yes,8.6,Yes,0.0,No
FVW-00940,7,Private,17263.98,No,3,3,4,No,Aggressive,No,33.6,No,60379.8,No
FVW-00941,3,Premier,7232.65,Yes,1,2,1,No,Conservative,No,2.9,No,20788.85,No
FVW-00942,0,Core,1861.39,No,6,3,2,No,Moderate,No,11.9,No,1152.93,No
FVW-00943,21,Premier,5530.77,Yes,1,2,2,No,Moderate,No,13.0,Yes,132845.23,No
FVW-00944,11,Private,16712.37,Yes,3,3,5,Yes,Moderate,No,2.0,Yes,200983.16,No
FVW-00945,1,Core,1927.58,No,6,5,1,Yes,Aggressive,No,20.1,Yes,2585.68,No
FVW-00946,24,Private,18862.84,No,2,3,2,No,Moderate,No,13.8,Yes,467823.02,No
FVW-00947,8,Premier,5388.49,No,5,2,3,No,Moderate,No,10.4,No,51294.13,No
FVW-00948,18,Premier,4709.52,Yes,4,3,5,No,Aggressive,No,10.2,No,113392.55,No
FVW-00949,4,Core,1382.44,No,5,3,2,No,Conservative,No,7.6,No,13283.24,No
FVW-00950,4,Core,2377.88,Yes,7,1,5,No,Moderate,No,4.8,No,20986.22,No
FVW-00951,19,Core,2740.49,Yes,4,4,2,No,Conservative,No,7.2,Yes,105865.09,No
FVW-00952,7,Premier,5383.04,No,6,3,1,No,Moderate,No,8.4,No,39760.42,No
FVW-00953,23,Premier,5575.8,No,3,3,7,Yes,Moderate,No,2.9,No,89059.87,No
FVW-00954,22,Core,2377.48,No,3,2,7,No,Conservative,No,5.5,No,56278.71,No
FVW-00955,10,Premier,6358.11,No,4,1,6,Yes,Moderate,No,10.4,No,43180.85,No
FVW-00956,17,Core,2966.95,No,6,4,6,No,Aggressive,No,7.4,Yes,37164.03,No
FVW-00957,7,Premier,4675.05,Yes,4,4,3,No,Conservative,No,15.8,No,31192.47,Yes
FVW-00958,3,Core,1552.83,No,2,2,2,No,Conservative,No,13.4,No,492.63,Yes
FVW-00959,20,Private,12456.18,Yes,4,2,2,No,Moderate,Yes,2.7,No,273218.0,No
FVW-00960,1,Premier,6905.59,Yes,2,2,4,No,Conservative,No,6.7,No,11412.62,No
FVW-00961,10,Core,1754.91,Yes,2,2,1,No,Moderate,No,5.1,No,16271.44,No
FVW-00962,16,Premier,4649.35,No,3,4,6,Yes,Conservative,No,8.2,No,55600.96,No
FVW-00963,20,Core,2329.47,No,1,1,4,No,Moderate,No,6.7,No,64403.33,Yes
FVW-00964,25,Premier,5842.69,Yes,2,3,3,No,Aggressive,No,9.4,Yes,120056.19,No
FVW-00965,22,Private,19744.61,Yes,5,2,1,No,Conservative,No,7.2,Yes,270836.97,No
FVW-00966,21,Core,1885.3,Yes,6,2,3,No,Conservative,No,21.4,Yes,83986.88,No
FVW-00967,4,Private,12219.89,Yes,7,2,2,No,Aggressive,Yes,12.6,No,25643.72,No
FVW-00968,25,Core,1960.38,Yes,2,2,3,Yes,Conservative,No,15.7,No,64373.88,No
FVW-00969,22,Premier,6493.64,No,2,4,7,No,Conservative,No,42.9,No,194577.39,No
FVW-00970,20,Premier,6994.52,Yes,6,1,2,No,Conservative,No,5.1,Yes,86642.99,No
FVW-00971,10,Premier,5582.5,No,4,2,5,No,Conservative,No,12.4,No,66378.14,No
FVW-00972,1,Core,2042.28,No,1,2,4,No,Conservative,Yes,29.1,Yes,5841.39,Yes
FVW-00973,15,Core,2923.29,No,3,2,3,No,Moderate,No,10.2,No,34212.19,No
FVW-00974,14,Core,2473.42,No,1,2,1,Yes,Moderate,No,30.0,No,48232.61,Yes
FVW-00975,10,Core,2404.93,Yes,5,6,4,No,Conservative,Yes,7.0,Yes,18624.24,No
FVW-00976,7,Core,1837.41,No,5,4,5,No,Conservative,No,30.2,No,28960.87,Yes
FVW-00977,2,Premier,6475.83,No,3,1,3,No,Aggressive,Yes,5.2,Yes,8026.28,No
FVW-00978,3,Core,2108.09,No,2,2,5,Yes,Moderate,No,4.9,No,5725.84,Yes
FVW-00979,18,Core,1910.96,No,8,1,5,No,Aggressive,No,28.2,No,39268.93,No
FVW-00980,11,Core,2301.35,No,1,2,1,No,Conservative,No,14.3,No,40055.49,Yes
FVW-00981,9,Private,11057.67,No,5,3,3,No,Conservative,No,0.7,No,126856.16,No
FVW-00982,13,Core,3069.03,No,2,1,3,No,Conservative,No,4.8,Yes,35108.27,No
FVW-00983,9,Core,1939.55,Yes,3,1,1,No,Conservative,No,4.7,No,16525.72,No
FVW-00984,7,Private,16435.17,No,6,2,1,No,Conservative,No,20.2,No,84152.18,No
FVW-00985,10,Premier,5295.27,No,5,3,3,No,Moderate,No,0.5,No,27322.36,No
FVW-00986,18,Core,2473.79,No,6,2,2,No,Moderate,No,22.8,No,26880.79,No
FVW-00987,11,Private,9000.0,Yes,1,3,3,No,Moderate,Yes,6.8,Yes,35385.07,No
FVW-00988,13,Core,1715.71,Yes,3,2,4,No,Moderate,No,8.8,No,30962.14,No
FVW-00989,10,Core,2093.39,Yes,2,3,3,No,Aggressive,No,0.9,Yes,82913.97,Yes
FVW-00990,19,Private,17184.18,Yes,3,3,1,No,Moderate,No,14.0,Yes,331349.45,No
FVW-00991,5,Core,2072.58,No,3,2,0,Yes,Conservative,No,21.2,No,5354.63,No
FVW-00992,24,Core,2051.35,Yes,4,3,1,No,Moderate,No,12.6,No,45065.35,No
FVW-00993,20,Premier,6173.91,No,3,2,1,No,Conservative,No,8.2,Yes,217191.95,No
FVW-00994,15,Core,2305.05,No,5,2,4,Yes,Aggressive,No,20.0,Yes,67150.47,No
FVW-00995,8,Private,12855.67,No,5,2,3,Yes,Aggressive,Yes,16.5,No,169365.1,No
FVW-00996,15,Premier,6466.92,Yes,5,4,3,No,Conservative,No,12.9,No,92792.77,No
FVW-00997,16,Core,1964.16,Yes,5,1,4,Yes,Moderate,No,10.5,Yes,60316.89,No
FVW-00998,9,Private,15056.53,Yes,1,1,2,No,Conservative,Yes,19.8,No,64499.72,No
FVW-00999,18,Premier,6189.9,No,4,2,4,Yes,Conservative,No,2.8,No,130731.92,No
FVW-01000,21,Premier,5712.94,No,4,2,6,No,Conservative,No,14.4,No,51189.49,No
FVW-01001,20,Core,2341.97,No,3,4,1,Yes,Conservative,No,13.7,Yes,95741.75,No
FVW-01002,1,Core,1706.73,Yes,0,3,3,No,Moderate,Yes,23.2,No,449.49,Yes
FVW-01003,20,Premier,5521.23,No,4,4,3,No,Conservative,No,8.3,No,88153.76,No
FVW-01004,15,Private,18142.83,Yes,3,4,4,No,Aggressive,Yes,11.4,No,120931.12,No
FVW-01005,12,Core,2839.65,No,3,1,3,No,Conservative,No,5.2,No,10704.91,No
FVW-01006,22,Core,2901.62,Yes,0,1,6,No,Moderate,No,1.9,Yes,86659.86,Yes
FVW-01007,12,Premier,4443.18,No,3,2,2,Yes,Conservative,No,11.3,No,54892.8,No
FVW-01008,12,Premier,6209.5,Yes,1,3,3,No,Aggressive,No,15.3,No,62252.5,No
FVW-01009,6,Core,2633.46,Yes,3,3,2,No,Moderate,No,4.2,Yes,29891.8,No
FVW-01010,7,Core,1937.55,No,3,4,4,No,Aggressive,No,9.0,Yes,13474.46,No
FVW-01011,22,Core,1892.5,No,3,3,3,No,Conservative,No,7.1,Yes,49167.37,No
FVW-01012,23,Core,2175.1,No,2,1,1,No,Moderate,No,32.0,No,35566.74,Yes
FVW-01013,4,Core,2299.41,No,6,4,4,No,Conservative,No,8.2,Yes,10912.64,No
FVW-01014,19,Private,12880.35,Yes,1,2,5,No,Moderate,No,5.4,Yes,189057.27,No
FVW-01015,16,Premier,6359.94,Yes,7,3,7,No,Moderate,No,14.6,No,122147.95,No
FVW-01016,21,Core,2603.52,No,6,5,3,No,Aggressive,No,18.7,No,73884.42,No
FVW-01017,17,Core,1475.36,No,3,2,7,Yes,Moderate,No,7.3,Yes,55947.65,No
FVW-01018,19,Core,2111.52,No,9,4,3,No,Aggressive,No,14.8,No,48330.07,No
FVW-01019,6,Premier,5184.27,No,2,4,5,No,Conservative,No,10.9,No,31525.26,No
FVW-01020,1,Premier,7242.09,Yes,8,3,3,No,Conservative,No,8.5,No,1430.47,No
FVW-01021,15,Private,12838.94,No,5,1,5,No,Conservative,No,9.2,No,223213.57,No
FVW-01022,8,Private,15722.57,Yes,1,4,4,Yes,Moderate,No,13.4,No,105879.82,No
FVW-01023,24,Core,2406.6,No,3,8,5,No,Moderate,Yes,19.0,No,21610.18,No
FVW-01024,9,Core,2608.96,Yes,5,2,3,No,Moderate,No,3.3,Yes,35248.51,No
FVW-01025,23,Core,2189.26,Yes,3,4,4,Yes,Aggressive,No,12.7,No,78706.34,No
FVW-01026,18,Core,1844.17,No,3,4,5,No,Aggressive,Yes,4.0,No,35262.06,Yes
FVW-01027,17,Core,2123.98,No,8,5,4,No,Conservative,No,16.1,No,19726.69,No
FVW-01028,5,Private,11455.7,No,3,5,6,Yes,Conservative,No,13.6,No,43678.02,No
FVW-01029,21,Core,2288.99,No,4,4,3,Yes,Conservative,No,14.3,No,26083.03,Yes
FVW-01030,19,Premier,7072.58,Yes,4,2,0,No,Moderate,Yes,6.5,No,140658.44,No
FVW-01031,7,Core,1573.43,Yes,2,2,3,No,Aggressive,No,17.2,No,4410.09,No
FVW-01032,11,Premier,4729.12,No,3,4,4,No,Conservative,Yes,14.2,No,98940.34,No
FVW-01033,10,Private,13670.65,No,3,3,3,No,Moderate,No,10.9,No,201521.68,No
FVW-01034,22,Private,17416.44,No,5,2,3,No,Moderate,No,24.9,No,599796.65,No
FVW-01035,13,Core,2411.03,No,3,2,0,No,Conservative,No,12.8,No,29242.77,No
FVW-01036,1,Private,20880.13,Yes,4,2,3,No,Aggressive,No,18.1,No,37491.98,No
FVW-01037,21,Private,10650.71,No,0,2,3,No,Moderate,Yes,21.1,Yes,178367.33,No
FVW-01038,25,Core,2382.57,No,8,1,4,No,Conservative,No,12.0,No,30019.91,No
FVW-01039,21,Premier,5240.52,Yes,1,1,1,No,Moderate,No,3.2,Yes,162443.41,No
FVW-01040,3,Core,2033.96,Yes,5,4,3,No,Moderate,No,55.2,No,3558.71,Yes
FVW-01041,2,Premier,7385.27,No,2,3,1,No,Conservative,No,8.4,No,44103.46,Yes
FVW-01042,14,Premier,5904.73,Yes,10,2,2,No,Moderate,No,7.7,Yes,60635.56,No
FVW-01043,25,Core,2627.91,No,4,2,6,No,Moderate,No,14.7,No,57094.39,No
FVW-01044,8,Premier,5734.08,No,5,1,4,No,Conservative,Yes,13.9,No,28141.78,No
FVW-01045,3,Core,2358.93,Yes,0,1,4,No,Moderate,No,31.8,No,11531.45,No
FVW-01046,16,Private,11780.7,Yes,6,2,3,Yes,Conservative,Yes,16.5,No,131135.22,No
FVW-01047,24,Core,2258.31,No,5,5,8,No,Aggressive,No,8.8,Yes,126895.54,No
FVW-01048,4,Core,2623.52,No,1,1,2,No,Aggressive,No,10.9,Yes,10745.62,No
FVW-01049,20,Premier,6792.49,No,3,4,1,No,Moderate,No,11.7,Yes,77151.32,No
FVW-01050,24,Core,1683.84,Yes,4,2,5,No,Moderate,Yes,8.4,Yes,63400.37,No
FVW-01051,0,Private,11459.71,Yes,5,3,8,Yes,Conservative,No,7.2,No,6322.34,No
FVW-01052,12,Core,1842.43,Yes,5,1,2,No,Conservative,No,19.5,No,16453.49,No
FVW-01053,20,Core,2622.84,Yes,4,3,5,Yes,Aggressive,No,4.3,Yes,44792.64,No
FVW-01054,5,Private,18459.86,Yes,0,4,7,No,Moderate,Yes,1.9,Yes,129002.14,No
FVW-01055,0,Core,2920.79,No,1,1,2,No,Moderate,No,9.7,Yes,0.0,No
FVW-01056,22,Premier,5208.14,Yes,3,4,3,Yes,Moderate,No,1.9,No,103611.38,No
FVW-01057,15,Core,2372.75,Yes,1,4,3,No,Moderate,No,10.7,Yes,37904.48,No
FVW-01058,11,Private,12540.3,Yes,2,3,2,No,Conservative,Yes,6.0,No,302594.58,No
FVW-01059,5,Premier,5860.74,No,2,3,4,Yes,Moderate,No,7.9,No,21022.72,No
FVW-01060,5,Core,1957.84,No,5,1,3,No,Moderate,No,31.2,No,20322.29,No
FVW-01061,12,Core,1715.11,Yes,5,2,4,No,Moderate,No,5.3,Yes,18484.92,No
FVW-01062,18,Core,2635.74,No,1,1,2,No,Conservative,No,20.0,No,49077.96,No
FVW-01063,21,Private,14097.9,No,5,2,4,No,Aggressive,No,1.8,Yes,134616.17,No
FVW-01064,18,Premier,5473.24,Yes,3,1,0,No,Aggressive,Yes,1.7,No,81143.93,No
FVW-01065,14,Premier,6164.35,Yes,4,3,3,Yes,Moderate,No,2.8,Yes,104853.11,No
FVW-01066,6,Premier,6714.2,No,2,3,4,No,Conservative,Yes,12.1,No,53718.43,No
FVW-01067,18,Premier,6334.83,Yes,6,2,2,No,Conservative,No,8.5,No,84330.36,No
FVW-01068,24,Private,16071.33,No,3,2,0,No,Conservative,Yes,6.5,No,327363.45,No
FVW-01069,4,Private,17195.01,Yes,5,2,3,No,Moderate,Yes,13.1,No,75287.22,No
FVW-01070,17,Private,18700.3,Yes,7,7,4,No,Moderate,No,4.2,No,490682.36,No
FVW-01071,13,Core,2208.05,No,6,3,2,No,Moderate,No,4.4,No,26193.72,No
FVW-01072,14,Core,2659.34,No,5,2,5,No,Conservative,No,9.2,Yes,51289.7,Yes
FVW-01073,7,Private,9887.85,No,6,1,2,No,Aggressive,No,13.4,No,73272.07,No
FVW-01074,3,Core,2197.58,No,4,4,6,No,Moderate,Yes,4.3,Yes,1995.44,No
FVW-01075,24,Core,2198.01,No,3,1,2,No,Moderate,No,17.2,No,81294.05,No
FVW-01076,22,Premier,5171.83,No,3,3,3,No,Moderate,No,7.5,No,84122.53,No
FVW-01077,3,Core,2756.84,Yes,4,6,2,No,Aggressive,No,16.8,No,7985.39,No
FVW-01078,23,Premier,5943.36,No,2,1,3,No,Aggressive,No,15.7,Yes,184250.26,Yes
FVW-01079,19,Premier,5434.09,No,1,3,3,No,Moderate,No,0.8,Yes,114624.17,No
FVW-01080,0,Premier,5038.07,No,7,2,3,No,Conservative,No,12.7,Yes,0.0,Yes
FVW-01081,17,Premier,5689.49,Yes,0,2,0,No,Aggressive,No,11.8,No,75531.44,No
FVW-01082,5,Premier,4484.36,No,5,1,2,No,Conservative,No,9.5,No,29086.69,No
FVW-01083,14,Premier,7709.99,Yes,4,2,2,No,Conservative,No,4.2,No,146582.13,No
FVW-01084,13,Premier,4780.96,Yes,5,1,3,No,Conservative,No,15.6,No,77983.89,No
FVW-01085,3,Premier,4884.73,No,1,5,5,No,Moderate,No,8.5,No,5592.69,Yes
FVW-01086,10,Core,3200.0,No,6,2,5,No,Conservative,No,9.8,No,30249.73,Yes
FVW-01087,23,Premier,6723.25,No,4,3,1,Yes,Moderate,No,3.5,Yes,80364.37,No
FVW-01088,15,Private,14536.34,Yes,3,3,3,Yes,Conservative,No,9.5,No,175115.11,No
FVW-01089,11,Premier,6498.6,Yes,1,4,2,Yes,Conservative,Yes,11.9,Yes,62302.14,No
FVW-01090,19,Core,1996.03,No,2,2,5,No,Moderate,No,4.2,Yes,32635.6,Yes
FVW-01091,15,Core,2877.42,No,5,3,3,No,Moderate,No,1.3,No,36044.35,Yes
FVW-01092,9,Core,2342.04,Yes,4,3,3,No,Moderate,No,9.4,Yes,22968.04,No
FVW-01093,6,Private,17525.83,Yes,4,2,3,No,Conservative,Yes,9.9,No,144472.62,No
FVW-01094,12,Private,15937.69,No,2,2,3,No,Conservative,No,1.6,Yes,426593.97,No
FVW-01095,23,Core,2338.46,Yes,2,6,3,No,Aggressive,No,18.0,Yes,45577.94,Yes
FVW-01096,16,Premier,4706.06,Yes,4,4,4,No,Moderate,No,23.1,No,81199.41,No
FVW-01097,2,Core,1832.54,Yes,3,2,5,No,Conservative,No,13.8,No,3214.86,No
FVW-01098,17,Premier,4144.69,Yes,3,3,5,No,Conservative,No,43.2,No,214707.24,No
FVW-01099,25,Private,13771.43,Yes,5,2,2,No,Aggressive,Yes,8.8,Yes,375652.18,No
