customer_id,churned,monthly_subscription_fee,tenure_months,estimated_account_value,plan_tier,num_seats,integrations_connected,api_calls_per_month,support_tickets_ytd,onboarding_completed,admin_logins_per_week,has_sso,nps_score,days_since_last_login,billing_cycle
VTX-009377,No,168.21,42,10245.86,Scale,3,2,1903,3,Yes,0.6,Yes,94,3,monthly
VTX-009378,Yes,0.0,13,0.0,Free,4,3,857,2,Yes,1.8,No,5,4,annual
VTX-009379,No,0.0,56,193.89,Free,4,2,5173,2,Yes,4.4,No,73,6,monthly
VTX-009380,No,0.0,10,145.8,Free,3,2,1623,2,Yes,10.2,No,42,10,annual
VTX-009381,No,49.55,14,486.34,Growth,5,3,1261,1,No,1.0,Yes,54,1,monthly
VTX-009382,No,38.19,4,560.6,Growth,6,1,1946,1,No,5.9,Yes,30,23,annual
VTX-009383,No,51.74,17,812.92,Growth,4,2,1372,0,No,6.1,No,68,1,monthly
VTX-009384,No,204.37,20,6553.12,Scale,8,2,6502,1,Yes,0.9,No,74,17,monthly
VTX-009385,No,56.25,48,2428.23,Growth,10,0,2519,2,No,3.0,Yes,84,4,annual
VTX-009386,Yes,53.91,19,2378.57,Growth,5,0,6672,2,No,1.5,No,2,18,monthly
VTX-009387,Yes,248.09,58,6929.57,Scale,7,1,1227,2,No,4.0,Yes,24,13,annual
VTX-009388,No,218.15,18,4512.26,Scale,4,2,1954,1,Yes,4.9,Yes,61,1,monthly
VTX-009389,No,0.0,31,134.74,Free,2,3,3387,0,No,4.1,No,67,17,monthly
VTX-009390,No,0.0,36,139.91,Free,5,1,3660,4,Yes,1.0,No,78,0,monthly
VTX-009391,No,53.55,50,4475.41,Growth,4,2,582,0,Yes,3.1,Yes,10,15,monthly
VTX-009392,No,122.81,45,5703.81,Scale,8,0,398,0,Yes,4.6,Yes,35,7,monthly
VTX-009393,No,32.2,52,934.85,Growth,5,3,4506,2,Yes,2.9,No,42,0,monthly
VTX-009394,Yes,0.0,57,448.93,Free,5,5,1556,0,No,1.1,Yes,97,16,monthly
VTX-009395,No,61.0,7,732.19,Growth,1,2,1544,2,Yes,8.7,Yes,23,11,annual
VTX-009396,No,34.89,5,209.55,Growth,4,1,3492,0,No,3.4,No,84,20,monthly
VTX-009397,No,47.63,27,2383.38,Growth,4,2,2735,1,Yes,1.0,No,4,3,annual
VTX-009398,No,221.7,9,9168.28,Scale,8,5,1231,0,Yes,10.1,Yes,74,1,monthly
VTX-009399,No,183.53,30,7076.46,Scale,9,4,1964,2,Yes,1.5,No,43,0,monthly
VTX-009400,No,54.57,35,1221.83,Growth,8,1,4425,0,Yes,4.8,No,62,11,monthly
VTX-009401,No,52.23,16,2146.53,Growth,4,1,3746,1,No,5.1,No,35,8,monthly
VTX-009402,No,37.5,5,246.9,Growth,5,2,1576,0,No,10.5,No,44,1,monthly
VTX-009403,Yes,39.12,58,1741.63,Growth,4,3,1063,2,Yes,3.6,No,43,0,annual
VTX-009404,Yes,51.58,22,1480.73,Growth,8,2,4886,1,No,1.2,No,60,9,monthly
VTX-009405,No,53.6,51,2671.65,Growth,9,1,1583,0,Yes,3.7,Yes,10,9,monthly
VTX-009406,No,39.04,38,1955.86,Growth,12,1,3074,0,Yes,1.6,Yes,38,3,monthly
VTX-009407,No,52.53,40,6250.47,Growth,2,3,1157,0,Yes,5.8,No,73,4,annual
VTX-009408,No,0.0,47,202.47,Free,3,0,5653,0,Yes,4.6,No,47,36,monthly
VTX-009409,No,35.36,16,410.89,Growth,8,1,3109,2,Yes,2.7,Yes,16,2,monthly
VTX-009410,No,54.62,13,610.7,Growth,6,1,7537,2,Yes,7.0,No,90,3,monthly
VTX-009411,No,41.05,60,4499.85,Growth,6,3,1928,4,Yes,2.0,Yes,85,8,annual
VTX-009412,No,49.72,40,3343.17,Growth,2,2,1052,3,Yes,4.4,Yes,39,1,monthly
VTX-009413,No,0.0,17,26.57,Free,5,5,1559,1,Yes,2.5,No,62,11,monthly
VTX-009414,No,216.83,39,5888.75,Scale,7,3,904,0,No,2.3,Yes,64,7,monthly
VTX-009415,No,193.77,24,3279.06,Scale,8,2,7863,2,Yes,2.4,No,30,9,monthly
VTX-009416,Yes,48.21,52,2073.96,Growth,4,0,4731,2,Yes,1.8,No,69,1,monthly
VTX-009417,No,59.45,31,4186.35,Growth,5,1,6140,0,Yes,2.0,Yes,62,2,monthly
VTX-009418,No,51.18,19,1995.47,Growth,7,1,2940,0,Yes,0.8,No,10,9,monthly
VTX-009419,No,43.61,42,2097.11,Growth,4,3,9163,2,Yes,3.5,No,48,1,monthly
VTX-009420,Yes,168.88,45,7485.41,Scale,6,2,3304,0,No,1.8,Yes,0,0,annual
VTX-009421,No,0.0,22,55.97,Free,9,0,819,2,Yes,3.0,No,58,2,monthly
VTX-009422,Yes,0.0,45,0.0,Free,7,2,1030,1,Yes,3.7,No,40,9,annual
VTX-009423,No,52.24,14,1532.1,Growth,6,2,2094,0,Yes,1.7,No,56,13,annual
VTX-009424,No,0.0,14,65.62,Free,6,1,3600,0,No,4.4,No,88,9,monthly
VTX-009425,Yes,68.28,50,1656.78,Growth,6,4,2277,0,No,2.1,No,42,3,monthly
VTX-009426,No,196.5,37,5234.64,Scale,8,3,2828,0,No,6.9,Yes,85,1,monthly
VTX-009427,Yes,0.0,2,0.0,Free,7,2,415,2,Yes,0.6,No,28,8,monthly
VTX-009428,No,55.66,41,1979.2,Growth,4,1,2613,3,No,0.8,No,72,8,monthly
VTX-009429,No,48.47,18,582.21,Growth,11,1,730,0,No,4.3,No,48,2,annual
VTX-009430,No,183.55,16,3076.56,Scale,1,5,842,2,Yes,4.6,No,45,5,monthly
VTX-009431,No,41.5,25,810.6,Growth,8,3,8777,2,Yes,3.2,Yes,41,1,annual
VTX-009432,No,0.0,27,185.15,Free,2,2,1034,0,Yes,11.7,No,65,17,annual
VTX-009433,No,43.45,54,2687.03,Growth,5,1,1242,1,Yes,4.0,No,28,3,annual
VTX-009434,No,55.12,26,1206.6,Growth,4,3,3997,1,No,3.0,No,90,3,annual
VTX-009435,No,209.77,18,2430.21,Scale,8,2,4165,1,No,1.7,Yes,54,5,annual
VTX-009436,No,41.03,47,2150.47,Growth,4,3,4125,1,Yes,8.3,Yes,87,13,monthly
VTX-009437,Yes,0.0,33,231.59,Free,2,2,11698,1,Yes,2.1,No,29,6,monthly
VTX-009438,No,49.02,0,94.38,Growth,6,5,2612,1,Yes,0.9,No,1,17,annual
VTX-009439,No,61.94,38,1410.34,Growth,7,5,1762,0,Yes,3.6,No,24,4,monthly
VTX-009440,No,0.0,30,230.45,Free,4,4,568,3,No,5.5,No,68,24,annual
VTX-009441,No,50.35,35,1439.54,Growth,11,0,1305,2,No,5.2,No,29,5,monthly
VTX-009442,No,167.99,11,2172.24,Scale,6,3,2714,0,Yes,3.1,Yes,49,6,monthly
VTX-009443,No,39.29,29,1596.85,Growth,5,1,3190,3,No,4.1,No,69,15,annual
VTX-009444,No,0.0,39,0.0,Free,6,0,300,0,Yes,2.1,No,7,9,monthly
VTX-009445,No,68.6,41,3853.07,Growth,5,3,4200,3,Yes,1.9,No,43,9,monthly
VTX-009446,No,0.0,41,0.0,Free,7,1,1123,1,Yes,1.0,No,24,9,monthly
VTX-009447,No,64.86,60,13929.79,Growth,4,1,1136,2,Yes,1.7,Yes,7,4,monthly
VTX-009448,No,53.51,30,3528.36,Growth,6,5,399,1,Yes,1.0,No,0,23,annual
VTX-009449,No,0.0,26,188.1,Free,7,0,7173,0,Yes,6.7,No,47,3,monthly
VTX-009450,No,60.48,33,2449.52,Growth,4,2,427,2,No,6.7,No,96,11,monthly
VTX-009451,No,159.63,20,5634.9,Scale,3,0,4791,0,Yes,8.6,Yes,14,3,monthly
VTX-009452,No,0.0,19,0.0,Free,8,3,2633,2,Yes,1.9,No,71,1,monthly
VTX-009453,No,224.62,42,12408.52,Scale,5,1,3509,1,Yes,0.8,No,1,22,monthly
VTX-009454,No,46.6,19,2041.94,Growth,5,5,2727,2,Yes,3.5,Yes,67,16,monthly
VTX-009455,No,55.52,45,1814.43,Growth,9,3,1466,0,Yes,4.8,No,6,10,annual
VTX-009456,No,0.0,45,60.05,Free,8,0,492,0,Yes,7.9,No,46,1,monthly
VTX-009457,No,0.0,58,30.72,Free,3,5,1136,1,Yes,5.6,No,80,2,monthly
VTX-009458,Yes,0.0,8,43.53,Free,9,3,5498,0,Yes,4.3,No,70,3,monthly
VTX-009459,No,45.19,22,1263.7,Growth,11,1,1600,1,No,19.8,No,79,2,annual
VTX-009460,No,237.81,47,16539.23,Scale,6,1,6825,0,No,6.6,No,27,10,monthly
VTX-009461,No,219.3,26,6160.97,Scale,5,0,5969,1,Yes,2.2,Yes,30,21,annual
VTX-009462,No,0.0,39,35.03,Free,3,3,4336,1,Yes,0.8,No,17,10,monthly
VTX-009463,No,0.0,44,87.38,Free,7,2,10294,1,Yes,3.1,No,47,4,annual
VTX-009464,Yes,0.0,53,0.0,Free,7,2,4254,1,No,0.3,No,87,8,monthly
VTX-009465,No,176.29,13,1855.96,Scale,5,3,1627,1,Yes,2.3,No,18,13,monthly
VTX-009466,No,0.0,15,15.73,Free,1,1,1455,1,Yes,3.4,No,77,3,monthly
VTX-009467,No,0.0,28,210.29,Free,3,2,1599,0,Yes,1.5,Yes,76,23,monthly
VTX-009468,No,36.8,30,1737.0,Growth,9,1,4099,0,No,8.4,No,92,8,annual
VTX-009469,No,72.33,55,2424.78,Growth,7,2,837,1,No,5.5,No,68,7,monthly
VTX-009470,No,0.0,2,0.0,Free,5,2,3913,1,Yes,3.9,No,51,3,monthly
VTX-009471,No,36.34,14,520.58,Growth,4,3,608,0,Yes,4.5,No,49,10,monthly
VTX-009472,No,0.0,55,67.2,Free,10,2,3713,2,Yes,3.3,No,59,6,monthly
VTX-009473,No,0.0,37,254.95,Free,4,4,4584,0,Yes,3.7,Yes,7,6,monthly
VTX-009474,No,0.0,41,39.32,Free,3,1,3243,1,Yes,4.3,No,17,2,monthly
VTX-009475,No,51.68,15,754.26,Growth,4,3,2166,2,Yes,5.2,No,55,3,monthly
VTX-009476,No,173.1,37,7578.2,Scale,12,4,2287,2,No,3.1,No,62,15,annual
VTX-009477,No,51.57,22,2051.28,Growth,6,1,1786,1,Yes,4.8,Yes,55,16,annual
VTX-009478,No,53.64,44,2246.47,Growth,11,2,1148,1,Yes,0.8,No,99,8,monthly
VTX-009479,Yes,0.0,5,58.47,Free,15,0,662,2,No,2.3,No,66,3,monthly
VTX-009480,Yes,48.19,17,503.16,Growth,7,4,6164,1,No,1.1,No,28,41,annual
VTX-009481,No,175.11,39,6489.16,Scale,4,0,961,1,No,3.3,No,74,3,monthly
VTX-009482,Yes,48.29,36,941.18,Growth,8,1,2053,1,No,7.8,No,63,12,annual
VTX-009483,No,230.16,51,46915.36,Scale,9,1,3440,1,Yes,4.2,Yes,66,11,monthly
VTX-009484,No,50.25,48,1065.95,Growth,5,4,2871,1,No,0.9,Yes,11,6,monthly
VTX-009485,No,53.32,0,65.5,Growth,3,2,4322,2,Yes,5.5,No,49,6,monthly
VTX-009486,No,0.0,5,135.6,Free,7,2,1807,2,No,2.3,No,63,6,annual
VTX-009487,No,48.98,21,1692.65,Growth,5,2,3097,3,No,1.0,No,52,2,monthly
VTX-009488,No,48.38,58,3493.44,Growth,5,1,3810,0,Yes,3.3,No,100,8,annual
VTX-009489,No,170.12,29,2436.43,Scale,11,4,672,0,Yes,3.4,No,15,13,annual
VTX-009490,No,229.94,54,5344.72,Scale,6,3,3011,0,Yes,8.0,Yes,3,8,annual
VTX-009491,No,37.11,3,402.25,Growth,7,2,2752,2,No,5.7,Yes,65,9,monthly
VTX-009492,No,221.29,58,9821.24,Scale,5,1,6497,1,Yes,3.3,No,23,1,annual
VTX-009493,No,242.32,3,1278.74,Scale,8,4,5402,2,No,8.5,Yes,54,5,monthly
VTX-009494,No,67.12,49,4587.6,Growth,5,3,1249,2,No,5.8,No,7,11,annual
VTX-009495,No,0.0,53,93.72,Free,6,4,3722,0,Yes,2.4,No,26,2,monthly
VTX-009496,Yes,0.0,17,45.47,Free,8,2,868,1,No,4.6,No,47,5,monthly
VTX-009497,Yes,0.0,18,0.0,Free,7,2,5026,2,Yes,0.9,No,75,20,monthly
VTX-009498,No,0.0,35,228.86,Free,6,2,4107,0,Yes,5.6,Yes,3,3,monthly
VTX-009499,No,236.21,44,11253.35,Scale,9,3,2327,1,No,10.0,Yes,78,20,annual
VTX-009500,No,0.0,7,0.0,Free,9,4,1562,4,Yes,1.7,No,17,30,monthly
VTX-009501,No,53.82,14,787.53,Growth,6,2,7174,2,No,1.6,No,81,15,monthly
VTX-009502,No,50.88,46,2671.23,Growth,4,2,2874,2,Yes,6.6,No,12,2,monthly
VTX-009503,No,43.38,49,1301.39,Growth,1,2,2623,2,Yes,2.2,No,18,13,monthly
VTX-009504,Yes,0.0,9,219.48,Free,6,2,919,2,Yes,3.9,Yes,74,9,monthly
VTX-009505,No,39.97,54,2183.34,Growth,5,2,8094,4,Yes,4.5,No,94,6,annual
VTX-009506,No,56.74,52,5225.73,Growth,4,3,1658,3,No,4.8,No,12,16,monthly
VTX-009507,Yes,47.56,52,2649.51,Growth,4,3,447,1,No,1.5,No,33,8,monthly
VTX-009508,No,0.0,14,19.04,Free,3,4,447,2,Yes,2.9,No,38,3,annual
VTX-009509,No,54.59,40,1671.76,Growth,8,1,1120,4,Yes,6.8,Yes,61,0,monthly
VTX-009510,No,0.0,9,52.01,Free,7,1,4877,2,Yes,9.0,No,48,27,monthly
VTX-009511,No,36.83,11,719.06,Growth,5,1,2302,0,Yes,1.7,No,68,4,annual
VTX-009512,No,62.92,4,229.93,Growth,7,4,2847,1,No,8.1,No,82,8,monthly
VTX-009513,Yes,0.0,30,39.57,Free,7,3,2139,2,Yes,3.1,No,55,10,monthly
VTX-009514,No,217.99,43,6123.17,Scale,6,0,1027,1,No,0.6,Yes,64,9,monthly
VTX-009515,No,0.0,12,0.0,Free,5,2,3072,1,Yes,6.9,No,97,25,monthly
VTX-009516,No,147.6,11,3188.64,Scale,7,3,1130,1,Yes,2.2,Yes,30,26,annual
VTX-009517,No,220.35,16,4678.62,Scale,14,2,1358,2,No,1.4,Yes,56,23,monthly
VTX-009518,No,57.11,12,1011.93,Growth,2,5,2168,3,No,5.9,No,71,3,monthly
VTX-009519,Yes,0.0,50,0.0,Free,4,2,636,2,No,1.1,No,84,9,monthly
VTX-009520,Yes,0.0,10,33.37,Free,2,1,1686,4,Yes,9.5,No,30,16,monthly
VTX-009521,No,203.04,16,7921.17,Scale,6,5,5857,1,Yes,6.6,Yes,88,11,monthly
VTX-009522,No,48.27,18,1272.74,Growth,10,1,6152,1,No,3.9,Yes,98,8,annual
VTX-009523,No,0.0,12,156.55,Free,6,1,4232,1,No,3.8,No,75,6,annual
VTX-009524,No,53.21,57,2871.18,Growth,5,4,884,1,Yes,10.4,No,91,5,annual
VTX-009525,Yes,0.0,12,100.46,Free,5,2,3060,1,Yes,8.9,No,56,0,monthly
VTX-009526,No,55.67,29,1119.94,Growth,8,2,2536,3,No,10.5,No,32,2,monthly
VTX-009527,No,36.97,34,692.14,Growth,10,2,953,3,Yes,1.7,No,57,1,monthly
VTX-009528,Yes,0.0,15,11.15,Free,8,1,852,0,Yes,0.7,No,67,7,annual
VTX-009529,No,185.94,28,5016.81,Scale,5,5,2940,0,Yes,5.1,Yes,7,5,annual
VTX-009530,No,0.0,10,7.77,Free,8,2,336,1,Yes,2.5,No,41,2,monthly
VTX-009531,No,64.1,29,2374.54,Growth,4,1,5873,1,Yes,8.0,No,48,24,monthly
VTX-009532,No,53.35,1,5.55,Growth,8,4,3884,0,No,1.5,No,57,1,monthly
VTX-009533,No,246.68,26,9867.3,Scale,4,2,2690,1,No,1.8,Yes,36,4,monthly
VTX-009534,No,42.66,22,1103.68,Growth,8,2,268,3,Yes,3.4,No,46,1,monthly
VTX-009535,No,193.7,21,4040.04,Scale,10,0,782,3,No,7.3,No,39,6,annual
VTX-009536,Yes,39.13,6,371.01,Growth,6,1,3427,2,Yes,7.1,No,72,1,monthly
VTX-009537,No,180.47,60,12580.3,Scale,8,3,616,1,Yes,0.9,Yes,45,3,monthly
VTX-009538,Yes,0.0,1,132.5,Free,6,4,2775,1,Yes,2.0,No,70,5,monthly
VTX-009539,No,57.88,8,518.27,Growth,2,2,4270,0,Yes,4.5,No,81,0,monthly
VTX-009540,Yes,0.0,6,0.0,Free,5,3,2163,1,No,4.5,No,8,1,monthly
VTX-009541,No,238.34,59,24194.96,Scale,7,3,2557,0,Yes,1.6,No,41,17,annual
VTX-009542,Yes,184.82,19,2980.84,Scale,7,1,3316,2,Yes,2.7,No,56,7,annual
VTX-009543,No,50.9,26,1319.51,Growth,10,4,3136,3,No,1.6,No,86,0,annual
VTX-009544,No,53.34,45,5593.6,Growth,4,3,1978,1,No,0.6,No,21,2,annual
VTX-009545,No,49.24,3,346.17,Growth,7,4,7627,3,Yes,1.4,Yes,15,1,monthly
VTX-009546,Yes,0.0,4,209.58,Free,6,0,2207,5,Yes,4.7,No,40,9,annual
VTX-009547,No,39.98,11,534.5,Growth,7,6,2508,0,Yes,5.5,No,19,13,monthly
VTX-009548,No,53.58,41,2933.99,Growth,3,4,2341,2,No,0.3,Yes,95,29,annual
VTX-009549,No,47.22,59,2867.99,Growth,3,1,2900,1,Yes,4.6,No,31,10,monthly
VTX-009550,No,0.0,37,0.0,Free,6,2,3966,3,No,1.2,No,33,6,monthly
VTX-009551,No,178.72,53,9686.93,Scale,1,1,2553,0,Yes,4.6,Yes,53,3,monthly
VTX-009552,Yes,0.0,53,169.88,Free,9,1,1051,1,Yes,3.1,No,75,2,annual
VTX-009553,No,48.8,16,924.26,Growth,3,1,2909,2,Yes,5.9,No,93,11,annual
VTX-009554,No,0.0,11,242.5,Free,5,2,6404,1,No,5.4,No,61,7,monthly
VTX-009555,No,0.0,9,0.0,Free,4,0,1044,1,No,0.3,No,78,7,annual
VTX-009556,No,0.0,48,0.0,Free,10,4,8427,0,Yes,3.4,No,25,7,monthly
VTX-009557,No,70.39,40,3246.01,Growth,7,2,1186,1,Yes,3.7,No,29,2,monthly
VTX-009558,No,56.82,52,4233.58,Growth,9,1,1952,1,Yes,1.7,No,1,1,monthly
VTX-009559,No,57.34,30,1689.8,Growth,9,4,1064,3,Yes,2.6,Yes,29,0,monthly
VTX-009560,No,73.48,59,9699.12,Growth,7,4,1981,1,Yes,5.9,No,34,17,monthly
VTX-009561,No,52.46,54,5491.37,Growth,5,0,4671,1,Yes,4.4,No,23,7,monthly
VTX-009562,Yes,0.0,49,130.11,Free,4,3,8902,2,Yes,0.5,No,27,1,monthly
VTX-009563,No,0.0,48,82.59,Free,2,1,2514,1,Yes,2.0,No,68,25,monthly
VTX-009564,No,50.08,7,613.71,Growth,7,5,2676,1,Yes,4.3,No,28,4,monthly
VTX-009565,No,42.89,45,2051.21,Growth,4,1,655,5,Yes,4.5,Yes,87,1,monthly
VTX-009566,No,44.93,57,1903.02,Growth,9,1,885,0,Yes,4.1,No,99,15,annual
VTX-009567,No,0.0,17,7.38,Free,9,3,2911,1,Yes,5.9,No,10,8,monthly
VTX-009568,No,159.55,49,9216.12,Scale,7,1,2897,3,Yes,4.7,Yes,30,7,monthly
VTX-009569,Yes,0.0,21,116.34,Free,9,1,2704,1,Yes,2.5,No,44,1,monthly
VTX-009570,No,30.58,12,603.52,Growth,4,3,2988,0,Yes,4.9,Yes,5,3,monthly
VTX-009571,No,0.0,44,231.79,Free,6,0,10291,1,Yes,2.5,No,60,0,annual
VTX-009572,Yes,56.11,10,932.66,Growth,2,1,1680,0,Yes,0.9,No,50,18,annual
VTX-009573,No,37.6,29,940.6,Growth,4,1,2448,2,Yes,1.0,Yes,36,16,monthly
VTX-009574,Yes,57.12,57,3853.27,Growth,7,1,2752,1,Yes,2.5,No,74,6,monthly
VTX-009575,No,0.0,9,0.0,Free,4,0,1499,0,Yes,3.4,No,9,4,monthly
VTX-009576,No,48.61,9,497.05,Growth,7,2,8364,0,No,3.8,No,79,0,monthly
VTX-009577,Yes,0.0,57,129.11,Free,7,1,5432,1,Yes,1.1,No,30,7,annual
VTX-009578,No,50.15,47,1364.61,Growth,7,3,2403,0,Yes,3.3,No,51,10,monthly
VTX-009579,No,0.0,28,0.0,Free,9,1,126,3,Yes,5.2,No,84,1,monthly
VTX-009580,No,0.0,24,0.0,Free,7,2,1172,2,Yes,4.4,No,89,26,annual
VTX-009581,No,48.62,58,2481.23,Growth,9,1,3024,0,Yes,6.7,No,30,11,monthly
VTX-009582,No,0.0,44,47.21,Free,4,1,2815,0,No,3.8,No,17,12,annual
VTX-009583,No,0.0,55,44.61,Free,6,1,950,3,Yes,6.9,No,49,9,monthly
VTX-009584,No,170.29,5,1852.75,Scale,5,1,2947,2,No,1.7,Yes,14,34,monthly
VTX-009585,No,173.3,32,6683.34,Scale,9,2,5400,3,Yes,2.5,Yes,62,3,monthly
VTX-009586,No,220.74,44,7153.61,Scale,4,1,1434,0,No,6.1,No,10,12,monthly
VTX-009587,No,0.0,2,150.68,Free,7,3,1619,0,No,4.1,No,42,15,annual
VTX-009588,No,61.47,31,2222.59,Growth,7,2,1346,2,Yes,3.1,Yes,2,14,monthly
VTX-009589,No,163.33,3,916.08,Scale,7,4,1009,2,No,2.9,Yes,50,0,monthly
VTX-009590,No,0.0,54,55.05,Free,6,0,4304,0,Yes,6.7,No,76,5,monthly
VTX-009591,No,59.88,41,2168.78,Growth,7,0,1340,4,Yes,3.9,Yes,39,1,annual
VTX-009592,Yes,0.0,11,89.95,Free,4,1,3629,0,Yes,2.0,No,52,6,annual
VTX-009593,No,133.98,31,5363.08,Scale,3,4,2919,0,Yes,2.7,No,31,10,annual
VTX-009594,No,48.74,6,161.6,Growth,10,2,2830,2,No,1.6,No,85,9,monthly
VTX-009595,Yes,40.91,49,1592.81,Growth,7,1,1010,0,Yes,3.3,No,8,5,monthly
VTX-009596,No,57.32,11,1053.14,Growth,9,2,1369,3,Yes,1.8,Yes,56,18,annual
VTX-009597,No,0.0,37,59.82,Free,4,1,3493,0,Yes,4.2,No,42,1,annual
VTX-009598,Yes,40.23,4,187.41,Growth,5,3,6893,2,Yes,2.4,No,2,16,monthly
VTX-009599,Yes,35.01,9,212.66,Growth,5,3,4315,1,No,9.1,No,46,16,monthly
VTX-009600,Yes,53.49,59,1941.47,Growth,2,1,7538,3,Yes,3.2,No,26,8,annual
VTX-009601,No,59.97,23,1140.32,Growth,10,2,5446,1,No,5.4,Yes,64,4,annual
VTX-009602,Yes,0.0,7,68.28,Free,7,1,2276,0,Yes,3.1,No,5,0,monthly
VTX-009603,Yes,45.35,42,3261.18,Growth,6,4,1037,1,No,6.0,Yes,71,23,monthly
VTX-009604,No,52.64,12,526.82,Growth,1,1,1401,2,Yes,3.3,Yes,80,3,annual
VTX-009605,Yes,0.0,35,128.15,Free,5,2,4234,1,Yes,1.8,No,31,12,monthly
VTX-009606,No,209.61,49,9357.97,Scale,11,0,1492,4,Yes,6.3,No,39,10,monthly
VTX-009607,No,45.26,41,3487.61,Growth,5,0,1989,3,Yes,2.5,Yes,14,2,monthly
VTX-009608,No,55.5,15,1154.05,Growth,8,3,3667,1,Yes,5.9,No,66,5,monthly
VTX-009609,No,176.81,14,2596.33,Scale,5,1,4271,4,Yes,5.7,No,92,12,monthly
VTX-009610,No,58.86,13,1197.68,Growth,5,2,321,2,Yes,1.5,Yes,16,11,monthly
VTX-009611,No,198.43,38,7338.35,Scale,3,1,4328,2,Yes,3.5,Yes,92,3,monthly
VTX-009612,No,46.63,41,2973.59,Growth,5,2,4157,0,No,2.4,No,61,0,annual
VTX-009613,No,39.75,31,942.23,Growth,4,0,613,2,Yes,1.5,Yes,6,2,monthly
VTX-009614,Yes,0.0,24,0.0,Free,5,1,2833,3,No,3.8,No,13,19,monthly
VTX-009615,No,0.0,3,65.93,Free,3,2,219,0,Yes,3.7,No,36,4,annual
VTX-009616,No,35.89,50,1872.59,Growth,5,2,4080,2,Yes,3.6,No,33,4,monthly
VTX-009617,No,0.0,40,177.12,Free,3,0,1225,4,Yes,1.6,Yes,65,10,monthly
VTX-009618,No,0.0,38,0.0,Free,3,2,1878,3,No,4.5,No,83,5,monthly
VTX-009619,No,57.33,6,252.22,Growth,5,1,3090,4,Yes,2.9,No,19,7,monthly
VTX-009620,No,38.77,17,370.03,Growth,7,2,2508,0,No,2.2,No,42,11,annual
VTX-009621,No,0.0,18,148.94,Free,5,4,2387,2,Yes,2.1,No,83,4,monthly
VTX-009622,No,52.35,36,1296.25,Growth,11,0,554,1,Yes,5.2,No,35,17,monthly
VTX-009623,No,243.88,48,5224.85,Scale,6,2,2550,1,Yes,2.2,Yes,7,0,monthly
VTX-009624,No,56.0,52,1534.21,Growth,5,3,4941,2,Yes,1.5,No,37,1,annual
VTX-009625,No,201.5,31,7496.34,Scale,3,2,4659,1,Yes,4.7,No,90,6,annual
VTX-009626,No,44.49,22,762.07,Growth,4,2,8336,1,No,2.8,No,93,22,monthly
VTX-009627,Yes,0.0,24,159.83,Free,3,4,5036,0,No,1.3,No,40,40,monthly
VTX-009628,No,47.5,44,1923.72,Growth,10,2,2551,1,Yes,7.4,No,8,2,monthly
VTX-009629,No,251.84,19,4088.15,Scale,9,1,1891,3,No,4.6,Yes,10,3,monthly
VTX-009630,No,57.99,25,2479.17,Growth,6,3,585,2,Yes,0.3,No,28,4,monthly
VTX-009631,No,196.61,47,7756.41,Scale,4,3,6228,1,Yes,4.1,Yes,72,20,monthly
VTX-009632,No,234.24,33,8077.63,Scale,6,2,2739,2,Yes,0.8,Yes,63,33,monthly
VTX-009633,No,0.0,28,89.84,Free,6,2,3266,2,Yes,6.4,No,90,6,annual
VTX-009634,Yes,0.0,44,0.0,Free,8,3,1114,2,Yes,4.2,No,57,5,annual
VTX-009635,No,41.73,17,425.25,Growth,3,1,1381,0,Yes,4.5,No,81,2,monthly
VTX-009636,Yes,0.0,3,0.0,Free,7,3,2150,0,No,7.4,No,41,5,annual
VTX-009637,No,40.81,48,2596.44,Growth,4,2,4076,2,Yes,5.7,Yes,62,0,monthly
VTX-009638,No,179.84,27,1916.63,Scale,3,0,2665,1,No,2.9,Yes,65,2,monthly
VTX-009639,No,46.89,19,945.24,Growth,4,4,1262,1,Yes,3.2,No,56,7,monthly
VTX-009640,Yes,0.0,5,0.0,Free,4,1,1356,1,No,3.8,No,97,7,monthly
VTX-009641,No,60.5,56,3112.8,Growth,4,1,765,1,No,1.3,No,11,0,monthly
VTX-009642,No,0.0,44,53.83,Free,8,0,539,1,No,1.2,No,85,2,annual
VTX-009643,No,202.77,16,3045.91,Scale,8,5,1238,3,Yes,7.3,No,7,5,monthly
VTX-009644,No,0.0,37,113.92,Free,6,3,2664,2,Yes,2.0,No,30,3,annual
VTX-009645,No,166.35,28,7762.69,Scale,2,5,3601,1,Yes,1.5,Yes,96,11,annual
VTX-009646,No,63.5,19,2330.88,Growth,3,4,6986,2,Yes,13.3,Yes,67,0,monthly
VTX-009647,No,48.11,19,1617.38,Growth,4,2,2046,1,Yes,2.1,No,78,7,annual
VTX-009648,No,42.59,4,178.29,Growth,5,3,3688,1,Yes,6.3,No,93,1,annual
VTX-009649,No,0.0,59,0.0,Free,5,0,2335,3,Yes,1.0,No,70,1,monthly
VTX-009650,No,58.58,56,5071.92,Growth,7,2,2786,2,Yes,9.8,No,33,23,monthly
VTX-009651,No,170.5,53,8868.73,Scale,6,3,2536,2,Yes,6.2,No,81,5,monthly
VTX-009652,No,191.14,19,2369.94,Scale,4,2,1757,1,Yes,6.1,Yes,11,4,annual
VTX-009653,No,0.0,60,50.28,Free,7,3,4402,2,Yes,1.1,No,55,0,monthly
