customer_id,churned,monthly_bill,tenure_months,estimated_customer_value,plan_type,num_lines,has_international_plan,data_overage_gb,autopay_enabled,device_financing_active,network_type,support_calls_ytd,days_since_last_upgrade,family_plan_member,satisfaction_score
MRD-012270,No,29.41,46,1065.52,Basic,2,Yes,8.63,Yes,No,5G,0,1103,No,8
MRD-012271,No,28.56,50,1688.98,Basic,1,Yes,2.93,Yes,No,5G,3,973,No,5
MRD-012272,No,37.97,83,6988.97,Basic,2,No,1.93,Yes,No,4G,1,766,No,2
MRD-012273,No,62.42,38,2704.04,Plus,1,No,5.22,No,No,5G,1,241,No,1
MRD-012274,No,58.84,90,3939.71,Plus,4,No,4.98,No,No,5G,3,939,Yes,1
MRD-012275,No,35.69,0,56.72,Basic,3,No,5.38,Yes,Yes,5G,2,1170,Yes,4
MRD-012276,No,53.42,90,5736.31,Plus,2,Yes,2.61,Yes,No,5G,1,684,No,10
MRD-012277,Yes,56.12,25,2237.16,Plus,2,No,0.91,No,No,5G,1,140,No,3
MRD-012278,No,63.4,63,1894.32,Plus,3,No,5.71,Yes,No,5G,2,28,Yes,6
MRD-012279,No,63.57,87,6948.72,Plus,4,No,1.94,Yes,No,4G,0,1468,Yes,2
MRD-012280,No,23.51,78,1041.96,Basic,1,Yes,1.37,No,No,4G,0,30,No,5
MRD-012281,No,72.36,42,5550.33,Plus,1,No,6.72,No,No,5G,2,1321,No,9
MRD-012282,No,59.79,53,3233.87,Plus,5,No,4.01,Yes,Yes,5G,2,976,Yes,8
MRD-012283,No,90.73,24,2789.48,Premium,1,Yes,3.79,No,Yes,5G,0,133,No,3
MRD-012284,No,33.83,10,208.8,Basic,1,No,0.38,No,Yes,5G,1,740,No,2
MRD-012285,No,35.77,22,1239.78,Basic,3,No,0.53,Yes,No,5G,0,955,Yes,4
MRD-012286,No,59.1,49,2773.68,Plus,1,No,2.72,No,No,5G,2,1003,No,10
MRD-012287,Yes,60.75,0,0.0,Plus,2,Yes,6.35,No,Yes,5G,3,1035,No,9
MRD-012288,No,34.16,29,749.6,Basic,2,No,1.01,No,Yes,5G,2,1364,No,6
MRD-012289,No,94.62,42,3499.8,Premium,4,No,6.59,No,No,5G,1,170,Yes,4
MRD-012290,Yes,71.97,20,896.71,Plus,3,No,4.27,Yes,No,5G,2,592,Yes,4
MRD-012291,Yes,67.57,16,1181.43,Plus,5,No,0.69,No,No,4G,2,1168,Yes,2
MRD-012292,No,35.25,50,3171.51,Basic,2,No,2.78,Yes,No,5G,4,1158,No,4
MRD-012293,No,96.49,41,3786.61,Premium,2,No,3.0,Yes,No,5G,2,884,No,2
MRD-012294,No,57.52,84,4754.94,Plus,3,No,2.08,No,Yes,5G,0,178,Yes,7
MRD-012295,No,35.67,89,4668.37,Basic,1,No,2.32,Yes,No,5G,1,158,No,3
MRD-012296,Yes,93.3,71,3804.43,Premium,1,Yes,2.63,Yes,Yes,5G,0,507,No,8
MRD-012297,No,53.41,82,5385.96,Plus,2,No,1.31,No,No,5G,3,1441,No,2
MRD-012298,No,42.0,8,352.76,Plus,2,Yes,4.9,Yes,No,4G,0,640,No,6
MRD-012299,No,78.35,8,1216.05,Premium,4,No,3.71,Yes,Yes,5G,0,630,Yes,5
MRD-012300,No,104.5,45,3004.05,Premium,1,No,0.5,No,No,4G,0,1307,No,8
MRD-012301,No,54.72,56,2591.11,Plus,2,No,4.53,Yes,Yes,5G,4,243,No,2
MRD-012302,No,57.08,67,5222.16,Plus,2,Yes,1.01,Yes,No,5G,3,1206,No,10
MRD-012303,No,87.38,88,7529.87,Premium,4,No,2.79,Yes,Yes,5G,1,1477,Yes,7
MRD-012304,No,90.62,28,1989.47,Premium,2,No,2.09,Yes,No,5G,1,1158,No,2
MRD-012305,No,109.52,85,6900.39,Premium,2,No,0.2,Yes,No,4G,0,1309,No,6
MRD-012306,No,92.25,67,5935.78,Premium,1,No,2.48,Yes,No,5G,3,32,No,10
MRD-012307,Yes,40.47,12,274.39,Basic,5,No,0.55,Yes,Yes,5G,1,686,Yes,1
MRD-012308,No,36.62,30,850.63,Basic,1,No,1.69,Yes,No,5G,1,542,No,8
MRD-012309,No,87.97,24,3793.17,Premium,1,No,1.24,Yes,No,5G,0,956,No,3
MRD-012310,Yes,65.34,15,805.25,Plus,2,No,2.79,No,Yes,4G,0,111,No,9
MRD-012311,No,58.57,51,1696.77,Plus,1,No,0.93,Yes,Yes,4G,1,691,No,2
MRD-012312,Yes,39.34,31,1102.49,Basic,1,No,7.34,Yes,No,4G,2,45,No,5
MRD-012313,No,38.25,44,3624.89,Basic,1,Yes,3.43,Yes,Yes,5G,3,418,No,6
MRD-012314,Yes,36.8,14,1045.5,Basic,2,No,1.47,No,No,4G,3,1168,No,8
MRD-012315,No,86.15,70,8128.44,Premium,2,Yes,6.17,Yes,No,5G,0,315,No,1
MRD-012316,No,41.22,13,543.53,Basic,2,No,5.88,Yes,No,5G,1,238,No,3
MRD-012317,Yes,38.3,9,629.79,Basic,3,No,3.47,Yes,Yes,5G,0,693,Yes,3
MRD-012318,No,57.82,9,416.12,Plus,1,No,3.33,Yes,No,4G,1,1383,No,3
MRD-012319,No,94.52,83,4457.76,Premium,1,No,0.41,Yes,Yes,5G,1,542,No,5
MRD-012320,No,64.46,7,234.29,Plus,5,No,0.49,Yes,No,4G,1,646,Yes,9
MRD-012321,Yes,91.4,14,1631.98,Premium,1,Yes,0.39,Yes,No,5G,1,1423,No,6
MRD-012322,No,53.79,55,2448.92,Plus,1,No,3.61,Yes,No,5G,2,1337,No,5
MRD-012323,Yes,38.15,3,118.35,Basic,1,No,3.79,No,Yes,4G,3,96,No,5
MRD-012324,No,55.56,35,2842.65,Plus,2,No,3.02,Yes,No,4G,0,199,No,10
MRD-012325,Yes,32.18,21,326.13,Basic,2,No,1.15,Yes,No,4G,2,593,No,8
MRD-012326,No,62.23,52,2366.4,Plus,1,No,3.06,Yes,Yes,4G,0,1446,No,3
MRD-012327,Yes,35.21,88,4733.29,Basic,1,Yes,1.52,No,Yes,5G,3,237,No,3
MRD-012328,No,63.23,49,3653.52,Plus,2,No,0.51,Yes,No,5G,1,1156,No,7
MRD-012329,Yes,82.74,95,10368.36,Premium,2,No,11.64,Yes,No,4G,1,1404,No,8
MRD-012330,No,58.23,69,7226.69,Plus,2,No,3.81,No,Yes,5G,1,189,No,8
MRD-012331,Yes,82.32,30,830.68,Premium,2,Yes,1.6,No,No,4G,5,819,No,2
MRD-012332,No,105.31,62,3769.63,Premium,4,No,1.74,No,No,5G,1,1002,Yes,10
MRD-012333,No,36.43,84,3660.87,Basic,3,No,0.14,Yes,Yes,4G,0,1174,Yes,9
MRD-012334,No,59.74,61,3220.59,Plus,3,Yes,2.28,Yes,No,4G,1,1314,Yes,6
MRD-012335,No,42.02,18,1002.09,Basic,2,No,0.34,Yes,Yes,5G,0,807,No,9
MRD-012336,No,26.56,68,1600.28,Basic,2,No,1.75,Yes,No,5G,0,242,No,6
MRD-012337,No,53.78,8,756.71,Plus,3,No,3.17,No,No,5G,1,279,Yes,4
MRD-012338,Yes,62.09,71,3029.55,Plus,3,Yes,1.96,Yes,No,4G,0,437,Yes,2
MRD-012339,No,63.13,26,2816.61,Plus,1,Yes,5.46,Yes,No,5G,3,110,No,7
MRD-012340,No,68.27,63,3321.29,Plus,4,No,2.33,Yes,No,4G,2,1402,Yes,8
MRD-012341,No,90.95,83,4853.78,Premium,4,No,6.39,Yes,Yes,4G,1,306,Yes,8
MRD-012342,No,43.76,85,5418.03,Basic,1,No,3.16,No,Yes,5G,2,955,No,9
MRD-012343,Yes,39.72,22,1539.95,Basic,2,Yes,3.75,Yes,No,4G,1,823,No,5
MRD-012344,Yes,31.1,19,666.33,Basic,2,No,1.19,No,No,4G,3,261,No,5
MRD-012345,No,85.77,26,1238.45,Premium,1,Yes,1.87,Yes,Yes,4G,0,218,No,8
MRD-012346,No,107.94,72,7147.28,Premium,4,Yes,1.08,Yes,No,4G,0,352,Yes,8
MRD-012347,Yes,33.58,20,304.4,Basic,2,No,3.49,No,No,4G,2,381,No,7
MRD-012348,No,38.71,7,299.24,Basic,1,No,0.13,No,No,4G,1,1081,No,9
MRD-012349,Yes,29.31,61,1444.18,Basic,2,No,2.34,Yes,No,4G,2,1237,No,6
MRD-012350,No,32.66,88,5493.67,Basic,3,Yes,1.23,Yes,No,5G,1,1171,Yes,10
MRD-012351,No,57.68,12,1193.21,Plus,1,Yes,1.97,No,Yes,4G,0,258,No,4
MRD-012352,No,64.72,58,964.82,Plus,1,No,0.34,No,No,4G,1,1182,No,8
MRD-012353,Yes,30.88,69,1403.22,Basic,1,No,3.94,Yes,No,4G,2,1019,No,5
MRD-012354,No,104.95,77,6144.08,Premium,1,No,1.71,No,No,5G,1,1275,No,8
MRD-012355,No,34.72,53,2175.68,Basic,4,No,1.97,No,Yes,5G,3,39,Yes,10
MRD-012356,No,55.38,61,3740.72,Plus,1,No,1.32,Yes,Yes,5G,0,35,No,2
MRD-012357,No,61.0,23,1822.19,Plus,2,No,0.47,No,No,5G,1,874,No,10
MRD-012358,No,62.78,5,635.41,Plus,3,No,2.61,Yes,Yes,5G,2,1077,Yes,9
MRD-012359,No,45.34,68,2363.35,Plus,3,No,0.48,Yes,No,4G,1,214,Yes,4
MRD-012360,Yes,63.02,13,709.78,Plus,1,No,3.02,Yes,No,4G,1,125,No,2
MRD-012361,Yes,23.55,38,915.95,Basic,2,No,2.21,No,Yes,4G,1,1428,No,7
MRD-012362,No,35.13,74,2751.34,Basic,1,Yes,0.6,Yes,Yes,5G,2,1363,No,9
MRD-012363,No,69.49,85,5748.0,Plus,3,No,1.47,No,No,5G,0,430,Yes,6
MRD-012364,Yes,63.44,36,3350.32,Plus,1,No,0.98,No,Yes,5G,0,710,No,8
MRD-012365,No,71.88,31,3157.08,Plus,2,No,2.02,Yes,No,4G,1,263,No,7
MRD-012366,No,35.81,77,4495.2,Basic,1,No,2.97,Yes,No,5G,0,1460,No,8
MRD-012367,No,86.08,40,4314.08,Premium,2,No,0.5,Yes,No,5G,0,1383,No,6
MRD-012368,No,34.1,29,1949.85,Basic,2,No,1.31,No,Yes,5G,0,1418,No,10
MRD-012369,No,113.3,68,4448.9,Premium,2,No,4.8,No,Yes,5G,1,762,No,10
MRD-012370,No,49.83,72,4705.04,Plus,1,No,2.64,No,No,4G,1,272,No,6
MRD-012371,Yes,30.16,4,353.84,Basic,1,No,4.22,Yes,Yes,5G,2,390,No,5
MRD-012372,No,31.94,26,244.5,Basic,1,No,0.68,Yes,No,5G,1,801,No,9
MRD-012373,No,34.54,57,2411.63,Basic,4,Yes,4.33,No,Yes,5G,0,1190,Yes,3
MRD-012374,No,65.68,15,805.22,Plus,2,Yes,5.19,No,No,5G,1,440,No,4
MRD-012375,No,55.92,96,10325.46,Plus,1,No,0.93,Yes,No,5G,3,884,No,9
MRD-012376,No,78.71,60,3062.03,Premium,2,Yes,3.46,Yes,No,5G,0,1264,No,10
MRD-012377,No,30.94,65,3312.9,Basic,1,No,0.95,Yes,No,5G,1,17,No,4
MRD-012378,No,47.57,19,928.93,Plus,4,Yes,2.04,Yes,No,5G,0,793,Yes,2
MRD-012379,No,32.35,22,874.4,Basic,3,Yes,3.13,Yes,Yes,5G,1,644,Yes,7
MRD-012380,No,59.19,79,2089.28,Plus,2,No,0.97,Yes,No,4G,1,881,No,5
MRD-012381,No,62.36,59,5231.71,Plus,2,No,5.16,Yes,No,5G,0,1081,No,10
MRD-012382,No,59.74,59,2812.09,Plus,3,Yes,3.17,No,No,5G,0,737,Yes,6
MRD-012383,No,73.16,25,2093.94,Plus,1,No,1.39,Yes,No,4G,1,1205,No,6
MRD-012384,Yes,32.59,20,860.36,Basic,4,No,1.23,No,No,4G,1,589,Yes,1
MRD-012385,Yes,37.37,3,35.5,Basic,1,No,3.49,No,No,4G,1,1381,No,10
MRD-012386,Yes,35.37,18,622.9,Basic,3,No,0.91,Yes,No,4G,1,171,Yes,8
MRD-012387,No,57.71,27,1750.29,Plus,2,No,4.68,Yes,No,5G,3,1284,No,8
MRD-012388,No,101.14,5,566.15,Premium,4,No,0.74,No,No,5G,4,1326,Yes,3
MRD-012389,No,61.36,93,11710.83,Plus,1,No,5.74,Yes,Yes,5G,0,1488,No,2
MRD-012390,Yes,27.42,69,3940.7,Basic,1,No,2.37,Yes,No,5G,2,651,No,1
MRD-012391,Yes,26.03,12,695.6,Basic,2,No,1.54,Yes,Yes,4G,0,659,No,7
MRD-012392,No,37.38,86,7184.89,Basic,3,No,7.6,Yes,No,4G,2,1303,Yes,5
MRD-012393,No,90.71,26,2661.97,Premium,3,No,0.06,Yes,Yes,5G,2,697,Yes,1
MRD-012394,No,66.46,40,3472.46,Plus,3,No,3.28,Yes,No,5G,2,687,Yes,8
MRD-012395,No,84.37,12,909.77,Premium,1,Yes,2.74,No,No,4G,2,504,No,2
MRD-012396,No,34.01,36,2229.87,Basic,1,No,3.51,No,No,5G,1,47,No,10
MRD-012397,No,92.12,92,4931.49,Premium,1,No,6.68,No,No,5G,1,625,No,3
MRD-012398,Yes,58.46,74,9203.23,Plus,1,Yes,1.46,No,Yes,5G,3,1254,No,2
MRD-012399,No,98.89,44,1439.75,Premium,2,No,0.98,No,No,5G,0,797,No,6
MRD-012400,No,57.83,35,1103.69,Plus,1,Yes,0.16,Yes,Yes,4G,1,1305,No,9
MRD-012401,Yes,29.06,29,983.95,Basic,4,No,1.24,Yes,No,5G,2,1313,Yes,1
MRD-012402,No,37.48,60,1532.76,Basic,2,No,0.79,No,No,5G,0,653,No,4
MRD-012403,No,29.48,53,2279.95,Basic,1,No,4.75,No,Yes,5G,0,223,No,3
MRD-012404,No,84.26,66,3794.46,Premium,1,No,6.12,Yes,Yes,4G,2,1328,No,3
MRD-012405,No,92.0,68,8457.55,Premium,3,No,2.89,Yes,No,5G,4,391,Yes,9
MRD-012406,No,108.95,61,3877.53,Premium,2,No,5.17,No,Yes,5G,2,149,No,9
MRD-012407,Yes,42.5,26,666.02,Plus,1,No,5.27,Yes,Yes,5G,0,630,No,9
MRD-012408,No,76.8,4,257.91,Plus,4,No,0.24,No,No,5G,2,1265,Yes,6
MRD-012409,No,59.19,50,1600.39,Plus,2,No,1.45,No,No,5G,0,727,No,5
MRD-012410,No,60.25,15,625.01,Plus,2,No,0.84,Yes,Yes,5G,2,124,No,6
MRD-012411,No,83.12,0,17.38,Premium,1,No,7.17,Yes,Yes,5G,3,266,No,7
MRD-012412,No,69.03,12,988.62,Plus,1,No,3.89,No,Yes,4G,3,502,No,2
MRD-012413,No,55.11,86,4620.03,Plus,3,No,13.27,Yes,No,5G,5,1155,Yes,4
MRD-012414,No,72.28,78,7262.83,Plus,4,No,0.77,Yes,Yes,5G,2,98,Yes,3
MRD-012415,No,97.48,32,6746.55,Premium,4,Yes,2.92,Yes,No,5G,1,476,Yes,8
MRD-012416,No,67.31,8,801.99,Plus,1,No,4.68,No,No,5G,4,968,No,4
MRD-012417,Yes,32.51,20,677.57,Basic,4,No,4.16,No,Yes,5G,3,679,Yes,7
MRD-012418,Yes,36.86,12,491.94,Basic,2,Yes,7.18,Yes,Yes,4G,2,24,No,3
MRD-012419,No,41.07,45,2121.76,Basic,4,Yes,1.35,Yes,No,4G,1,124,Yes,1
MRD-012420,No,28.08,12,387.68,Basic,3,No,6.85,Yes,No,5G,2,90,Yes,3
MRD-012421,No,66.96,57,3886.59,Plus,3,No,1.71,No,No,5G,2,1237,Yes,9
MRD-012422,Yes,31.88,50,1612.96,Basic,1,No,7.96,No,No,4G,4,139,No,9
MRD-012423,No,56.8,96,6233.75,Plus,4,No,1.02,Yes,Yes,5G,2,880,Yes,5
MRD-012424,Yes,33.91,3,0.0,Basic,2,No,2.78,Yes,No,5G,3,687,No,2
MRD-012425,No,35.78,49,2415.85,Basic,2,No,1.66,Yes,Yes,5G,2,379,No,2
MRD-012426,Yes,28.86,15,932.35,Basic,2,No,0.42,Yes,Yes,5G,1,26,No,4
MRD-012427,No,32.64,85,1402.72,Basic,3,No,2.76,Yes,Yes,4G,1,863,Yes,10
MRD-012428,No,56.25,20,631.89,Plus,3,No,0.59,Yes,No,5G,1,416,Yes,4
MRD-012429,Yes,33.18,64,2606.44,Basic,2,No,0.81,No,Yes,5G,1,446,No,1
MRD-012430,No,76.0,55,4833.13,Premium,1,No,4.86,Yes,No,5G,0,797,No,2
MRD-012431,Yes,105.93,18,1187.88,Premium,1,Yes,1.13,No,Yes,5G,2,930,No,3
MRD-012432,Yes,42.64,10,414.3,Basic,1,No,2.49,Yes,Yes,5G,1,1040,No,9
MRD-012433,No,61.2,86,2433.02,Plus,1,Yes,1.45,Yes,No,5G,1,1199,No,8
MRD-012434,No,78.85,59,2512.69,Premium,3,No,2.45,Yes,No,5G,2,60,Yes,3
MRD-012435,No,46.79,60,5290.09,Plus,2,No,8.97,Yes,Yes,5G,1,60,No,3
MRD-012436,No,35.56,28,1217.02,Basic,5,No,0.34,Yes,Yes,5G,1,1447,Yes,1
MRD-012437,Yes,59.76,47,2539.17,Plus,1,No,0.95,Yes,Yes,4G,3,493,No,9
MRD-012438,Yes,62.52,13,1082.03,Plus,4,No,2.59,Yes,Yes,5G,1,308,Yes,2
MRD-012439,No,93.43,39,7071.74,Premium,3,No,1.13,No,No,4G,3,840,Yes,7
MRD-012440,No,64.4,62,5258.16,Plus,4,No,1.07,Yes,Yes,4G,3,890,Yes,8
MRD-012441,No,82.93,35,4120.52,Premium,1,No,1.52,No,Yes,4G,1,247,No,2
MRD-012442,No,74.76,13,1079.68,Premium,5,No,4.44,Yes,Yes,5G,3,710,Yes,7
MRD-012443,No,59.35,39,1564.43,Plus,2,No,3.13,Yes,Yes,5G,0,1302,No,7
MRD-012444,No,115.16,79,11591.09,Premium,2,No,0.21,Yes,Yes,5G,1,30,No,4
MRD-012445,No,58.03,77,4173.09,Plus,1,No,2.12,Yes,No,4G,4,186,No,7
MRD-012446,No,92.67,79,6756.48,Premium,5,No,1.27,Yes,Yes,4G,0,597,Yes,7
MRD-012447,No,49.19,71,2491.69,Plus,4,No,3.03,No,No,4G,3,420,Yes,4
MRD-012448,No,37.28,21,460.94,Basic,1,No,14.18,Yes,Yes,5G,2,738,No,4
MRD-012449,No,56.06,21,1380.93,Plus,2,No,0.73,Yes,No,5G,1,300,No,6
MRD-012450,No,74.2,54,8099.35,Premium,1,No,1.85,Yes,No,5G,0,308,No,6
MRD-012451,No,98.57,3,184.59,Premium,4,No,5.06,Yes,No,5G,2,543,Yes,1
MRD-012452,Yes,51.59,58,3607.22,Plus,2,No,8.81,No,No,4G,3,987,No,3
MRD-012453,Yes,29.07,79,1831.75,Basic,5,No,5.69,No,No,4G,0,689,Yes,1
MRD-012454,No,94.64,51,3714.22,Premium,2,No,1.55,Yes,No,5G,3,566,No,8
MRD-012455,No,35.7,50,1624.33,Basic,1,No,2.81,Yes,Yes,4G,1,583,No,6
MRD-012456,No,56.4,11,787.05,Plus,1,Yes,1.51,Yes,Yes,4G,3,1181,No,4
MRD-012457,No,96.3,73,6515.81,Premium,1,Yes,4.07,No,No,4G,1,830,No,1
MRD-012458,No,103.06,89,5504.35,Premium,3,No,0.78,No,No,4G,1,790,Yes,9
MRD-012459,Yes,46.41,0,107.61,Plus,3,No,1.23,No,Yes,5G,1,579,Yes,6
MRD-012460,Yes,34.86,17,393.38,Basic,2,No,0.94,Yes,Yes,5G,3,988,No,9
MRD-012461,No,49.01,71,3056.83,Basic,3,No,6.26,Yes,No,4G,1,598,Yes,8
MRD-012462,Yes,29.0,53,1246.33,Basic,1,Yes,8.07,Yes,No,5G,0,769,No,2
MRD-012463,No,35.55,46,1278.54,Basic,5,Yes,2.32,Yes,No,4G,4,1236,Yes,1
MRD-012464,No,101.5,29,3399.02,Premium,1,No,1.7,Yes,Yes,5G,1,1368,No,8
MRD-012465,No,95.23,38,5395.88,Premium,5,No,5.97,Yes,No,4G,2,1084,Yes,6
MRD-012466,Yes,29.72,42,1217.46,Basic,1,No,2.77,Yes,No,4G,1,679,No,4
MRD-012467,Yes,35.89,72,4398.92,Basic,1,No,5.57,Yes,No,4G,2,150,No,9
MRD-012468,No,44.99,52,1987.98,Basic,1,No,10.5,Yes,Yes,5G,0,1015,No,7
MRD-012469,Yes,40.05,42,1976.16,Basic,1,No,4.25,Yes,No,4G,1,1356,No,10
MRD-012470,Yes,29.3,42,1770.11,Basic,2,No,4.03,Yes,No,4G,2,845,No,1
MRD-012471,Yes,51.68,45,4982.79,Plus,3,No,0.81,No,Yes,5G,4,1442,Yes,10
MRD-012472,Yes,39.91,93,4919.99,Basic,2,No,4.36,No,Yes,5G,2,545,No,2
MRD-012473,Yes,33.3,32,1263.95,Basic,1,No,0.49,No,No,5G,3,982,No,10
MRD-012474,No,63.42,79,6620.66,Plus,1,No,0.22,Yes,No,5G,3,1041,No,9
MRD-012475,Yes,35.87,3,21.87,Basic,1,Yes,8.45,Yes,No,5G,2,208,No,9
MRD-012476,Yes,67.22,79,7756.65,Plus,3,No,2.2,Yes,Yes,4G,0,1419,Yes,9
MRD-012477,No,32.26,36,2044.51,Basic,2,No,2.36,Yes,Yes,4G,1,1423,No,9
MRD-012478,Yes,31.92,81,1761.07,Basic,2,No,2.14,No,No,4G,2,161,No,10
MRD-012479,No,62.92,55,4082.69,Plus,2,No,0.06,Yes,No,4G,2,1325,No,8
MRD-012480,Yes,65.86,30,3259.41,Plus,3,No,9.01,Yes,No,5G,2,929,Yes,5
MRD-012481,No,30.16,9,540.44,Basic,4,No,5.12,Yes,No,5G,1,559,Yes,2
MRD-012482,No,106.23,89,10398.57,Premium,1,No,4.29,Yes,No,5G,1,848,No,7
MRD-012483,No,103.46,85,10655.54,Premium,1,No,2.84,No,No,5G,4,187,No,10
MRD-012484,Yes,58.93,21,658.22,Plus,2,No,0.34,Yes,No,5G,2,554,No,5
MRD-012485,No,59.36,21,973.56,Plus,4,No,2.76,No,Yes,5G,2,1187,Yes,4
MRD-012486,Yes,37.29,4,156.47,Basic,3,No,15.6,Yes,No,5G,0,348,Yes,8
MRD-012487,Yes,61.42,70,4675.56,Plus,1,Yes,7.9,Yes,No,5G,1,1022,No,9
MRD-012488,Yes,57.56,4,291.68,Plus,2,Yes,1.84,No,No,5G,0,575,No,2
MRD-012489,No,65.9,16,1105.67,Plus,2,No,2.45,Yes,Yes,5G,0,350,No,7
MRD-012490,No,35.74,3,197.42,Basic,2,No,7.45,Yes,No,5G,1,1476,No,4
MRD-012491,Yes,38.77,14,831.93,Basic,1,No,8.88,Yes,No,5G,2,1043,No,1
MRD-012492,No,103.93,15,2062.42,Premium,4,No,2.07,Yes,Yes,5G,1,356,Yes,10
MRD-012493,No,40.52,42,1346.17,Basic,2,No,0.75,Yes,No,5G,0,921,No,6
MRD-012494,No,63.03,42,1814.34,Plus,1,No,10.78,Yes,Yes,5G,0,1421,No,9
MRD-012495,No,90.68,41,2824.35,Premium,3,No,4.92,Yes,Yes,5G,2,770,Yes,3
MRD-012496,No,86.95,33,2635.17,Premium,1,No,7.6,No,Yes,5G,1,9,No,10
MRD-012497,No,31.29,6,22.38,Basic,2,No,1.22,Yes,No,4G,2,737,No,4
MRD-012498,No,79.27,88,6952.69,Premium,4,No,1.35,No,No,5G,0,688,Yes,8
MRD-012499,No,32.1,74,3211.79,Basic,2,No,3.3,No,No,5G,0,318,No,1
MRD-012500,No,68.2,5,438.28,Premium,1,No,0.87,Yes,Yes,4G,2,764,No,9
MRD-012501,Yes,64.92,39,3842.47,Plus,1,No,5.39,No,Yes,5G,2,227,No,4
MRD-012502,No,42.0,78,2444.19,Plus,2,No,5.98,Yes,Yes,5G,1,1319,No,2
MRD-012503,No,69.58,90,19303.78,Plus,2,No,2.2,Yes,No,5G,1,693,No,9
MRD-012504,No,85.69,87,17046.71,Premium,1,No,5.69,No,No,5G,1,329,No,2
MRD-012505,Yes,25.65,44,943.72,Basic,1,No,2.99,No,Yes,5G,4,600,No,7
MRD-012506,Yes,43.26,38,1035.54,Basic,2,Yes,1.67,No,Yes,5G,2,333,No,3
MRD-012507,Yes,57.17,2,96.24,Plus,2,Yes,0.18,Yes,No,5G,1,557,No,8
MRD-012508,Yes,34.03,56,1195.45,Basic,1,No,2.9,Yes,Yes,4G,3,1155,No,8
MRD-012509,No,36.87,54,1427.14,Basic,1,No,3.9,Yes,No,5G,2,1333,No,4
MRD-012510,No,94.68,64,4996.72,Premium,4,No,4.42,No,Yes,4G,0,1320,Yes,1
MRD-012511,No,51.97,13,369.9,Plus,2,Yes,5.1,Yes,No,4G,1,165,No,9
MRD-012512,No,24.75,13,642.3,Basic,3,No,0.38,Yes,No,4G,1,1275,Yes,4
MRD-012513,No,54.37,30,1054.57,Plus,1,No,1.99,Yes,No,5G,1,1426,No,1
MRD-012514,No,68.6,94,5621.66,Plus,2,Yes,4.35,No,Yes,4G,2,1250,No,3
MRD-012515,No,71.51,86,10964.32,Plus,3,No,1.11,No,Yes,4G,1,1184,Yes,5
MRD-012516,No,28.28,20,1042.55,Basic,1,No,1.2,Yes,Yes,5G,1,893,No,8
MRD-012517,No,115.22,21,1893.81,Premium,1,No,12.94,No,No,5G,0,451,No,2
MRD-012518,No,63.47,73,4256.82,Plus,1,No,4.68,Yes,No,5G,1,1478,No,8
MRD-012519,No,27.28,73,2292.56,Basic,1,No,5.79,Yes,No,5G,3,1090,No,4
MRD-012520,No,49.36,58,3794.5,Plus,2,Yes,3.95,No,No,5G,0,764,No,5
MRD-012521,No,74.58,31,1046.73,Premium,1,No,0.06,Yes,No,4G,2,148,No,7
MRD-012522,No,31.06,41,1425.81,Basic,4,No,1.17,Yes,Yes,4G,2,591,Yes,7
MRD-012523,No,68.49,75,7287.6,Plus,5,Yes,4.69,No,No,5G,3,666,Yes,8
MRD-012524,No,63.21,29,2909.89,Plus,1,No,3.16,Yes,Yes,5G,3,267,No,9
MRD-012525,No,62.63,3,355.95,Plus,5,No,4.92,No,No,4G,0,1214,Yes,9
MRD-012526,No,95.28,13,1125.44,Premium,1,No,4.23,Yes,Yes,5G,1,1094,No,10
MRD-012527,No,67.99,29,1287.92,Plus,1,Yes,0.8,Yes,No,5G,1,60,No,4
MRD-012528,No,93.91,72,5646.78,Premium,5,Yes,0.67,Yes,No,5G,2,1298,Yes,3
MRD-012529,Yes,40.84,47,3612.99,Basic,2,No,8.19,Yes,Yes,5G,4,902,No,1
MRD-012530,No,37.67,53,2829.27,Basic,4,Yes,5.4,Yes,Yes,5G,0,1026,Yes,4
MRD-012531,No,24.17,71,1987.71,Basic,2,No,2.63,No,No,4G,3,1164,No,7
MRD-012532,No,31.61,57,1964.91,Basic,1,No,3.78,Yes,No,5G,3,497,No,4
MRD-012533,Yes,36.88,20,631.51,Basic,1,No,2.52,No,Yes,4G,2,867,No,8
MRD-012534,No,28.14,43,1959.87,Basic,1,No,0.54,Yes,No,5G,1,147,No,3
MRD-012535,Yes,74.54,85,6041.72,Plus,1,No,0.89,No,No,4G,0,948,No,3
MRD-012536,Yes,41.88,4,69.28,Basic,1,No,3.74,No,No,4G,2,1250,No,2
MRD-012537,Yes,51.54,88,3444.99,Plus,2,No,2.53,Yes,No,5G,2,914,No,5
MRD-012538,No,85.29,59,3046.56,Premium,1,No,2.06,Yes,No,5G,1,805,No,7
MRD-012539,No,34.2,89,1823.01,Basic,3,No,1.5,Yes,No,5G,1,337,Yes,6
MRD-012540,No,84.66,58,4446.61,Premium,1,No,1.39,Yes,No,5G,3,1398,No,1
MRD-012541,Yes,35.68,86,1848.49,Basic,1,No,2.24,No,Yes,5G,1,598,No,4
MRD-012542,No,50.46,94,3579.26,Plus,3,No,7.74,Yes,No,5G,3,1486,Yes,6
