customer_id,cancelled,weekly_box_price,tenure_weeks,estimated_lifetime_value,meal_plan,household_size,dietary_preference,meals_skipped_ytd,referral_count,recipe_rating_avg,delivery_issues_ytd,app_engagement_score,payment_method,auto_renew,boxes_per_week
HTM-009703,No,61.84,101,8641.63,Family,3,Vegetarian,4,0,3.7,1,70,card,No,1
HTM-009704,No,72.21,91,5453.28,Family,2,Omnivore,1,0,3.9,0,43,bnpl,Yes,1
HTM-009705,Yes,73.37,86,2637.28,Family,1,Vegan,3,1,4.1,1,62,card,No,1
HTM-009706,Yes,120.6,33,3666.13,Gourmet,6,Vegetarian,3,0,3.8,0,97,paypal,Yes,2
HTM-009707,No,97.55,16,2295.52,Gourmet,3,Omnivore,6,3,3.3,1,15,bnpl,Yes,1
HTM-009708,No,58.54,98,9469.82,Family,3,Omnivore,1,0,5.0,0,27,bnpl,Yes,2
HTM-009709,No,68.0,47,4426.67,Family,3,Omnivore,2,0,4.1,2,27,paypal,Yes,3
HTM-009710,No,67.79,7,483.41,Family,2,Omnivore,1,2,4.8,1,90,card,Yes,1
HTM-009711,No,91.75,0,49.94,Family,2,Omnivore,3,0,4.2,1,75,card,Yes,3
HTM-009712,No,76.76,6,499.17,Family,4,Omnivore,3,0,4.4,0,22,bnpl,No,2
HTM-009713,Yes,35.78,51,1106.52,Basic,2,Vegan,4,0,4.7,0,94,card,Yes,1
HTM-009714,No,117.21,40,6255.61,Gourmet,2,Omnivore,3,0,5.0,1,79,card,Yes,3
HTM-009715,No,32.36,4,149.88,Basic,4,Pescatarian,3,1,4.6,0,96,card,Yes,1
HTM-009716,No,42.38,52,1850.31,Basic,3,Pescatarian,3,0,3.7,0,30,card,Yes,3
HTM-009717,No,111.94,37,5601.11,Gourmet,2,Vegetarian,2,1,4.9,2,33,card,No,2
HTM-009718,No,34.4,15,994.52,Basic,2,Pescatarian,6,0,3.3,2,21,card,Yes,1
HTM-009719,Yes,37.51,50,2120.62,Basic,1,Omnivore,3,0,3.6,0,69,card,No,2
HTM-009720,Yes,42.2,75,4206.0,Basic,3,Omnivore,8,0,3.6,0,45,paypal,Yes,1
HTM-009721,No,76.34,65,7954.03,Gourmet,4,Omnivore,5,1,4.0,1,11,card,Yes,2
HTM-009722,No,35.79,26,1218.72,Basic,2,Vegetarian,1,1,4.0,0,99,card,No,1
HTM-009723,No,55.3,51,3995.58,Family,4,Omnivore,3,0,3.7,1,81,card,Yes,1
HTM-009724,No,39.12,68,2282.47,Basic,5,Omnivore,5,0,3.6,0,40,card,No,2
HTM-009725,No,121.61,28,1733.79,Gourmet,1,Omnivore,5,0,4.2,0,12,paypal,Yes,1
HTM-009726,No,62.76,77,2027.84,Family,1,Vegetarian,1,0,4.4,0,86,card,Yes,1
HTM-009727,Yes,85.57,6,542.78,Gourmet,5,Pescatarian,2,0,4.8,2,6,card,Yes,3
HTM-009728,No,33.83,79,3032.22,Basic,5,Vegan,3,0,4.9,0,78,card,Yes,2
HTM-009729,No,45.48,61,3271.26,Basic,1,Omnivore,6,1,3.2,1,43,card,Yes,2
HTM-009730,No,104.84,97,10307.01,Gourmet,2,Omnivore,8,0,5.0,1,95,bnpl,No,1
HTM-009731,Yes,36.92,34,1153.94,Basic,4,Omnivore,6,0,4.3,0,18,paypal,Yes,2
HTM-009732,No,77.43,71,5446.93,Family,2,Vegetarian,3,0,3.7,0,90,paypal,Yes,3
HTM-009733,Yes,77.0,34,3269.06,Family,3,Vegetarian,3,0,4.9,1,1,card,Yes,2
HTM-009734,No,102.15,31,3918.29,Gourmet,3,Omnivore,6,0,4.1,1,7,card,No,2
HTM-009735,No,83.78,14,1595.04,Family,2,Vegetarian,0,0,4.4,0,26,card,Yes,1
HTM-009736,No,114.47,54,6518.1,Gourmet,4,Omnivore,3,0,3.9,0,67,paypal,Yes,2
HTM-009737,No,77.56,34,1308.04,Family,5,Omnivore,1,0,4.6,0,58,card,No,1
HTM-009738,No,37.57,20,284.32,Basic,2,Omnivore,7,0,4.4,1,71,card,Yes,1
HTM-009739,Yes,71.53,94,19612.22,Family,1,Vegan,10,0,3.7,2,74,card,Yes,2
HTM-009740,No,40.15,86,4770.48,Basic,3,Omnivore,3,0,3.8,2,73,card,No,1
HTM-009741,No,65.84,56,9627.66,Family,5,Omnivore,2,1,4.0,2,51,paypal,No,1
HTM-009742,No,73.75,28,1826.49,Family,2,Omnivore,2,0,4.4,3,72,card,Yes,2
HTM-009743,Yes,39.49,34,1866.57,Basic,2,Omnivore,3,0,3.8,1,80,card,Yes,2
HTM-009744,No,84.34,82,4782.4,Family,2,Omnivore,4,2,5.0,0,57,card,No,2
HTM-009745,No,29.63,80,1699.61,Basic,4,Vegan,3,0,4.4,1,18,bnpl,Yes,1
HTM-009746,No,46.19,35,2964.53,Basic,3,Pescatarian,3,0,3.6,0,75,paypal,Yes,1
HTM-009747,No,40.93,87,3170.12,Basic,1,Omnivore,4,2,4.2,1,2,card,No,1
HTM-009748,No,70.43,1,39.79,Family,3,Vegan,4,2,4.9,0,44,paypal,No,1
HTM-009749,Yes,72.68,19,3610.84,Family,4,Vegan,6,0,5.0,0,40,bnpl,Yes,2
HTM-009750,No,67.53,53,7811.75,Family,4,Omnivore,1,0,4.0,0,92,paypal,Yes,1
HTM-009751,Yes,37.13,32,1193.87,Basic,2,Omnivore,2,0,4.0,1,19,card,Yes,2
HTM-009752,No,37.36,39,2576.32,Basic,5,Vegan,5,0,4.4,1,8,card,Yes,3
HTM-009753,No,43.16,49,1179.73,Basic,1,Omnivore,2,1,3.9,1,42,card,Yes,2
HTM-009754,Yes,117.11,81,9906.02,Gourmet,3,Vegetarian,6,0,4.2,0,62,paypal,No,3
HTM-009755,No,40.36,26,2022.52,Basic,6,Pescatarian,2,0,4.0,0,67,paypal,Yes,2
HTM-009756,No,66.59,71,5347.39,Family,3,Omnivore,0,0,3.7,1,73,paypal,No,1
HTM-009757,No,67.46,22,1935.15,Family,2,Omnivore,2,1,5.0,1,82,card,No,2
HTM-009758,Yes,41.2,12,662.91,Basic,2,Pescatarian,9,0,4.8,1,32,card,Yes,1
HTM-009759,Yes,44.41,24,1078.62,Basic,4,Vegetarian,4,0,4.3,2,35,paypal,No,2
HTM-009760,No,32.01,45,1641.73,Basic,2,Vegetarian,2,2,5.0,0,59,card,No,2
HTM-009761,No,74.12,20,1000.08,Family,3,Pescatarian,1,2,4.3,0,2,paypal,Yes,1
HTM-009762,No,73.35,2,224.32,Family,3,Omnivore,2,0,5.0,1,82,paypal,No,1
HTM-009763,No,69.97,104,10057.43,Family,1,Omnivore,5,0,3.6,0,39,card,No,2
HTM-009764,No,63.57,65,1894.6,Family,2,Omnivore,6,1,5.0,0,49,card,No,2
HTM-009765,No,99.13,50,2198.46,Gourmet,6,Omnivore,5,1,5.0,2,50,paypal,Yes,1
HTM-009766,No,80.97,19,773.93,Family,5,Omnivore,2,2,3.8,0,62,card,No,3
HTM-009767,Yes,36.73,70,2462.64,Basic,3,Vegetarian,5,0,4.1,2,18,card,Yes,2
HTM-009768,No,84.35,47,2960.75,Family,2,Vegetarian,3,0,4.3,1,10,paypal,Yes,2
HTM-009769,Yes,55.17,34,1269.8,Family,2,Omnivore,2,0,4.7,1,94,paypal,Yes,2
HTM-009770,No,111.62,12,985.39,Gourmet,6,Vegetarian,4,1,4.1,1,70,paypal,No,1
HTM-009771,No,75.27,6,754.29,Family,3,Omnivore,7,2,3.6,0,30,card,Yes,1
HTM-009772,No,65.73,84,11054.8,Family,5,Omnivore,3,0,4.0,0,17,card,No,3
HTM-009773,Yes,37.75,67,2370.89,Basic,5,Pescatarian,2,0,4.2,1,29,card,Yes,3
HTM-009774,No,67.62,59,4571.51,Family,3,Vegan,5,1,4.5,0,56,card,No,3
HTM-009775,No,43.16,83,3829.27,Basic,1,Omnivore,3,0,4.1,4,87,card,No,1
HTM-009776,No,66.88,23,1008.52,Family,3,Vegetarian,3,0,4.1,1,99,paypal,Yes,1
HTM-009777,No,94.44,89,6956.57,Gourmet,4,Omnivore,1,1,3.9,0,48,card,Yes,1
HTM-009778,Yes,30.19,95,2779.06,Basic,2,Omnivore,1,1,4.8,2,16,paypal,Yes,2
HTM-009779,No,71.9,20,871.25,Family,2,Omnivore,0,0,4.9,1,21,card,No,2
HTM-009780,No,27.93,75,924.47,Basic,6,Vegan,4,0,3.9,1,34,paypal,Yes,1
HTM-009781,No,70.1,4,236.19,Family,4,Omnivore,2,2,4.6,2,18,paypal,Yes,1
HTM-009782,Yes,54.84,7,696.93,Family,4,Vegetarian,6,0,3.6,0,21,card,Yes,1
HTM-009783,No,95.09,102,4096.13,Gourmet,2,Omnivore,3,1,4.2,0,61,card,Yes,1
HTM-009784,No,64.3,32,2012.4,Family,4,Omnivore,2,0,4.5,0,3,paypal,Yes,1
HTM-009785,No,124.64,79,7723.01,Gourmet,2,Pescatarian,1,0,3.9,2,27,paypal,Yes,1
HTM-009786,No,61.97,95,7596.28,Family,2,Vegetarian,2,0,4.0,1,9,card,No,2
HTM-009787,No,59.62,3,129.41,Family,2,Vegan,5,0,4.5,1,16,card,Yes,3
HTM-009788,No,42.96,51,4402.53,Basic,3,Pescatarian,2,1,3.9,0,79,bnpl,Yes,1
HTM-009789,No,41.48,99,4651.09,Basic,4,Vegan,2,2,4.4,0,59,card,No,3
HTM-009790,Yes,66.21,27,1204.96,Family,1,Omnivore,5,2,4.5,1,9,bnpl,Yes,1
HTM-009791,Yes,39.7,48,763.49,Basic,2,Pescatarian,6,1,3.7,0,35,card,No,1
HTM-009792,No,122.77,1,247.96,Gourmet,6,Omnivore,1,0,4.3,1,22,card,Yes,2
HTM-009793,No,109.48,27,1495.09,Gourmet,3,Omnivore,4,0,4.2,1,75,card,Yes,1
HTM-009794,No,36.14,103,2459.11,Basic,2,Omnivore,2,1,5.0,4,49,paypal,No,1
HTM-009795,No,87.02,40,2061.52,Gourmet,2,Omnivore,4,0,4.9,1,39,paypal,Yes,1
HTM-009796,No,43.96,5,724.38,Basic,3,Omnivore,1,0,4.3,1,67,bnpl,Yes,1
HTM-009797,Yes,45.25,25,498.76,Basic,2,Omnivore,1,0,3.1,3,26,card,Yes,2
HTM-009798,No,64.32,16,1438.21,Family,2,Omnivore,3,1,4.3,0,58,paypal,No,2
HTM-009799,No,111.78,59,5429.36,Gourmet,1,Omnivore,4,0,3.2,1,85,card,No,3
HTM-009800,No,78.55,23,1647.37,Family,2,Omnivore,2,1,3.9,0,11,card,No,1
HTM-009801,No,63.65,58,5144.95,Family,4,Vegan,5,0,3.9,0,94,card,No,1
HTM-009802,No,66.33,16,1414.85,Family,2,Omnivore,4,0,5.0,0,10,paypal,Yes,1
HTM-009803,No,57.88,36,996.77,Family,4,Omnivore,2,2,3.7,1,69,paypal,Yes,2
HTM-009804,No,79.77,63,2454.3,Family,4,Omnivore,5,0,4.5,0,75,bnpl,No,1
HTM-009805,No,96.51,95,7726.27,Gourmet,2,Omnivore,5,1,4.3,1,58,paypal,Yes,2
HTM-009806,No,43.2,54,4454.62,Basic,2,Omnivore,2,0,3.9,0,22,card,Yes,1
HTM-009807,No,67.42,30,923.47,Family,2,Omnivore,4,1,4.0,1,50,card,Yes,1
HTM-009808,No,76.01,69,4485.31,Family,1,Omnivore,3,1,3.9,1,79,card,Yes,2
HTM-009809,No,69.26,8,1474.86,Family,2,Vegetarian,4,1,3.8,0,85,paypal,Yes,2
HTM-009810,No,45.31,33,768.08,Basic,1,Omnivore,5,0,3.9,0,79,card,Yes,3
HTM-009811,No,58.17,90,17062.66,Family,2,Vegetarian,3,0,5.0,1,77,bnpl,No,1
HTM-009812,No,46.05,79,1753.96,Basic,2,Vegan,0,0,4.3,2,80,card,Yes,1
HTM-009813,No,61.21,82,3761.61,Family,2,Vegetarian,8,0,4.9,0,34,card,No,3
HTM-009814,No,35.32,77,3490.78,Basic,1,Vegetarian,5,0,3.4,0,92,card,No,1
HTM-009815,Yes,37.45,46,2785.48,Basic,3,Omnivore,4,2,5.0,0,45,paypal,Yes,2
HTM-009816,No,97.64,27,6028.98,Gourmet,3,Vegan,2,1,3.3,1,33,bnpl,Yes,3
HTM-009817,Yes,53.4,47,3829.56,Basic,2,Pescatarian,2,1,5.0,0,26,card,No,1
HTM-009818,No,74.2,56,5137.26,Family,4,Omnivore,4,0,3.3,1,100,card,No,1
HTM-009819,No,66.49,38,3140.17,Family,2,Omnivore,2,0,3.6,3,40,card,No,2
HTM-009820,No,70.29,71,4033.32,Family,1,Omnivore,1,0,4.0,2,88,card,Yes,1
HTM-009821,Yes,39.68,13,549.64,Basic,2,Vegetarian,2,0,4.3,1,82,paypal,Yes,1
HTM-009822,No,36.61,20,602.94,Basic,6,Vegetarian,1,0,4.2,2,10,card,No,2
HTM-009823,No,68.47,8,661.38,Family,2,Pescatarian,7,0,5.0,1,92,card,Yes,2
HTM-009824,Yes,78.67,12,680.37,Family,3,Pescatarian,2,0,5.0,0,38,paypal,No,2
HTM-009825,No,76.2,31,2315.34,Family,3,Vegetarian,5,0,2.9,0,83,card,Yes,2
HTM-009826,No,83.35,67,19033.64,Family,5,Omnivore,1,1,4.0,0,17,card,Yes,3
HTM-009827,No,44.51,34,2953.69,Basic,2,Omnivore,2,2,4.1,0,63,card,No,1
HTM-009828,No,108.03,47,6258.5,Gourmet,2,Omnivore,5,0,4.6,1,100,card,No,1
HTM-009829,No,37.57,39,1080.89,Basic,4,Omnivore,1,2,4.9,2,71,paypal,Yes,2
HTM-009830,No,65.77,60,2509.35,Family,3,Pescatarian,1,0,3.8,0,37,paypal,Yes,1
HTM-009831,No,40.3,85,4543.69,Basic,3,Vegetarian,5,2,4.7,1,32,card,No,1
HTM-009832,No,113.4,19,3831.61,Gourmet,1,Vegetarian,3,1,3.9,1,16,card,Yes,2
HTM-009833,No,27.03,61,1134.33,Basic,2,Omnivore,4,0,4.2,2,88,paypal,No,1
HTM-009834,No,36.89,98,2493.89,Basic,1,Omnivore,3,0,4.1,0,33,card,No,1
HTM-009835,No,35.59,70,2571.4,Basic,3,Vegetarian,0,0,4.3,0,98,bnpl,Yes,3
HTM-009836,No,73.51,23,1495.73,Family,5,Omnivore,3,0,4.0,2,56,paypal,Yes,3
HTM-009837,No,68.83,61,2189.37,Family,1,Omnivore,1,0,4.0,2,46,bnpl,No,1
HTM-009838,No,49.07,6,209.04,Basic,2,Omnivore,5,0,3.4,1,33,paypal,Yes,2
HTM-009839,No,75.23,94,6728.27,Family,2,Vegan,3,0,4.4,0,66,card,No,1
HTM-009840,Yes,25.0,6,170.38,Basic,2,Omnivore,6,0,4.8,1,51,card,No,2
HTM-009841,No,47.0,72,1803.57,Basic,2,Omnivore,3,0,3.6,0,18,paypal,Yes,2
HTM-009842,Yes,74.59,55,3394.44,Family,1,Omnivore,10,0,4.2,0,30,paypal,No,1
HTM-009843,Yes,45.91,46,1740.92,Basic,2,Omnivore,2,0,4.6,0,75,card,No,1
HTM-009844,No,45.61,13,1001.06,Basic,5,Omnivore,2,0,3.5,1,20,card,Yes,2
HTM-009845,No,34.81,35,959.75,Basic,2,Pescatarian,3,1,3.2,1,37,card,Yes,1
HTM-009846,No,77.49,102,4778.56,Family,2,Omnivore,6,0,4.3,0,12,card,Yes,2
HTM-009847,No,42.73,71,1894.62,Basic,2,Omnivore,5,0,3.9,0,63,bnpl,Yes,3
HTM-009848,No,50.78,20,1228.08,Basic,4,Omnivore,1,1,3.8,0,48,paypal,Yes,2
HTM-009849,No,102.0,18,2206.95,Gourmet,1,Omnivore,3,2,4.6,0,37,card,No,1
HTM-009850,No,50.06,58,3996.35,Basic,2,Omnivore,3,0,4.2,1,62,paypal,Yes,2
HTM-009851,No,88.87,14,1187.63,Gourmet,5,Vegetarian,4,0,4.7,0,20,card,Yes,1
HTM-009852,No,60.42,81,7549.47,Family,1,Vegan,4,1,4.3,1,2,paypal,Yes,1
HTM-009853,No,122.34,41,6601.03,Gourmet,2,Vegetarian,2,0,4.6,0,63,paypal,No,2
HTM-009854,No,60.44,60,2635.48,Family,2,Omnivore,3,1,3.7,0,16,paypal,Yes,1
HTM-009855,No,67.68,7,606.27,Family,1,Omnivore,0,0,4.6,1,1,card,Yes,1
HTM-009856,No,45.98,53,2594.79,Basic,1,Omnivore,8,1,3.5,1,50,paypal,Yes,1
HTM-009857,No,48.62,72,2482.18,Basic,1,Vegetarian,2,0,4.5,2,85,card,No,1
HTM-009858,No,38.3,37,1942.58,Basic,3,Vegetarian,1,1,3.0,1,55,card,Yes,2
HTM-009859,Yes,32.47,7,201.15,Basic,3,Omnivore,1,0,4.2,0,57,card,No,1
HTM-009860,No,34.3,9,476.67,Basic,2,Omnivore,1,0,3.9,0,16,card,Yes,2
HTM-009861,No,32.38,32,861.15,Basic,2,Omnivore,3,0,4.2,1,21,card,No,3
HTM-009862,No,102.58,65,3941.68,Gourmet,2,Omnivore,2,0,4.8,0,83,card,No,1
HTM-009863,No,94.53,9,977.44,Gourmet,3,Vegetarian,4,1,3.7,1,68,card,Yes,1
HTM-009864,No,77.19,11,491.6,Family,3,Omnivore,3,0,3.4,0,81,paypal,Yes,1
HTM-009865,No,42.07,42,651.07,Basic,2,Omnivore,7,0,4.3,0,90,card,Yes,2
HTM-009866,No,97.53,72,4822.28,Gourmet,4,Vegetarian,2,1,3.5,0,14,bnpl,Yes,1
HTM-009867,No,44.99,89,1803.24,Basic,2,Pescatarian,4,0,5.0,0,5,card,No,3
HTM-009868,No,73.81,31,3596.64,Family,2,Omnivore,3,1,3.9,0,15,card,No,3
HTM-009869,No,114.26,66,21744.54,Gourmet,1,Vegan,3,0,4.4,0,26,bnpl,No,2
HTM-009870,Yes,40.29,102,1148.92,Basic,2,Pescatarian,2,1,4.3,1,13,card,Yes,1
HTM-009871,No,114.1,100,4318.78,Gourmet,3,Pescatarian,3,0,4.2,0,72,paypal,Yes,1
HTM-009872,Yes,66.22,7,316.29,Family,2,Vegetarian,1,0,4.7,1,16,paypal,No,1
HTM-009873,Yes,85.8,37,2740.37,Family,4,Vegan,3,0,3.5,0,82,card,Yes,3
HTM-009874,Yes,37.22,48,1589.71,Basic,3,Vegan,0,0,4.8,0,52,paypal,Yes,2
HTM-009875,No,42.62,6,245.49,Basic,1,Vegetarian,1,1,4.1,1,61,card,Yes,1
HTM-009876,No,100.79,26,3508.08,Gourmet,2,Omnivore,3,0,4.9,0,19,bnpl,No,2
HTM-009877,No,58.84,61,2234.82,Family,1,Omnivore,4,0,3.5,1,15,paypal,No,3
HTM-009878,Yes,28.35,0,30.57,Basic,1,Pescatarian,3,0,3.8,1,70,paypal,No,2
HTM-009879,Yes,40.46,3,210.1,Basic,2,Vegetarian,3,0,5.0,0,73,card,Yes,2
HTM-009880,No,65.02,102,8348.84,Family,2,Pescatarian,2,0,4.5,2,9,card,No,3
HTM-009881,No,88.4,56,4321.49,Gourmet,3,Pescatarian,2,0,3.9,0,24,card,Yes,3
HTM-009882,Yes,80.18,0,72.46,Family,3,Omnivore,2,0,4.2,1,42,bnpl,No,2
HTM-009883,Yes,38.52,76,7194.72,Basic,1,Omnivore,4,1,4.8,2,4,paypal,No,2
HTM-009884,No,103.62,6,291.48,Gourmet,2,Omnivore,2,0,4.6,2,61,paypal,Yes,1
HTM-009885,No,38.74,61,2779.2,Basic,2,Vegetarian,1,1,4.8,1,98,card,No,1
HTM-009886,No,68.78,100,29293.26,Family,1,Vegan,1,0,3.0,2,13,paypal,No,1
HTM-009887,Yes,40.82,6,247.42,Basic,2,Omnivore,3,0,4.1,1,15,paypal,No,1
HTM-009888,No,107.95,61,4058.54,Gourmet,4,Omnivore,4,0,4.3,0,34,card,Yes,2
HTM-009889,Yes,38.96,100,3063.73,Basic,3,Vegan,2,0,3.3,2,57,paypal,No,1
HTM-009890,No,75.0,54,4339.64,Gourmet,1,Pescatarian,3,0,4.0,0,28,card,No,2
HTM-009891,No,36.83,22,969.83,Basic,3,Vegan,2,1,4.0,1,66,card,Yes,2
HTM-009892,No,130.52,18,2997.52,Gourmet,1,Omnivore,3,1,3.6,0,77,card,Yes,2
HTM-009893,No,106.13,99,10148.35,Gourmet,1,Omnivore,4,0,4.2,0,100,paypal,No,1
HTM-009894,No,32.66,39,634.96,Basic,3,Omnivore,7,1,3.4,0,71,paypal,Yes,1
HTM-009895,No,46.88,16,532.59,Basic,3,Omnivore,3,1,3.7,0,72,card,No,1
HTM-009896,No,49.61,98,3303.42,Basic,4,Pescatarian,3,0,4.7,1,97,card,Yes,1
HTM-009897,No,67.34,11,766.68,Family,4,Omnivore,2,0,4.3,0,29,card,Yes,1
HTM-009898,No,86.14,80,3948.65,Gourmet,2,Vegetarian,1,0,4.1,1,74,paypal,Yes,2
HTM-009899,Yes,30.38,68,2245.17,Basic,1,Vegetarian,4,1,3.1,2,30,card,Yes,2
HTM-009900,No,77.5,36,3779.52,Family,2,Omnivore,1,0,3.7,1,5,card,Yes,1
HTM-009901,No,63.13,41,2244.04,Family,4,Omnivore,0,0,5.0,1,5,card,Yes,1
HTM-009902,Yes,64.67,36,2088.22,Family,1,Omnivore,4,0,4.0,0,65,card,Yes,2
HTM-009903,No,92.7,71,8135.8,Gourmet,4,Vegetarian,1,0,3.9,0,63,card,No,3
HTM-009904,No,33.67,19,566.32,Basic,4,Omnivore,2,0,5.0,2,80,paypal,Yes,2
HTM-009905,No,68.95,57,4749.56,Family,4,Omnivore,2,0,4.6,0,46,card,Yes,3
HTM-009906,No,75.4,46,7730.56,Family,2,Vegetarian,2,1,3.8,1,67,paypal,Yes,1
HTM-009907,No,44.65,18,905.21,Basic,2,Vegetarian,7,1,4.1,0,76,card,Yes,3
HTM-009908,No,46.98,88,2462.23,Basic,4,Omnivore,3,0,4.0,1,9,paypal,Yes,2
HTM-009909,No,74.69,53,2351.19,Family,3,Omnivore,2,0,3.1,1,80,paypal,Yes,3
HTM-009910,No,84.58,102,13610.6,Family,2,Pescatarian,3,0,3.7,0,0,card,No,1
HTM-009911,No,81.79,1,4.03,Family,4,Pescatarian,3,1,3.8,1,53,card,Yes,1
HTM-009912,Yes,38.89,15,877.93,Basic,4,Omnivore,6,0,3.6,1,59,paypal,Yes,1
HTM-009913,Yes,48.11,65,3149.83,Basic,3,Omnivore,8,0,4.2,2,28,paypal,Yes,2
HTM-009914,Yes,26.48,87,4634.68,Basic,4,Omnivore,1,0,3.4,2,73,card,No,1
HTM-009915,Yes,48.19,57,3512.33,Basic,3,Omnivore,3,0,3.7,0,43,card,Yes,2
HTM-009916,Yes,41.9,5,192.72,Basic,6,Omnivore,0,1,3.9,2,64,card,Yes,3
HTM-009917,No,116.58,22,3065.77,Gourmet,1,Vegetarian,4,1,4.4,0,87,card,Yes,1
HTM-009918,No,112.58,20,5538.4,Gourmet,2,Pescatarian,4,0,4.3,1,11,card,No,2
HTM-009919,Yes,51.65,35,766.9,Basic,2,Vegetarian,5,0,3.1,0,0,paypal,No,3
HTM-009920,No,85.69,34,2011.47,Family,1,Omnivore,0,0,4.3,1,66,card,No,1
HTM-009921,Yes,44.45,38,1404.59,Basic,3,Vegetarian,8,2,4.3,1,40,card,Yes,1
HTM-009922,No,64.13,81,5212.41,Family,2,Pescatarian,4,0,4.4,2,54,card,Yes,2
HTM-009923,No,38.67,20,1324.59,Basic,4,Vegetarian,2,1,4.1,0,51,paypal,Yes,1
HTM-009924,Yes,44.05,40,1457.51,Basic,2,Omnivore,2,0,4.0,0,52,card,No,1
HTM-009925,No,62.21,0,56.67,Family,3,Pescatarian,2,1,4.4,0,64,card,Yes,1
HTM-009926,No,56.39,24,981.76,Family,4,Pescatarian,5,0,5.0,0,2,card,Yes,2
HTM-009927,No,37.66,40,2110.51,Basic,2,Omnivore,3,0,3.5,2,7,card,Yes,1
HTM-009928,No,108.56,51,4760.81,Gourmet,1,Omnivore,7,0,3.6,0,50,card,Yes,2
HTM-009929,Yes,37.23,56,2213.45,Basic,1,Vegetarian,1,0,4.7,1,49,card,No,1
HTM-009930,No,93.55,59,9531.18,Gourmet,2,Omnivore,5,0,4.0,0,9,paypal,No,2
HTM-009931,Yes,39.38,97,2158.82,Basic,2,Pescatarian,2,0,3.8,0,84,bnpl,Yes,3
HTM-009932,No,63.62,26,2559.07,Family,3,Vegetarian,5,0,4.7,2,95,bnpl,No,2
HTM-009933,Yes,43.57,7,174.56,Basic,1,Omnivore,5,1,5.0,1,4,card,No,1
HTM-009934,Yes,51.11,8,491.32,Basic,5,Omnivore,3,0,3.8,0,77,paypal,Yes,1
HTM-009935,Yes,69.84,81,4377.57,Family,4,Omnivore,4,0,5.0,3,90,card,No,1
HTM-009936,No,40.27,11,554.19,Basic,1,Omnivore,2,0,4.3,0,22,bnpl,Yes,2
HTM-009937,No,69.15,37,2640.37,Family,1,Pescatarian,4,0,4.1,0,20,card,Yes,3
HTM-009938,No,46.41,32,1901.12,Basic,2,Omnivore,2,0,4.7,1,47,card,No,2
HTM-009939,No,102.43,80,9391.48,Gourmet,3,Omnivore,3,0,4.0,0,12,card,No,2
HTM-009940,Yes,43.41,76,3677.47,Basic,2,Omnivore,2,1,4.1,0,68,card,Yes,2
HTM-009941,No,45.76,11,416.73,Basic,2,Vegetarian,3,0,3.8,0,10,bnpl,No,1
HTM-009942,Yes,41.42,62,1998.37,Basic,3,Pescatarian,3,1,4.1,1,37,card,Yes,2
HTM-009943,Yes,88.68,48,2346.04,Family,2,Vegetarian,6,1,3.9,0,11,card,Yes,1
HTM-009944,No,104.32,91,3365.53,Gourmet,6,Omnivore,2,0,2.9,3,89,card,No,1
HTM-009945,No,74.3,78,4419.26,Family,1,Vegan,3,0,3.6,2,90,card,No,3
HTM-009946,No,98.8,77,3243.32,Gourmet,2,Vegetarian,0,0,3.2,0,20,card,No,1
HTM-009947,Yes,37.16,24,732.34,Basic,1,Omnivore,3,1,3.0,1,7,bnpl,Yes,3
HTM-009948,Yes,28.62,91,2195.4,Basic,3,Omnivore,5,0,3.9,1,29,card,Yes,2
HTM-009949,No,42.75,38,2802.88,Basic,3,Vegetarian,3,0,4.2,1,95,paypal,Yes,3
HTM-009950,No,83.5,51,4012.34,Family,2,Omnivore,4,0,4.1,1,56,paypal,Yes,1
HTM-009951,No,38.59,77,7196.1,Basic,3,Omnivore,3,0,4.4,1,1,card,Yes,1
HTM-009952,No,63.03,83,4864.2,Family,1,Pescatarian,2,0,4.8,1,55,card,No,1
HTM-009953,No,107.17,71,5949.48,Gourmet,2,Vegetarian,2,0,5.0,1,77,card,Yes,1
HTM-009954,Yes,41.96,46,2903.39,Basic,3,Omnivore,2,1,4.4,2,37,card,No,1
HTM-009955,Yes,37.97,66,2335.25,Basic,5,Vegan,5,1,4.1,0,27,paypal,Yes,2
HTM-009956,No,62.96,86,7290.02,Family,2,Pescatarian,0,0,3.0,1,2,bnpl,No,2
HTM-009957,No,90.93,91,7971.68,Gourmet,4,Omnivore,2,0,3.6,2,49,card,Yes,1
HTM-009958,No,94.81,40,5727.31,Gourmet,4,Omnivore,6,0,4.8,0,76,card,No,1
HTM-009959,Yes,105.34,56,6400.83,Gourmet,2,Omnivore,6,0,5.0,2,30,card,Yes,2
HTM-009960,No,112.68,86,9750.47,Gourmet,2,Omnivore,3,0,4.1,0,18,paypal,No,1
HTM-009961,No,85.54,86,5825.51,Gourmet,2,Omnivore,1,1,5.0,3,86,card,No,2
HTM-009962,No,37.03,45,3614.27,Basic,1,Vegetarian,5,0,4.0,0,81,card,Yes,1
HTM-009963,Yes,34.29,59,2749.01,Basic,2,Vegan,5,0,5.0,1,8,paypal,Yes,2
HTM-009964,No,76.32,87,6887.21,Gourmet,5,Omnivore,5,0,3.3,0,93,card,No,1
HTM-009965,No,69.48,37,1525.01,Family,5,Omnivore,2,1,4.1,2,73,card,Yes,1
