customerId,monthsActive,planTier,monthlyFee,monitoringType,numSensors,hasCamera,alarmTriggersYtd,mobileAppActive,contractLengthMonths,installType,supportCallsYtd,estimatedValue,cancelled
BHS-00856,67,Standard,33.54,Self-Monitored,3,Yes,1,No,36,Professional,1,3002.67,No
BHS-00857,11,Standard,36.78,Professional,4,No,1,No,0,DIY,2,318.29,Yes
BHS-00858,61,Basic,18.37,Self-Monitored,5,No,2,No,24,Professional,1,1376.27,Yes
BHS-00859,24,Standard,28.08,Professional,3,Yes,2,Yes,36,Professional,0,528.99,Yes
BHS-00860,43,Basic,24.01,Self-Monitored,5,Yes,0,Yes,24,DIY,1,1305.22,No
BHS-00861,57,Standard,28.74,Hybrid,5,Yes,2,No,24,Professional,1,2037.87,Yes
BHS-00862,36,Standard,44.63,Professional,7,Yes,2,Yes,24,Professional,1,1646.72,No
BHS-00863,70,Basic,16.99,Self-Monitored,7,No,1,Yes,24,DIY,2,1241.46,Yes
BHS-00864,7,Basic,18.94,Professional,3,Yes,2,No,0,DIY,2,218.14,No
BHS-00865,47,Standard,30.03,Self-Monitored,5,Yes,2,Yes,36,DIY,3,2822.08,No
BHS-00866,35,Standard,33.78,Self-Monitored,4,Yes,1,Yes,12,DIY,2,978.74,No
BHS-00867,38,Premium,58.2,Professional,5,Yes,1,Yes,12,Professional,1,4928.67,No
BHS-00868,30,Basic,23.64,Professional,4,No,4,Yes,12,Professional,1,785.19,Yes
BHS-00869,61,Standard,35.57,Self-Monitored,1,No,6,No,12,Professional,0,4267.9,No
BHS-00870,36,Premium,50.98,Hybrid,3,Yes,2,Yes,12,Professional,0,2122.57,No
BHS-00871,61,Premium,61.86,Self-Monitored,3,Yes,0,Yes,24,DIY,0,5626.21,No
BHS-00872,29,Standard,36.37,Professional,5,Yes,2,Yes,12,DIY,0,827.97,No
BHS-00873,3,Basic,22.31,Self-Monitored,3,Yes,1,No,0,DIY,3,163.09,No
BHS-00874,38,Standard,34.99,Professional,4,Yes,1,Yes,12,Professional,1,2562.37,No
BHS-00875,72,Standard,33.51,Hybrid,4,No,0,No,0,DIY,2,4905.5,Yes
BHS-00876,41,Basic,16.82,Self-Monitored,2,Yes,1,No,0,Professional,0,476.51,No
BHS-00877,68,Premium,64.51,Self-Monitored,1,No,0,Yes,12,Professional,1,9825.41,No
BHS-00878,6,Premium,52.84,Professional,8,Yes,2,Yes,36,Professional,2,431.41,No
BHS-00879,48,Premium,60.08,Professional,2,No,0,Yes,0,DIY,0,2913.15,No
BHS-00880,15,Premium,61.5,Professional,7,No,0,Yes,12,Professional,1,941.22,No
BHS-00881,3,Standard,34.58,Self-Monitored,2,Yes,4,No,0,Professional,2,159.79,No
BHS-00882,33,Premium,54.02,Self-Monitored,6,No,4,No,0,Professional,1,3270.05,Yes
BHS-00883,47,Basic,14.51,Professional,5,Yes,2,Yes,0,DIY,2,510.48,Yes
BHS-00884,65,Standard,39.54,Professional,8,Yes,1,No,24,Professional,2,3082.71,No
BHS-00885,40,Basic,17.41,Self-Monitored,6,Yes,1,Yes,24,DIY,1,585.62,No
BHS-00886,68,Basic,20.29,Professional,4,Yes,3,No,12,DIY,0,1077.13,No
BHS-00887,42,Standard,37.54,Self-Monitored,4,Yes,2,Yes,0,Professional,4,2105.37,No
BHS-00888,41,Standard,37.72,Professional,3,Yes,1,No,0,DIY,3,1555.8,No
BHS-00889,14,Basic,20.14,Professional,2,No,3,Yes,0,Professional,1,335.97,Yes
BHS-00890,41,Basic,19.91,Hybrid,6,No,1,Yes,36,DIY,1,579.59,No
BHS-00891,71,Premium,41.65,Professional,2,No,2,Yes,12,Professional,1,5010.91,No
BHS-00892,38,Standard,27.24,Professional,3,Yes,2,No,0,Professional,0,875.75,No
BHS-00893,45,Standard,37.09,Self-Monitored,5,No,2,Yes,36,Professional,0,2687.24,No
BHS-00894,21,Premium,56.28,Professional,2,Yes,1,No,24,Professional,0,1174.99,No
BHS-00895,66,Standard,35.5,Professional,1,Yes,0,No,36,Professional,1,3706.52,No
BHS-00896,33,Premium,40.0,Self-Monitored,7,Yes,2,Yes,0,Professional,2,3150.91,Yes
BHS-00897,28,Standard,32.45,Professional,2,Yes,3,Yes,12,DIY,1,1011.66,No
BHS-00898,41,Standard,42.36,Hybrid,2,Yes,2,No,36,DIY,0,4242.99,No
BHS-00899,49,Premium,65.08,Hybrid,3,Yes,1,Yes,12,Professional,0,4499.16,No
BHS-00900,63,Basic,21.43,Hybrid,3,Yes,1,Yes,24,DIY,2,1696.96,No
BHS-00901,40,Standard,29.12,Self-Monitored,7,Yes,1,Yes,0,Professional,1,804.1,Yes
BHS-00902,25,Standard,34.85,Self-Monitored,6,No,2,Yes,36,DIY,1,780.14,No
BHS-00903,22,Premium,59.0,Self-Monitored,1,No,1,Yes,36,DIY,1,1513.18,No
BHS-00904,15,Standard,39.72,Self-Monitored,5,Yes,3,Yes,24,DIY,0,848.22,No
BHS-00905,19,Premium,53.84,Hybrid,2,Yes,2,Yes,24,Professional,2,1394.85,No
BHS-00906,10,Basic,20.06,Professional,4,Yes,0,Yes,12,Professional,1,482.47,Yes
BHS-00907,56,Standard,35.61,Professional,3,Yes,4,Yes,12,DIY,0,1281.87,No
BHS-00908,23,Premium,61.08,Self-Monitored,8,Yes,1,Yes,12,DIY,0,1394.21,No
BHS-00909,70,Standard,27.14,Professional,2,No,1,Yes,12,Professional,0,3494.71,No
BHS-00910,36,Basic,22.37,Hybrid,6,Yes,1,Yes,12,Professional,0,947.34,Yes
BHS-00911,7,Standard,40.75,Professional,6,No,1,Yes,12,DIY,2,341.1,No
BHS-00912,71,Basic,21.88,Self-Monitored,4,No,1,Yes,24,DIY,3,1148.63,Yes
BHS-00913,49,Basic,14.59,Hybrid,3,Yes,0,Yes,0,DIY,1,1113.1,No
BHS-00914,14,Premium,48.29,Professional,7,Yes,3,No,12,Professional,0,811.48,No
BHS-00915,55,Basic,20.21,Self-Monitored,3,Yes,1,No,12,Professional,3,760.39,No
BHS-00916,3,Standard,28.18,Hybrid,3,Yes,3,Yes,24,DIY,0,187.67,Yes
BHS-00917,6,Standard,30.2,Hybrid,4,Yes,3,Yes,24,Professional,2,349.03,No
BHS-00918,19,Standard,38.86,Professional,4,Yes,1,Yes,12,DIY,0,725.01,No
BHS-00919,50,Standard,31.14,Professional,6,Yes,1,Yes,0,Professional,1,2145.2,No
BHS-00920,44,Basic,19.45,Professional,5,No,4,Yes,12,Professional,2,1077.94,Yes
BHS-00921,23,Standard,33.97,Professional,2,Yes,4,Yes,0,Professional,0,975.83,No
BHS-00922,69,Standard,31.09,Professional,1,No,1,Yes,24,Professional,1,1495.9,No
BHS-00923,53,Basic,20.68,Professional,9,Yes,2,Yes,24,DIY,1,936.25,Yes
BHS-00924,49,Premium,62.21,Professional,7,Yes,0,Yes,24,Professional,3,5353.27,No
BHS-00925,2,Basic,19.39,Professional,7,Yes,1,Yes,12,Professional,1,234.86,No
BHS-00926,57,Standard,35.28,Hybrid,6,No,1,Yes,24,Professional,0,2576.79,Yes
BHS-00927,10,Standard,39.78,Self-Monitored,3,No,2,Yes,12,DIY,0,492.71,No
BHS-00928,45,Standard,28.68,Professional,7,Yes,4,Yes,24,Professional,1,2057.09,No
BHS-00929,20,Basic,15.96,Professional,2,No,1,Yes,12,DIY,2,289.58,No
BHS-00930,70,Premium,56.7,Professional,5,No,2,Yes,12,DIY,4,6217.83,No
BHS-00931,70,Standard,35.96,Self-Monitored,4,Yes,2,No,24,DIY,0,2338.28,Yes
BHS-00932,42,Basic,21.14,Professional,2,Yes,3,No,12,DIY,1,1022.59,No
BHS-00933,36,Premium,56.8,Self-Monitored,3,No,2,Yes,24,DIY,0,4213.14,No
BHS-00934,49,Basic,21.73,Professional,6,Yes,3,No,12,DIY,0,1580.05,Yes
BHS-00935,64,Standard,28.1,Self-Monitored,3,Yes,3,Yes,24,DIY,1,1410.25,No
BHS-00936,71,Standard,43.39,Professional,7,No,1,No,36,DIY,4,4125.18,No
BHS-00937,67,Standard,31.3,Self-Monitored,4,No,1,Yes,24,DIY,0,1902.17,No
BHS-00938,40,Basic,15.38,Professional,2,Yes,1,Yes,12,DIY,0,702.37,Yes
BHS-00939,8,Premium,52.77,Professional,3,Yes,1,No,24,DIY,1,598.44,No
BHS-00940,17,Standard,37.24,Professional,6,Yes,3,Yes,24,DIY,1,481.82,No
BHS-00941,27,Basic,24.31,Self-Monitored,3,No,2,Yes,24,Professional,2,599.64,Yes
BHS-00942,69,Standard,36.16,Self-Monitored,3,Yes,1,No,24,DIY,2,2219.22,No
BHS-00943,25,Premium,53.45,Professional,3,Yes,1,Yes,12,Professional,1,1485.94,No
BHS-00944,40,Premium,58.58,Self-Monitored,5,Yes,1,Yes,0,DIY,3,1454.37,Yes
BHS-00945,54,Standard,35.53,Professional,2,Yes,1,No,0,Professional,1,1027.1,No
BHS-00946,58,Basic,22.34,Professional,2,Yes,1,Yes,24,DIY,0,1523.64,No
BHS-00947,17,Premium,49.71,Professional,3,Yes,2,Yes,12,Professional,5,1578.44,No
BHS-00948,29,Premium,47.63,Self-Monitored,6,Yes,2,No,36,Professional,0,1849.69,No
BHS-00949,64,Basic,17.74,Self-Monitored,4,Yes,0,Yes,0,Professional,3,3763.53,No
BHS-00950,70,Basic,17.24,Hybrid,7,Yes,4,Yes,24,DIY,1,1391.79,No
BHS-00951,42,Premium,61.56,Professional,2,Yes,3,Yes,24,DIY,2,2554.97,No
BHS-00952,57,Standard,33.23,Hybrid,4,No,2,Yes,36,Professional,0,1349.95,Yes
BHS-00953,36,Standard,29.51,Professional,7,Yes,5,Yes,12,Professional,1,2211.48,No
BHS-00954,46,Premium,58.23,Self-Monitored,3,Yes,2,No,24,DIY,2,2040.22,No
BHS-00955,71,Standard,40.88,Professional,8,Yes,0,No,12,Professional,2,3237.18,No
BHS-00956,55,Premium,49.28,Self-Monitored,6,Yes,2,Yes,12,DIY,2,1213.35,No
BHS-00957,56,Basic,20.5,Professional,3,Yes,1,No,12,DIY,2,2211.12,Yes
BHS-00958,59,Standard,31.22,Professional,3,Yes,1,Yes,12,Professional,2,2781.09,No
BHS-00959,0,Standard,34.52,Self-Monitored,1,Yes,4,No,0,Professional,0,16.05,No
BHS-00960,62,Standard,33.6,Self-Monitored,4,Yes,2,Yes,24,Professional,1,2101.2,No
BHS-00961,44,Basic,20.31,Professional,2,Yes,1,No,0,Professional,0,1196.03,Yes
BHS-00962,40,Premium,55.67,Self-Monitored,3,Yes,0,No,12,DIY,2,5865.58,No
BHS-00963,68,Premium,55.3,Self-Monitored,6,Yes,1,No,12,Professional,0,3187.18,No
BHS-00964,51,Premium,50.7,Self-Monitored,4,Yes,5,Yes,0,DIY,2,3208.43,No
BHS-00965,42,Basic,21.54,Hybrid,5,Yes,3,Yes,12,Professional,1,610.7,No
BHS-00966,70,Basic,21.22,Professional,4,No,3,No,24,Professional,2,2339.81,No
BHS-00967,41,Basic,21.46,Self-Monitored,3,No,6,Yes,0,Professional,0,1614.24,Yes
BHS-00968,41,Basic,17.21,Professional,3,No,2,No,0,DIY,0,579.32,Yes
BHS-00969,7,Premium,56.32,Professional,6,Yes,1,Yes,36,Professional,0,597.75,No
BHS-00970,0,Basic,19.64,Self-Monitored,6,Yes,3,Yes,24,Professional,2,201.71,No
BHS-00971,28,Premium,54.83,Self-Monitored,5,Yes,1,Yes,24,Professional,1,1955.22,Yes
BHS-00972,0,Basic,20.85,Hybrid,4,Yes,2,No,12,Professional,1,205.4,Yes
BHS-00973,41,Standard,38.92,Professional,10,Yes,3,Yes,0,Professional,2,2924.6,No
BHS-00974,56,Standard,44.09,Professional,2,No,2,Yes,24,DIY,0,2182.43,No
BHS-00975,24,Standard,32.26,Self-Monitored,6,Yes,1,No,0,Professional,1,663.77,Yes
BHS-00976,3,Basic,19.4,Hybrid,5,Yes,1,No,0,DIY,2,329.88,Yes
BHS-00977,64,Basic,21.61,Self-Monitored,6,No,0,Yes,12,Professional,0,4070.6,No
BHS-00978,49,Standard,35.55,Professional,4,No,3,Yes,12,DIY,1,1920.77,No
BHS-00979,6,Premium,60.42,Self-Monitored,7,Yes,1,Yes,0,Professional,2,525.93,No
BHS-00980,65,Standard,39.29,Self-Monitored,2,Yes,1,No,12,Professional,1,1328.51,No
BHS-00981,33,Standard,40.31,Self-Monitored,7,Yes,2,Yes,24,DIY,2,986.05,Yes
BHS-00982,40,Basic,22.68,Self-Monitored,3,Yes,3,Yes,12,Professional,1,485.41,Yes
BHS-00983,58,Basic,17.92,Hybrid,7,Yes,1,Yes,12,DIY,0,976.42,No
BHS-00984,17,Standard,34.37,Professional,3,Yes,2,Yes,36,DIY,1,525.26,No
BHS-00985,14,Basic,19.9,Self-Monitored,7,No,2,Yes,36,DIY,1,398.55,No
BHS-00986,67,Premium,57.51,Self-Monitored,6,No,1,Yes,24,Professional,2,3426.1,No
BHS-00987,8,Basic,18.67,Professional,3,Yes,3,Yes,24,Professional,0,263.76,Yes
BHS-00988,36,Premium,51.77,Hybrid,7,Yes,0,Yes,12,Professional,0,1350.94,Yes
BHS-00989,18,Premium,51.61,Hybrid,2,No,1,Yes,24,DIY,2,808.64,No
BHS-00990,13,Premium,57.61,Professional,2,Yes,1,Yes,24,DIY,1,1158.37,No
BHS-00991,65,Premium,44.21,Hybrid,6,No,1,Yes,12,Professional,1,4669.78,No
BHS-00992,30,Basic,18.93,Professional,8,Yes,1,No,12,Professional,2,985.79,No
BHS-00993,71,Premium,48.23,Professional,4,Yes,1,Yes,12,DIY,1,6437.22,No
BHS-00994,55,Premium,53.89,Professional,5,No,1,Yes,24,DIY,2,1686.7,No
BHS-00995,47,Premium,54.2,Professional,5,No,2,Yes,0,Professional,2,798.92,No
BHS-00996,42,Premium,60.93,Professional,4,Yes,2,Yes,24,DIY,1,3453.08,No
BHS-00997,10,Premium,46.5,Hybrid,1,No,3,No,12,Professional,1,970.17,No
BHS-00998,40,Premium,52.31,Hybrid,6,Yes,4,Yes,24,Professional,2,1298.6,No
BHS-00999,69,Basic,15.88,Self-Monitored,5,Yes,4,Yes,0,Professional,1,1169.18,No
BHS-01000,3,Standard,34.52,Professional,4,Yes,1,No,12,Professional,3,267.44,Yes
BHS-01001,61,Premium,54.95,Self-Monitored,5,Yes,2,No,12,Professional,0,7372.0,No
BHS-01002,30,Basic,21.02,Self-Monitored,8,No,1,Yes,24,DIY,0,896.13,Yes
BHS-01003,32,Basic,27.16,Hybrid,2,No,3,Yes,12,DIY,2,765.51,Yes
BHS-01004,50,Premium,53.05,Professional,4,No,2,Yes,12,Professional,2,4454.15,Yes
BHS-01005,56,Basic,21.03,Professional,6,No,2,Yes,24,Professional,0,1490.6,No
BHS-01006,12,Basic,25.71,Professional,2,No,2,Yes,24,Professional,4,266.02,No
BHS-01007,52,Basic,23.22,Hybrid,9,Yes,1,Yes,24,Professional,0,2220.38,No
BHS-01008,71,Standard,40.12,Self-Monitored,7,No,1,No,24,Professional,2,1579.67,No
BHS-01009,17,Premium,50.51,Professional,7,Yes,1,Yes,12,Professional,0,970.22,Yes
BHS-01010,1,Standard,27.61,Professional,4,Yes,2,No,24,Professional,3,170.36,No
BHS-01011,18,Premium,51.18,Self-Monitored,7,Yes,0,Yes,12,Professional,0,3018.35,No
BHS-01012,19,Standard,38.64,Self-Monitored,6,No,1,No,36,DIY,2,537.98,No
BHS-01013,34,Premium,56.51,Professional,4,Yes,2,No,12,Professional,0,1413.18,No
BHS-01014,2,Basic,18.11,Hybrid,1,Yes,3,Yes,0,DIY,0,122.8,Yes
BHS-01015,41,Standard,31.79,Self-Monitored,4,Yes,3,No,12,Professional,1,1088.38,No
BHS-01016,18,Standard,35.59,Self-Monitored,3,No,3,Yes,0,Professional,0,874.41,Yes
BHS-01017,40,Standard,35.24,Professional,3,Yes,3,Yes,24,DIY,1,1364.29,No
BHS-01018,22,Standard,32.56,Self-Monitored,4,Yes,3,Yes,24,Professional,1,555.49,No
BHS-01019,66,Premium,53.36,Self-Monitored,2,Yes,3,No,36,Professional,0,3800.98,No
BHS-01020,35,Basic,21.05,Hybrid,5,No,4,Yes,12,DIY,0,1190.95,Yes
BHS-01021,71,Premium,52.73,Professional,2,Yes,4,Yes,12,Professional,0,2641.32,No
BHS-01022,63,Standard,36.23,Hybrid,4,No,0,No,0,Professional,3,1424.71,No
BHS-01023,54,Premium,47.92,Self-Monitored,6,Yes,1,Yes,12,Professional,0,2433.91,No
BHS-01024,21,Standard,33.56,Professional,7,No,1,No,0,DIY,2,687.76,Yes
BHS-01025,61,Standard,39.04,Hybrid,4,Yes,4,No,36,DIY,1,3233.66,No
BHS-01026,14,Basic,21.95,Self-Monitored,5,Yes,2,No,12,DIY,1,557.22,Yes
BHS-01027,58,Basic,21.82,Professional,4,Yes,2,Yes,12,DIY,1,1563.84,No
BHS-01028,14,Basic,18.19,Self-Monitored,4,No,0,Yes,12,Professional,0,286.23,Yes
BHS-01029,38,Premium,68.71,Self-Monitored,2,Yes,1,No,24,Professional,2,2121.67,Yes
BHS-01030,6,Standard,31.92,Professional,5,No,5,No,24,Professional,1,504.49,Yes
BHS-01031,41,Standard,30.8,Professional,3,No,1,Yes,12,Professional,1,1389.88,No
BHS-01032,10,Standard,35.43,Hybrid,1,Yes,2,Yes,24,DIY,2,231.94,No
BHS-01033,62,Basic,20.52,Hybrid,8,No,0,Yes,36,Professional,1,1814.93,Yes
BHS-01034,21,Standard,34.7,Hybrid,4,No,0,Yes,36,DIY,2,485.38,No
BHS-01035,72,Standard,41.03,Self-Monitored,2,Yes,4,No,24,DIY,1,3581.66,No
BHS-01036,16,Standard,34.89,Professional,4,Yes,3,Yes,0,Professional,3,1166.66,No
BHS-01037,54,Basic,24.17,Self-Monitored,1,Yes,5,Yes,12,DIY,2,1564.1,Yes
BHS-01038,5,Basic,16.1,Hybrid,3,No,1,Yes,24,DIY,0,318.42,Yes
BHS-01039,40,Premium,55.87,Hybrid,1,No,2,No,0,Professional,2,1176.82,Yes
BHS-01040,70,Basic,22.58,Self-Monitored,4,Yes,4,Yes,24,Professional,1,2509.93,Yes
BHS-01041,16,Standard,34.98,Professional,10,Yes,2,Yes,24,Professional,0,778.05,No
BHS-01042,5,Premium,64.45,Professional,5,Yes,1,Yes,24,DIY,2,310.49,No
BHS-01043,43,Standard,30.15,Self-Monitored,6,No,2,Yes,24,Professional,0,2797.41,No
BHS-01044,53,Premium,53.31,Hybrid,6,Yes,1,No,0,Professional,2,2786.51,No
BHS-01045,19,Basic,22.94,Hybrid,3,Yes,1,No,12,DIY,0,518.1,Yes
BHS-01046,19,Basic,15.71,Professional,4,No,1,Yes,0,Professional,1,448.41,No
BHS-01047,43,Basic,18.42,Professional,5,Yes,1,Yes,0,DIY,1,2562.72,No
BHS-01048,40,Basic,19.3,Hybrid,8,No,3,Yes,24,Professional,2,1256.28,No
BHS-01049,19,Standard,35.76,Professional,4,No,0,Yes,12,DIY,2,1383.9,Yes
BHS-01050,0,Standard,30.42,Professional,6,Yes,1,No,12,DIY,1,330.39,No
BHS-01051,28,Standard,34.24,Professional,7,No,2,Yes,12,Professional,0,783.75,No
BHS-01052,0,Basic,22.18,Professional,2,Yes,1,Yes,0,Professional,1,268.59,Yes
BHS-01053,59,Standard,31.32,Professional,1,Yes,2,No,36,DIY,2,1648.8,No
BHS-01054,24,Premium,55.72,Professional,6,Yes,2,Yes,24,Professional,0,1031.4,No
BHS-01055,5,Basic,20.01,Hybrid,5,No,1,Yes,12,DIY,3,225.21,Yes
BHS-01056,51,Standard,37.05,Self-Monitored,3,Yes,1,Yes,24,Professional,2,3451.13,No
BHS-01057,53,Basic,18.61,Hybrid,3,No,0,No,24,DIY,0,1139.06,Yes
BHS-01058,70,Basic,20.19,Professional,2,No,3,Yes,0,Professional,1,618.79,No
BHS-01059,55,Premium,58.04,Hybrid,2,No,1,No,0,DIY,0,6162.34,No
BHS-01060,32,Standard,34.55,Professional,2,No,2,Yes,12,Professional,2,576.63,Yes
BHS-01061,26,Premium,54.26,Professional,5,Yes,0,Yes,24,DIY,1,2517.32,No
BHS-01062,49,Standard,39.59,Self-Monitored,4,Yes,0,Yes,12,Professional,1,1983.5,No
BHS-01063,13,Basic,21.07,Self-Monitored,7,No,2,Yes,24,Professional,0,1065.71,No
BHS-01064,41,Premium,55.72,Professional,1,No,0,Yes,0,DIY,0,4898.6,No
BHS-01065,23,Standard,30.97,Professional,3,Yes,2,Yes,0,DIY,1,1144.15,No
BHS-01066,68,Premium,56.41,Professional,3,Yes,0,Yes,24,DIY,1,3939.09,No
BHS-01067,13,Standard,35.14,Professional,6,Yes,4,Yes,24,DIY,2,1079.74,No
BHS-01068,40,Basic,19.59,Professional,4,Yes,2,No,0,DIY,3,971.0,Yes
BHS-01069,20,Standard,35.48,Self-Monitored,3,No,3,Yes,36,Professional,1,1004.13,Yes
BHS-01070,20,Standard,34.38,Professional,6,Yes,3,No,24,Professional,0,944.16,No
BHS-01071,50,Standard,39.3,Self-Monitored,6,Yes,2,Yes,0,Professional,0,1631.67,No
BHS-01072,51,Premium,53.69,Professional,7,Yes,3,Yes,24,Professional,2,3391.93,Yes
BHS-01073,61,Basic,24.05,Professional,5,Yes,4,No,12,Professional,2,1191.83,No
BHS-01074,62,Basic,20.07,Professional,4,Yes,3,Yes,0,Professional,2,1942.09,No
BHS-01075,64,Standard,34.67,Self-Monitored,4,No,2,Yes,36,Professional,1,2258.51,No
BHS-01076,61,Standard,30.77,Self-Monitored,3,Yes,3,No,0,Professional,0,1636.19,Yes
BHS-01077,8,Basic,21.84,Professional,5,Yes,5,No,12,DIY,2,477.59,No
BHS-01078,58,Premium,54.39,Professional,8,Yes,2,No,12,DIY,0,7057.39,No
BHS-01079,65,Basic,17.35,Self-Monitored,6,No,2,Yes,24,DIY,1,826.05,Yes
BHS-01080,6,Basic,20.9,Self-Monitored,3,Yes,1,Yes,36,DIY,1,254.34,No
BHS-01081,59,Standard,36.55,Self-Monitored,8,Yes,0,Yes,12,DIY,0,1549.79,No
BHS-01082,33,Standard,42.1,Self-Monitored,3,Yes,1,Yes,24,Professional,1,1813.0,No
BHS-01083,26,Premium,61.2,Professional,7,No,0,No,12,DIY,0,1530.61,No
BHS-01084,31,Standard,32.21,Self-Monitored,1,Yes,3,Yes,24,Professional,0,1031.79,No
BHS-01085,33,Standard,34.66,Hybrid,3,No,1,Yes,24,Professional,1,1007.32,Yes
BHS-01086,71,Standard,35.75,Professional,3,No,1,No,24,DIY,1,998.71,Yes
BHS-01087,63,Standard,38.7,Hybrid,2,Yes,5,Yes,12,DIY,0,2921.49,No
BHS-01088,10,Basic,18.72,Professional,6,Yes,0,No,0,Professional,1,493.42,No
BHS-01089,66,Standard,37.94,Professional,5,Yes,1,Yes,12,DIY,1,1679.32,No
BHS-01090,33,Basic,18.73,Self-Monitored,2,No,2,Yes,12,DIY,2,663.57,Yes
BHS-01091,63,Standard,35.43,Professional,2,Yes,2,No,12,Professional,0,2683.32,No
BHS-01092,53,Standard,33.27,Hybrid,6,No,0,No,12,DIY,1,2232.47,No
BHS-01093,51,Basic,23.84,Professional,5,Yes,4,Yes,12,DIY,1,1471.3,Yes
BHS-01094,4,Premium,49.17,Self-Monitored,3,Yes,3,Yes,24,DIY,0,379.86,No
BHS-01095,28,Premium,65.46,Professional,4,Yes,0,Yes,24,Professional,1,2806.35,No
BHS-01096,65,Basic,18.34,Professional,9,Yes,1,Yes,12,Professional,0,1595.06,No
BHS-01097,24,Basic,18.71,Self-Monitored,5,Yes,0,Yes,24,DIY,1,431.33,No
BHS-01098,51,Standard,33.06,Professional,6,No,1,Yes,0,Professional,0,1505.28,No
BHS-01099,26,Standard,36.87,Self-Monitored,4,No,0,Yes,0,Professional,3,1274.04,No
BHS-01100,9,Basic,15.67,Hybrid,2,Yes,0,Yes,12,Professional,1,344.65,No
BHS-01101,31,Standard,32.1,Professional,5,Yes,1,Yes,0,DIY,2,1264.43,No
BHS-01102,50,Standard,29.43,Self-Monitored,4,Yes,2,Yes,0,Professional,2,1026.33,No
BHS-01103,67,Basic,17.78,Self-Monitored,4,No,4,No,24,Professional,0,637.15,Yes
BHS-01104,46,Basic,15.75,Hybrid,5,No,1,Yes,0,Professional,2,892.06,No
BHS-01105,33,Standard,34.05,Professional,7,Yes,0,Yes,24,Professional,1,1249.29,No
BHS-01106,8,Premium,58.5,Self-Monitored,3,No,3,No,24,DIY,0,737.31,No
BHS-01107,63,Standard,32.89,Self-Monitored,3,Yes,3,Yes,0,Professional,0,1348.11,No
BHS-01108,70,Standard,33.44,Self-Monitored,3,Yes,0,Yes,36,Professional,1,2810.84,No
BHS-01109,37,Standard,37.1,Self-Monitored,7,Yes,0,No,0,Professional,4,1551.36,No
BHS-01110,37,Basic,22.94,Hybrid,4,Yes,6,Yes,0,Professional,1,740.12,Yes
BHS-01111,59,Premium,53.27,Self-Monitored,4,No,3,No,36,Professional,0,6369.08,No
BHS-01112,39,Basic,20.91,Professional,2,Yes,3,Yes,12,Professional,3,1406.86,Yes
BHS-01113,9,Premium,60.46,Professional,5,No,1,No,12,DIY,1,580.06,No
BHS-01114,49,Standard,35.34,Self-Monitored,9,Yes,1,Yes,12,DIY,1,1270.0,Yes
BHS-01115,14,Standard,34.04,Professional,3,Yes,0,No,0,DIY,0,689.92,Yes
BHS-01116,14,Basic,22.0,Professional,2,Yes,3,Yes,0,Professional,0,255.0,Yes
BHS-01117,17,Basic,21.15,Professional,7,Yes,1,Yes,12,Professional,1,773.85,No
BHS-01118,43,Basic,17.59,Professional,8,Yes,0,Yes,12,Professional,1,1135.9,No
BHS-01119,12,Basic,22.03,Self-Monitored,5,Yes,3,Yes,24,Professional,1,344.54,Yes
BHS-01120,23,Basic,19.51,Hybrid,5,Yes,6,Yes,24,Professional,0,609.35,No
BHS-01121,60,Premium,60.06,Self-Monitored,4,Yes,2,Yes,12,Professional,0,5640.01,No
BHS-01122,64,Premium,57.0,Professional,2,Yes,1,No,0,DIY,0,1833.06,No
BHS-01123,22,Premium,54.41,Self-Monitored,3,No,1,Yes,24,DIY,2,1345.32,Yes
BHS-01124,65,Basic,21.44,Self-Monitored,6,No,2,No,12,Professional,1,3049.33,No
BHS-01125,24,Basic,13.16,Professional,5,Yes,1,No,12,DIY,2,472.15,No
BHS-01126,55,Premium,45.28,Self-Monitored,5,Yes,1,No,24,DIY,1,1395.23,No
BHS-01127,2,Basic,17.01,Self-Monitored,1,No,0,Yes,36,Professional,2,254.09,No
BHS-01128,12,Basic,18.23,Self-Monitored,3,Yes,2,No,12,DIY,1,271.14,No
BHS-01129,23,Standard,30.22,Self-Monitored,9,Yes,1,Yes,24,Professional,1,974.91,Yes
BHS-01130,34,Basic,20.76,Professional,7,Yes,1,No,24,Professional,2,1530.29,No
BHS-01131,40,Basic,16.05,Professional,3,Yes,1,Yes,12,DIY,1,1282.36,No
BHS-01132,70,Basic,25.67,Hybrid,4,No,4,No,24,DIY,1,2246.96,No
BHS-01133,4,Basic,23.15,Self-Monitored,6,No,0,Yes,36,DIY,2,336.55,Yes
BHS-01134,26,Standard,33.36,Hybrid,7,No,1,No,24,Professional,0,957.79,Yes
BHS-01135,29,Standard,28.5,Professional,2,No,0,Yes,0,Professional,1,721.46,No
BHS-01136,23,Premium,50.88,Hybrid,1,Yes,0,Yes,12,DIY,2,1411.56,No
BHS-01137,35,Basic,23.24,Professional,5,Yes,3,Yes,12,Professional,2,1284.78,Yes
BHS-01138,15,Standard,31.87,Self-Monitored,6,No,0,Yes,36,Professional,0,660.73,Yes
BHS-01139,31,Basic,23.58,Professional,6,Yes,1,No,12,Professional,1,745.47,No
BHS-01140,5,Standard,31.75,Hybrid,5,Yes,2,Yes,0,Professional,1,334.94,No
