cust_id,mo_active,box_tier,sub_fee,gear_cat,boxes_skip,ref_cnt,app_use,avg_rating,pay_meth,loyalty_pts,gift_sub,ltv_est,churn
RID-02128,38,core,26.36,hiking,1,0,no,2.9,paypal,846,no,2205.5,yes
RID-02129,53,summit,79.47,camping,1,0,no,2.8,card,69,no,7559.52,no
RID-02130,37,summit,70.52,camping,0,0,yes,3.5,card,236,no,4231.58,no
RID-02131,14,plus,47.06,climbing,1,1,yes,3.2,paypal,229,no,1080.24,no
RID-02132,13,plus,51.92,hiking,0,0,no,3.9,paypal,145,no,532.09,yes
RID-02133,23,core,25.54,climbing,1,0,no,4.1,card,636,no,1185.32,yes
RID-02134,44,plus,46.75,camping,0,0,no,3.4,bnpl,13,no,2814.51,no
RID-02135,1,summit,75.35,climbing,0,0,yes,4.5,card,102,yes,96.91,no
RID-02136,18,core,25.63,hiking,1,1,yes,3.5,paypal,281,no,320.74,yes
RID-02137,26,core,24.74,camping,1,0,yes,3.9,bnpl,204,no,461.07,yes
RID-02138,34,core,23.42,hiking,2,0,yes,2.4,paypal,242,no,1647.9,yes
RID-02139,8,plus,41.83,climbing,2,1,no,4.1,card,112,no,303.24,no
RID-02140,5,plus,45.66,fishing,0,0,yes,5.0,paypal,166,no,189.71,no
RID-02141,55,core,22.49,fishing,1,1,yes,4.6,paypal,544,no,873.84,yes
RID-02142,5,core,28.02,hiking,1,0,no,3.9,paypal,408,no,178.18,yes
RID-02143,4,summit,67.4,hiking,0,1,no,3.1,card,255,no,568.49,no
RID-02144,11,core,25.7,hiking,3,1,yes,5.0,card,457,no,340.41,yes
RID-02145,20,core,27.11,hiking,3,0,yes,3.9,paypal,527,no,881.87,yes
RID-02146,13,core,26.63,camping,2,0,no,3.5,paypal,949,no,534.22,yes
RID-02147,49,plus,35.61,climbing,1,0,yes,3.5,bnpl,439,no,4296.95,no
RID-02148,7,core,29.22,fishing,0,0,no,5.0,card,512,no,390.17,no
RID-02149,8,core,26.35,camping,1,0,no,3.9,card,134,no,309.94,yes
RID-02150,7,plus,42.95,camping,3,0,no,4.3,paypal,362,no,336.94,yes
RID-02151,39,core,27.46,camping,1,0,yes,3.8,bnpl,271,no,1307.68,no
RID-02152,53,summit,88.21,hiking,3,0,no,4.0,card,523,no,2575.64,no
RID-02153,9,summit,63.16,hiking,2,0,yes,3.7,card,503,no,852.81,no
RID-02154,33,plus,33.25,hiking,1,0,no,5.0,bnpl,490,no,966.04,no
RID-02155,22,plus,46.63,hiking,0,2,yes,4.0,card,612,no,1048.46,no
RID-02156,37,core,25.49,climbing,1,0,yes,2.9,card,387,no,2464.48,yes
RID-02157,39,plus,43.59,camping,1,0,no,4.3,bnpl,144,no,3229.55,no
RID-02158,17,core,22.15,climbing,0,0,yes,3.9,paypal,417,no,931.6,yes
RID-02159,36,plus,44.33,climbing,1,0,yes,4.3,card,517,no,2478.08,yes
RID-02160,3,core,24.31,hiking,1,2,yes,3.8,bnpl,530,no,340.76,yes
RID-02161,29,plus,40.33,camping,0,0,no,3.6,paypal,184,no,2382.92,no
RID-02162,59,core,26.76,fishing,1,0,yes,4.7,bnpl,36,no,1724.36,no
RID-02163,54,plus,41.65,hiking,1,1,yes,5.0,card,694,no,3283.23,no
RID-02164,3,core,27.02,camping,1,0,yes,2.6,paypal,170,no,286.84,yes
RID-02165,3,core,29.34,camping,1,0,yes,4.1,card,235,yes,176.18,no
RID-02166,50,plus,48.45,fishing,1,1,yes,3.6,card,202,no,2993.22,no
RID-02167,12,plus,37.81,camping,1,1,yes,3.3,paypal,308,no,681.2,no
RID-02168,40,summit,67.59,hiking,3,0,yes,2.4,card,205,no,2866.39,yes
RID-02169,33,core,23.61,climbing,1,0,no,4.3,card,288,no,1155.52,yes
RID-02170,24,core,25.67,hiking,1,1,yes,3.6,card,132,no,842.78,yes
RID-02171,18,plus,47.52,climbing,0,0,no,3.6,card,637,no,775.58,yes
RID-02172,45,core,24.6,hiking,0,0,yes,4.9,bnpl,399,yes,916.9,yes
RID-02173,15,summit,71.18,climbing,0,1,yes,3.7,paypal,286,no,1595.69,no
RID-02174,46,core,29.86,camping,2,2,yes,3.6,card,22,yes,1554.06,no
RID-02175,14,summit,96.49,camping,1,1,no,3.0,paypal,112,no,1472.26,no
RID-02176,53,plus,40.93,camping,2,1,yes,3.3,bnpl,456,no,2673.69,yes
RID-02177,42,core,26.12,hiking,3,1,yes,5.0,card,127,no,494.34,no
RID-02178,33,core,26.18,camping,3,0,yes,4.5,paypal,371,no,901.5,yes
RID-02179,6,plus,36.58,hiking,0,0,yes,5.0,card,210,no,336.28,yes
RID-02180,13,plus,51.12,camping,0,0,yes,3.4,bnpl,286,no,827.85,no
RID-02181,38,core,24.88,hiking,2,0,yes,4.3,card,217,no,1553.57,no
RID-02182,34,plus,51.64,camping,0,1,no,4.8,paypal,232,no,1488.02,no
RID-02183,6,plus,42.29,hiking,2,0,yes,4.4,card,447,yes,617.52,no
RID-02184,6,plus,42.24,climbing,0,0,yes,5.0,paypal,457,no,337.51,no
RID-02185,37,plus,43.74,camping,4,1,no,4.3,paypal,308,no,2371.8,yes
RID-02186,22,summit,81.89,climbing,3,1,no,4.0,card,465,no,1541.24,no
RID-02187,28,plus,40.94,hiking,0,1,no,2.2,bnpl,81,yes,1969.55,no
RID-02188,37,core,24.31,camping,1,0,yes,4.3,card,266,no,1158.31,yes
RID-02189,51,core,20.64,camping,2,0,yes,4.4,card,189,no,706.23,yes
RID-02190,15,core,21.21,camping,2,0,yes,4.9,bnpl,184,yes,426.95,yes
RID-02191,42,core,25.53,climbing,2,0,no,3.4,card,168,no,1302.48,yes
RID-02192,52,core,25.15,camping,2,1,no,4.0,card,586,no,1675.29,yes
RID-02193,55,plus,41.82,fishing,0,0,yes,2.8,card,107,no,2648.29,no
RID-02194,59,core,25.54,climbing,0,0,yes,2.8,card,169,no,1490.19,yes
RID-02195,0,plus,47.24,hiking,0,0,yes,4.4,paypal,306,no,147.78,yes
RID-02196,4,core,27.81,fishing,1,0,no,4.9,paypal,177,no,131.57,no
RID-02197,52,core,25.27,camping,2,0,yes,5.0,card,175,no,1788.89,no
RID-02198,12,core,23.95,climbing,1,0,no,4.3,card,197,no,512.81,yes
RID-02199,17,plus,55.36,camping,0,0,no,5.0,paypal,405,no,2506.02,no
RID-02200,28,core,24.36,hiking,0,1,yes,3.7,paypal,610,no,924.9,no
RID-02201,40,core,25.72,camping,2,0,no,4.7,card,453,no,1351.81,no
RID-02202,2,plus,43.22,fishing,1,0,yes,3.0,card,902,no,477.15,no
RID-02203,39,core,23.85,hiking,1,2,no,1.6,bnpl,785,no,1787.82,no
RID-02204,5,core,28.18,hiking,0,0,yes,3.6,card,48,no,177.54,yes
RID-02205,22,core,24.96,fishing,2,0,yes,3.9,bnpl,594,no,849.19,yes
RID-02206,54,core,25.74,camping,1,3,yes,4.2,card,768,no,1780.17,yes
RID-02207,7,core,22.54,fishing,1,0,yes,3.9,card,393,yes,402.73,yes
RID-02208,2,core,28.18,hiking,1,0,no,4.3,card,234,no,163.04,yes
RID-02209,29,plus,50.11,climbing,1,1,no,5.0,bnpl,128,no,1808.5,yes
RID-02210,15,plus,46.75,hiking,1,0,no,4.6,card,429,no,489.9,yes
RID-02211,14,summit,67.31,climbing,0,2,yes,3.4,bnpl,87,no,598.75,no
RID-02212,25,summit,82.39,fishing,1,0,yes,2.1,paypal,295,no,3383.09,no
RID-02213,10,core,29.31,hiking,0,0,yes,3.2,card,1294,no,640.49,yes
RID-02214,1,core,20.9,climbing,2,0,yes,5.0,card,70,no,66.48,no
RID-02215,56,summit,79.63,fishing,1,1,yes,3.6,bnpl,302,yes,3418.6,yes
RID-02216,49,core,26.19,climbing,2,0,yes,4.5,card,530,no,4507.95,no
RID-02217,25,plus,36.63,fishing,1,1,yes,4.5,paypal,330,no,757.02,no
RID-02218,50,plus,44.87,climbing,6,0,no,4.0,paypal,433,no,1742.68,yes
RID-02219,60,plus,44.24,hiking,1,2,yes,3.9,paypal,72,yes,3740.76,no
RID-02220,24,core,24.67,fishing,4,1,no,3.5,card,880,no,841.1,yes
RID-02221,9,core,25.84,climbing,0,3,yes,5.0,paypal,321,no,362.06,yes
RID-02222,12,core,26.35,camping,0,0,yes,3.3,bnpl,90,no,184.93,yes
RID-02223,58,core,18.29,camping,2,0,no,4.8,paypal,512,no,919.32,yes
RID-02224,54,core,27.27,camping,0,0,no,4.6,bnpl,866,no,1433.61,yes
RID-02225,42,plus,52.31,climbing,1,1,no,4.5,card,216,no,2269.45,no
RID-02226,41,core,28.33,climbing,1,0,yes,3.9,paypal,257,no,2954.29,no
RID-02227,18,core,28.66,fishing,1,1,yes,2.9,card,598,no,1612.65,yes
RID-02228,31,core,22.16,camping,2,0,no,3.1,card,494,no,1970.38,no
RID-02229,22,summit,77.45,camping,2,2,yes,3.4,paypal,144,no,1753.05,yes
RID-02230,23,core,24.9,camping,0,0,no,4.3,paypal,35,no,788.21,yes
RID-02231,44,core,23.37,climbing,0,0,yes,4.7,bnpl,878,no,1370.66,no
RID-02232,32,plus,52.52,fishing,0,0,no,4.2,paypal,198,no,1272.01,no
RID-02233,26,core,19.24,fishing,2,0,yes,4.2,card,102,no,241.79,no
RID-02234,15,core,23.13,camping,2,0,yes,4.8,bnpl,154,no,254.68,yes
RID-02235,39,core,21.74,climbing,3,2,no,2.4,card,691,no,1252.69,yes
RID-02236,27,summit,81.25,climbing,1,0,yes,2.3,paypal,7,yes,1142.13,no
RID-02237,3,plus,46.87,fishing,0,0,yes,2.8,paypal,587,no,297.62,no
RID-02238,41,plus,51.06,climbing,0,3,yes,4.7,card,394,no,2643.37,no
RID-02239,20,summit,75.51,hiking,1,1,yes,2.5,card,227,no,702.23,no
RID-02240,25,plus,44.26,climbing,2,0,yes,4.0,paypal,305,no,2216.87,yes
RID-02241,60,core,25.99,camping,1,0,yes,3.3,paypal,473,no,1896.18,no
RID-02242,41,plus,50.59,climbing,0,0,yes,4.1,bnpl,208,no,1735.51,yes
RID-02243,4,plus,45.49,climbing,1,0,yes,3.9,bnpl,154,no,295.26,no
RID-02244,45,core,20.1,fishing,0,0,yes,4.2,card,453,no,1314.59,yes
RID-02245,17,plus,50.48,camping,1,0,yes,3.7,card,331,no,720.4,no
RID-02246,45,core,22.05,fishing,1,1,yes,4.5,card,722,no,2127.6,yes
RID-02247,21,core,23.43,camping,1,0,no,5.0,bnpl,681,no,860.49,no
RID-02248,34,core,27.3,climbing,0,1,no,4.9,card,228,no,750.68,no
RID-02249,42,core,33.32,fishing,0,0,yes,3.7,paypal,275,no,1382.39,no
RID-02250,11,summit,76.53,camping,1,1,yes,3.4,bnpl,653,no,1793.48,yes
RID-02251,8,plus,50.99,climbing,1,0,no,4.1,card,535,no,698.7,no
RID-02252,42,core,25.9,climbing,1,0,no,5.0,card,405,no,1230.04,no
RID-02253,4,plus,48.57,climbing,2,0,no,4.0,card,604,no,489.87,yes
RID-02254,49,summit,61.01,camping,1,0,yes,4.6,paypal,79,no,2908.94,no
RID-02255,26,core,21.89,fishing,2,2,no,4.6,card,401,no,657.54,yes
RID-02256,5,plus,41.28,fishing,0,0,no,4.6,card,135,no,229.92,no
RID-02257,46,plus,42.89,climbing,2,0,yes,5.0,card,506,no,1954.24,yes
RID-02258,54,core,22.95,hiking,0,2,no,3.0,bnpl,397,no,955.5,no
RID-02259,4,plus,48.75,climbing,3,1,yes,3.3,bnpl,586,no,645.09,no
RID-02260,57,plus,49.46,camping,0,1,yes,4.0,paypal,692,no,3796.85,no
RID-02261,25,summit,87.98,climbing,2,0,yes,4.9,card,96,no,1403.18,yes
RID-02262,40,summit,70.96,camping,1,1,yes,4.9,card,406,no,2402.84,no
RID-02263,16,summit,63.85,hiking,2,1,no,4.0,card,183,no,1590.4,no
RID-02264,6,core,26.96,camping,1,0,no,4.7,bnpl,473,no,344.95,no
RID-02265,60,summit,70.45,climbing,0,1,no,3.7,card,176,yes,4070.51,no
RID-02266,39,plus,45.78,hiking,3,2,yes,3.4,card,188,no,1667.3,yes
RID-02267,15,core,20.95,climbing,0,0,no,3.0,paypal,321,no,459.59,no
RID-02268,21,summit,70.81,camping,1,1,no,3.9,bnpl,92,no,982.51,no
RID-02269,46,summit,67.78,hiking,1,0,yes,3.7,card,136,no,3129.84,no
RID-02270,18,plus,43.43,hiking,1,0,no,4.8,paypal,432,yes,702.56,no
RID-02271,41,core,28.28,hiking,4,0,yes,4.4,bnpl,804,no,1195.49,no
RID-02272,2,core,25.81,camping,1,1,no,4.0,card,49,yes,130.69,no
RID-02273,60,summit,81.99,climbing,1,3,no,4.0,paypal,167,yes,3667.42,no
RID-02274,44,summit,83.76,hiking,4,0,no,3.7,card,377,no,4709.12,yes
RID-02275,20,core,24.61,fishing,1,0,yes,2.7,paypal,62,yes,650.97,yes
RID-02276,34,core,19.94,hiking,2,1,no,3.1,card,234,no,697.49,no
RID-02277,10,plus,45.95,camping,0,0,yes,4.6,card,348,no,689.44,no
RID-02278,27,core,27.75,camping,3,2,no,3.9,card,284,no,549.98,yes
RID-02279,21,plus,43.6,camping,1,1,no,3.0,card,198,no,1311.11,no
RID-02280,23,summit,57.36,camping,2,2,no,5.0,paypal,80,no,1854.35,no
RID-02281,49,core,22.71,climbing,1,1,no,5.0,card,1154,no,2632.07,no
RID-02282,25,plus,43.63,climbing,1,0,no,4.9,paypal,161,no,1974.51,no
RID-02283,0,plus,54.79,camping,1,1,yes,4.3,card,496,no,262.65,no
RID-02284,27,core,25.45,fishing,0,2,no,4.2,paypal,439,no,2630.76,yes
RID-02285,3,core,24.52,camping,3,0,yes,4.0,card,236,no,209.54,no
RID-02286,29,plus,42.61,climbing,2,0,no,4.1,paypal,201,no,2355.58,no
RID-02287,41,plus,47.53,camping,3,0,no,4.5,card,86,no,1586.9,no
RID-02288,5,plus,45.75,hiking,0,0,no,4.5,card,551,no,495.12,yes
RID-02289,3,summit,70.36,climbing,0,0,yes,4.3,card,584,no,507.84,no
RID-02290,23,core,20.24,camping,2,0,yes,1.5,paypal,245,no,436.61,no
RID-02291,29,summit,71.0,camping,1,1,yes,4.9,card,170,no,2170.66,no
RID-02292,3,plus,38.86,climbing,1,0,no,4.1,paypal,124,no,126.26,no
RID-02293,19,core,24.3,climbing,0,0,yes,3.0,card,260,no,862.25,yes
RID-02294,47,core,21.36,fishing,1,0,yes,4.1,bnpl,143,yes,1666.23,yes
RID-02295,34,core,23.03,climbing,1,0,yes,4.2,card,319,no,1019.45,yes
RID-02296,31,plus,38.68,camping,2,1,no,2.8,card,354,no,1135.91,yes
RID-02297,6,summit,73.44,climbing,0,1,yes,3.5,paypal,356,no,1112.78,no
RID-02298,48,plus,44.58,fishing,2,0,yes,3.2,card,128,no,1023.75,no
RID-02299,36,core,26.29,camping,2,1,no,3.3,card,139,no,472.33,yes
RID-02300,26,core,27.1,camping,1,0,yes,4.4,paypal,242,no,1131.24,no
RID-02301,37,plus,35.23,climbing,1,0,yes,3.5,paypal,542,no,1443.99,yes
RID-02302,9,summit,90.35,climbing,1,1,no,4.1,card,355,yes,920.13,no
RID-02303,41,plus,54.14,hiking,3,0,yes,4.6,card,119,no,946.67,yes
RID-02304,18,core,24.94,climbing,1,2,yes,3.7,card,363,no,381.1,no
RID-02305,2,core,22.34,camping,0,0,yes,4.6,card,462,no,271.11,yes
RID-02306,14,core,23.05,hiking,3,1,no,5.0,paypal,602,no,832.9,yes
RID-02307,22,plus,43.18,climbing,1,0,no,4.6,card,190,no,1396.27,no
RID-02308,26,core,23.0,camping,1,0,no,4.4,paypal,296,no,532.79,yes
RID-02309,13,core,18.58,hiking,5,1,no,4.6,paypal,135,no,222.4,yes
RID-02310,48,summit,67.67,climbing,2,0,yes,4.3,paypal,105,yes,2825.42,no
RID-02311,16,core,25.21,hiking,0,0,yes,4.6,card,529,no,630.21,no
RID-02312,7,summit,89.05,fishing,2,1,no,3.1,card,141,no,614.08,no
RID-02313,13,plus,42.77,fishing,1,0,yes,3.9,card,288,no,565.05,no
RID-02314,24,core,19.99,climbing,0,0,no,4.3,card,410,yes,438.19,no
RID-02315,2,core,25.22,climbing,0,0,no,3.9,card,321,no,179.76,yes
RID-02316,5,plus,51.11,fishing,2,0,yes,5.0,bnpl,76,no,236.34,no
RID-02317,9,plus,44.29,climbing,2,1,yes,3.9,paypal,247,yes,466.26,no
RID-02318,23,plus,48.25,climbing,2,0,yes,2.7,card,453,yes,734.0,yes
RID-02319,58,summit,73.67,camping,1,0,yes,4.0,card,250,yes,6184.33,no
RID-02320,35,plus,42.13,fishing,1,0,yes,4.6,paypal,259,no,1029.3,yes
RID-02321,4,plus,45.22,camping,0,1,yes,3.3,paypal,501,no,377.92,no
RID-02322,4,core,20.61,camping,4,1,yes,4.0,card,426,yes,171.61,yes
RID-02323,6,core,21.37,hiking,1,1,yes,3.9,paypal,193,no,201.93,yes
RID-02324,4,plus,49.83,camping,1,0,no,4.0,paypal,700,no,380.43,no
RID-02325,30,core,27.0,camping,0,1,no,3.6,card,147,no,840.52,yes
RID-02326,44,summit,89.14,hiking,0,0,yes,4.8,paypal,185,no,3914.74,no
RID-02327,26,plus,40.68,camping,0,0,yes,5.0,bnpl,285,no,1240.94,no
RID-02328,24,core,25.06,fishing,2,1,no,3.4,paypal,411,no,1076.57,no
RID-02329,36,plus,47.63,fishing,0,1,no,3.0,paypal,632,no,2477.82,no
RID-02330,21,plus,32.91,climbing,0,0,no,3.7,card,190,no,1457.38,no
RID-02331,49,core,19.34,camping,1,0,yes,5.0,card,293,no,640.98,no
RID-02332,41,plus,51.32,hiking,1,1,yes,3.8,paypal,701,no,5692.36,no
RID-02333,59,plus,42.21,camping,2,0,no,4.3,card,526,no,3993.25,yes
RID-02334,5,plus,44.56,climbing,2,1,no,3.3,card,367,no,259.68,no
RID-02335,26,core,23.31,camping,1,1,yes,5.0,card,320,no,1023.57,yes
RID-02336,52,plus,44.5,hiking,1,0,no,3.8,paypal,68,no,5213.43,yes
RID-02337,41,plus,40.12,camping,3,1,yes,4.2,paypal,406,no,2785.78,no
RID-02338,47,core,25.78,fishing,0,1,no,3.4,paypal,202,no,970.83,no
RID-02339,28,core,23.13,camping,3,0,no,3.3,paypal,571,no,847.51,yes
RID-02340,23,plus,39.73,hiking,3,0,no,4.0,bnpl,310,no,1301.24,yes
RID-02341,45,core,23.96,camping,1,0,yes,4.1,card,90,no,1066.54,no
RID-02342,28,summit,72.19,hiking,1,0,yes,4.6,card,120,no,2376.53,yes
RID-02343,24,core,25.72,fishing,4,0,no,2.7,card,972,no,1062.84,yes
RID-02344,24,plus,47.6,camping,0,1,yes,3.3,card,424,no,914.9,no
RID-02345,7,summit,71.14,camping,2,0,no,3.5,card,184,no,857.06,no
RID-02346,47,core,25.12,camping,0,1,yes,4.1,card,322,no,1274.72,no
RID-02347,51,plus,47.83,hiking,2,1,no,3.2,card,241,no,2496.79,no
RID-02348,1,core,22.01,hiking,2,2,yes,3.9,bnpl,566,no,258.46,no
RID-02349,24,plus,40.56,fishing,2,0,no,3.5,paypal,456,no,1085.29,yes
RID-02350,40,summit,74.79,fishing,0,0,no,3.9,bnpl,1281,no,5086.31,no
RID-02351,9,summit,86.62,camping,2,0,yes,3.4,card,355,no,1006.93,no
RID-02352,18,core,25.06,fishing,0,0,yes,3.2,card,105,yes,696.4,yes
RID-02353,58,summit,76.41,fishing,0,1,no,4.2,card,47,no,4444.27,no
RID-02354,47,summit,76.87,climbing,2,0,yes,4.8,card,27,no,3773.44,no
RID-02355,53,core,24.13,hiking,1,1,yes,4.6,card,531,no,860.19,yes
RID-02356,60,summit,80.72,climbing,1,0,yes,4.8,card,306,no,5741.17,no
RID-02357,41,core,30.16,climbing,0,0,yes,4.9,card,241,no,1202.69,yes
RID-02358,17,summit,67.07,hiking,1,0,no,3.9,paypal,129,no,1452.99,no
RID-02359,58,summit,78.02,camping,1,0,yes,5.0,bnpl,268,no,1792.44,no
RID-02360,27,plus,47.7,hiking,3,0,yes,4.6,card,454,no,4238.55,yes
RID-02361,32,core,24.68,hiking,1,0,yes,3.3,card,246,no,928.59,yes
RID-02362,33,summit,69.34,camping,5,2,yes,3.5,card,593,no,3028.96,yes
RID-02363,33,core,25.39,fishing,4,0,no,4.1,paypal,827,no,1355.2,yes
RID-02364,33,plus,47.78,camping,2,1,no,4.7,card,323,no,1475.88,yes
RID-02365,47,plus,43.1,camping,1,0,yes,3.8,card,228,no,2510.58,yes
RID-02366,9,core,25.77,hiking,0,0,no,3.3,card,212,yes,450.24,yes
RID-02367,26,core,24.02,climbing,1,0,yes,4.6,card,311,no,748.83,no
RID-02368,35,core,22.83,camping,2,0,no,3.2,card,320,no,1243.42,no
RID-02369,33,summit,88.23,climbing,0,1,yes,4.2,paypal,356,no,4234.97,no
RID-02370,44,summit,78.76,hiking,0,0,yes,4.0,paypal,67,no,4792.88,no
RID-02371,20,summit,81.22,camping,2,1,yes,3.0,bnpl,346,no,3858.07,no
RID-02372,57,plus,38.52,camping,0,0,yes,5.0,card,340,yes,2682.39,no
RID-02373,0,plus,44.8,hiking,3,0,yes,4.0,paypal,443,yes,331.07,yes
RID-02374,44,plus,46.82,hiking,0,0,yes,3.1,card,491,yes,2260.72,no
RID-02375,10,plus,44.7,camping,0,0,yes,4.0,card,621,yes,686.45,no
RID-02376,36,summit,56.64,hiking,1,0,no,2.7,card,366,no,1271.0,no
RID-02377,1,core,26.37,hiking,1,0,no,4.3,card,494,no,264.48,yes
RID-02378,14,summit,81.35,fishing,4,3,yes,4.6,paypal,369,no,1398.16,no
RID-02379,23,summit,73.39,climbing,2,0,yes,5.0,bnpl,613,yes,1885.0,no
RID-02380,5,core,26.39,camping,0,0,no,4.1,card,275,yes,309.78,yes
RID-02381,20,summit,62.06,hiking,1,1,yes,3.5,paypal,187,no,1361.02,no
RID-02382,38,summit,75.84,camping,1,2,yes,4.2,card,301,yes,1652.68,no
RID-02383,9,core,31.24,hiking,1,1,yes,5.0,paypal,707,no,351.77,no
RID-02384,38,core,27.22,hiking,1,0,yes,4.4,card,198,yes,876.85,no
RID-02385,28,plus,42.03,fishing,3,0,yes,4.6,card,698,no,1277.5,no
RID-02386,51,summit,61.33,hiking,0,1,no,4.6,paypal,379,no,2245.59,no
RID-02387,38,core,27.27,fishing,2,0,no,4.4,card,528,no,1420.55,yes
RID-02388,27,plus,47.32,hiking,1,0,no,2.9,card,404,no,2360.47,no
RID-02389,50,plus,51.32,hiking,2,0,yes,2.9,bnpl,318,no,2967.06,yes
RID-02390,10,plus,41.14,camping,2,1,no,2.8,card,186,yes,157.21,no
RID-02391,34,core,27.14,camping,1,0,yes,3.1,card,1204,no,1253.72,yes
RID-02392,13,core,22.92,climbing,1,3,no,3.2,card,81,no,515.95,no
RID-02393,27,summit,80.49,fishing,1,0,yes,5.0,paypal,580,no,2141.22,no
RID-02394,29,core,21.22,hiking,1,2,no,3.5,card,57,no,730.25,yes
RID-02395,36,plus,43.5,hiking,2,1,yes,4.1,bnpl,782,no,2089.83,yes
RID-02396,19,plus,58.71,camping,1,1,yes,3.8,card,454,no,811.76,no
RID-02397,40,summit,87.9,hiking,3,0,yes,4.1,card,146,no,6088.49,no
RID-02398,10,summit,58.87,fishing,3,0,yes,4.1,card,156,no,724.57,no
RID-02399,10,summit,74.72,camping,3,0,yes,3.1,card,301,no,872.37,no
RID-02400,6,plus,46.44,camping,0,1,yes,4.4,card,52,yes,385.68,no
RID-02401,29,core,21.98,climbing,1,0,yes,3.5,card,606,no,437.81,yes
RID-02402,25,core,27.05,camping,1,1,no,3.5,paypal,173,no,1302.52,no
RID-02403,50,plus,38.66,camping,2,0,yes,3.8,paypal,92,no,1263.31,no
RID-02404,20,core,29.25,hiking,1,0,no,4.6,paypal,541,no,1512.1,yes
RID-02405,35,core,27.19,climbing,0,0,yes,3.5,paypal,42,no,1596.35,no
RID-02406,58,core,24.49,fishing,1,0,no,4.1,card,277,no,1127.98,yes
RID-02407,37,core,30.02,fishing,0,2,no,4.3,card,122,no,1361.17,no
RID-02408,52,plus,42.6,hiking,1,0,no,4.2,card,395,no,1658.59,no
RID-02409,31,summit,73.51,climbing,5,1,yes,4.2,card,615,yes,1671.42,no
RID-02410,11,core,23.66,hiking,5,0,yes,2.9,paypal,50,yes,128.39,no
RID-02411,27,core,21.55,hiking,1,3,yes,4.1,card,619,no,1081.32,yes
RID-02412,45,plus,41.21,camping,3,0,no,3.3,paypal,249,no,1584.82,yes
RID-02413,7,core,25.75,camping,1,1,yes,2.7,card,109,no,225.54,no
RID-02414,29,summit,57.08,hiking,2,1,no,3.7,card,102,no,1975.39,no
RID-02415,31,plus,46.89,fishing,3,1,yes,3.6,bnpl,250,no,855.78,no
RID-02416,56,core,28.87,hiking,0,0,yes,5.0,card,42,no,2394.86,yes
RID-02417,59,plus,46.53,fishing,0,2,yes,4.7,bnpl,241,no,3686.4,no
RID-02418,37,plus,41.81,camping,0,2,yes,4.6,card,268,no,1387.85,no
RID-02419,12,plus,54.27,camping,0,0,yes,3.7,card,416,no,1212.73,no
RID-02420,12,core,22.46,fishing,2,1,yes,3.9,card,579,no,513.11,yes
RID-02421,36,core,19.88,hiking,2,2,yes,5.0,card,443,no,762.87,no
RID-02422,11,core,25.1,hiking,0,2,yes,3.5,bnpl,712,no,632.95,no
RID-02423,41,plus,45.42,camping,0,2,no,4.2,card,125,no,1554.1,yes
RID-02424,59,core,27.3,fishing,2,0,yes,5.0,card,378,no,1056.28,no
RID-02425,11,core,16.1,camping,0,0,yes,3.5,card,402,no,211.3,no
RID-02426,56,plus,42.71,fishing,0,0,yes,4.1,card,701,yes,5253.5,no
RID-02427,2,plus,38.88,camping,0,0,no,4.0,paypal,398,no,224.22,no
RID-02428,29,core,27.92,camping,3,1,yes,3.3,card,157,no,1659.48,yes
RID-02429,23,summit,83.24,fishing,0,0,no,4.6,paypal,283,no,2952.74,no
RID-02430,34,plus,40.52,hiking,0,0,yes,3.2,card,382,no,1301.01,no
RID-02431,29,summit,80.62,camping,3,2,yes,4.6,paypal,73,no,2202.07,no
RID-02432,33,core,20.89,hiking,4,1,yes,4.3,card,763,no,851.77,yes
RID-02433,7,plus,38.76,camping,0,3,yes,4.7,bnpl,287,yes,528.31,yes
RID-02434,46,core,27.16,camping,1,0,yes,3.9,card,988,no,2011.59,yes
RID-02435,57,core,19.0,camping,1,0,yes,4.3,paypal,85,yes,1031.61,yes
RID-02436,28,core,20.57,hiking,1,0,no,4.8,card,132,no,845.42,yes
RID-02437,52,core,26.85,camping,0,0,no,2.9,card,412,no,2502.45,no
RID-02438,7,summit,93.22,fishing,1,0,no,3.1,card,214,no,693.44,no
RID-02439,44,summit,79.46,climbing,0,1,no,4.4,paypal,562,no,2297.21,no
RID-02440,19,core,28.64,camping,0,0,yes,4.6,card,303,no,760.1,yes
RID-02441,40,core,24.96,hiking,2,1,no,4.1,card,292,no,620.38,yes
RID-02442,34,core,32.18,hiking,1,0,yes,4.7,paypal,283,no,858.1,no
RID-02443,2,plus,44.04,climbing,1,1,yes,3.7,card,95,no,185.49,no
RID-02444,21,core,21.92,hiking,1,0,no,5.0,card,309,no,804.32,yes
RID-02445,26,plus,40.57,climbing,2,0,yes,3.9,card,124,no,1145.01,yes
RID-02446,49,core,21.88,camping,2,0,yes,3.4,card,1014,yes,1150.11,yes
RID-02447,6,plus,48.91,hiking,0,0,yes,5.0,bnpl,32,no,1040.85,no
RID-02448,57,summit,67.08,camping,2,0,no,4.6,paypal,340,yes,3016.53,no
RID-02449,2,core,24.08,fishing,1,1,yes,3.7,card,371,no,132.4,yes
RID-02450,14,summit,79.62,hiking,0,0,yes,3.7,card,415,no,1047.45,no
RID-02451,8,summit,86.55,hiking,2,0,yes,4.5,paypal,495,no,542.96,yes
