Resident_ID#,Tenure(mo),Care_Level,Monthly_Fee$,Room_Type#,Meals_Included_(per_day),Family_Visits/Month,Has_Companion_Pet?,Activity_Participation_%,Emergency_Calls_YTD#,Distance_to_Family_(mi),Satisfaction_Score_(1-10),Est_LTV,Departed?
MSL-00853,67,Independent Living,2893.67,1BR,1,8,No,0,2,36.1,6,233083.09,No
MSL-00854,36,Skilled Nursing,6347.03,Studio,2,3,No,79,0,39.8,4,130113.04,No
MSL-00855,31,Independent Living,2347.44,1BR,3,1,No,61,1,48.9,7,41184.25,No
MSL-00856,2,Independent Living,2961.55,2BR,2,4,No,100,2,64.1,10,10055.97,No
MSL-00857,93,Skilled Nursing,8859.31,2BR,1,2,No,14,0,103.7,8,1088025.73,No
MSL-00858,94,Independent Living,2356.09,1BR,3,1,No,14,0,5.3,9,458002.97,No
MSL-00859,3,Skilled Nursing,6664.77,Studio,3,2,No,97,1,65.1,8,38270.14,No
MSL-00860,42,Skilled Nursing,6470.36,1BR,3,0,No,92,2,33.0,4,141016.92,No
MSL-00861,67,Independent Living,2123.27,2BR,1,3,No,17,1,100.3,5,103028.94,Yes
MSL-00862,93,Skilled Nursing,8071.25,1BR,2,2,No,53,2,84.2,10,474160.83,No
MSL-00863,39,Independent Living,2058.94,Studio,3,1,No,24,3,3.3,7,36484.36,No
MSL-00864,46,Skilled Nursing,6498.2,1BR,3,2,No,93,4,14.9,4,357277.9,No
MSL-00865,14,Memory Care,4463.93,2BR,2,6,No,75,3,40.8,6,27416.44,No
MSL-00866,75,Skilled Nursing,6831.94,1BR,3,2,No,75,1,40.8,7,580636.54,No
MSL-00867,62,Memory Care,6019.9,1BR,3,3,No,67,3,14.0,5,708452.01,No
MSL-00868,55,Skilled Nursing,7832.73,Studio,3,1,Yes,78,0,100.8,7,391197.14,No
MSL-00869,36,Independent Living,1957.01,2BR,3,5,No,96,0,23.8,8,136690.85,No
MSL-00870,90,Skilled Nursing,6914.32,2BR,3,4,Yes,13,0,23.8,3,963177.09,No
MSL-00871,92,Independent Living,2636.94,1BR,1,2,No,99,0,7.2,1,200688.41,No
MSL-00872,7,Independent Living,2267.38,1BR,3,4,No,93,1,35.1,10,23977.0,No
MSL-00873,6,Skilled Nursing,6513.59,Suite,3,4,No,38,1,23.8,10,73503.37,No
MSL-00874,15,Skilled Nursing,7838.74,1BR,1,1,No,33,4,72.6,8,512534.09,No
MSL-00875,44,Independent Living,2637.77,1BR,1,1,No,24,2,21.3,4,129285.42,No
MSL-00876,12,Independent Living,2146.36,2BR,1,2,No,86,3,10.7,9,30835.05,Yes
MSL-00877,53,Independent Living,2558.86,2BR,2,5,No,75,1,32.3,5,310342.97,No
MSL-00878,48,Independent Living,2340.94,2BR,3,4,No,72,3,21.3,4,114829.02,No
MSL-00879,58,Independent Living,2387.76,Suite,3,3,No,47,1,28.2,8,216549.17,No
MSL-00880,18,Skilled Nursing,7550.69,1BR,2,2,No,47,2,36.6,10,145625.45,No
MSL-00881,60,Memory Care,5260.47,1BR,3,1,No,70,1,36.7,9,423244.99,No
MSL-00882,35,Independent Living,2589.94,2BR,2,1,No,36,2,17.7,5,44963.73,Yes
MSL-00883,77,Independent Living,2735.29,2BR,3,2,No,2,1,42.9,3,332948.34,No
MSL-00884,41,Independent Living,2566.86,2BR,3,2,No,37,3,67.0,4,86640.24,No
MSL-00885,19,Independent Living,2864.97,1BR,3,1,Yes,44,1,30.5,6,119191.63,Yes
MSL-00886,6,Independent Living,1913.7,Suite,2,2,No,20,3,53.7,4,7011.6,No
MSL-00887,46,Independent Living,2110.63,Suite,1,4,No,27,3,37.4,5,172071.97,No
MSL-00888,39,Skilled Nursing,8509.13,Studio,3,1,No,43,0,34.4,6,476927.61,No
MSL-00889,10,Independent Living,2238.4,1BR,1,2,No,74,0,19.3,1,33267.05,No
MSL-00890,11,Memory Care,5834.11,2BR,2,4,No,43,1,24.4,8,97912.36,No
MSL-00891,42,Independent Living,2580.54,1BR,3,1,No,18,1,144.9,9,61715.02,Yes
MSL-00892,61,Independent Living,1949.38,2BR,3,6,No,28,3,132.5,9,166649.52,Yes
MSL-00893,35,Skilled Nursing,7646.45,Studio,3,3,No,85,1,110.1,3,342991.45,No
MSL-00894,38,Skilled Nursing,6874.07,2BR,1,0,No,63,1,38.1,6,285156.2,No
MSL-00895,53,Independent Living,2081.49,Studio,3,6,No,38,0,39.9,1,80161.27,Yes
MSL-00896,25,Memory Care,5230.78,Suite,3,6,No,3,1,122.8,3,83996.29,Yes
MSL-00897,67,Memory Care,6357.89,2BR,3,1,No,14,2,18.8,8,311302.07,No
MSL-00898,9,Independent Living,2507.4,Studio,3,4,No,34,3,26.4,1,16125.77,Yes
MSL-00899,57,Independent Living,2251.01,2BR,3,3,Yes,81,0,56.9,5,165539.33,Yes
MSL-00900,19,Memory Care,5343.99,1BR,3,0,No,68,1,60.2,9,102546.97,Yes
MSL-00901,47,Independent Living,1859.59,1BR,1,4,No,92,0,34.8,8,89369.84,No
MSL-00902,59,Independent Living,2520.29,Studio,2,3,No,56,0,2.9,1,288299.81,Yes
MSL-00903,49,Independent Living,2327.98,Suite,3,5,No,22,1,31.5,6,131822.21,Yes
MSL-00904,77,Independent Living,2009.82,2BR,1,5,No,97,0,15.3,3,201428.09,No
MSL-00905,31,Memory Care,4795.76,1BR,2,5,No,100,2,39.9,1,221184.68,No
MSL-00906,76,Independent Living,2439.93,Studio,1,4,No,24,2,25.7,2,310676.75,No
MSL-00907,15,Skilled Nursing,6879.96,2BR,2,3,No,18,1,6.2,4,186854.5,No
MSL-00908,19,Independent Living,1600.0,Studio,2,0,Yes,80,2,17.1,5,38817.22,No
MSL-00909,58,Skilled Nursing,6785.41,Studio,2,1,No,47,3,81.7,9,547685.9,No
MSL-00910,38,Skilled Nursing,6083.08,Studio,3,1,No,34,1,138.0,10,323058.23,No
MSL-00911,15,Memory Care,5545.41,2BR,3,1,Yes,70,0,69.2,10,114686.92,No
MSL-00912,62,Independent Living,2133.15,2BR,3,2,No,39,2,88.1,9,40948.56,Yes
MSL-00913,5,Independent Living,2934.86,1BR,2,3,No,63,1,33.9,2,12004.26,Yes
MSL-00914,79,Independent Living,2674.01,1BR,3,4,No,68,1,22.0,5,413028.64,No
MSL-00915,43,Skilled Nursing,7010.09,1BR,3,4,No,6,1,2.4,3,369556.25,No
MSL-00916,22,Independent Living,2372.14,2BR,2,2,No,17,0,57.2,8,92469.61,Yes
MSL-00917,12,Independent Living,2543.17,2BR,2,2,Yes,24,3,50.0,3,31002.41,Yes
MSL-00918,93,Skilled Nursing,7810.02,2BR,3,2,No,24,1,81.6,3,864481.56,No
MSL-00919,62,Independent Living,1997.96,2BR,3,5,No,11,1,33.0,4,95292.77,Yes
MSL-00920,16,Skilled Nursing,7655.94,Studio,2,3,No,70,0,15.1,9,144683.79,No
MSL-00921,40,Independent Living,2871.61,2BR,2,0,No,70,0,27.3,10,173356.76,No
MSL-00922,5,Independent Living,2440.98,1BR,2,2,No,50,1,24.2,2,6662.28,Yes
MSL-00923,89,Memory Care,5280.3,2BR,3,2,No,26,1,48.8,1,251216.01,No
MSL-00924,30,Skilled Nursing,6222.75,Studio,2,2,No,63,1,35.3,7,233896.19,No
MSL-00925,9,Skilled Nursing,6299.52,1BR,3,5,No,84,0,56.2,3,102434.07,No
MSL-00926,39,Skilled Nursing,7575.79,Studio,3,4,No,45,4,51.5,1,239810.98,No
MSL-00927,78,Independent Living,2409.68,Suite,3,1,No,19,0,165.1,6,139233.67,No
MSL-00928,79,Skilled Nursing,6233.2,1BR,2,2,No,0,1,16.0,5,332671.46,No
MSL-00929,32,Independent Living,2435.84,Studio,3,2,Yes,71,2,46.6,9,86922.67,No
MSL-00930,79,Memory Care,4526.52,Suite,2,2,Yes,2,4,22.8,3,310203.09,No
MSL-00931,70,Independent Living,2408.85,2BR,3,4,No,47,1,23.6,8,311450.9,No
MSL-00932,11,Skilled Nursing,6161.35,1BR,3,3,No,94,2,67.6,7,55396.26,No
MSL-00933,71,Independent Living,2386.6,Studio,3,3,No,34,1,52.4,1,106959.36,No
MSL-00934,7,Independent Living,2820.71,1BR,2,5,No,14,0,71.4,10,12258.44,No
MSL-00935,62,Independent Living,2530.35,2BR,3,1,Yes,58,0,64.8,4,174377.36,Yes
MSL-00936,76,Independent Living,2234.2,1BR,3,1,No,3,0,77.0,4,180232.29,No
MSL-00937,40,Independent Living,2345.32,Studio,2,4,No,53,2,36.8,3,88577.09,No
MSL-00938,93,Skilled Nursing,6153.88,1BR,3,0,No,65,2,37.1,10,456438.8,No
MSL-00939,16,Independent Living,2766.02,1BR,3,2,No,81,2,62.3,9,41369.14,No
MSL-00940,54,Skilled Nursing,6644.02,1BR,3,5,No,92,2,23.1,7,846150.68,No
MSL-00941,53,Independent Living,2805.92,1BR,1,3,No,73,0,6.7,8,61287.28,No
MSL-00942,23,Independent Living,2013.9,1BR,2,2,No,63,0,22.8,9,35172.83,No
MSL-00943,49,Memory Care,4682.74,Studio,2,0,No,25,1,38.7,5,162421.36,No
MSL-00944,43,Memory Care,5261.54,Suite,3,1,No,39,0,49.5,4,162896.38,No
MSL-00945,80,Independent Living,2455.85,1BR,3,2,No,76,2,18.2,4,241279.7,No
MSL-00946,58,Independent Living,1953.74,Studio,2,3,Yes,65,1,19.7,6,89950.11,No
MSL-00947,9,Independent Living,2476.95,Studio,3,7,No,16,0,8.3,7,13588.27,Yes
MSL-00948,22,Skilled Nursing,7782.7,Suite,2,1,No,57,1,14.5,1,118099.04,No
MSL-00949,95,Skilled Nursing,6808.3,Studio,2,3,Yes,94,0,58.0,3,716955.22,No
MSL-00950,72,Independent Living,2200.1,1BR,2,1,Yes,26,0,91.7,3,176360.34,Yes
MSL-00951,30,Independent Living,1987.81,2BR,3,2,Yes,62,0,15.6,1,68552.1,Yes
MSL-00952,3,Skilled Nursing,6478.92,1BR,3,0,Yes,88,0,61.4,2,14665.4,No
MSL-00953,82,Skilled Nursing,7818.05,Suite,3,5,No,51,0,89.3,4,503408.23,Yes
MSL-00954,21,Skilled Nursing,6316.97,1BR,3,3,No,55,2,10.2,6,144919.22,No
MSL-00955,65,Memory Care,6053.41,Studio,3,3,Yes,27,4,117.5,7,557935.22,Yes
MSL-00956,3,Memory Care,4899.73,Studio,3,3,No,84,4,55.8,3,13855.57,No
MSL-00957,10,Independent Living,2796.81,1BR,3,3,Yes,61,0,29.7,7,12678.96,No
MSL-00958,77,Independent Living,2740.22,1BR,3,4,No,67,2,39.7,9,516386.82,No
MSL-00959,8,Memory Care,5850.05,1BR,2,3,No,82,4,29.3,7,51081.95,No
MSL-00960,6,Skilled Nursing,6068.94,1BR,2,2,No,69,1,29.1,6,28986.06,No
MSL-00961,10,Independent Living,2165.38,Studio,3,1,Yes,95,2,26.1,3,14360.09,Yes
MSL-00962,16,Memory Care,5109.01,1BR,3,3,No,1,1,16.7,4,251769.8,No
MSL-00963,57,Memory Care,6090.55,Suite,3,1,Yes,84,4,69.8,4,434631.04,Yes
MSL-00964,50,Independent Living,2534.89,Suite,2,2,No,80,0,14.0,1,235611.56,No
MSL-00965,57,Memory Care,6406.16,2BR,2,5,No,93,2,33.4,10,290845.28,No
MSL-00966,84,Memory Care,5349.19,Studio,2,1,No,65,1,19.1,5,380149.99,No
MSL-00967,76,Independent Living,2356.1,1BR,3,2,No,77,2,9.0,4,105254.7,Yes
MSL-00968,34,Skilled Nursing,6598.71,2BR,3,4,No,67,3,10.7,5,390381.62,No
MSL-00969,8,Independent Living,2343.78,1BR,3,3,Yes,82,2,71.5,3,43424.24,Yes
MSL-00970,74,Independent Living,2652.13,1BR,2,3,No,75,3,42.7,2,81543.63,Yes
MSL-00971,1,Independent Living,2510.53,Studio,1,3,Yes,45,1,73.0,5,3014.24,No
MSL-00972,48,Independent Living,2399.76,Studio,3,2,No,98,2,23.3,9,257847.22,No
MSL-00973,57,Independent Living,3113.14,1BR,2,2,No,90,2,30.3,2,132977.66,No
MSL-00974,92,Memory Care,4857.23,Studio,1,1,No,66,1,32.7,1,344812.69,No
MSL-00975,74,Memory Care,4847.77,1BR,3,3,No,98,3,31.5,7,419568.52,No
MSL-00976,70,Skilled Nursing,6584.81,Suite,1,1,No,89,3,109.7,2,877314.77,No
MSL-00977,58,Memory Care,5861.2,1BR,2,2,No,91,1,38.3,4,427686.37,No
MSL-00978,76,Skilled Nursing,7045.05,1BR,3,3,No,38,1,26.2,5,571634.2,No
MSL-00979,43,Skilled Nursing,8545.51,Studio,3,5,No,2,0,43.2,4,976142.46,No
MSL-00980,45,Independent Living,2388.51,2BR,2,4,No,25,1,38.4,9,94432.8,No
MSL-00981,66,Independent Living,2358.79,2BR,2,3,No,28,0,32.8,1,96576.02,No
MSL-00982,59,Independent Living,1838.87,Studio,3,2,No,56,0,73.6,2,110560.09,Yes
MSL-00983,87,Skilled Nursing,5926.5,Studio,1,5,No,6,1,56.7,2,443985.89,No
MSL-00984,75,Skilled Nursing,6569.11,2BR,3,2,No,17,1,22.7,7,410809.54,No
MSL-00985,45,Independent Living,3093.44,1BR,3,1,No,60,1,76.2,5,148404.84,No
MSL-00986,7,Skilled Nursing,7382.28,Studio,2,3,No,49,1,3.4,2,67132.46,No
MSL-00987,65,Skilled Nursing,7483.47,Suite,1,1,No,7,1,62.3,2,374983.79,No
MSL-00988,41,Independent Living,2040.01,1BR,3,2,No,0,2,61.9,5,63525.45,Yes
MSL-00989,7,Independent Living,2794.81,1BR,2,3,No,23,0,65.1,3,6894.55,No
MSL-00990,28,Skilled Nursing,8451.91,Studio,2,3,Yes,82,0,41.8,6,174602.93,No
MSL-00991,45,Independent Living,2099.14,2BR,3,2,No,50,1,145.7,3,151345.49,Yes
MSL-00992,66,Skilled Nursing,7617.09,1BR,2,1,No,69,0,5.4,3,492263.15,No
MSL-00993,77,Independent Living,2376.8,Studio,1,0,No,55,0,21.9,7,169761.6,No
MSL-00994,83,Memory Care,4668.83,Studio,3,3,Yes,3,3,15.4,2,437367.23,No
MSL-00995,30,Independent Living,2595.75,1BR,2,2,Yes,21,3,40.3,1,64992.45,No
MSL-00996,61,Skilled Nursing,6540.43,2BR,1,3,Yes,42,1,86.9,9,1055733.1,No
MSL-00997,62,Skilled Nursing,6676.65,Studio,3,4,Yes,52,2,11.0,9,295637.95,No
MSL-00998,3,Memory Care,4195.76,Suite,2,5,No,95,1,24.9,7,17926.84,No
MSL-00999,69,Memory Care,5965.97,2BR,3,1,No,46,2,88.6,5,721813.99,No
MSL-01000,45,Skilled Nursing,6145.79,1BR,2,0,No,81,0,2.6,5,241874.79,No
