PolicyID,policy_age_mo,Coverage Type,PREMIUM,Pet_Species,petAge,VET_VISITS_YTD,Multi_pet_Household,claimsFiled,AutoRenew,discount_applied,ZIPRegion,est_lifetime_val,Status
TPI-00812,59,Wellness Plus,91.7,Cat,14,1,No,1,Yes,No,Suburban,4701.34,Active
TPI-00813,52,Wellness Plus,78.84,Dog,3,4,No,0,Yes,No,Urban,4265.82,Active
TPI-00814,10,Basic Accident,18.79,Dog,15,1,No,3,No,No,Urban,298.52,Active
TPI-00815,24,Basic Accident,17.62,Cat,3,2,Yes,0,Yes,No,Rural,879.17,Active
TPI-00816,27,Comprehensive,51.24,Cat,10,3,No,3,Yes,Yes,Rural,2376.58,Active
TPI-00817,8,Comprehensive,46.02,Dog,13,3,No,0,No,Yes,Suburban,1576.81,Active
TPI-00818,28,Basic Accident,21.86,Cat,7,3,No,0,Yes,No,Rural,801.56,Active
TPI-00819,10,Basic Accident,21.16,Dog,7,2,No,2,No,Yes,Urban,200.74,Active
TPI-00820,17,Basic Accident,21.0,Dog,8,2,No,1,No,No,Suburban,321.43,Lapsed
TPI-00821,46,Basic Accident,20.34,Other,1,2,Yes,3,No,No,Urban,938.3,Lapsed
TPI-00822,32,Comprehensive,58.42,Dog,13,1,Yes,3,Yes,No,Urban,1296.27,Active
TPI-00823,10,Basic Accident,23.49,Cat,5,6,No,0,Yes,No,Rural,315.81,Active
TPI-00824,8,Basic Accident,24.46,Dog,3,2,No,1,Yes,Yes,Suburban,737.25,Active
TPI-00825,10,Wellness Plus,99.47,Other,3,1,Yes,0,Yes,No,Suburban,1010.64,Active
TPI-00826,57,Basic Accident,17.87,Cat,14,3,No,1,Yes,Yes,Rural,1910.74,Lapsed
TPI-00827,15,Basic Accident,28.57,Dog,9,2,No,2,Yes,Yes,Suburban,866.53,Active
TPI-00828,11,Wellness Plus,85.66,Cat,2,1,No,0,No,No,Urban,1160.83,Lapsed
TPI-00829,27,Wellness Plus,62.33,Cat,12,0,No,3,No,No,Urban,2842.84,Active
TPI-00830,43,Wellness Plus,79.66,Dog,15,2,Yes,0,No,No,Urban,4214.68,Active
TPI-00831,26,Basic Accident,21.94,Dog,13,1,No,0,Yes,No,Urban,382.97,Active
TPI-00832,11,Wellness Plus,76.08,Cat,9,3,No,1,No,Yes,Urban,1133.24,Lapsed
TPI-00833,23,Comprehensive,49.38,Dog,12,3,No,0,No,No,Suburban,1154.65,Active
TPI-00834,17,Basic Accident,26.64,Cat,5,4,Yes,1,Yes,No,Suburban,319.62,Active
TPI-00835,9,Basic Accident,22.4,Cat,3,3,No,0,No,No,Suburban,201.1,Active
TPI-00836,50,Basic Accident,25.3,Dog,0,4,Yes,1,No,No,Urban,1326.71,Lapsed
TPI-00837,53,Basic Accident,15.97,Dog,15,1,Yes,1,No,No,Rural,942.59,Lapsed
TPI-00838,51,Comprehensive,50.27,Dog,10,2,No,1,No,No,Suburban,8490.89,Active
TPI-00839,48,Basic Accident,17.38,Dog,10,1,No,0,No,No,Suburban,1755.71,Lapsed
TPI-00840,3,Basic Accident,19.57,Cat,15,4,No,0,No,No,Suburban,0.0,Lapsed
TPI-00841,3,Basic Accident,16.86,Dog,4,0,Yes,0,Yes,Yes,Suburban,181.45,Lapsed
TPI-00842,19,Comprehensive,46.52,Dog,12,3,No,0,No,No,Urban,739.15,Active
TPI-00843,8,Wellness Plus,85.63,Dog,9,2,No,0,Yes,No,Rural,637.7,Active
TPI-00844,31,Comprehensive,53.58,Dog,4,2,No,0,Yes,No,Urban,2547.67,Active
TPI-00845,41,Basic Accident,23.09,Cat,10,0,No,2,Yes,No,Suburban,1030.15,Lapsed
TPI-00846,48,Comprehensive,47.11,Cat,12,5,No,2,Yes,No,Suburban,2782.11,Active
TPI-00847,7,Comprehensive,56.09,Cat,1,3,No,3,No,No,Suburban,449.03,Active
TPI-00848,7,Comprehensive,36.9,Other,11,6,No,0,Yes,No,Urban,350.75,Active
TPI-00849,38,Wellness Plus,80.22,Dog,13,1,Yes,0,Yes,No,Suburban,4220.19,Active
TPI-00850,24,Basic Accident,21.91,Dog,0,4,Yes,2,Yes,Yes,Urban,1160.45,Active
TPI-00851,52,Basic Accident,17.97,Dog,12,1,No,0,Yes,No,Suburban,870.8,Active
TPI-00852,52,Comprehensive,48.99,Other,2,1,No,0,Yes,No,Suburban,5698.82,Active
TPI-00853,53,Wellness Plus,59.94,Dog,0,0,No,3,No,No,Urban,3843.77,Active
TPI-00854,45,Comprehensive,43.36,Dog,11,2,No,0,Yes,No,Suburban,2183.61,Active
TPI-00855,0,Basic Accident,24.14,Dog,15,3,No,0,No,No,Rural,87.8,Lapsed
TPI-00856,4,Comprehensive,40.14,Dog,13,2,No,2,No,No,Urban,314.55,Active
TPI-00857,40,Comprehensive,37.43,Cat,9,5,No,1,Yes,No,Suburban,1938.09,Lapsed
TPI-00858,34,Wellness Plus,74.06,Dog,7,1,No,2,Yes,Yes,Rural,3233.04,Active
TPI-00859,44,Wellness Plus,72.66,Other,10,3,No,0,Yes,No,Suburban,3332.66,Active
TPI-00860,43,Wellness Plus,78.03,Dog,12,2,No,2,Yes,Yes,Urban,6668.61,Active
TPI-00861,23,Comprehensive,41.12,Dog,0,2,No,0,Yes,Yes,Urban,1119.85,Active
TPI-00862,43,Wellness Plus,81.92,Dog,9,1,No,3,Yes,No,Suburban,2031.24,Active
TPI-00863,25,Comprehensive,50.91,Dog,2,1,No,0,No,Yes,Urban,2725.0,Active
TPI-00864,36,Wellness Plus,86.8,Dog,3,2,No,1,No,No,Rural,3733.17,Active
TPI-00865,11,Basic Accident,25.14,Dog,12,2,No,0,No,Yes,Urban,78.51,Lapsed
TPI-00866,23,Basic Accident,13.62,Dog,4,0,Yes,0,Yes,Yes,Urban,216.87,Active
TPI-00867,12,Comprehensive,51.64,Cat,15,4,No,0,Yes,No,Urban,675.11,Active
TPI-00868,53,Basic Accident,26.1,Cat,4,3,No,0,Yes,No,Urban,1846.81,Lapsed
TPI-00869,54,Basic Accident,24.52,Cat,15,3,No,1,Yes,No,Suburban,493.81,Active
TPI-00870,26,Comprehensive,54.44,Dog,13,1,No,2,No,Yes,Urban,637.19,Active
TPI-00871,29,Basic Accident,15.65,Dog,3,3,Yes,2,Yes,No,Rural,725.97,Lapsed
TPI-00872,22,Comprehensive,44.44,Cat,4,0,No,0,Yes,Yes,Suburban,1954.63,Active
TPI-00873,57,Basic Accident,19.19,Other,15,2,No,1,No,No,Urban,2101.98,Active
TPI-00874,28,Comprehensive,56.22,Cat,13,1,No,1,No,No,Suburban,919.28,Active
TPI-00875,50,Basic Accident,19.32,Cat,6,3,No,1,Yes,No,Rural,1311.25,Lapsed
TPI-00876,51,Basic Accident,18.12,Other,7,1,No,0,Yes,No,Suburban,1336.45,Active
TPI-00877,33,Comprehensive,47.52,Cat,7,5,No,0,Yes,Yes,Suburban,1939.57,Active
TPI-00878,28,Basic Accident,28.09,Dog,8,1,Yes,0,No,No,Urban,1258.92,Lapsed
TPI-00879,50,Comprehensive,53.36,Cat,7,5,Yes,0,No,No,Rural,1793.32,Active
TPI-00880,42,Comprehensive,48.9,Dog,8,3,No,0,Yes,Yes,Suburban,2603.95,Active
TPI-00881,4,Comprehensive,42.14,Dog,13,0,No,0,Yes,No,Suburban,525.89,Active
TPI-00882,44,Comprehensive,36.74,Dog,2,3,Yes,2,Yes,Yes,Urban,1603.7,Active
TPI-00883,37,Basic Accident,19.93,Dog,6,3,No,2,No,Yes,Urban,647.56,Active
TPI-00884,42,Comprehensive,38.45,Cat,0,0,No,1,Yes,No,Rural,2381.97,Active
TPI-00885,10,Basic Accident,12.76,Dog,2,1,No,1,Yes,No,Suburban,280.85,Active
TPI-00886,43,Wellness Plus,84.89,Dog,12,2,Yes,1,Yes,No,Suburban,1761.58,Active
TPI-00887,29,Comprehensive,40.3,Cat,3,0,No,0,Yes,No,Urban,1909.68,Active
TPI-00888,22,Comprehensive,44.07,Cat,11,3,No,0,No,No,Suburban,475.1,Active
TPI-00889,41,Wellness Plus,55.0,Dog,2,0,No,0,Yes,Yes,Suburban,3374.12,Active
TPI-00890,0,Basic Accident,20.75,Dog,15,0,No,1,Yes,No,Urban,264.06,Lapsed
TPI-00891,43,Basic Accident,19.55,Dog,7,1,No,2,Yes,No,Urban,963.04,Lapsed
TPI-00892,46,Wellness Plus,84.5,Cat,7,3,No,1,Yes,No,Suburban,4205.57,Active
TPI-00893,29,Basic Accident,19.12,Cat,10,1,No,1,Yes,No,Urban,522.53,Active
TPI-00894,35,Comprehensive,53.17,Dog,2,2,No,0,Yes,Yes,Suburban,3280.75,Active
TPI-00895,5,Wellness Plus,94.47,Dog,3,2,Yes,1,No,Yes,Suburban,516.71,Lapsed
TPI-00896,55,Wellness Plus,80.07,Cat,6,4,No,1,Yes,No,Urban,3969.43,Lapsed
TPI-00897,15,Basic Accident,23.27,Other,0,2,No,3,No,No,Suburban,878.09,Lapsed
TPI-00898,42,Wellness Plus,70.79,Dog,0,0,No,0,Yes,Yes,Urban,2966.85,Active
TPI-00899,48,Comprehensive,55.95,Dog,13,0,No,2,Yes,Yes,Suburban,2087.28,Active
TPI-00900,3,Comprehensive,56.53,Dog,4,2,Yes,0,Yes,Yes,Urban,336.27,Active
TPI-00901,38,Comprehensive,32.0,Dog,9,2,No,0,Yes,No,Rural,995.97,Active
TPI-00902,43,Wellness Plus,67.68,Dog,2,2,Yes,1,No,No,Suburban,6384.34,Active
TPI-00903,23,Wellness Plus,88.76,Cat,11,3,No,1,Yes,No,Rural,1938.69,Active
TPI-00904,16,Comprehensive,44.29,Other,0,2,No,1,No,No,Rural,542.23,Lapsed
TPI-00905,21,Comprehensive,45.88,Dog,12,4,Yes,2,Yes,Yes,Suburban,960.75,Active
TPI-00906,59,Basic Accident,16.32,Dog,10,2,Yes,0,No,No,Rural,873.16,Lapsed
TPI-00907,24,Basic Accident,29.1,Dog,6,1,No,1,No,No,Urban,644.63,Active
TPI-00908,31,Comprehensive,44.67,Dog,13,2,No,0,Yes,Yes,Suburban,1297.14,Active
TPI-00909,46,Basic Accident,21.49,Cat,13,1,Yes,1,Yes,Yes,Urban,557.12,Lapsed
TPI-00910,28,Basic Accident,22.13,Dog,9,6,Yes,0,No,No,Urban,682.35,Active
TPI-00911,6,Basic Accident,20.22,Cat,10,2,No,0,Yes,No,Rural,193.42,Active
TPI-00912,27,Basic Accident,28.22,Dog,9,1,No,2,No,No,Suburban,1367.52,Active
TPI-00913,19,Comprehensive,34.27,Dog,5,1,Yes,2,Yes,Yes,Rural,666.15,Active
TPI-00914,13,Basic Accident,19.23,Cat,11,1,No,2,Yes,Yes,Suburban,469.28,Active
TPI-00915,55,Comprehensive,56.21,Cat,6,1,No,0,Yes,No,Suburban,4928.39,Active
TPI-00916,25,Wellness Plus,82.17,Other,13,2,No,3,Yes,No,Rural,2683.96,Lapsed
TPI-00917,19,Wellness Plus,71.3,Cat,5,2,No,1,Yes,No,Urban,1178.74,Active
TPI-00918,25,Basic Accident,22.84,Cat,11,4,Yes,0,Yes,Yes,Suburban,992.05,Lapsed
TPI-00919,4,Basic Accident,23.41,Dog,1,1,No,1,Yes,Yes,Suburban,390.59,Active
TPI-00920,55,Basic Accident,21.1,Cat,5,1,Yes,0,No,No,Urban,1228.57,Lapsed
TPI-00921,23,Comprehensive,62.56,Dog,8,2,No,2,Yes,No,Rural,1913.9,Active
TPI-00922,1,Wellness Plus,80.09,Dog,13,6,Yes,1,Yes,Yes,Urban,281.1,Active
TPI-00923,45,Wellness Plus,73.27,Cat,14,1,No,0,Yes,No,Rural,2779.1,Active
TPI-00924,39,Wellness Plus,72.85,Dog,8,5,Yes,1,Yes,No,Urban,4501.0,Active
TPI-00925,28,Basic Accident,24.26,Dog,0,2,Yes,0,Yes,No,Urban,772.72,Active
TPI-00926,21,Basic Accident,25.48,Other,14,2,No,2,No,Yes,Urban,388.68,Active
TPI-00927,37,Wellness Plus,78.49,Other,9,2,No,1,Yes,No,Suburban,5634.32,Active
TPI-00928,25,Comprehensive,45.26,Cat,10,5,Yes,0,Yes,Yes,Urban,2019.01,Lapsed
TPI-00929,6,Basic Accident,24.92,Dog,8,6,No,0,Yes,No,Suburban,227.89,Active
TPI-00930,57,Wellness Plus,80.32,Dog,8,3,No,1,No,No,Suburban,14763.93,Active
TPI-00931,0,Basic Accident,21.58,Dog,8,0,Yes,0,Yes,Yes,Suburban,182.19,Active
TPI-00932,24,Wellness Plus,69.1,Other,10,0,No,0,No,No,Suburban,893.78,Active
TPI-00933,25,Comprehensive,65.7,Dog,12,0,No,1,Yes,No,Suburban,1743.95,Active
TPI-00934,56,Comprehensive,32.0,Cat,11,3,No,0,No,Yes,Suburban,919.55,Active
TPI-00935,48,Basic Accident,20.96,Dog,12,1,No,0,Yes,No,Suburban,1358.22,Lapsed
TPI-00936,51,Wellness Plus,73.81,Dog,2,3,No,1,No,No,Urban,7127.06,Active
TPI-00937,60,Comprehensive,39.17,Dog,7,0,No,3,Yes,Yes,Suburban,1904.45,Lapsed
TPI-00938,27,Comprehensive,45.87,Cat,11,1,No,1,No,No,Urban,1096.1,Active
TPI-00939,28,Comprehensive,53.18,Cat,5,2,No,0,Yes,Yes,Suburban,1205.63,Active
TPI-00940,57,Basic Accident,22.53,Dog,6,2,No,0,No,Yes,Suburban,1137.14,Lapsed
TPI-00941,30,Basic Accident,20.38,Cat,4,3,No,0,No,No,Suburban,510.32,Active
TPI-00942,31,Basic Accident,17.79,Cat,12,1,Yes,2,Yes,No,Urban,658.6,Active
TPI-00943,24,Comprehensive,48.65,Dog,1,1,No,0,No,No,Rural,1535.95,Active
TPI-00944,53,Comprehensive,39.25,Cat,11,2,No,4,No,No,Suburban,1473.44,Active
TPI-00945,57,Basic Accident,22.63,Dog,6,1,No,1,No,Yes,Suburban,1545.58,Active
TPI-00946,28,Basic Accident,27.89,Dog,0,5,No,1,Yes,No,Suburban,1325.7,Active
TPI-00947,28,Basic Accident,24.03,Dog,3,1,Yes,0,Yes,No,Rural,519.18,Active
TPI-00948,56,Wellness Plus,98.63,Dog,8,0,No,2,No,No,Suburban,2872.62,Active
TPI-00949,14,Wellness Plus,67.0,Dog,9,1,Yes,1,Yes,No,Suburban,681.15,Lapsed
TPI-00950,55,Comprehensive,53.91,Dog,5,2,Yes,0,Yes,Yes,Suburban,2542.53,Active
TPI-00951,60,Basic Accident,16.68,Cat,14,2,No,0,Yes,No,Rural,716.61,Lapsed
TPI-00952,16,Wellness Plus,80.61,Cat,0,1,Yes,0,Yes,Yes,Suburban,2613.58,Active
TPI-00953,36,Comprehensive,52.66,Cat,10,2,No,1,No,No,Suburban,1836.8,Active
TPI-00954,33,Comprehensive,43.68,Dog,4,4,No,0,Yes,No,Urban,1132.53,Active
TPI-00955,38,Comprehensive,44.99,Cat,13,0,No,1,Yes,No,Urban,1367.59,Active
TPI-00956,60,Comprehensive,38.98,Cat,15,3,Yes,2,Yes,No,Urban,3552.8,Active
TPI-00957,32,Basic Accident,22.35,Dog,1,1,Yes,5,Yes,No,Urban,1468.8,Lapsed
TPI-00958,31,Comprehensive,52.28,Dog,8,4,Yes,3,Yes,No,Urban,1434.4,Active
TPI-00959,17,Basic Accident,25.67,Dog,11,3,No,2,No,No,Rural,636.84,Active
TPI-00960,34,Wellness Plus,85.16,Cat,10,0,No,0,No,No,Suburban,3633.47,Active
TPI-00961,45,Comprehensive,38.49,Cat,7,1,No,0,No,Yes,Suburban,2082.14,Active
TPI-00962,0,Comprehensive,37.57,Other,0,3,Yes,0,Yes,No,Urban,199.06,Active
TPI-00963,41,Wellness Plus,70.98,Cat,4,5,Yes,2,No,Yes,Urban,4685.58,Active
TPI-00964,27,Comprehensive,61.0,Cat,13,1,No,1,No,No,Rural,2169.6,Active
TPI-00965,51,Comprehensive,48.74,Cat,15,4,No,0,Yes,No,Suburban,2079.35,Active
TPI-00966,5,Comprehensive,42.24,Dog,2,2,No,2,Yes,Yes,Rural,340.96,Lapsed
TPI-00967,8,Comprehensive,32.6,Cat,0,2,Yes,0,Yes,Yes,Suburban,224.53,Active
TPI-00968,49,Comprehensive,48.91,Dog,3,1,No,1,Yes,No,Suburban,2808.0,Active
TPI-00969,35,Basic Accident,21.32,Dog,3,2,No,0,No,No,Urban,843.01,Active
TPI-00970,59,Comprehensive,48.12,Cat,4,1,No,2,No,No,Urban,2433.56,Active
TPI-00971,1,Comprehensive,56.89,Cat,6,0,No,2,Yes,No,Suburban,348.32,Lapsed
TPI-00972,5,Basic Accident,22.71,Other,12,4,Yes,0,Yes,Yes,Urban,170.01,Active
TPI-00973,10,Basic Accident,35.0,Dog,13,3,No,0,Yes,No,Suburban,386.09,Lapsed
TPI-00974,29,Basic Accident,29.48,Dog,8,0,Yes,1,No,No,Rural,1485.95,Active
TPI-00975,10,Basic Accident,22.05,Cat,4,2,No,2,Yes,Yes,Suburban,327.51,Lapsed
TPI-00976,15,Basic Accident,24.96,Other,2,4,No,0,Yes,No,Urban,389.01,Active
TPI-00977,44,Wellness Plus,71.64,Cat,4,0,No,1,Yes,No,Rural,4510.26,Active
TPI-00978,48,Wellness Plus,69.5,Dog,13,1,Yes,2,Yes,Yes,Suburban,2390.19,Active
TPI-00979,18,Basic Accident,21.17,Dog,10,2,Yes,2,Yes,Yes,Rural,751.87,Active
TPI-00980,36,Wellness Plus,66.05,Cat,9,6,Yes,1,Yes,Yes,Urban,1781.73,Active
TPI-00981,9,Comprehensive,32.0,Dog,2,2,No,0,Yes,No,Suburban,525.45,Active
TPI-00982,11,Comprehensive,41.98,Cat,0,3,Yes,1,Yes,No,Urban,1356.89,Active
TPI-00983,34,Wellness Plus,95.28,Dog,15,4,Yes,1,No,No,Urban,5151.22,Active
TPI-00984,23,Basic Accident,20.89,Cat,2,2,Yes,0,Yes,No,Urban,992.71,Lapsed
TPI-00985,8,Comprehensive,52.4,Other,9,1,No,1,Yes,No,Rural,620.84,Active
TPI-00986,52,Comprehensive,46.68,Dog,13,1,No,1,Yes,No,Urban,5476.04,Active
TPI-00987,4,Wellness Plus,72.76,Dog,12,2,No,0,Yes,No,Suburban,156.83,Active
TPI-00988,52,Comprehensive,53.71,Dog,14,2,No,0,Yes,Yes,Urban,3383.43,Active
TPI-00989,48,Comprehensive,50.14,Dog,11,4,No,1,No,No,Urban,3826.01,Lapsed
TPI-00990,54,Comprehensive,49.73,Dog,9,2,Yes,3,No,No,Suburban,2483.44,Lapsed
TPI-00991,15,Comprehensive,52.89,Cat,12,3,No,1,Yes,Yes,Rural,1182.86,Active
TPI-00992,44,Comprehensive,38.2,Dog,14,3,Yes,1,Yes,Yes,Suburban,1591.09,Active
TPI-00993,43,Basic Accident,25.95,Dog,3,3,No,1,Yes,No,Rural,2296.82,Active
TPI-00994,15,Comprehensive,50.72,Dog,3,3,No,2,No,No,Suburban,881.03,Active
TPI-00995,26,Comprehensive,51.11,Cat,7,0,No,0,Yes,Yes,Suburban,1338.65,Active
TPI-00996,19,Comprehensive,64.84,Dog,10,2,No,0,No,No,Suburban,972.13,Active
TPI-00997,34,Comprehensive,32.0,Dog,4,2,No,1,Yes,No,Urban,1341.05,Active
TPI-00998,53,Wellness Plus,77.9,Cat,14,5,No,0,Yes,No,Rural,8329.42,Active
TPI-00999,24,Basic Accident,25.87,Dog,2,0,Yes,2,No,Yes,Rural,1036.91,Active
TPI-01000,15,Basic Accident,24.79,Cat,14,1,No,1,Yes,No,Suburban,384.58,Active
TPI-01001,24,Comprehensive,44.84,Dog,15,2,No,0,No,Yes,Suburban,1149.74,Active
TPI-01002,13,Basic Accident,21.27,Dog,12,2,No,0,Yes,Yes,Urban,532.78,Active
TPI-01003,23,Comprehensive,52.34,Dog,5,2,No,0,No,Yes,Urban,1205.81,Active
TPI-01004,54,Comprehensive,55.08,Other,7,3,Yes,3,No,Yes,Urban,3398.64,Active
TPI-01005,56,Basic Accident,29.51,Dog,10,0,No,1,Yes,No,Rural,3143.73,Active
TPI-01006,17,Comprehensive,46.3,Dog,9,0,Yes,1,Yes,No,Urban,952.06,Active
TPI-01007,18,Comprehensive,45.3,Cat,1,1,No,2,Yes,No,Urban,1231.67,Active
TPI-01008,39,Basic Accident,17.76,Cat,1,1,Yes,1,Yes,No,Rural,1319.92,Active
TPI-01009,38,Basic Accident,22.56,Dog,2,4,Yes,0,Yes,No,Suburban,1384.11,Active
TPI-01010,7,Comprehensive,46.18,Dog,5,6,No,2,Yes,Yes,Urban,559.19,Active
TPI-01011,19,Wellness Plus,67.2,Dog,9,2,No,1,Yes,Yes,Suburban,2636.3,Active
TPI-01012,18,Wellness Plus,82.55,Dog,7,2,No,1,Yes,No,Suburban,1308.37,Active
TPI-01013,23,Basic Accident,17.56,Dog,4,2,Yes,1,No,No,Urban,307.5,Active
TPI-01014,42,Comprehensive,59.33,Cat,3,0,No,1,Yes,No,Suburban,3110.2,Active
TPI-01015,32,Basic Accident,22.62,Dog,14,3,Yes,2,Yes,No,Urban,1930.89,Lapsed
TPI-01016,53,Basic Accident,21.0,Cat,4,2,No,0,No,No,Suburban,2967.03,Lapsed
TPI-01017,18,Comprehensive,47.63,Dog,2,3,No,0,No,No,Suburban,568.27,Active
TPI-01018,0,Basic Accident,27.63,Dog,8,1,Yes,0,Yes,No,Urban,192.26,Lapsed
TPI-01019,45,Wellness Plus,71.09,Dog,8,1,No,0,No,Yes,Urban,1514.92,Active
TPI-01020,14,Comprehensive,42.29,Dog,10,3,No,0,No,No,Rural,695.88,Active
TPI-01021,47,Comprehensive,43.12,Cat,6,2,No,1,Yes,No,Suburban,2951.65,Active
TPI-01022,58,Basic Accident,22.16,Dog,11,2,Yes,0,Yes,No,Rural,990.71,Active
TPI-01023,57,Comprehensive,42.04,Cat,8,1,No,1,Yes,Yes,Rural,2205.11,Active
TPI-01024,30,Wellness Plus,86.9,Dog,11,0,Yes,1,No,No,Rural,5008.79,Active
TPI-01025,50,Comprehensive,54.69,Cat,11,4,No,1,No,Yes,Suburban,6617.76,Active
TPI-01026,44,Comprehensive,56.73,Dog,8,1,No,0,No,No,Rural,3777.18,Active
TPI-01027,4,Comprehensive,34.42,Dog,5,2,Yes,0,Yes,No,Suburban,239.28,Lapsed
TPI-01028,53,Comprehensive,43.93,Cat,6,3,No,0,No,No,Urban,5229.91,Active
TPI-01029,36,Comprehensive,52.52,Cat,12,1,No,1,Yes,No,Suburban,2487.98,Active
TPI-01030,3,Comprehensive,50.05,Cat,10,3,No,0,Yes,Yes,Rural,162.12,Active
TPI-01031,38,Comprehensive,45.62,Other,15,0,No,0,No,Yes,Rural,1370.46,Active
TPI-01032,16,Basic Accident,27.76,Cat,13,0,No,0,Yes,No,Rural,372.77,Lapsed
TPI-01033,3,Comprehensive,54.73,Dog,5,1,No,0,Yes,No,Suburban,497.24,Active
TPI-01034,43,Comprehensive,59.21,Cat,9,3,No,0,Yes,No,Rural,8480.3,Active
TPI-01035,25,Comprehensive,42.3,Cat,1,1,No,0,Yes,No,Urban,1007.03,Active
TPI-01036,1,Basic Accident,21.44,Cat,7,2,No,1,No,No,Urban,0.0,Lapsed
TPI-01037,47,Comprehensive,35.29,Cat,1,2,No,0,No,Yes,Rural,1525.6,Lapsed
TPI-01038,29,Wellness Plus,67.09,Dog,3,1,No,0,Yes,Yes,Rural,2343.64,Active
TPI-01039,32,Basic Accident,20.24,Cat,10,2,Yes,1,No,No,Suburban,475.9,Active
TPI-01040,8,Wellness Plus,97.36,Dog,9,0,No,1,Yes,Yes,Suburban,1125.99,Active
TPI-01041,45,Comprehensive,47.26,Dog,2,3,No,1,Yes,No,Suburban,5271.11,Active
TPI-01042,45,Basic Accident,23.89,Cat,4,2,No,0,Yes,No,Urban,1173.99,Lapsed
TPI-01043,19,Comprehensive,39.32,Dog,15,3,No,4,No,No,Urban,888.15,Active
TPI-01044,58,Basic Accident,13.78,Dog,4,1,No,1,No,No,Urban,1462.0,Lapsed
TPI-01045,29,Basic Accident,20.83,Cat,7,3,Yes,1,Yes,No,Suburban,506.66,Active
TPI-01046,4,Wellness Plus,70.99,Dog,13,4,Yes,0,Yes,No,Urban,416.42,Active
TPI-01047,58,Comprehensive,53.73,Other,4,2,Yes,0,Yes,No,Urban,2849.27,Active
TPI-01048,34,Comprehensive,39.75,Dog,15,3,No,1,No,Yes,Suburban,1061.67,Active
TPI-01049,30,Comprehensive,63.75,Cat,4,3,No,2,No,No,Urban,1293.83,Active
TPI-01050,10,Comprehensive,38.78,Dog,5,2,No,0,Yes,No,Suburban,678.2,Active
TPI-01051,10,Comprehensive,47.05,Cat,13,4,No,0,Yes,No,Rural,1073.37,Active
TPI-01052,45,Basic Accident,23.06,Dog,12,2,Yes,0,No,Yes,Urban,1571.65,Active
TPI-01053,42,Comprehensive,49.62,Dog,12,1,No,0,No,No,Urban,5410.33,Active
TPI-01054,47,Wellness Plus,81.83,Cat,2,1,No,0,Yes,Yes,Urban,5813.83,Active
TPI-01055,59,Basic Accident,31.28,Dog,15,1,No,0,No,No,Suburban,1950.96,Active
TPI-01056,57,Wellness Plus,82.15,Dog,2,1,No,1,Yes,No,Urban,4609.35,Active
TPI-01057,41,Basic Accident,24.76,Dog,12,3,No,1,Yes,Yes,Suburban,1266.37,Active
TPI-01058,10,Basic Accident,14.98,Dog,11,3,Yes,2,Yes,Yes,Urban,402.03,Lapsed
TPI-01059,13,Comprehensive,42.8,Dog,1,3,No,4,Yes,Yes,Suburban,967.42,Active
TPI-01060,7,Wellness Plus,88.5,Dog,2,2,Yes,1,Yes,Yes,Urban,1218.8,Active
TPI-01061,28,Basic Accident,19.49,Other,8,4,Yes,0,Yes,No,Urban,485.55,Active
TPI-01062,31,Comprehensive,46.58,Dog,15,1,No,1,Yes,Yes,Rural,1407.66,Active
TPI-01063,3,Basic Accident,17.69,Dog,1,0,Yes,0,Yes,Yes,Suburban,205.7,Active
TPI-01064,34,Basic Accident,24.03,Cat,5,1,Yes,0,Yes,No,Urban,755.04,Active
TPI-01065,2,Comprehensive,49.6,Dog,5,1,Yes,2,Yes,No,Rural,353.33,Active
TPI-01066,57,Wellness Plus,60.6,Cat,15,1,No,2,Yes,No,Suburban,1550.89,Active
TPI-01067,1,Basic Accident,25.93,Cat,15,3,Yes,0,Yes,No,Urban,202.78,Active
TPI-01068,29,Basic Accident,16.22,Cat,11,2,Yes,0,Yes,Yes,Suburban,589.37,Active
TPI-01069,12,Comprehensive,63.47,Cat,7,1,No,0,Yes,No,Suburban,767.11,Active
TPI-01070,60,Basic Accident,26.83,Cat,6,0,No,0,No,No,Urban,1165.0,Active
TPI-01071,19,Basic Accident,18.59,Cat,3,2,No,1,Yes,No,Rural,539.91,Lapsed
TPI-01072,21,Comprehensive,50.82,Dog,12,4,Yes,1,Yes,No,Suburban,890.96,Active
TPI-01073,45,Basic Accident,18.68,Cat,10,2,No,0,No,No,Urban,524.19,Active
TPI-01074,36,Comprehensive,48.56,Other,4,1,No,0,No,No,Urban,2079.31,Lapsed
TPI-01075,19,Basic Accident,17.35,Cat,9,1,No,1,Yes,Yes,Suburban,134.78,Lapsed
TPI-01076,17,Basic Accident,19.89,Dog,12,2,Yes,0,Yes,Yes,Urban,462.49,Active
TPI-01077,16,Basic Accident,22.27,Dog,4,0,Yes,0,Yes,Yes,Urban,562.38,Active
TPI-01078,14,Wellness Plus,66.89,Dog,4,3,No,2,No,No,Suburban,652.07,Active
TPI-01079,13,Basic Accident,26.96,Dog,11,2,Yes,1,Yes,No,Urban,770.75,Lapsed
TPI-01080,38,Wellness Plus,73.56,Cat,0,0,No,1,Yes,No,Suburban,1687.49,Active
TPI-01081,47,Basic Accident,17.04,Dog,4,3,Yes,1,Yes,Yes,Urban,669.13,Active
