Client Reference Number,Months as Client,Service Tier,Monthly Retainer Fee,Primary Practice Area,Case Load Estimate,Number of Matters Filed,Preferred Contact Method,Has Dedicated Attorney,Average Response Time Hours,Referral Source,Billing Dispute Count,Uses Client Portal,Estimated Lifetime Client Value,Left Firm
VLS-00701,13,Basic Retainer,925.94,Corporate,4,2,Phone,No,14.6,Referral,0,No,8142.3,Yes
VLS-00702,19,Basic Retainer,732.01,Family,1,0,Phone,No,11.1,Referral,1,Yes,23547.95,No
VLS-00703,21,Basic Retainer,854.74,Real Estate,0,0,Email,No,8.1,Repeat Client,1,No,17415.21,No
VLS-00704,76,Signature Retainer,5049.73,Real Estate,2,1,Phone,Yes,1.8,Advertisement,0,No,354405.68,No
VLS-00705,80,Basic Retainer,585.89,Litigation,5,2,Phone,No,13.4,Referral,1,No,16826.54,No
VLS-00706,42,Premier Retainer,1846.4,Estate Planning,0,1,Email,No,27.4,Web Search,0,No,73494.69,No
VLS-00707,13,Signature Retainer,4586.87,Corporate,4,0,Email,Yes,5.5,Web Search,0,No,51127.01,No
VLS-00708,64,Signature Retainer,5112.52,Corporate,4,1,Email,Yes,11.1,Web Search,1,Yes,145068.29,No
VLS-00709,41,Premier Retainer,2357.71,Family,0,0,Client Portal,No,14.1,Advertisement,1,Yes,150713.56,No
VLS-00710,72,Premier Retainer,2162.33,Family,2,3,Email,Yes,1.1,Repeat Client,0,No,123121.64,No
VLS-00711,30,Signature Retainer,4757.94,Real Estate,3,2,Email,No,4.8,Referral,3,Yes,335753.87,No
VLS-00712,84,Premier Retainer,1628.67,Litigation,4,1,Email,No,2.9,Web Search,0,No,258892.34,No
VLS-00713,68,Signature Retainer,4808.8,Litigation,5,2,Email,Yes,27.3,Web Search,0,Yes,239011.98,No
VLS-00714,19,Signature Retainer,5259.77,Corporate,3,1,Email,Yes,1.0,Web Search,0,Yes,186103.75,No
VLS-00715,61,Signature Retainer,4290.84,Family,2,0,Phone,Yes,8.1,Referral,0,Yes,541322.86,No
VLS-00716,24,Basic Retainer,877.52,Real Estate,4,1,Email,No,12.0,Web Search,0,No,16702.73,Yes
VLS-00717,29,Premier Retainer,2331.21,Family,7,0,Client Portal,No,5.5,Referral,0,No,42770.84,No
VLS-00718,21,Basic Retainer,949.08,Corporate,4,0,Email,Yes,1.2,Advertisement,0,No,8020.97,No
VLS-00719,57,Premier Retainer,2480.29,Family,0,4,Email,No,8.3,Advertisement,0,Yes,168460.54,No
VLS-00720,22,Signature Retainer,4828.24,Family,2,1,Phone,Yes,5.4,Referral,0,No,70000.01,No
VLS-00721,54,Premier Retainer,1842.85,Corporate,2,1,Phone,Yes,12.9,Repeat Client,0,No,120633.91,No
VLS-00722,49,Premier Retainer,2097.32,Litigation,2,3,Client Portal,No,16.1,Repeat Client,0,Yes,80490.3,No
VLS-00723,63,Basic Retainer,813.59,Family,1,1,Email,Yes,3.7,Web Search,0,No,37211.39,Yes
VLS-00724,84,Signature Retainer,4581.41,Real Estate,3,1,Email,Yes,5.8,Repeat Client,1,No,300173.84,No
VLS-00725,0,Basic Retainer,1086.15,Real Estate,1,3,Phone,Yes,6.1,Repeat Client,1,Yes,1958.01,No
VLS-00726,84,Basic Retainer,735.44,Estate Planning,3,1,Email,No,15.9,Referral,1,Yes,48051.32,No
VLS-00727,9,Basic Retainer,878.27,Corporate,2,0,Client Portal,No,10.3,Web Search,2,No,5020.97,No
VLS-00728,44,Basic Retainer,845.34,Corporate,0,2,Email,Yes,3.8,Web Search,0,Yes,38098.93,No
VLS-00729,28,Premier Retainer,1582.39,Family,4,2,Email,No,19.3,Web Search,0,No,46423.66,No
VLS-00730,54,Premier Retainer,1722.36,Family,1,2,Phone,Yes,5.5,Repeat Client,0,No,57738.24,No
VLS-00731,61,Basic Retainer,836.96,Family,3,0,Phone,No,6.6,Web Search,2,Yes,83737.26,Yes
VLS-00732,73,Basic Retainer,835.14,Litigation,2,2,Client Portal,Yes,4.6,Referral,0,Yes,58090.6,No
VLS-00733,34,Basic Retainer,863.92,Corporate,3,0,Client Portal,No,10.8,Web Search,0,No,58212.79,Yes
VLS-00734,79,Basic Retainer,960.23,Corporate,4,2,Email,No,7.5,Advertisement,0,Yes,84398.1,Yes
VLS-00735,27,Basic Retainer,1029.11,Family,3,2,Phone,No,23.0,Referral,0,Yes,29063.44,No
VLS-00736,17,Premier Retainer,2414.41,Litigation,5,0,Client Portal,No,10.4,Referral,0,Yes,33416.05,No
VLS-00737,32,Basic Retainer,849.71,Litigation,5,0,Email,No,4.8,Referral,1,No,35598.93,No
VLS-00738,44,Basic Retainer,955.99,Litigation,2,2,Email,No,9.6,Advertisement,1,Yes,43305.05,Yes
VLS-00739,56,Basic Retainer,758.77,Real Estate,2,2,Client Portal,No,25.1,Referral,0,Yes,63606.36,No
VLS-00740,70,Premier Retainer,1960.08,Litigation,2,1,Email,No,3.4,Referral,0,No,281813.68,No
VLS-00741,19,Basic Retainer,949.57,Litigation,1,3,Client Portal,No,13.4,Referral,0,Yes,13671.27,No
VLS-00742,25,Basic Retainer,750.94,Corporate,4,1,Email,No,1.8,Web Search,0,No,25445.37,No
VLS-00743,79,Signature Retainer,3690.08,Real Estate,1,1,Client Portal,Yes,22.0,Referral,1,Yes,380249.04,No
VLS-00744,37,Basic Retainer,991.79,Litigation,3,2,Phone,Yes,6.8,Referral,0,No,46981.43,Yes
VLS-00745,20,Premier Retainer,1767.36,Family,4,1,Phone,No,4.7,Advertisement,0,Yes,29552.06,Yes
VLS-00746,83,Premier Retainer,2168.84,Real Estate,2,2,Phone,No,24.2,Referral,0,Yes,150641.53,No
VLS-00747,38,Basic Retainer,1137.38,Real Estate,4,1,Email,No,9.1,Referral,0,Yes,33675.88,No
VLS-00748,83,Premier Retainer,1943.28,Real Estate,2,3,Phone,No,9.4,Web Search,0,No,124295.05,Yes
VLS-00749,78,Signature Retainer,4155.68,Corporate,3,4,Client Portal,No,6.9,Referral,0,No,222955.26,No
VLS-00750,77,Signature Retainer,5897.74,Litigation,2,0,Client Portal,Yes,7.1,Referral,1,Yes,433550.06,No
VLS-00751,49,Basic Retainer,834.13,Estate Planning,2,2,Client Portal,No,1.6,Web Search,0,Yes,29138.18,No
VLS-00752,67,Basic Retainer,564.97,Corporate,2,1,Phone,No,13.2,Referral,0,Yes,46689.27,Yes
VLS-00753,81,Basic Retainer,778.75,Family,3,1,Phone,No,2.9,Web Search,0,Yes,65345.72,No
VLS-00754,22,Premier Retainer,1958.75,Corporate,1,1,Phone,No,17.6,Repeat Client,0,Yes,46540.31,No
VLS-00755,3,Premier Retainer,2321.8,Corporate,3,2,Phone,Yes,4.0,Web Search,1,No,8230.75,No
VLS-00756,27,Basic Retainer,1010.14,Estate Planning,5,1,Phone,Yes,10.0,Web Search,0,Yes,29053.34,No
VLS-00757,54,Basic Retainer,921.9,Real Estate,1,2,Email,No,6.0,Repeat Client,0,No,45107.12,Yes
VLS-00758,46,Signature Retainer,5069.31,Family,3,1,Email,No,6.9,Web Search,0,Yes,331548.29,No
VLS-00759,6,Basic Retainer,882.36,Corporate,4,1,Phone,No,7.9,Advertisement,0,No,3919.79,No
VLS-00760,47,Premier Retainer,1751.48,Estate Planning,3,1,Email,Yes,11.9,Web Search,1,Yes,98505.16,No
VLS-00761,14,Premier Retainer,1828.39,Corporate,4,1,Email,No,23.7,Web Search,1,Yes,15470.82,No
VLS-00762,42,Basic Retainer,981.13,Litigation,0,1,Email,No,6.7,Repeat Client,0,No,56537.53,No
VLS-00763,48,Basic Retainer,912.98,Family,1,2,Client Portal,No,1.3,Referral,1,Yes,34713.88,No
VLS-00764,54,Basic Retainer,1008.3,Corporate,2,1,Client Portal,No,20.5,Repeat Client,1,No,35776.23,Yes
VLS-00765,35,Signature Retainer,3873.49,Litigation,2,1,Phone,No,14.6,Web Search,0,No,80970.76,No
VLS-00766,34,Basic Retainer,969.53,Corporate,3,3,Client Portal,No,3.9,Web Search,0,No,18959.0,Yes
VLS-00767,57,Basic Retainer,1047.82,Litigation,2,1,Client Portal,No,3.3,Web Search,0,No,48694.77,Yes
VLS-00768,63,Basic Retainer,896.64,Corporate,3,2,Email,No,12.2,Referral,0,Yes,110844.31,Yes
VLS-00769,68,Basic Retainer,967.68,Litigation,1,1,Email,No,10.8,Referral,0,Yes,50012.65,Yes
VLS-00770,28,Premier Retainer,2146.22,Litigation,2,2,Email,No,27.5,Repeat Client,0,No,22358.53,No
VLS-00771,36,Basic Retainer,810.07,Litigation,2,3,Email,No,13.3,Web Search,0,Yes,34973.1,Yes
VLS-00772,28,Premier Retainer,2390.82,Corporate,0,2,Phone,Yes,5.7,Repeat Client,1,No,41990.65,No
VLS-00773,44,Premier Retainer,2471.45,Litigation,0,1,Email,Yes,4.7,Referral,0,Yes,157260.16,No
VLS-00774,10,Signature Retainer,3721.75,Estate Planning,1,2,Client Portal,Yes,9.8,Referral,0,No,32144.86,No
VLS-00775,36,Basic Retainer,771.81,Corporate,1,1,Phone,No,1.7,Referral,0,Yes,24899.4,No
VLS-00776,16,Signature Retainer,4721.49,Corporate,5,3,Email,Yes,2.4,Referral,0,Yes,131429.98,No
VLS-00777,45,Premier Retainer,1900.48,Litigation,2,0,Client Portal,Yes,3.5,Web Search,1,No,113395.86,No
VLS-00778,72,Basic Retainer,1071.88,Corporate,2,2,Client Portal,No,5.6,Repeat Client,1,No,44037.28,Yes
VLS-00779,83,Premier Retainer,2381.21,Litigation,4,1,Phone,Yes,9.0,Repeat Client,1,Yes,121892.85,No
VLS-00780,37,Signature Retainer,5892.83,Litigation,1,1,Phone,No,13.9,Web Search,0,Yes,98531.62,No
VLS-00781,4,Basic Retainer,878.11,Corporate,2,1,Client Portal,No,21.3,Referral,0,No,11246.84,Yes
VLS-00782,19,Signature Retainer,4669.27,Real Estate,3,0,Phone,Yes,18.7,Web Search,0,Yes,60517.14,No
VLS-00783,8,Premier Retainer,1864.76,Real Estate,4,2,Client Portal,Yes,16.8,Web Search,0,No,26371.6,Yes
VLS-00784,64,Premier Retainer,2647.86,Family,4,2,Email,No,6.7,Advertisement,0,No,133271.88,No
VLS-00785,83,Signature Retainer,5714.9,Estate Planning,5,1,Phone,Yes,4.8,Web Search,0,Yes,293033.84,No
VLS-00786,47,Basic Retainer,954.63,Corporate,4,2,Email,No,12.1,Referral,0,Yes,45179.12,No
VLS-00787,15,Signature Retainer,5046.35,Family,3,2,Email,Yes,12.6,Referral,1,Yes,67045.13,Yes
VLS-00788,1,Basic Retainer,866.09,Litigation,1,1,Email,No,3.8,Repeat Client,1,Yes,1518.12,Yes
VLS-00789,82,Signature Retainer,5129.88,Corporate,3,3,Email,No,7.9,Advertisement,0,No,607837.37,No
VLS-00790,26,Premier Retainer,1759.87,Litigation,2,0,Email,No,4.5,Repeat Client,1,Yes,33994.49,No
VLS-00791,9,Basic Retainer,773.75,Corporate,1,0,Email,No,2.3,Referral,2,No,2851.58,Yes
VLS-00792,15,Premier Retainer,2498.54,Real Estate,2,0,Email,No,11.4,Web Search,0,No,22449.89,No
VLS-00793,21,Basic Retainer,851.43,Corporate,3,0,Client Portal,No,16.6,Referral,0,Yes,6078.01,No
VLS-00794,55,Basic Retainer,1036.68,Litigation,3,1,Phone,No,25.9,Repeat Client,0,No,49913.0,No
VLS-00795,75,Basic Retainer,922.18,Litigation,4,0,Phone,No,8.3,Referral,0,Yes,68705.99,Yes
VLS-00796,23,Basic Retainer,627.51,Litigation,3,1,Email,No,1.9,Advertisement,0,Yes,8918.9,Yes
VLS-00797,58,Basic Retainer,822.02,Estate Planning,2,0,Client Portal,No,28.9,Referral,0,No,26928.15,Yes
VLS-00798,5,Basic Retainer,1081.7,Litigation,3,0,Email,No,30.5,Referral,0,Yes,5580.1,Yes
VLS-00799,0,Premier Retainer,1903.05,Litigation,3,0,Email,No,48.4,Referral,1,Yes,149.63,No
VLS-00800,4,Premier Retainer,2703.97,Real Estate,0,3,Email,No,36.5,Web Search,1,Yes,10493.69,Yes
VLS-00801,78,Premier Retainer,2277.4,Estate Planning,2,3,Client Portal,Yes,11.0,Repeat Client,0,Yes,152626.4,No
VLS-00802,49,Basic Retainer,822.21,Real Estate,0,1,Client Portal,No,9.3,Repeat Client,0,No,45233.37,No
VLS-00803,68,Signature Retainer,3865.0,Estate Planning,6,1,Phone,Yes,15.5,Web Search,1,No,204851.16,No
VLS-00804,1,Premier Retainer,1795.2,Corporate,7,1,Phone,Yes,2.7,Web Search,0,No,2882.04,No
VLS-00805,1,Basic Retainer,615.94,Real Estate,3,3,Phone,No,5.4,Advertisement,0,No,1052.8,No
VLS-00806,72,Basic Retainer,1096.1,Litigation,1,1,Phone,Yes,8.4,Referral,0,No,77825.51,Yes
VLS-00807,8,Premier Retainer,1943.33,Corporate,1,3,Email,No,19.2,Repeat Client,0,Yes,16678.22,No
VLS-00808,13,Basic Retainer,938.71,Corporate,3,2,Email,No,19.7,Advertisement,0,No,11822.6,No
VLS-00809,44,Premier Retainer,2334.35,Estate Planning,2,0,Client Portal,Yes,8.7,Web Search,0,Yes,243438.45,No
VLS-00810,51,Signature Retainer,5456.27,Family,7,0,Client Portal,Yes,3.0,Referral,1,Yes,300075.63,No
VLS-00811,19,Basic Retainer,840.9,Corporate,2,2,Email,No,16.4,Referral,0,No,14624.62,No
VLS-00812,37,Basic Retainer,801.72,Family,3,2,Email,No,2.8,Referral,0,No,36196.91,Yes
VLS-00813,57,Signature Retainer,4565.55,Family,2,0,Email,Yes,6.1,Repeat Client,1,No,674158.16,No
VLS-00814,37,Premier Retainer,2415.79,Real Estate,3,3,Email,No,10.9,Web Search,0,Yes,100747.34,No
VLS-00815,32,Basic Retainer,990.71,Estate Planning,5,3,Email,No,2.5,Web Search,0,No,11703.23,No
VLS-00816,6,Signature Retainer,5404.16,Estate Planning,2,3,Phone,Yes,5.1,Web Search,1,Yes,41443.85,No
VLS-00817,38,Signature Retainer,4230.08,Real Estate,3,2,Email,Yes,18.1,Advertisement,1,Yes,109007.35,No
VLS-00818,68,Premier Retainer,2078.79,Litigation,2,1,Email,Yes,15.5,Referral,0,No,61002.75,No
VLS-00819,53,Premier Retainer,2113.4,Family,3,0,Email,Yes,3.4,Referral,0,Yes,241533.67,No
VLS-00820,75,Basic Retainer,779.54,Litigation,5,1,Phone,No,11.9,Advertisement,0,No,115032.8,No
VLS-00821,10,Basic Retainer,999.27,Corporate,5,0,Email,No,1.8,Referral,0,No,6892.32,No
VLS-00822,0,Premier Retainer,2327.51,Corporate,4,2,Email,No,14.4,Referral,0,No,0.0,No
VLS-00823,46,Basic Retainer,920.49,Estate Planning,3,1,Phone,No,5.5,Web Search,0,Yes,46161.53,No
VLS-00824,15,Premier Retainer,2139.54,Estate Planning,1,1,Phone,No,8.0,Referral,0,Yes,22492.51,No
VLS-00825,50,Signature Retainer,4923.93,Family,3,1,Email,Yes,10.0,Repeat Client,0,No,231960.13,No
VLS-00826,76,Basic Retainer,881.81,Litigation,3,1,Phone,No,3.6,Repeat Client,0,No,49087.01,No
VLS-00827,28,Premier Retainer,1711.95,Family,3,1,Email,Yes,5.1,Repeat Client,0,No,41498.24,Yes
VLS-00828,46,Basic Retainer,868.92,Family,1,0,Phone,No,26.5,Repeat Client,0,Yes,21150.41,No
VLS-00829,57,Signature Retainer,5046.4,Family,1,0,Email,Yes,7.6,Referral,0,Yes,417120.66,No
VLS-00830,12,Basic Retainer,827.25,Corporate,3,1,Client Portal,No,10.4,Referral,0,No,17110.69,No
VLS-00831,76,Premier Retainer,1856.11,Real Estate,1,1,Client Portal,No,10.5,Advertisement,1,No,134763.31,No
VLS-00832,17,Premier Retainer,2170.54,Family,0,3,Phone,Yes,21.7,Referral,0,No,38430.67,No
VLS-00833,68,Basic Retainer,985.93,Real Estate,2,2,Client Portal,Yes,16.1,Repeat Client,1,Yes,90204.3,Yes
VLS-00834,56,Premier Retainer,2464.64,Corporate,1,2,Email,No,3.7,Referral,0,Yes,138312.43,No
VLS-00835,11,Premier Retainer,2584.79,Estate Planning,3,1,Phone,Yes,23.5,Web Search,0,No,62736.07,No
VLS-00836,61,Premier Retainer,2333.86,Real Estate,3,3,Email,No,29.2,Advertisement,0,No,79417.36,No
VLS-00837,16,Premier Retainer,2186.19,Estate Planning,0,2,Email,Yes,3.7,Repeat Client,1,Yes,52816.04,Yes
VLS-00838,50,Signature Retainer,4692.18,Corporate,3,4,Phone,Yes,7.2,Web Search,0,Yes,224121.29,No
VLS-00839,81,Premier Retainer,2324.64,Real Estate,1,0,Phone,No,8.6,Web Search,0,No,113808.04,No
VLS-00840,81,Premier Retainer,1899.97,Litigation,2,0,Phone,No,7.4,Referral,1,Yes,422793.66,No
VLS-00841,74,Basic Retainer,737.51,Family,3,0,Client Portal,No,14.4,Web Search,2,Yes,158474.82,Yes
VLS-00842,41,Signature Retainer,5083.18,Corporate,4,2,Phone,Yes,8.0,Advertisement,0,No,191360.0,No
VLS-00843,47,Premier Retainer,2054.03,Corporate,4,1,Client Portal,Yes,6.2,Web Search,0,Yes,119266.34,No
VLS-00844,25,Premier Retainer,1852.76,Corporate,5,1,Client Portal,No,14.9,Advertisement,0,No,37739.05,Yes
VLS-00845,78,Basic Retainer,639.15,Family,2,1,Client Portal,No,1.4,Referral,0,Yes,43337.54,Yes
VLS-00846,40,Signature Retainer,4613.52,Family,2,2,Email,Yes,11.0,Referral,0,No,112085.11,No
VLS-00847,65,Basic Retainer,929.88,Corporate,1,2,Phone,No,13.3,Repeat Client,0,No,34701.79,No
VLS-00848,30,Premier Retainer,1725.38,Real Estate,3,2,Phone,No,22.5,Referral,1,No,118765.34,Yes
VLS-00849,62,Basic Retainer,932.06,Corporate,2,2,Client Portal,No,9.9,Web Search,1,No,57535.17,Yes
VLS-00850,19,Signature Retainer,4345.66,Family,4,0,Email,No,2.0,Web Search,1,No,83804.92,No
VLS-00851,62,Basic Retainer,912.43,Litigation,3,1,Email,No,10.3,Repeat Client,1,Yes,39537.31,Yes
VLS-00852,3,Basic Retainer,903.0,Corporate,2,0,Email,No,1.8,Referral,1,Yes,2962.36,No
VLS-00853,8,Signature Retainer,5923.84,Corporate,1,1,Email,No,12.3,Referral,1,Yes,24719.33,No
VLS-00854,29,Signature Retainer,5534.27,Corporate,4,0,Client Portal,Yes,20.0,Repeat Client,0,No,113790.33,No
VLS-00855,40,Basic Retainer,808.33,Corporate,4,1,Email,No,8.9,Advertisement,0,Yes,18659.61,Yes
VLS-00856,60,Premier Retainer,2200.06,Family,0,2,Email,Yes,8.0,Web Search,0,Yes,236820.23,No
VLS-00857,30,Premier Retainer,2155.65,Corporate,4,0,Phone,No,15.9,Referral,0,No,30496.37,No
VLS-00858,1,Signature Retainer,4267.39,Corporate,3,1,Email,No,12.0,Web Search,0,No,2805.12,No
VLS-00859,27,Basic Retainer,952.37,Estate Planning,3,2,Email,No,15.1,Repeat Client,0,Yes,9783.99,No
VLS-00860,37,Premier Retainer,2306.3,Estate Planning,4,2,Phone,Yes,36.0,Advertisement,1,Yes,58232.27,No
VLS-00861,46,Premier Retainer,2263.83,Corporate,4,3,Phone,No,6.5,Repeat Client,0,No,85497.87,No
VLS-00862,54,Premier Retainer,2172.79,Family,2,0,Client Portal,Yes,12.9,Repeat Client,1,No,183034.08,No
VLS-00863,21,Signature Retainer,5197.91,Family,3,1,Phone,Yes,23.7,Web Search,1,No,99892.35,No
VLS-00864,51,Premier Retainer,2266.98,Litigation,2,2,Client Portal,No,24.0,Web Search,0,Yes,95793.86,No
VLS-00865,53,Basic Retainer,844.08,Litigation,6,1,Email,No,13.8,Web Search,0,No,51335.13,Yes
VLS-00866,66,Signature Retainer,4280.12,Corporate,0,2,Phone,No,7.8,Repeat Client,1,Yes,231814.93,No
VLS-00867,44,Signature Retainer,3970.72,Corporate,4,2,Phone,Yes,15.0,Web Search,1,Yes,517955.14,No
VLS-00868,68,Signature Retainer,5523.67,Family,3,1,Phone,Yes,15.2,Referral,1,Yes,289044.58,No
VLS-00869,18,Basic Retainer,786.68,Estate Planning,2,4,Email,No,16.9,Repeat Client,0,Yes,17638.71,No
VLS-00870,60,Basic Retainer,809.45,Estate Planning,3,1,Email,Yes,3.9,Advertisement,0,No,71320.99,No
VLS-00871,3,Premier Retainer,2087.2,Corporate,3,1,Email,No,28.7,Repeat Client,2,No,4449.86,No
VLS-00872,8,Basic Retainer,1112.68,Real Estate,4,0,Client Portal,No,23.8,Web Search,1,No,10027.64,Yes
VLS-00873,73,Signature Retainer,3607.13,Corporate,4,0,Client Portal,Yes,9.1,Web Search,0,No,210533.7,No
VLS-00874,40,Basic Retainer,624.45,Litigation,1,0,Email,No,22.3,Advertisement,0,Yes,28327.05,Yes
VLS-00875,52,Premier Retainer,2223.87,Estate Planning,1,0,Phone,No,8.7,Advertisement,1,No,121830.22,No
VLS-00876,51,Signature Retainer,5448.8,Family,1,0,Phone,No,25.8,Referral,0,No,261384.3,No
VLS-00877,59,Basic Retainer,914.97,Corporate,3,2,Phone,No,10.2,Web Search,1,No,32683.24,Yes
VLS-00878,20,Basic Retainer,631.72,Real Estate,3,2,Email,Yes,4.7,Advertisement,1,Yes,30599.18,Yes
VLS-00879,15,Premier Retainer,1882.16,Family,1,1,Client Portal,No,33.0,Repeat Client,0,No,36880.28,No
VLS-00880,3,Premier Retainer,2210.91,Litigation,6,1,Phone,No,16.5,Referral,1,No,3019.44,No
VLS-00881,73,Premier Retainer,2300.53,Family,2,3,Phone,Yes,8.3,Referral,0,Yes,140320.04,No
VLS-00882,19,Premier Retainer,1899.1,Estate Planning,3,2,Phone,Yes,27.2,Web Search,0,No,19325.68,No
VLS-00883,48,Signature Retainer,4623.09,Corporate,4,0,Phone,No,15.1,Referral,1,Yes,312861.82,No
VLS-00884,38,Premier Retainer,2115.55,Corporate,3,1,Email,No,7.5,Referral,2,Yes,80141.67,No
VLS-00885,13,Basic Retainer,835.93,Family,1,1,Client Portal,No,27.4,Web Search,0,No,11615.9,Yes
VLS-00886,35,Basic Retainer,793.63,Corporate,2,3,Email,Yes,16.9,Web Search,0,No,20382.11,Yes
VLS-00887,7,Basic Retainer,578.95,Family,3,2,Client Portal,Yes,12.2,Web Search,0,No,4862.49,Yes
VLS-00888,15,Basic Retainer,900.57,Litigation,3,1,Client Portal,No,9.8,Referral,0,No,18576.28,No
VLS-00889,11,Basic Retainer,800.6,Corporate,0,2,Phone,Yes,4.5,Repeat Client,0,No,16438.19,Yes
VLS-00890,70,Premier Retainer,1912.92,Corporate,3,6,Phone,Yes,0.8,Web Search,0,Yes,197774.36,No
VLS-00891,48,Basic Retainer,577.1,Corporate,2,1,Email,Yes,15.8,Advertisement,1,Yes,15150.06,Yes
VLS-00892,78,Signature Retainer,4651.92,Corporate,5,1,Email,Yes,3.8,Referral,0,No,334591.55,No
VLS-00893,37,Basic Retainer,959.14,Estate Planning,0,1,Phone,No,4.5,Repeat Client,0,Yes,39756.11,Yes
VLS-00894,17,Basic Retainer,1036.55,Estate Planning,1,0,Email,No,8.6,Repeat Client,0,No,12553.54,No
VLS-00895,51,Premier Retainer,1942.05,Corporate,4,0,Email,No,8.7,Referral,0,No,46386.39,No
VLS-00896,79,Signature Retainer,5086.83,Litigation,0,3,Client Portal,Yes,5.1,Web Search,1,Yes,225553.2,No
VLS-00897,45,Basic Retainer,1043.72,Litigation,1,0,Email,No,15.8,Advertisement,0,Yes,92758.03,Yes
VLS-00898,1,Basic Retainer,896.66,Estate Planning,4,1,Email,No,2.1,Web Search,1,Yes,950.1,Yes
VLS-00899,25,Basic Retainer,855.99,Family,2,3,Email,No,15.5,Advertisement,1,No,21990.56,Yes
VLS-00900,78,Premier Retainer,1762.52,Family,1,0,Phone,Yes,7.8,Referral,2,No,129240.7,No
VLS-00901,44,Premier Retainer,2479.73,Family,2,1,Email,Yes,4.8,Web Search,0,No,103263.75,No
VLS-00902,80,Basic Retainer,1022.66,Litigation,1,2,Phone,No,2.3,Repeat Client,0,No,70893.26,No
VLS-00903,43,Basic Retainer,1068.71,Litigation,2,0,Email,Yes,11.0,Referral,1,No,66632.11,No
VLS-00904,1,Premier Retainer,2419.71,Family,4,1,Email,Yes,3.5,Referral,0,Yes,3991.86,Yes
VLS-00905,74,Signature Retainer,5206.84,Corporate,1,3,Email,Yes,3.0,Referral,0,Yes,291551.42,No
VLS-00906,64,Premier Retainer,2261.23,Litigation,0,1,Email,No,23.6,Repeat Client,0,Yes,148521.37,No
VLS-00907,60,Premier Retainer,2691.66,Litigation,0,2,Client Portal,No,2.8,Referral,0,No,91410.14,No
VLS-00908,82,Basic Retainer,997.36,Family,4,1,Email,No,2.1,Referral,0,Yes,102342.86,No
VLS-00909,16,Basic Retainer,727.6,Litigation,2,2,Email,No,14.7,Advertisement,0,Yes,9179.66,Yes
VLS-00910,77,Basic Retainer,876.17,Family,2,2,Email,No,11.6,Advertisement,0,Yes,51137.77,Yes
VLS-00911,19,Premier Retainer,2043.23,Family,3,0,Email,Yes,6.2,Web Search,0,Yes,49670.34,No
VLS-00912,82,Signature Retainer,4221.56,Real Estate,2,2,Phone,Yes,4.3,Repeat Client,0,No,290363.94,No
VLS-00913,16,Signature Retainer,5302.41,Litigation,1,0,Email,Yes,5.3,Referral,1,No,73182.8,No
VLS-00914,46,Signature Retainer,4879.36,Estate Planning,2,0,Client Portal,No,6.3,Web Search,0,Yes,379852.76,Yes
VLS-00915,67,Signature Retainer,3920.76,Family,4,0,Email,No,13.6,Web Search,1,No,169425.06,No
VLS-00916,6,Signature Retainer,4681.09,Family,2,1,Phone,No,11.2,Referral,0,Yes,35814.43,Yes
VLS-00917,5,Basic Retainer,907.14,Family,1,0,Phone,No,7.2,Repeat Client,0,Yes,7462.44,Yes
VLS-00918,72,Basic Retainer,614.75,Corporate,1,0,Email,No,7.1,Web Search,0,Yes,74820.65,Yes
VLS-00919,5,Basic Retainer,911.02,Family,4,2,Phone,No,15.2,Referral,0,No,12306.95,No
VLS-00920,52,Premier Retainer,3009.53,Corporate,4,2,Client Portal,No,4.8,Referral,0,No,117387.64,No
VLS-00921,79,Basic Retainer,1145.49,Family,5,2,Phone,No,2.3,Referral,1,No,60817.14,No
VLS-00922,52,Signature Retainer,5766.9,Corporate,2,3,Client Portal,Yes,21.9,Repeat Client,0,No,434653.12,No
VLS-00923,40,Premier Retainer,2031.74,Family,5,2,Phone,Yes,7.2,Referral,0,Yes,125370.47,No
VLS-00924,35,Premier Retainer,2176.56,Litigation,3,0,Email,Yes,30.8,Repeat Client,0,No,53903.51,No
VLS-00925,54,Basic Retainer,933.19,Corporate,0,0,Client Portal,Yes,6.4,Referral,0,No,62751.65,No
VLS-00926,48,Basic Retainer,1041.54,Real Estate,4,2,Email,No,9.4,Repeat Client,1,Yes,170792.5,Yes
VLS-00927,42,Basic Retainer,873.78,Estate Planning,4,2,Phone,No,4.5,Repeat Client,0,Yes,38978.27,No
VLS-00928,13,Signature Retainer,5973.62,Real Estate,4,0,Phone,No,11.3,Referral,0,Yes,117846.75,No
VLS-00929,56,Premier Retainer,1980.67,Corporate,0,0,Client Portal,Yes,7.3,Referral,0,Yes,225954.2,No
VLS-00930,62,Premier Retainer,2211.7,Family,0,1,Client Portal,Yes,8.0,Repeat Client,0,Yes,424347.14,No
VLS-00931,60,Basic Retainer,840.48,Real Estate,7,0,Email,Yes,10.2,Referral,0,Yes,57144.01,No
VLS-00932,6,Basic Retainer,899.57,Real Estate,2,2,Phone,No,6.5,Referral,0,No,10234.73,No
VLS-00933,59,Premier Retainer,2350.68,Corporate,2,3,Email,No,11.1,Repeat Client,0,No,97364.44,No
VLS-00934,62,Premier Retainer,2065.83,Family,2,0,Phone,No,5.4,Repeat Client,0,No,130041.16,No
