cust_ref,left_us,mo_bill_usd,sex,is_senior,has_partner,has_dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,agreement_type,paperless_billing,payment_method,total_charges
FR-66518-RWZY,Yes,103.75,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),804.87
FR-66283-MKKN,No,18.0,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,931.13
FR-57156-WYAG,Yes,32.46,Male,1,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,424.36
FR-40577-VGBX,No,55.9,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,363.8
FR-69111-WTBF,Yes,53.22,Male,0,Yes,No,54,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,2865.76
FR-68196-JLFC,No,77.05,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1086.75
FR-83741-YCRT,No,18.0,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3.81
FR-92861-NLHN,No,80.81,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,2009.73
FR-27773-NNVX,No,57.11,Male,0,No,No,56,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,3175.76
FR-72405-HDSE,No,75.98,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),1818.46
FR-91630-HYTG,Yes,31.36,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1941.57
FR-22705-PEWN,Yes,18.0,Female,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),452.8
FR-82890-AFNA,No,44.8,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,2099.26
FR-89036-FCYN,No,62.03,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1852.74
FR-51061-FFEE,Yes,51.38,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),2421.13
FR-78676-GANE,Yes,25.56,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,240.49
FR-92633-ZDTE,No,31.78,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,442.54
FR-29570-YWCC,Yes,45.63,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,289.93
FR-74876-ZETA,No,120.0,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,5613.0
FR-46171-QXKB,No,94.28,Male,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),5007.75
FR-39953-DFCN,No,66.06,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,1450.98
FR-84731-AAYA,No,61.44,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,652.13
FR-71225-EQCN,No,99.74,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),6694.65
FR-72901-LXFE,No,65.22,Female,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),4178.43
FR-38663-EMCD,No,64.29,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,3270.71
FR-67895-ABXK,Yes,29.56,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),311.23
FR-70602-QHNK,Yes,98.45,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2855.62
FR-62623-QZHS,No,48.77,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,1914.81
FR-65539-DBWM,No,39.07,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,864.91
FR-58582-PRVR,No,63.79,Female,0,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4129.73
FR-98862-UACW,No,114.68,Male,0,Yes,Yes,62,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),7085.34
FR-39297-UPPP,No,70.57,Female,1,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,1747.78
FR-35589-RYPQ,No,34.49,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,314.81
FR-97391-BHVV,No,55.78,Female,0,No,Yes,61,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),3394.34
FR-11996-HWDA,No,87.53,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),4381.72
FR-41576-UKZT,No,85.72,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,1105.85
FR-79759-ENAC,No,52.82,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),2192.19
FR-91728-RWSE,Yes,18.0,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),618.47
FR-90423-YEKU,No,67.96,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),897.02
FR-57436-KKTW,No,78.68,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,1020.3
FR-95376-KDAG,Yes,72.63,Female,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),1666.53
FR-87680-XLQL,Yes,108.46,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),6738.72
FR-98630-PPNQ,Yes,114.89,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,6097.78
FR-45856-UXVT,No,110.39,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),3661.8
FR-97170-PNJS,No,40.95,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),1079.18
FR-70121-DGZG,Yes,73.2,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,3430.66
FR-32068-TPAQ,No,44.62,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,2894.62
FR-84379-QUAZ,No,57.96,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),2724.51
FR-64511-DDPV,No,79.25,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2691.01
FR-35096-VCRP,Yes,35.23,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),1366.7
FR-67993-RCTS,Yes,70.36,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2962.53
FR-63808-NLTY,Yes,26.05,Female,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1513.67
FR-32421-XZWK,No,67.49,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,4109.11
FR-65997-RFTA,Yes,47.82,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1083.54
FR-77398-ZZQK,No,49.96,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,1501.63
FR-14624-WXGX,Yes,63.26,Male,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,2710.89
FR-35169-JBNB,No,72.68,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,64.47
FR-51924-LQDL,Yes,34.67,Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2414.45
FR-85686-ZJHN,Yes,73.72,Male,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1910.93
FR-99366-MFQT,No,59.11,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),3242.39
FR-64912-FGWB,No,43.25,Male,1,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),2827.36
FR-37608-EBMF,No,73.8,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,3833.75
FR-77113-TBVZ,No,91.11,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,2893.88
FR-45165-DUPE,Yes,120.0,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1321.28
FR-26236-YXCG,Yes,25.23,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,396.44
FR-10898-GLQJ,Yes,100.39,Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,500.69
FR-75723-RNYB,No,50.06,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1649.18
FR-25485-CKVU,No,73.55,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),1814.25
FR-65608-WEBW,Yes,27.91,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),192.64
FR-77091-DNLT,No,79.51,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1420.9
FR-62322-NAGW,No,41.56,Female,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),1926.26
FR-42085-SWMJ,No,64.26,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,2619.03
FR-45811-SGYF,Yes,41.93,Male,1,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,563.28
FR-63782-RLXF,No,44.32,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,1919.76
FR-60286-LMTU,Yes,41.02,Male,0,No,Yes,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,1495.59
FR-83362-QVXG,No,119.63,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),5383.96
FR-79939-LEJN,No,36.83,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,1257.83
FR-64461-JVTA,No,90.43,Female,1,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),4525.84
FR-25224-CCZS,No,54.87,Male,0,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),2120.46
FR-19265-LGHW,No,42.88,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),238.94
FR-97585-QYLY,No,72.53,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,3601.09
FR-42157-JAEC,Yes,92.5,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),2944.44
FR-62693-BJMN,Yes,35.5,Male,0,Yes,Yes,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,754.63
FR-63338-AVJB,No,120.0,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),8247.77
FR-26769-FJJV,No,117.72,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,2009.0
FR-54851-MQWU,Yes,63.13,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),2455.5
FR-61454-ZTUH,Yes,78.19,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),467.78
FR-28492-DUYV,No,74.21,Female,1,No,No,46,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3420.52
FR-37289-EPJA,Yes,65.96,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.0
FR-41112-EALW,Yes,85.84,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,4461.62
FR-56405-QNST,No,43.56,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),1394.56
FR-11904-SWAD,Yes,101.73,Male,0,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,5508.76
FR-37681-YHMW,Yes,53.79,Male,1,Yes,No,51,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2741.57
FR-81677-AKCU,No,81.53,Female,1,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5274.97
FR-69086-VALK,No,61.03,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,2445.31
FR-13087-SRKX,No,44.08,Male,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2565.32
FR-12264-HSMC,Yes,30.07,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,397.06
FR-46828-JNJS,No,55.35,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,777.38
FR-98030-PGXV,Yes,57.64,Male,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),3990.63
FR-49184-ABPG,Yes,96.64,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),194.39
FR-17035-CLPC,No,46.38,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1997.12
FR-42251-VXQU,No,94.89,Female,0,No,Yes,59,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),5617.57
FR-74217-ECXX,Yes,21.63,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,549.53
FR-38307-CDUN,No,46.15,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,1531.12
FR-24014-TFYG,No,93.19,Male,0,No,No,35,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,3281.11
FR-15080-TJUL,No,82.45,Female,1,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),3588.93
FR-56402-XRHP,No,67.33,Female,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),3215.05
FR-97060-TSVU,No,18.58,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,715.31
FR-59976-FKXD,No,87.29,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),529.46
FR-76176-WCPM,Yes,47.14,Female,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,3330.71
FR-15523-BMVG,No,78.72,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1016.57
FR-24207-KUGA,Yes,53.73,Female,1,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),3386.6
FR-75264-ZVDZ,Yes,55.31,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.5
FR-85066-AXMD,No,50.15,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,2258.88
FR-65148-DTGA,Yes,120.0,Female,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,6729.84
FR-10793-RXDM,No,47.87,Male,1,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),714.83
FR-30433-GCMK,No,30.81,Male,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),822.93
FR-89342-TGEB,No,78.31,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,3468.02
FR-53061-GJHS,No,18.0,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,596.63
FR-82804-QPHE,Yes,37.02,Male,1,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2499.65
FR-59760-KSEQ,No,106.57,Male,0,No,No,59,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,6284.61
FR-59302-ARFP,No,56.92,Male,0,No,Yes,10,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),584.23
FR-25728-HSTT,No,50.21,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1134.92
FR-24418-WVEP,No,120.0,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,5385.66
FR-13552-VJUD,Yes,65.09,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),1156.11
FR-16119-XXBK,No,42.1,Male,1,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,2783.5
FR-76274-ZEHR,No,81.62,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),4072.56
FR-54858-PUNV,No,52.38,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),137.6
FR-74874-KRXK,No,61.99,Female,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),1841.1
FR-72711-BHKR,No,59.47,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),1681.34
FR-82577-RTKL,Yes,18.0,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),305.6
FR-33529-NYZC,No,83.97,Female,0,No,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,1936.81
FR-97315-RBBU,Yes,120.0,Female,1,Yes,No,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,4676.64
FR-85246-XFYZ,No,18.0,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),392.74
FR-54461-SNRD,No,104.63,Female,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),3254.53
FR-86588-XQDZ,Yes,57.96,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,223.07
FR-36402-EKJV,No,42.85,Male,0,No,Yes,27,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,1163.68
FR-20235-PYYM,Yes,73.51,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),3815.82
FR-73189-PEHF,Yes,84.2,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2935.34
FR-27336-UMDM,Yes,69.61,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1676.59
FR-59731-YNYK,No,39.45,Female,0,No,No,48,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),1886.43
FR-89152-XRDM,No,54.72,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,575.42
FR-66194-ARCK,Yes,66.78,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),4558.53
FR-93766-RWHM,No,74.37,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,5334.48
FR-32209-WEYX,No,96.59,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,3671.72
FR-14623-PXKA,No,18.46,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,1011.52
FR-24181-ZDTW,Yes,69.79,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.0
FR-71644-LVBF,Yes,60.26,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1312.1
FR-85014-BZEZ,No,64.3,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,4622.8
FR-13218-PMDJ,No,91.36,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,1026.85
FR-93474-UYXZ,No,42.18,Female,1,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),2621.82
FR-55828-DCAR,Yes,40.24,Female,1,No,No,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,2657.12
FR-87919-TDCH,No,26.35,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,1639.84
FR-59951-HPKR,No,66.71,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,3814.98
FR-63870-MVSH,No,36.26,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),527.98
FR-61958-EMZB,Yes,37.2,Female,1,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1099.89
FR-99917-KSNJ,No,71.93,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,137.33
FR-41890-KHZX,Yes,49.5,Male,0,No,No,61,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),3010.81
FR-74100-JTWZ,Yes,49.73,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1154.65
FR-30335-PRVZ,No,78.0,Male,0,No,No,53,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),4134.46
FR-71743-ACSR,Yes,41.54,Male,1,No,No,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,2813.43
FR-56582-KBWS,No,76.09,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,82.86
FR-95057-DVSX,No,96.99,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),2723.76
FR-86604-YFXX,Yes,45.09,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2153.45
FR-18530-HVCE,Yes,93.52,Female,0,No,No,30,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,2825.21
FR-65550-WPFG,No,33.09,Male,0,No,No,58,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1913.96
FR-69285-QMGL,No,120.0,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,5279.83
