customer_id,churned,monthly_fee,tenure,subscription_tier,payment_method,paperless_billing,lifetime_value_estimate
AUR-03073,No,17.93,33,Premium,Credit Card,Yes,732.01
AUR-03074,No,11.0,21,Plus,Debit Card,Yes,152.63
AUR-03075,No,18.2,15,Premium,Credit Card,Yes,215.62
AUR-03076,No,17.55,44,Premium,Gift Card,Yes,573.75
AUR-03077,No,10.28,35,Basic,Credit Card,Yes,352.11
AUR-03078,No,14.06,26,Plus,PayPal,Yes,549.08
AUR-03079,No,14.01,54,Plus,Debit Card,Yes,551.42
AUR-03080,Yes,9.19,0,Basic,Credit Card,Yes,0.0
AUR-03081,Yes,8.73,6,Basic,Credit Card,Yes,85.81
AUR-03082,Yes,9.5,70,Basic,Debit Card,Yes,706.61
AUR-03083,Yes,15.24,48,Plus,Credit Card,No,738.06
AUR-03084,Yes,17.15,40,Premium,Credit Card,No,433.8
AUR-03085,Yes,15.56,1,Plus,Gift Card,Yes,171.98
AUR-03086,Yes,8.81,43,Basic,Debit Card,Yes,449.56
AUR-03087,Yes,10.67,31,Basic,PayPal,Yes,497.45
AUR-03088,No,13.76,43,Plus,Credit Card,No,618.74
AUR-03089,No,14.97,2,Plus,Credit Card,Yes,24.74
AUR-03090,No,17.11,40,Premium,Debit Card,Yes,538.49
AUR-03091,No,18.42,42,Premium,Credit Card,Yes,167.85
AUR-03092,No,16.75,21,Premium,Credit Card,Yes,526.66
AUR-03093,No,19.52,3,Premium,Credit Card,No,0.0
AUR-03094,No,19.04,70,Premium,Credit Card,Yes,2072.64
AUR-03095,No,12.67,51,Plus,PayPal,Yes,909.78
AUR-03096,Yes,9.07,45,Basic,Credit Card,Yes,463.76
AUR-03097,Yes,8.58,55,Basic,Gift Card,Yes,377.22
AUR-03098,No,14.91,48,Plus,Credit Card,Yes,864.62
AUR-03099,No,8.53,9,Basic,Credit Card,Yes,130.95
AUR-03100,Yes,7.78,33,Basic,Credit Card,Yes,237.14
AUR-03101,No,19.75,64,Premium,Debit Card,No,763.09
AUR-03102,No,9.55,21,Basic,PayPal,Yes,188.1
AUR-03103,No,16.18,70,Premium,PayPal,Yes,1450.13
AUR-03104,No,13.3,4,Plus,Credit Card,Yes,204.67
AUR-03105,No,12.57,24,Plus,Credit Card,No,426.62
AUR-03106,No,13.77,25,Plus,PayPal,No,311.4
AUR-03107,Yes,8.17,45,Basic,Credit Card,Yes,381.61
AUR-03108,No,15.67,12,Plus,Debit Card,Yes,261.54
AUR-03109,Yes,10.09,16,Basic,Credit Card,Yes,275.23
AUR-03110,No,15.27,48,Premium,Credit Card,Yes,2211.29
AUR-03111,Yes,7.7,20,Basic,Credit Card,No,224.37
AUR-03112,No,9.12,64,Basic,Credit Card,No,505.3
AUR-03113,No,14.21,63,Plus,PayPal,Yes,1206.13
AUR-03114,No,15.79,22,Plus,Debit Card,No,479.9
AUR-03115,No,13.09,40,Plus,PayPal,Yes,417.21
AUR-03116,No,15.25,24,Plus,PayPal,No,322.57
AUR-03117,Yes,10.14,25,Basic,Credit Card,No,165.03
AUR-03118,No,13.21,48,Plus,Debit Card,Yes,593.21
AUR-03119,Yes,6.84,21,Basic,Credit Card,No,168.13
AUR-03120,No,11.01,10,Basic,PayPal,Yes,198.67
AUR-03121,No,8.56,18,Basic,Credit Card,Yes,245.12
AUR-03122,No,9.13,67,Basic,PayPal,Yes,951.95
AUR-03123,Yes,9.56,18,Basic,Debit Card,No,327.01
AUR-03124,No,14.26,26,Plus,Debit Card,Yes,228.76
AUR-03125,No,9.72,45,Basic,Debit Card,Yes,836.79
AUR-03126,Yes,9.26,7,Basic,Debit Card,No,12.06
AUR-03127,No,14.25,19,Plus,Debit Card,Yes,267.47
AUR-03128,Yes,9.99,12,Basic,Debit Card,Yes,255.47
AUR-03129,No,14.78,67,Plus,Credit Card,Yes,652.4
AUR-03130,No,17.98,68,Premium,Debit Card,Yes,791.45
AUR-03131,No,14.29,55,Plus,Credit Card,Yes,736.68
AUR-03132,No,22.63,18,Premium,Debit Card,Yes,869.28
AUR-03133,Yes,9.51,44,Basic,Debit Card,Yes,970.6
AUR-03134,No,10.75,48,Basic,Credit Card,No,812.98
AUR-03135,Yes,13.1,63,Plus,PayPal,No,588.23
AUR-03136,No,15.05,11,Plus,Debit Card,Yes,258.18
AUR-03137,No,20.02,53,Premium,Debit Card,No,2986.54
AUR-03138,Yes,9.51,14,Basic,Debit Card,No,359.99
AUR-03139,No,16.07,41,Plus,Debit Card,No,347.79
AUR-03140,No,10.95,64,Basic,PayPal,Yes,1024.68
AUR-03141,Yes,9.89,4,Basic,Credit Card,Yes,109.52
AUR-03142,No,7.18,10,Basic,Credit Card,Yes,234.93
AUR-03143,No,17.1,59,Premium,Debit Card,Yes,1269.76
AUR-03144,Yes,11.6,1,Basic,Credit Card,Yes,0.0
AUR-03145,No,18.67,50,Premium,Credit Card,Yes,734.38
AUR-03146,No,13.29,36,Plus,Credit Card,Yes,876.09
AUR-03147,No,11.79,25,Plus,Credit Card,Yes,448.88
AUR-03148,No,14.59,62,Plus,Gift Card,Yes,998.09
AUR-03149,No,19.15,61,Premium,Credit Card,Yes,3213.49
AUR-03150,No,8.42,23,Basic,Credit Card,No,261.78
AUR-03151,No,10.49,0,Basic,PayPal,Yes,12.64
AUR-03152,No,13.59,9,Plus,Gift Card,Yes,160.56
AUR-03153,Yes,9.02,7,Basic,Credit Card,Yes,52.48
AUR-03154,No,10.05,71,Basic,PayPal,Yes,467.64
AUR-03155,Yes,8.3,43,Basic,Credit Card,No,614.78
AUR-03156,No,9.62,49,Basic,PayPal,Yes,512.94
AUR-03157,Yes,8.74,16,Basic,Credit Card,No,506.23
AUR-03158,Yes,10.57,62,Basic,Credit Card,No,490.78
AUR-03159,No,15.8,52,Premium,Credit Card,Yes,707.33
AUR-03160,No,9.43,54,Basic,PayPal,Yes,700.71
AUR-03161,No,20.18,34,Premium,Credit Card,Yes,451.56
AUR-03162,No,17.72,50,Premium,Debit Card,Yes,618.88
AUR-03163,Yes,9.93,39,Basic,Debit Card,Yes,525.69
AUR-03164,No,13.83,28,Plus,Credit Card,Yes,146.96
AUR-03165,No,14.66,43,Plus,PayPal,Yes,779.58
AUR-03166,No,13.44,23,Plus,Credit Card,Yes,300.94
AUR-03167,No,6.83,69,Basic,Credit Card,Yes,610.27
AUR-03168,Yes,8.9,52,Basic,Credit Card,Yes,574.55
AUR-03169,No,9.4,53,Basic,Credit Card,Yes,1930.83
AUR-03170,No,13.67,52,Plus,Credit Card,Yes,535.05
AUR-03171,No,17.84,32,Premium,Debit Card,Yes,391.43
AUR-03172,No,13.87,69,Plus,Debit Card,Yes,3327.96
AUR-03173,No,15.75,15,Plus,Credit Card,Yes,220.08
AUR-03174,No,18.03,41,Premium,Credit Card,No,506.06
AUR-03175,No,14.03,5,Plus,PayPal,No,48.34
AUR-03176,Yes,9.21,21,Basic,Credit Card,Yes,184.02
AUR-03177,No,19.82,41,Premium,Debit Card,Yes,652.31
AUR-03178,No,9.95,35,Basic,PayPal,Yes,433.66
AUR-03179,Yes,8.62,68,Basic,Credit Card,Yes,258.55
AUR-03180,No,12.51,44,Plus,Debit Card,Yes,492.09
AUR-03181,No,16.78,30,Premium,PayPal,Yes,690.0
AUR-03182,Yes,9.04,31,Basic,Debit Card,No,168.49
AUR-03183,No,12.55,44,Plus,Gift Card,Yes,445.55
AUR-03184,No,10.17,57,Basic,Credit Card,Yes,472.91
AUR-03185,Yes,6.71,20,Basic,Debit Card,Yes,211.7
AUR-03186,No,9.58,42,Basic,Credit Card,Yes,945.61
AUR-03187,No,14.16,41,Plus,Credit Card,No,636.28
AUR-03188,No,15.26,0,Premium,Gift Card,No,0.0
AUR-03189,Yes,8.66,66,Basic,Credit Card,Yes,512.62
AUR-03190,No,8.08,41,Basic,Gift Card,No,415.26
AUR-03191,No,9.33,17,Basic,Debit Card,Yes,213.51
AUR-03192,No,10.22,46,Basic,PayPal,Yes,157.87
AUR-03193,No,12.63,49,Plus,Gift Card,Yes,449.64
AUR-03194,No,12.12,66,Plus,Debit Card,Yes,788.24
AUR-03195,Yes,14.75,2,Plus,Gift Card,Yes,80.58
AUR-03196,Yes,14.81,30,Plus,PayPal,Yes,268.39
AUR-03197,No,13.55,13,Plus,Debit Card,Yes,222.35
AUR-03198,No,10.03,41,Basic,Debit Card,No,412.96
AUR-03199,Yes,8.85,36,Basic,Credit Card,Yes,590.25
AUR-03200,No,18.51,34,Premium,Credit Card,Yes,284.35
AUR-03201,No,14.34,71,Plus,Credit Card,No,670.11
AUR-03202,No,15.0,38,Premium,Credit Card,Yes,443.1
AUR-03203,No,17.51,30,Premium,Credit Card,Yes,280.07
AUR-03204,No,14.22,4,Plus,Debit Card,Yes,8.9
AUR-03205,No,19.89,21,Premium,Debit Card,Yes,494.5
AUR-03206,No,14.71,65,Plus,Debit Card,Yes,1099.42
AUR-03207,Yes,9.87,32,Basic,PayPal,Yes,438.16
AUR-03208,Yes,9.86,66,Basic,Gift Card,Yes,747.73
AUR-03209,No,8.9,38,Basic,PayPal,Yes,315.7
AUR-03210,No,8.3,40,Basic,Debit Card,No,275.53
AUR-03211,No,8.35,31,Basic,Credit Card,No,544.41
AUR-03212,No,14.72,40,Plus,PayPal,Yes,914.39
AUR-03213,No,18.92,4,Premium,Credit Card,No,125.28
AUR-03214,Yes,11.0,4,Plus,Credit Card,No,66.89
AUR-03215,Yes,9.83,34,Basic,Credit Card,No,489.97
AUR-03216,No,13.7,43,Plus,Debit Card,Yes,828.86
AUR-03217,Yes,8.95,40,Basic,Debit Card,Yes,217.01
AUR-03218,No,7.94,31,Basic,Credit Card,Yes,295.21
AUR-03219,No,7.31,21,Basic,PayPal,No,210.1
AUR-03220,No,9.82,51,Basic,Credit Card,Yes,613.08
AUR-03221,Yes,8.44,44,Basic,Credit Card,No,592.94
AUR-03222,No,19.66,3,Premium,Credit Card,Yes,117.97
AUR-03223,No,14.61,33,Plus,Credit Card,Yes,865.27
AUR-03224,No,13.5,51,Plus,PayPal,Yes,472.23
AUR-03225,No,9.32,57,Basic,Credit Card,No,780.59
AUR-03226,No,18.98,20,Premium,Credit Card,Yes,489.42
AUR-03227,No,14.03,67,Plus,Credit Card,Yes,1447.82
AUR-03228,No,10.23,47,Basic,PayPal,No,543.73
AUR-03229,No,14.89,31,Plus,Gift Card,Yes,674.39
AUR-03230,No,14.09,45,Plus,Debit Card,Yes,428.43
AUR-03231,No,15.8,63,Plus,Debit Card,Yes,1139.13
AUR-03232,Yes,7.68,16,Basic,PayPal,No,195.19
AUR-03233,Yes,15.34,10,Plus,Credit Card,Yes,447.45
AUR-03234,No,8.94,32,Basic,Credit Card,Yes,323.67
AUR-03235,Yes,8.82,6,Basic,Debit Card,Yes,317.88
AUR-03236,No,9.37,61,Basic,Credit Card,Yes,652.48
AUR-03237,No,21.85,70,Premium,Debit Card,Yes,2136.59
AUR-03238,No,10.23,44,Basic,Debit Card,Yes,389.3
AUR-03239,No,7.66,71,Basic,Credit Card,No,1071.52
AUR-03240,Yes,9.56,5,Basic,Debit Card,Yes,122.67
AUR-03241,No,17.05,46,Premium,Credit Card,No,633.01
AUR-03242,No,13.85,32,Plus,Credit Card,No,667.39
AUR-03243,No,18.63,20,Premium,PayPal,Yes,271.97
AUR-03244,Yes,10.02,22,Basic,PayPal,Yes,268.29
AUR-03245,Yes,8.8,39,Basic,Credit Card,Yes,228.79
AUR-03246,No,13.75,46,Plus,Credit Card,Yes,876.05
AUR-03247,Yes,8.85,11,Basic,Credit Card,Yes,113.58
AUR-03248,No,17.29,44,Premium,Credit Card,Yes,704.7
AUR-03249,No,19.52,67,Premium,Credit Card,Yes,797.75
AUR-03250,No,11.0,0,Plus,Credit Card,Yes,42.28
AUR-03251,No,17.89,64,Premium,PayPal,Yes,1128.7
AUR-03252,Yes,13.6,44,Plus,PayPal,Yes,471.89
AUR-03253,Yes,9.41,24,Basic,PayPal,Yes,302.96
AUR-03254,No,12.37,53,Plus,Debit Card,Yes,624.46
AUR-03255,No,9.33,45,Basic,PayPal,Yes,412.31
AUR-03256,No,20.74,56,Premium,PayPal,Yes,695.75
AUR-03257,No,9.57,5,Basic,PayPal,Yes,124.98
AUR-03258,No,9.55,4,Basic,PayPal,Yes,19.82
AUR-03259,No,14.26,46,Plus,PayPal,Yes,719.28
AUR-03260,No,8.01,22,Basic,PayPal,Yes,216.17
AUR-03261,No,9.98,17,Basic,Debit Card,No,296.19
AUR-03262,No,14.17,30,Plus,Credit Card,Yes,599.32
AUR-03263,Yes,10.16,52,Basic,Credit Card,Yes,589.95
AUR-03264,No,14.83,13,Plus,Credit Card,Yes,338.39
AUR-03265,Yes,9.18,71,Basic,Credit Card,No,708.44
AUR-03266,Yes,7.5,30,Basic,Credit Card,No,283.16
AUR-03267,Yes,8.88,10,Basic,Credit Card,Yes,234.1
AUR-03268,No,15.67,5,Plus,Credit Card,Yes,200.62
AUR-03269,No,17.14,62,Premium,Gift Card,Yes,1165.85
AUR-03270,Yes,9.18,8,Basic,Credit Card,No,121.45
AUR-03271,No,20.24,30,Premium,Credit Card,Yes,866.2
AUR-03272,No,13.96,48,Plus,Credit Card,No,597.15
AUR-03273,No,16.73,37,Plus,Credit Card,Yes,413.65
AUR-03274,No,14.27,19,Plus,Debit Card,Yes,114.57
AUR-03275,No,12.42,7,Plus,Debit Card,Yes,58.0
AUR-03276,No,18.94,51,Premium,Credit Card,Yes,1005.26
AUR-03277,No,13.32,35,Plus,Debit Card,Yes,289.66
AUR-03278,No,13.54,3,Plus,Credit Card,No,31.2
AUR-03279,Yes,7.85,13,Basic,Debit Card,Yes,80.72
AUR-03280,Yes,8.63,41,Basic,PayPal,Yes,408.18
AUR-03281,Yes,14.7,12,Plus,PayPal,Yes,279.77
AUR-03282,Yes,7.58,28,Basic,Credit Card,No,542.29
AUR-03283,Yes,9.6,9,Basic,PayPal,No,98.25
AUR-03284,Yes,9.16,58,Basic,PayPal,Yes,614.39
AUR-03285,No,7.34,46,Basic,PayPal,Yes,1064.36
AUR-03286,No,12.85,57,Plus,Credit Card,No,438.44
AUR-03287,No,13.63,3,Plus,Debit Card,Yes,176.65
AUR-03288,No,13.8,27,Plus,Credit Card,No,636.26
AUR-03289,No,9.34,19,Basic,Credit Card,No,302.6
AUR-03290,Yes,13.45,45,Plus,Debit Card,Yes,733.76
AUR-03291,No,8.93,59,Basic,Credit Card,Yes,745.28
AUR-03292,No,14.96,16,Plus,Credit Card,No,475.22
AUR-03293,No,14.76,56,Plus,PayPal,Yes,1074.96
AUR-03294,Yes,15.39,42,Plus,Debit Card,Yes,827.95
AUR-03295,No,13.59,60,Plus,Gift Card,No,550.55
AUR-03296,No,17.94,5,Premium,PayPal,Yes,289.23
AUR-03297,No,15.43,72,Plus,PayPal,Yes,2199.63
AUR-03298,No,12.35,31,Plus,PayPal,Yes,610.36
AUR-03299,No,12.32,20,Plus,Credit Card,Yes,319.17
AUR-03300,Yes,9.51,13,Basic,Credit Card,Yes,308.21
AUR-03301,No,18.86,71,Premium,PayPal,No,1515.87
AUR-03302,Yes,8.6,64,Basic,Credit Card,Yes,821.42
AUR-03303,Yes,8.19,9,Basic,Credit Card,No,224.21
AUR-03304,No,18.41,32,Premium,Debit Card,No,590.65
AUR-03305,No,12.53,53,Plus,Credit Card,Yes,1267.05
AUR-03306,Yes,8.22,43,Basic,Credit Card,No,216.44
AUR-03307,No,8.45,13,Basic,Debit Card,No,93.4
AUR-03308,Yes,9.01,26,Basic,Credit Card,Yes,146.79
AUR-03309,No,14.0,26,Plus,Debit Card,Yes,314.27
AUR-03310,No,9.14,21,Basic,Credit Card,Yes,86.7
AUR-03311,No,18.56,70,Premium,Debit Card,Yes,1383.93
AUR-03312,No,17.66,14,Premium,Credit Card,Yes,124.66
AUR-03313,No,15.43,51,Plus,Debit Card,Yes,481.24
AUR-03314,No,13.27,66,Plus,Credit Card,No,364.31
AUR-03315,No,8.8,58,Basic,Credit Card,Yes,296.72
AUR-03316,Yes,8.57,58,Basic,PayPal,Yes,322.24
AUR-03317,No,13.42,11,Plus,Credit Card,No,376.28
AUR-03318,Yes,8.64,9,Basic,PayPal,Yes,69.74
AUR-03319,No,11.5,57,Basic,Credit Card,Yes,1509.07
AUR-03320,Yes,8.22,54,Basic,Credit Card,Yes,345.77
AUR-03321,No,8.43,54,Basic,Credit Card,Yes,740.84
AUR-03322,Yes,13.73,30,Plus,PayPal,Yes,397.53
AUR-03323,Yes,14.68,38,Plus,Credit Card,No,400.23
AUR-03324,Yes,16.87,1,Premium,Credit Card,Yes,176.9
AUR-03325,No,13.42,21,Plus,Debit Card,Yes,302.39
AUR-03326,No,17.45,38,Premium,Credit Card,Yes,482.69
AUR-03327,No,13.35,9,Plus,PayPal,Yes,181.15
AUR-03328,No,15.3,9,Premium,Gift Card,Yes,493.51
AUR-03329,Yes,12.38,3,Plus,Debit Card,Yes,91.7
AUR-03330,Yes,12.0,15,Basic,Debit Card,No,266.35
AUR-03331,No,19.34,72,Premium,Credit Card,No,1742.08
AUR-03332,No,9.41,50,Basic,Gift Card,Yes,539.24
AUR-03333,No,7.61,69,Basic,Debit Card,Yes,978.31
AUR-03334,No,9.83,18,Basic,Credit Card,Yes,225.18
AUR-03335,No,8.08,43,Basic,Gift Card,Yes,219.86
AUR-03336,Yes,9.9,65,Basic,Gift Card,Yes,548.21
AUR-03337,Yes,13.3,25,Plus,Credit Card,Yes,544.94
AUR-03338,No,16.01,47,Premium,Credit Card,Yes,865.4
AUR-03339,No,8.78,50,Basic,Debit Card,Yes,821.46
AUR-03340,No,15.4,60,Plus,PayPal,Yes,1154.13
AUR-03341,No,8.55,70,Basic,Debit Card,No,1828.71
AUR-03342,No,17.64,44,Premium,Credit Card,Yes,784.9
AUR-03343,Yes,10.6,42,Basic,Credit Card,Yes,421.32
AUR-03344,No,9.56,63,Basic,Credit Card,Yes,322.26
AUR-03345,No,14.1,49,Plus,Credit Card,No,569.65
AUR-03346,Yes,13.1,26,Plus,PayPal,Yes,251.95
AUR-03347,No,19.03,46,Premium,Credit Card,Yes,1774.07
AUR-03348,No,15.47,40,Plus,Credit Card,Yes,676.54
AUR-03349,No,13.29,16,Plus,PayPal,Yes,236.67
AUR-03350,No,15.69,37,Plus,Credit Card,No,349.73
AUR-03351,Yes,9.96,45,Basic,Credit Card,Yes,472.17
AUR-03352,No,9.42,65,Basic,PayPal,Yes,260.61
AUR-03353,Yes,8.55,42,Basic,Credit Card,Yes,307.21
AUR-03354,No,9.6,12,Basic,PayPal,Yes,181.18
AUR-03355,No,15.67,72,Plus,Credit Card,Yes,2398.74
AUR-03356,No,10.2,42,Basic,Credit Card,Yes,573.05
AUR-03357,Yes,14.06,20,Plus,Debit Card,Yes,364.95
AUR-03358,No,12.19,55,Plus,Credit Card,No,564.55
AUR-03359,No,16.74,28,Plus,Debit Card,Yes,507.61
AUR-03360,No,14.45,27,Plus,Credit Card,Yes,1096.3
AUR-03361,Yes,9.12,61,Basic,Debit Card,No,356.7
AUR-03362,No,10.79,63,Basic,Credit Card,Yes,554.56
AUR-03363,Yes,13.6,38,Plus,PayPal,Yes,485.91
AUR-03364,No,15.14,27,Plus,Debit Card,Yes,544.83
AUR-03365,Yes,9.84,63,Basic,Debit Card,Yes,885.29
AUR-03366,Yes,9.2,12,Basic,Credit Card,No,171.36
AUR-03367,Yes,14.83,54,Plus,Debit Card,Yes,840.29
AUR-03368,Yes,15.56,42,Plus,Debit Card,No,504.75
AUR-03369,No,9.24,62,Basic,Credit Card,Yes,1369.22
AUR-03370,No,13.2,30,Plus,Debit Card,Yes,749.29
AUR-03371,No,19.33,60,Premium,Credit Card,Yes,1591.47
AUR-03372,Yes,9.13,1,Basic,Credit Card,Yes,208.54
AUR-03373,No,15.15,55,Premium,PayPal,Yes,843.29
AUR-03374,No,7.74,5,Basic,Credit Card,No,83.09
AUR-03375,No,14.37,46,Plus,Credit Card,Yes,1075.84
AUR-03376,No,12.57,14,Plus,Debit Card,No,124.0
AUR-03377,No,8.9,70,Basic,PayPal,Yes,1627.19
AUR-03378,No,17.84,56,Premium,Credit Card,Yes,638.15
AUR-03379,Yes,14.79,7,Plus,Credit Card,Yes,211.09
AUR-03380,No,18.73,65,Premium,Credit Card,Yes,2811.67
AUR-03381,Yes,9.21,18,Basic,Debit Card,Yes,124.33
AUR-03382,No,18.07,39,Premium,Debit Card,No,440.01
AUR-03383,No,20.14,6,Premium,Debit Card,Yes,257.61
AUR-03384,No,13.96,7,Plus,PayPal,Yes,242.72
AUR-03385,Yes,8.57,17,Basic,PayPal,Yes,138.53
AUR-03386,No,14.33,39,Plus,Credit Card,Yes,446.21
AUR-03387,No,13.81,39,Plus,Credit Card,Yes,1140.22
AUR-03388,No,16.68,62,Premium,Credit Card,Yes,2922.72
AUR-03389,No,13.69,12,Plus,Credit Card,Yes,141.86
AUR-03390,No,9.33,54,Basic,Credit Card,No,702.39
AUR-03391,Yes,9.01,0,Basic,PayPal,Yes,97.48
AUR-03392,No,12.95,21,Plus,Credit Card,Yes,270.62
AUR-03393,No,15.0,12,Premium,Credit Card,Yes,160.88
AUR-03394,No,9.76,9,Basic,Debit Card,Yes,137.78
AUR-03395,No,14.94,42,Plus,Gift Card,No,339.76
AUR-03396,No,19.29,65,Premium,Credit Card,Yes,1883.11
AUR-03397,No,9.65,48,Basic,PayPal,Yes,559.55
AUR-03398,Yes,9.16,62,Basic,PayPal,No,1335.15
AUR-03399,No,15.78,43,Plus,Credit Card,Yes,826.45
AUR-03400,No,13.32,3,Plus,Debit Card,Yes,49.9
AUR-03401,Yes,7.62,25,Basic,Credit Card,Yes,469.23
AUR-03402,No,17.13,60,Premium,Credit Card,No,1057.15
AUR-03403,No,14.65,3,Plus,Credit Card,No,116.29
AUR-03404,No,15.18,7,Premium,Credit Card,Yes,155.12
AUR-03405,No,17.74,60,Premium,PayPal,Yes,880.53
AUR-03406,No,19.96,4,Premium,PayPal,Yes,101.88
AUR-03407,No,14.51,70,Plus,Credit Card,No,1319.35
AUR-03408,Yes,10.78,55,Basic,Debit Card,Yes,609.13
AUR-03409,No,14.0,48,Plus,Credit Card,Yes,884.7
AUR-03410,No,8.85,39,Basic,Credit Card,Yes,476.91
AUR-03411,Yes,12.16,6,Plus,Debit Card,Yes,94.98
AUR-03412,Yes,8.91,30,Basic,Credit Card,Yes,236.91
AUR-03413,No,12.43,58,Plus,PayPal,Yes,406.07
AUR-03414,Yes,8.65,65,Basic,Credit Card,No,393.1
AUR-03415,No,8.5,32,Basic,PayPal,Yes,208.34
AUR-03416,No,10.53,61,Basic,Credit Card,No,848.55
AUR-03417,Yes,13.05,56,Plus,Credit Card,Yes,1748.23
AUR-03418,No,15.97,4,Premium,PayPal,Yes,270.26
AUR-03419,Yes,10.38,45,Basic,Debit Card,Yes,914.22
AUR-03420,Yes,21.73,44,Premium,Credit Card,Yes,872.19
AUR-03421,Yes,16.65,39,Premium,PayPal,Yes,602.58
AUR-03422,No,9.43,56,Basic,Credit Card,Yes,550.5
AUR-03423,No,11.42,64,Plus,Credit Card,Yes,938.5
AUR-03424,No,15.68,40,Plus,Credit Card,Yes,509.56
AUR-03425,No,8.88,23,Basic,Debit Card,No,256.47
AUR-03426,No,14.43,71,Plus,Debit Card,Yes,1236.6
AUR-03427,No,9.61,70,Basic,PayPal,Yes,592.25
AUR-03428,No,18.13,50,Premium,Debit Card,Yes,764.25
AUR-03429,No,16.04,46,Premium,Credit Card,Yes,467.46
AUR-03430,No,18.06,7,Premium,Credit Card,No,199.23
AUR-03431,No,13.95,29,Plus,Credit Card,Yes,656.2
AUR-03432,No,11.36,14,Plus,PayPal,No,136.46
AUR-03433,No,17.78,37,Premium,Credit Card,No,319.18
AUR-03434,Yes,9.06,60,Basic,Debit Card,Yes,436.98
AUR-03435,Yes,8.8,16,Basic,Debit Card,Yes,69.14
AUR-03436,No,11.8,72,Plus,PayPal,Yes,3641.72
AUR-03437,Yes,9.33,9,Basic,Credit Card,No,0.0
AUR-03438,No,8.55,7,Basic,Credit Card,Yes,107.04
AUR-03439,No,9.24,71,Basic,PayPal,Yes,1139.03
AUR-03440,No,13.99,7,Plus,Debit Card,Yes,187.11
AUR-03441,No,9.19,53,Basic,Debit Card,No,535.99
AUR-03442,No,9.59,55,Basic,PayPal,Yes,1103.83
AUR-03443,Yes,8.37,24,Basic,PayPal,Yes,89.55
AUR-03444,No,9.7,4,Basic,Credit Card,Yes,0.0
AUR-03445,No,15.61,22,Premium,PayPal,No,453.66
AUR-03446,Yes,8.08,5,Basic,Credit Card,No,0.0
AUR-03447,No,16.35,49,Plus,Gift Card,Yes,414.87
AUR-03448,Yes,13.15,64,Plus,Credit Card,Yes,1318.92
AUR-03449,No,8.42,72,Basic,Credit Card,Yes,570.47
AUR-03450,No,22.51,58,Premium,Credit Card,Yes,1525.04
AUR-03451,No,15.03,56,Plus,PayPal,Yes,730.54
AUR-03452,No,13.41,64,Plus,Gift Card,Yes,1063.87
AUR-03453,Yes,8.46,56,Basic,Credit Card,No,475.5
AUR-03454,Yes,7.92,47,Basic,Credit Card,Yes,611.69
AUR-03455,No,17.2,72,Premium,Credit Card,Yes,1905.09
AUR-03456,No,17.2,23,Premium,Credit Card,Yes,414.06
AUR-03457,No,19.54,30,Premium,PayPal,Yes,329.58
AUR-03458,No,20.89,66,Premium,Credit Card,Yes,1344.02
AUR-03459,No,10.01,22,Basic,Gift Card,Yes,235.27
AUR-03460,No,19.79,21,Premium,PayPal,Yes,261.74
AUR-03461,No,14.06,11,Plus,Credit Card,Yes,97.6
AUR-03462,No,16.07,20,Premium,Debit Card,No,345.72
AUR-03463,Yes,8.02,43,Basic,Gift Card,No,346.03
AUR-03464,Yes,8.29,64,Basic,PayPal,Yes,378.32
AUR-03465,No,15.45,9,Plus,PayPal,Yes,288.44
AUR-03466,No,18.33,49,Premium,Credit Card,Yes,1333.29
AUR-03467,No,13.57,55,Plus,Credit Card,No,1439.61
AUR-03468,No,10.25,65,Basic,PayPal,No,1362.83
AUR-03469,No,8.42,54,Basic,Credit Card,Yes,269.35
AUR-03470,Yes,15.0,11,Premium,Debit Card,Yes,67.97
AUR-03471,No,13.16,35,Plus,PayPal,Yes,313.49
AUR-03472,Yes,15.69,69,Plus,Credit Card,Yes,1559.73
AUR-03473,No,14.04,66,Plus,Credit Card,Yes,1084.48
AUR-03474,No,15.3,44,Plus,Credit Card,Yes,1293.31
AUR-03475,No,13.17,70,Plus,PayPal,Yes,988.07
AUR-03476,Yes,15.68,48,Plus,Credit Card,Yes,763.66
AUR-03477,No,19.43,4,Premium,Credit Card,Yes,268.71
AUR-03478,No,15.37,66,Premium,Gift Card,Yes,985.16
AUR-03479,No,16.7,12,Premium,Debit Card,No,91.28
AUR-03480,No,14.32,27,Plus,Debit Card,Yes,507.56
AUR-03481,No,14.51,17,Plus,PayPal,Yes,301.36
AUR-03482,No,14.15,52,Plus,Credit Card,No,1362.67
AUR-03483,Yes,17.98,2,Premium,Gift Card,Yes,0.0
AUR-03484,No,13.38,46,Plus,PayPal,Yes,1031.21
AUR-03485,No,13.99,63,Plus,Credit Card,Yes,761.86
AUR-03486,No,13.46,57,Plus,Credit Card,Yes,314.34
AUR-03487,No,15.14,22,Plus,Credit Card,No,102.09
AUR-03488,No,13.75,65,Plus,Debit Card,Yes,989.37
AUR-03489,Yes,8.8,26,Basic,Debit Card,Yes,115.24
AUR-03490,No,12.19,49,Plus,Debit Card,Yes,793.22
AUR-03491,No,11.97,36,Plus,Gift Card,No,430.51
AUR-03492,Yes,7.98,4,Basic,Debit Card,No,137.3
AUR-03493,No,18.7,0,Premium,PayPal,Yes,61.81
AUR-03494,Yes,11.92,13,Plus,Debit Card,Yes,228.36
